model_family,candidate_id,origin,rows,rmse,parameters_json,league
conditional_ppg_ridge,0,2013,299,3.589485841764636,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2013,299,3.5902550279389605,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2013,299,3.5956037578889735,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2013,299,3.6053036705368147,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2013,299,3.609462808600483,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2013,299,3.630706751022787,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2013,299,3.632356998302886,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2014,376,3.394157888974935,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2014,376,3.3880170041395257,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2014,376,3.3436376307841154,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2014,376,3.270482843291533,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2014,376,3.263706387857573,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2014,376,3.283242331224205,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2014,376,3.3672328732167234,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2015,395,3.5993511462197705,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2015,395,3.5992784020006767,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2015,395,3.5985931330363172,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2015,395,3.5945140454130375,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2015,395,3.591482267992165,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2015,395,3.5838891745995047,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2015,395,3.579873533575253,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2016,369,3.1467270752231054,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2016,369,3.146440383148139,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2016,369,3.1436423949094787,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2016,369,3.1212460428895232,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2016,369,3.0624959867732544,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2016,369,3.0794209908680354,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2016,369,3.1323306196569796,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2017,402,2.912646592565967,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2017,402,2.912656789129922,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2017,402,2.9127587845172265,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2017,402,2.913781646341505,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2017,402,2.924130914995236,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2017,402,2.9927188497668538,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2017,402,3.0330389546300824,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2018,365,3.028314558664784,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2018,365,3.028340021920412,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2018,365,3.0285943248143963,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2018,365,3.0311053803337002,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2018,365,3.0538192291575146,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2018,365,3.1860868837535437,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2018,365,3.3018645405710454,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2019,385,3.0207086416720506,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2019,385,3.0207142975395773,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2019,385,3.0207713096810496,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2019,385,3.0213833291419903,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2019,385,3.0297783470376767,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2019,385,3.113757360301007,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2019,385,3.1853783372887445,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2020,409,3.176886786178273,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2020,409,3.1768852123839664,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2020,409,3.176869903835326,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2020,409,3.1767564181915993,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2020,409,3.177777902582519,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2020,409,3.2072210998138537,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2020,409,3.2938625949316838,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2021,413,2.866246747716442,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2021,413,2.866239015213316,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2021,413,2.866161825378307,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2021,413,2.865403204814713,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2021,413,2.8589621164378642,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2021,413,2.8424579938674706,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2021,413,2.8814876845840502,"{""alpha"": 1000.0}",beta
conditional_ppg_ridge,0,2022,422,2.559449254413421,"{""alpha"": 0.001}",beta
conditional_ppg_ridge,1,2022,422,2.5594497163072134,"{""alpha"": 0.01}",beta
conditional_ppg_ridge,2,2022,422,2.5594543924973445,"{""alpha"": 0.1}",beta
conditional_ppg_ridge,3,2022,422,2.5595068183157634,"{""alpha"": 1.0}",beta
conditional_ppg_ridge,4,2022,422,2.5605365122281545,"{""alpha"": 10.0}",beta
conditional_ppg_ridge,5,2022,422,2.5880497541791248,"{""alpha"": 100.0}",beta
conditional_ppg_ridge,6,2022,422,2.7079980069354783,"{""alpha"": 1000.0}",beta
conditional_ppg_hist_gradient_boosting,0,2013,299,3.642981479807644,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",beta
conditional_ppg_hist_gradient_boosting,1,2013,299,3.635473628067061,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",beta
conditional_ppg_hist_gradient_boosting,2,2013,299,3.6356036498966606,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",beta
conditional_ppg_hist_gradient_boosting,3,2013,299,3.628491097053944,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",beta
conditional_ppg_hist_gradient_boosting,4,2013,299,3.663538365842515,"{""l2_regularization"": 100.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",beta
conditional_ppg_hist_gradient_boosting,5,2013,299,3.653841797012255,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 4, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",beta
