policy,seasons,forecast_ev,forecast_p10,forecast_p90,actual_points,actual_playoff_points,bench_forecast_spend,top3_spend_share,current_construction_delta,accepted_swaps,predicted_expected_best_surplus,predicted_probability_any_hit,predicted_probability_any_10,predicted_probability_any_20,predicted_expected_top2_surplus,next_validation_bench_matches,next_projection_proxy_bench_count,actual_best_keeper_surplus,actual_top2_keeper_surplus,actual_any_keeper_hit,actual_any_keeper_hit_10,actual_any_keeper_hit_20,actual_best_future_ppg,actual_future_ppg_ge12_count,actual_future_ppg_ge15_count,observed_cost_coverage,observed_best_keeper_surplus
best1_lex0,4,1611.8096932373046,1458.424113647461,1765.714398925781,1584.164440307617,412.1893389282227,32.73097607517242,0.5905296369194984,6.890068237304687,1.794,45.928351075876904,0.83859,0.7637970000000001,0.699459,67.62022093285498,4.186,0.8140000000000001,56.30835011466085,74.61463570907232,0.9279999999999999,0.8466666666666667,0.824,13.684076276779175,1.0893333333333333,0.35600000000000004,0.8567999999999999,48.9664821381024
best1_lex2,4,1611.9222768554687,1458.6641896972656,1765.7981373291016,1583.4838397216797,411.87553900146486,32.55217344093323,0.5907882257401943,5.589748046875,1.841,46.40198150563045,0.8411649999999999,0.767577,0.703757,68.43651301962623,4.193,0.807,57.2676794927267,75.85901181076702,0.9359999999999999,0.8506666666666667,0.828,13.76766517829895,1.1159999999999999,0.37200000000000005,0.8581333333333333,49.869635704944265
control,4,1610.7097279052734,1457.8679600830078,1764.3647084960937,1586.6313406982422,412.0742395324707,35.93937338638305,0.5841035710573197,0.0,0.0,36.80177048026797,0.784857,0.6891160000000001,0.614646,52.10042484052747,4.165,0.835,44.040114772467824,56.27477702586217,0.856,0.8026666666666666,0.7453333333333333,13.0202926902771,0.8333333333333334,0.24133333333333332,0.8584,38.849294027136075
