factor,default_value,candidate_value,year,trial,roster_jaccard,roster_slots_changed,roster_changed,top_n_binding,both_actual_cap_feasible,actual_points_effect,drafted_only_points_effect,actual_cap_feasible_effect,actual_cap_overage_effect,actual_salary_spend_effect,absolute_forecast_error_effect,hindsight_heuristic_gap_effect,actual_waiver_starts_effect,joint_feasible_actual_points_effect
salary_draws_1_minus_5,5,1,2022,42,0.5294117647058824,4,True,False,False,-83.60009765625,-105.6998291015625,0,-23.0,-23.0,-69.3876953125,,9,
salary_draws_1_minus_5,5,1,2022,43,0.4444444444444444,5,True,False,False,114.1600341796875,107.760009765625,0,65.0,65.0,17.6636962890625,,-13,
salary_draws_1_minus_5,5,1,2022,44,0.625,3,True,False,False,147.89990234375,136.39990234375,0,20.0,20.0,-112.237548828125,,-9,
salary_draws_1_minus_5,5,1,2022,45,0.5294117647058824,4,True,False,False,80.1400146484375,-45.739990234375,0,64.0,64.0,-20.6749267578125,,-9,
salary_draws_1_minus_5,5,1,2022,46,0.7333333333333333,2,True,False,False,0.3599853515625,64.2799072265625,0,53.0,53.0,33.533203125,,-3,
salary_draws_1_minus_5,5,1,2022,47,0.4444444444444444,5,True,False,False,268.10009765625,326.900146484375,-1,122.0,128.0,-36.186767578125,,-16,
salary_draws_1_minus_5,5,1,2022,48,0.4444444444444444,5,True,False,False,27.099853515625,-33.2000732421875,0,28.0,28.0,-38.83154296875,,-6,
salary_draws_1_minus_5,5,1,2022,49,0.4444444444444444,5,True,False,False,-204.739990234375,-351.39990234375,0,72.0,72.0,229.962890625,,16,
salary_draws_1_minus_5,5,1,2022,50,0.625,3,True,False,False,-102.5,-147.5,0,67.0,67.0,128.9132080078125,,1,
salary_draws_1_minus_5,5,1,2022,51,0.7333333333333333,2,True,False,False,-70.39990234375,-86.900146484375,0,12.0,12.0,68.35595703125,,8,
salary_draws_1_minus_5,5,1,2022,52,0.625,3,True,False,False,-88.5999755859375,-40.300048828125,0,45.0,45.0,93.191650390625,,0,
salary_draws_1_minus_5,5,1,2022,53,0.4444444444444444,5,True,False,False,-34.39990234375,-15.800048828125,0,37.0,37.0,63.421630859375,,-2,
salary_draws_1_minus_5,5,1,2022,54,0.3684210526315789,6,True,False,False,226.320068359375,178.239990234375,0,81.0,81.0,-165.5452880859375,,-3,
salary_draws_1_minus_5,5,1,2022,55,0.4444444444444444,5,True,False,False,245.97998046875,260.9000244140625,0,78.0,78.0,-197.3231201171875,,-18,
salary_draws_1_minus_5,5,1,2022,56,0.3684210526315789,6,True,False,False,206.9200439453125,269.0400390625,0,34.0,34.0,109.90673828125,,-3,
salary_draws_1_minus_5,5,1,2022,57,0.4444444444444444,5,True,False,False,173.739990234375,168.43994140625,0,71.0,71.0,-89.0399169921875,,-10,
salary_draws_1_minus_5,5,1,2022,58,0.625,3,True,False,False,35.4000244140625,15.10009765625,0,12.0,12.0,-12.6470947265625,,-5,
salary_draws_1_minus_5,5,1,2022,59,0.5294117647058824,4,True,False,False,118.780029296875,219.0799560546875,0,52.0,52.0,-78.651611328125,,-11,
salary_draws_1_minus_5,5,1,2022,60,0.3684210526315789,6,True,False,False,120.139892578125,173.0,-1,34.0,34.0,-76.91455078125,,-6,
salary_draws_1_minus_5,5,1,2022,61,0.3684210526315789,6,True,False,False,-137.0001220703125,-59.2001953125,0,15.0,15.0,156.267333984375,,12,
salary_draws_1_minus_5,5,1,2022,62,0.5294117647058824,4,True,False,False,188.4000244140625,216.4000244140625,0,62.0,62.0,-145.15087890625,,-16,
salary_draws_1_minus_5,5,1,2022,63,0.5294117647058824,4,True,False,False,139.0999755859375,20.56005859375,0,0.0,0.0,-139.8587646484375,,-11,
salary_draws_1_minus_5,5,1,2022,64,0.4444444444444444,5,True,False,False,-22.9000244140625,-68.800048828125,0,73.0,73.0,83.9757080078125,,-13,
salary_draws_1_minus_5,5,1,2022,65,0.625,3,True,False,False,109.4000244140625,110.4000244140625,0,42.0,42.0,-85.90673828125,,-2,
salary_draws_1_minus_5,5,1,2022,66,0.4444444444444444,5,True,False,False,58.760009765625,122.0400390625,0,85.0,85.0,-1.4942626953125,,3,
salary_draws_1_minus_5,5,1,2022,67,0.3684210526315789,6,True,False,False,4.940185546875,46.0,0,143.0,143.0,66.9066162109375,,-5,
salary_draws_1_minus_5,5,1,2022,68,0.23809523809523808,8,True,False,False,38.739990234375,49.840087890625,0,115.0,115.0,-8.9052734375,,-22,
salary_draws_1_minus_5,5,1,2022,69,0.4444444444444444,5,True,False,False,7.800048828125,-44.60009765625,0,18.0,18.0,-0.2083740234375,,3,
salary_draws_1_minus_5,5,1,2022,70,0.625,3,True,False,False,13.0,15.199951171875,0,63.0,63.0,49.2801513671875,,-3,
salary_draws_1_minus_5,5,1,2022,71,0.4444444444444444,5,True,False,False,145.60009765625,176.2799072265625,0,55.0,55.0,-112.5804443359375,,-5,
salary_draws_1_minus_5,5,1,2022,72,0.625,3,True,False,False,75.0001220703125,72.5999755859375,0,49.0,49.0,-59.96435546875,,-1,
salary_draws_1_minus_5,5,1,2022,73,0.4444444444444444,5,True,False,False,-217.5400390625,-234.780029296875,0,-33.0,-33.0,47.867431640625,,22,
salary_draws_1_minus_5,5,1,2022,74,0.4444444444444444,5,True,False,False,-3.300048828125,-17.9000244140625,0,75.0,75.0,41.567138671875,,-6,
salary_draws_1_minus_5,5,1,2022,75,0.3684210526315789,6,True,False,False,205.7000732421875,268.6998291015625,0,20.0,20.0,-163.1695556640625,,-9,
salary_draws_1_minus_5,5,1,2022,76,0.5294117647058824,4,True,False,False,79.320068359375,103.1400146484375,0,94.0,94.0,6.294677734375,,-14,
salary_draws_1_minus_5,5,1,2022,77,0.4444444444444444,5,True,False,False,-8.300048828125,-48.3001708984375,0,47.0,47.0,56.0462646484375,,3,
salary_draws_1_minus_5,5,1,2022,78,0.4444444444444444,5,True,False,False,-123.7000732421875,-135.1800537109375,0,28.0,28.0,94.12255859375,,5,
salary_draws_1_minus_5,5,1,2022,79,0.3,7,True,False,False,207.0001220703125,226.0,0,45.0,45.0,-33.148193359375,,-17,
salary_draws_1_minus_5,5,1,2022,80,0.625,3,True,False,False,59.9998779296875,72.300048828125,0,24.0,24.0,-53.31640625,,3,
salary_draws_1_minus_5,5,1,2022,81,0.8571428571428571,1,True,False,False,-17.699951171875,-7.0,0,28.0,28.0,42.8807373046875,,-1,
salary_draws_1_minus_5,5,1,2022,82,0.4444444444444444,5,True,False,False,-55.4000244140625,-93.2799072265625,0,59.0,59.0,89.984375,,-13,
salary_draws_1_minus_5,5,1,2022,83,0.5294117647058824,4,True,False,False,21.7999267578125,-29.60009765625,0,22.0,22.0,-11.287109375,,-1,
salary_draws_1_minus_5,5,1,2022,84,0.3,7,True,False,False,112.260009765625,76.9400634765625,0,19.0,19.0,-13.212890625,,-11,
salary_draws_1_minus_5,5,1,2022,85,0.3684210526315789,6,True,False,False,305.659912109375,276.93994140625,-1,117.0,133.0,-117.43359375,,-12,
salary_draws_1_minus_5,5,1,2022,86,0.4444444444444444,5,True,False,False,163.5,213.1002197265625,0,72.0,72.0,-95.5767822265625,,-14,
salary_draws_1_minus_5,5,1,2022,87,0.3,7,True,False,False,52.760009765625,201.239990234375,0,146.0,146.0,52.1876220703125,,-9,
salary_draws_1_minus_5,5,1,2022,88,0.3684210526315789,6,True,False,False,29.5999755859375,-3.780029296875,0,82.0,82.0,33.5020751953125,,2,
salary_draws_1_minus_5,5,1,2022,89,0.5294117647058824,4,True,False,False,-39.3599853515625,-165.9600830078125,0,20.0,20.0,-37.3875732421875,,-7,
salary_draws_1_minus_5,5,1,2022,90,0.5294117647058824,4,True,False,False,242.10009765625,211.9000244140625,0,92.0,92.0,-167.159912109375,,-5,
salary_draws_1_minus_5,5,1,2022,91,0.625,3,True,False,False,-24.0999755859375,20.10009765625,0,61.0,61.0,66.6829833984375,,-3,
salary_draws_1_minus_5,5,1,2022,92,0.4444444444444444,5,True,False,False,1.2000732421875,23.5999755859375,0,65.0,65.0,-32.6142578125,,2,
salary_draws_1_minus_5,5,1,2022,93,0.5294117647058824,4,True,False,False,259.4000244140625,221.239990234375,0,107.0,107.0,-186.0377197265625,,-22,
salary_draws_1_minus_5,5,1,2022,94,0.625,3,True,False,False,-22.199951171875,-3.0,0,3.0,3.0,-22.9468994140625,,-3,
salary_draws_1_minus_5,5,1,2022,95,0.3684210526315789,6,True,False,False,134.39990234375,97.199951171875,0,29.0,29.0,-75.0191650390625,,-17,
salary_draws_1_minus_5,5,1,2022,96,0.5294117647058824,4,True,False,False,183.699951171875,146.7999267578125,0,21.0,21.0,-153.245849609375,,-8,
salary_draws_1_minus_5,5,1,2022,97,0.4444444444444444,5,True,False,False,-217.97998046875,-149.6600341796875,0,7.0,7.0,240.38525390625,,8,
salary_draws_1_minus_5,5,1,2022,98,0.4444444444444444,5,True,False,False,-129.800048828125,-150.60009765625,0,69.0,69.0,-36.45166015625,,8,
salary_draws_1_minus_5,5,1,2022,99,0.4444444444444444,5,True,False,False,274.47998046875,182.4599609375,0,92.0,92.0,116.789794921875,,-24,
salary_draws_1_minus_5,5,1,2022,100,0.4444444444444444,5,True,False,False,185.5001220703125,221.4000244140625,0,46.0,46.0,-158.0423583984375,,-20,
salary_draws_1_minus_5,5,1,2022,101,0.4444444444444444,5,True,False,False,174.4000244140625,213.89990234375,0,37.0,37.0,-157.8802490234375,,-7,
salary_draws_1_minus_5,5,1,2022,102,0.7333333333333333,2,True,False,False,76.800048828125,65.300048828125,0,-34.0,-34.0,73.1632080078125,,-1,
salary_draws_1_minus_5,5,1,2022,103,0.625,3,True,False,False,-26.900146484375,-34.2999267578125,0,33.0,33.0,36.294677734375,,-5,
salary_draws_1_minus_5,5,1,2022,104,0.625,3,True,False,False,-3.0,6.7999267578125,0,71.0,71.0,34.322021484375,,4,
salary_draws_1_minus_5,5,1,2022,105,0.7333333333333333,2,True,False,False,-148.9000244140625,-146.300048828125,0,-43.0,-43.0,58.645263671875,,1,
salary_draws_1_minus_5,5,1,2022,106,0.4444444444444444,5,True,False,False,-37.7999267578125,-10.800048828125,0,-4.0,-4.0,-18.5821533203125,,-10,
salary_draws_1_minus_5,5,1,2022,107,0.625,3,True,False,False,303.800048828125,302.9000244140625,0,61.0,61.0,-86.0062255859375,,-14,
salary_draws_1_minus_5,5,1,2022,108,0.4444444444444444,5,True,False,False,-8.580078125,35.2999267578125,0,60.0,60.0,-84.95361328125,,7,
salary_draws_1_minus_5,5,1,2022,109,0.5294117647058824,4,True,False,False,67.699951171875,115.60009765625,0,50.0,50.0,-20.625244140625,,-2,
salary_draws_1_minus_5,5,1,2022,110,0.4444444444444444,5,True,False,False,232.4000244140625,136.400146484375,0,96.0,96.0,-79.82177734375,,-16,
salary_draws_1_minus_5,5,1,2022,111,0.625,3,True,False,False,-19.89990234375,-53.699951171875,0,0.0,0.0,33.679931640625,,-10,
salary_draws_1_minus_5,5,1,2022,112,0.7333333333333333,2,True,False,False,30.39990234375,62.2000732421875,0,65.0,65.0,5.687744140625,,-8,
salary_draws_1_minus_5,5,1,2022,113,0.5294117647058824,4,True,False,False,-52.7000732421875,-83.0,0,16.0,16.0,40.10546875,,12,
salary_draws_1_minus_5,5,1,2022,114,0.4444444444444444,5,True,False,False,59.7000732421875,111.39990234375,0,5.0,5.0,-30.302001953125,,3,
salary_draws_1_minus_5,5,1,2022,115,0.23809523809523808,8,True,False,False,233.0,279.4000244140625,-1,114.0,131.0,-117.535400390625,,-23,
salary_draws_1_minus_5,5,1,2022,116,0.4444444444444444,5,True,False,False,-160.5,-176.199951171875,0,89.0,89.0,207.2076416015625,,-4,
salary_draws_1_minus_5,5,1,2022,117,0.625,3,True,False,False,47.4000244140625,36.800048828125,0,65.0,65.0,6.553955078125,,-4,
salary_draws_1_minus_5,5,1,2022,118,0.625,3,True,False,False,110.9400634765625,139.4000244140625,0,73.0,73.0,-65.9908447265625,,-21,
salary_draws_1_minus_5,5,1,2022,119,0.625,3,True,False,False,186.0,256.5,0,106.0,106.0,-89.3740234375,,-10,
salary_draws_1_minus_5,5,1,2022,120,0.4444444444444444,5,True,False,False,135.9000244140625,129.4998779296875,0,40.0,40.0,-131.8126220703125,,0,
salary_draws_1_minus_5,5,1,2022,121,0.7333333333333333,2,True,False,False,213.39990234375,196.5999755859375,0,20.0,20.0,-187.3892822265625,,-6,
salary_draws_1_minus_5,5,1,2022,122,0.625,3,True,False,False,64.1600341796875,-10.5999755859375,0,84.0,84.0,-13.8922119140625,,-2,
salary_draws_1_minus_5,5,1,2022,123,0.4444444444444444,5,True,False,False,-33.2000732421875,-55.2000732421875,0,67.0,67.0,76.0079345703125,,-2,
salary_draws_1_minus_5,5,1,2022,124,0.5294117647058824,4,True,False,False,157.800048828125,138.699951171875,0,92.0,92.0,-70.5648193359375,,-10,
salary_draws_1_minus_5,5,1,2022,125,0.3684210526315789,6,True,False,False,47.5,56.340087890625,0,46.0,46.0,16.2733154296875,,3,
salary_draws_1_minus_5,5,1,2022,126,0.4444444444444444,5,True,False,False,225.2801513671875,183.8599853515625,0,64.0,64.0,-179.93994140625,,-23,
salary_draws_1_minus_5,5,1,2022,127,0.5294117647058824,4,True,False,False,64.800048828125,76.6998291015625,0,51.0,51.0,-18.4027099609375,,-4,
salary_draws_1_minus_5,5,1,2022,128,0.3684210526315789,6,True,False,False,314.7601318359375,248.900146484375,0,117.0,117.0,-84.7138671875,,-17,
salary_draws_1_minus_5,5,1,2022,129,0.625,3,True,False,False,82.2998046875,118.60009765625,0,36.0,36.0,-30.9434814453125,,-7,
salary_draws_1_minus_5,5,1,2022,130,0.3684210526315789,6,True,False,False,150.89990234375,-5.89990234375,0,118.0,118.0,9.85888671875,,-11,
salary_draws_1_minus_5,5,1,2022,131,0.625,3,True,False,False,60.199951171875,3.2000732421875,0,21.0,21.0,40.189697265625,,-5,
salary_draws_1_minus_5,5,1,2022,132,0.625,3,True,False,False,-2.699951171875,-15.4000244140625,0,35.0,35.0,32.6971435546875,,-1,
salary_draws_1_minus_5,5,1,2022,133,0.5294117647058824,4,True,False,False,-354.340087890625,-416.2799072265625,0,37.0,37.0,97.308837890625,,23,
salary_draws_1_minus_5,5,1,2022,134,0.3684210526315789,6,True,False,False,148.10009765625,157.9000244140625,0,9.0,9.0,-140.781982421875,,-3,
salary_draws_1_minus_5,5,1,2022,135,0.4444444444444444,5,True,False,False,166.0400390625,152.580078125,0,99.0,99.0,-83.0684814453125,,-22,
salary_draws_1_minus_5,5,1,2022,136,0.7333333333333333,2,True,False,False,-143.800048828125,-250.43994140625,0,41.0,41.0,89.4747314453125,,13,
salary_draws_1_minus_5,5,1,2022,137,0.7333333333333333,2,True,False,False,162.2000732421875,166.39990234375,0,29.0,29.0,-144.41845703125,,-7,
salary_draws_1_minus_5,5,1,2022,138,0.7333333333333333,2,True,False,False,56.699951171875,95.199951171875,0,3.0,3.0,-53.82275390625,,2,
salary_draws_1_minus_5,5,1,2022,139,0.4444444444444444,5,True,False,False,-34.0,-82.800048828125,0,29.0,29.0,19.82666015625,,24,
salary_draws_1_minus_5,5,1,2022,140,0.3,7,True,False,False,115.380126953125,146.9000244140625,0,129.0,129.0,-7.8590087890625,,1,
salary_draws_1_minus_5,5,1,2022,141,0.8571428571428571,1,True,False,False,-3.0001220703125,-9.300048828125,0,0.0,0.0,-0.8358154296875,,1,
salary_draws_1_minus_5,5,1,2022,142,0.625,3,True,False,False,-94.39990234375,-91.400146484375,0,10.0,10.0,14.27685546875,,3,
salary_draws_1_minus_5,5,1,2022,143,0.3684210526315789,6,True,False,False,296.7000732421875,284.0999755859375,0,64.0,64.0,63.2813720703125,,-20,
salary_draws_1_minus_5,5,1,2022,144,0.5294117647058824,4,True,False,False,256.89990234375,261.7999267578125,0,58.0,58.0,-167.7322998046875,,-14,
salary_draws_1_minus_5,5,1,2022,145,0.5294117647058824,4,True,False,False,-83.699951171875,-174.199951171875,0,84.0,84.0,124.541015625,,4,
salary_draws_1_minus_5,5,1,2022,146,0.3684210526315789,6,True,False,False,-145.0,-288.159912109375,0,-26.0,-26.0,95.056396484375,,14,
salary_draws_1_minus_5,5,1,2022,147,0.23809523809523808,8,True,False,False,-124.300048828125,-138.8199462890625,0,90.0,90.0,173.656494140625,,17,
salary_draws_1_minus_5,5,1,2022,148,0.4444444444444444,5,True,False,False,-37.5,-28.800048828125,0,58.0,58.0,-25.4974365234375,,-4,
salary_draws_1_minus_5,5,1,2022,149,0.3,7,True,False,False,276.89990234375,314.2000732421875,-1,151.0,189.0,-156.6578369140625,,-29,
salary_draws_1_minus_5,5,1,2022,150,0.4444444444444444,5,True,False,False,172.599853515625,250.4200439453125,0,96.0,96.0,-103.0921630859375,,-15,
salary_draws_1_minus_5,5,1,2022,151,0.5294117647058824,4,True,False,False,-18.1201171875,-79.47998046875,0,39.0,39.0,41.1556396484375,,-5,
salary_draws_1_minus_5,5,1,2022,152,0.5294117647058824,4,True,False,False,73.7000732421875,82.300048828125,0,79.0,79.0,-7.1314697265625,,-14,
salary_draws_1_minus_5,5,1,2022,153,0.3,7,True,False,False,-61.1400146484375,-144.0999755859375,0,78.0,78.0,84.0570068359375,,-17,
salary_draws_1_minus_5,5,1,2022,154,0.4444444444444444,5,True,False,False,-32.4000244140625,-52.4400634765625,0,22.0,22.0,56.8310546875,,13,
salary_draws_1_minus_5,5,1,2022,155,0.5294117647058824,4,True,False,False,-48.5999755859375,-27.800048828125,0,56.0,56.0,79.364990234375,,-1,
salary_draws_1_minus_5,5,1,2022,156,0.625,3,True,False,False,9.800048828125,44.5,0,67.0,67.0,41.0909423828125,,-5,
salary_draws_1_minus_5,5,1,2022,157,0.625,3,True,False,False,298.300048828125,329.2000732421875,0,79.0,79.0,-75.268310546875,,-8,
salary_draws_1_minus_5,5,1,2022,158,0.5294117647058824,4,True,False,False,-7.599853515625,64.300048828125,0,-24.0,-24.0,-15.9146728515625,,-3,
salary_draws_1_minus_5,5,1,2022,159,0.625,3,True,False,False,149.47998046875,148.9400634765625,0,10.0,10.0,59.945556640625,,-15,
salary_draws_1_minus_5,5,1,2022,160,0.3684210526315789,6,True,False,False,239.919921875,201.60009765625,0,116.0,116.0,117.10791015625,,-4,
salary_draws_1_minus_5,5,1,2022,161,0.625,3,True,False,False,-21.2000732421875,-54.699951171875,0,5.0,5.0,40.1337890625,,-7,
salary_draws_1_minus_5,5,1,2022,162,0.625,3,True,False,False,122.5999755859375,115.800048828125,0,49.0,49.0,-78.8819580078125,,-8,
salary_draws_1_minus_5,5,1,2022,163,0.625,3,True,False,False,98.6400146484375,135.1800537109375,0,34.0,34.0,-83.9344482421875,,-13,
salary_draws_1_minus_5,5,1,2022,164,0.5294117647058824,4,True,False,False,117.579833984375,13.5802001953125,0,61.0,61.0,-84.025390625,,-4,
salary_draws_1_minus_5,5,1,2022,165,0.3684210526315789,6,True,False,False,144.3599853515625,268.6800537109375,0,20.0,20.0,-129.3492431640625,,-11,
salary_draws_1_minus_5,5,1,2022,166,0.5294117647058824,4,True,False,False,17.0001220703125,35.800048828125,0,33.0,33.0,-4.3450927734375,,-4,
salary_draws_1_minus_5,5,1,2022,167,0.3,7,True,False,False,114.4998779296875,96.0,0,66.0,66.0,-41.8660888671875,,-6,
salary_draws_1_minus_5,5,1,2022,168,0.5294117647058824,4,True,False,False,306.760009765625,384.760009765625,0,82.0,82.0,-84.2919921875,,-19,
salary_draws_1_minus_5,5,1,2022,169,0.5294117647058824,4,True,False,False,82.89990234375,192.280029296875,0,16.0,16.0,-48.0421142578125,,-3,
salary_draws_1_minus_5,5,1,2022,170,0.4444444444444444,5,True,False,False,248.719970703125,195.539794921875,0,68.0,68.0,-161.6373291015625,,-18,
salary_draws_1_minus_5,5,1,2022,171,0.4444444444444444,5,True,False,False,49.199951171875,-11.60009765625,0,48.0,48.0,-23.279541015625,,-11,
salary_draws_1_minus_5,5,1,2022,172,0.4444444444444444,5,True,False,False,30.02001953125,23.43994140625,0,48.0,48.0,-1.3740234375,,12,
salary_draws_1_minus_5,5,1,2022,173,0.625,3,True,False,False,191.4000244140625,49.9599609375,0,65.0,65.0,-102.83447265625,,-4,
salary_draws_1_minus_5,5,1,2022,174,0.4444444444444444,5,True,False,False,70.5999755859375,-58.5401611328125,0,28.0,28.0,-64.5037841796875,,-1,
salary_draws_1_minus_5,5,1,2022,175,0.4444444444444444,5,True,False,False,10.9998779296875,-84.199951171875,0,-2.0,-2.0,26.23095703125,,-3,
salary_draws_1_minus_5,5,1,2022,176,0.3684210526315789,6,True,False,False,-6.52001953125,-16.43994140625,0,98.0,98.0,53.4500732421875,,-14,
salary_draws_1_minus_5,5,1,2022,177,0.625,3,True,False,False,41.0001220703125,41.89990234375,-1,6.0,12.0,-23.8372802734375,,0,
salary_draws_1_minus_5,5,1,2022,178,0.3684210526315789,6,True,False,False,253.7999267578125,259.800048828125,0,83.0,83.0,-188.0965576171875,,-16,
salary_draws_1_minus_5,5,1,2022,179,0.625,3,True,False,False,-113.900146484375,-93.239990234375,0,-11.0,-11.0,81.47607421875,,12,
salary_draws_1_minus_5,5,1,2022,180,0.4444444444444444,5,True,False,False,405.0,404.89990234375,0,79.0,79.0,27.510009765625,,-24,
