year,variant,salary_draw_count,enforce_top_n,waiver_source,bench_upside_weight,trials,unique_rosters,actual_points,actual_points_feasible,drafted_only_points,cap_feasible_rate,feasible_trials,cap_overage,actual_salary_spend,forecast_ev,absolute_forecast_error,hindsight_heuristic_gap,actual_waiver_starts,qb_count,rb_count,wr_count,te_count
2025,d1_top1_waiverprior_empirical_bench00,1,True,prior_empirical,0.0,250,250,1604.1171240234376,1552.4400227864583,1452.740396484375,0.06,15,40.292,337.616,1693.9153159179687,110.73848779296875,616.8199869791666,40.376,1.0,3.624,6.42,1.956
2025,d1_top1_waiverprior_empirical_bench25,1,True,prior_empirical,0.25,250,250,1603.3524829101561,1540.6253255208333,1432.469123779297,0.06,15,37.868,334.876,1682.3668798828126,109.50412158203125,628.6346842447916,38.268,1.0,3.38,6.648,1.972
2025,d5_top0_waivercurrent_projected_bench00,5,False,current_projected,0.0,250,250,1574.8312778320312,1549.1817494268003,1467.2051967773436,0.184,46,22.256,318.668,1638.77314453125,96.00803173828125,620.0782603388247,35.284,1.0,3.968,6.148,1.884
2025,d5_top0_waivercurrent_projected_bench25,5,False,current_projected,0.25,250,250,1571.0541552734376,1545.840741192853,1454.6542431640626,0.216,54,20.152,315.804,1630.643900390625,91.668416015625,623.419268572772,36.224,1.0,3.748,6.392,1.86
2025,d5_top0_waiverprior_empirical_bench00,5,False,prior_empirical,0.0,250,250,1569.536158203125,1542.8045103011593,1413.3963974609376,0.248,62,18.968,313.516,1672.3015888671875,117.88030078125,626.4554994644657,41.176,1.0,3.544,6.496,1.96
2025,d5_top0_waiverprior_empirical_bench25,5,False,prior_empirical,0.25,250,250,1551.2702392578126,1524.676129427823,1378.3249516601563,0.352,88,15.964,308.004,1658.5934858398437,117.27394580078125,644.5838803378018,38.396,1.0,3.38,6.656,1.964
2025,d5_top1_waivercurrent_projected_bench00,5,True,current_projected,0.0,250,250,1605.44039453125,1562.2448046875,1494.1431201171874,0.1,25,27.32,324.452,1639.367115234375,88.8361767578125,607.015205078125,36.72,1.0,3.924,6.184,1.892
2025,d5_top1_waivercurrent_projected_bench25,5,True,current_projected,0.25,250,250,1598.7292758789063,1554.6030742938701,1482.8190415039062,0.156,39,26.368,323.136,1633.188126953125,86.83150244140624,614.6569354717548,37.412,1.0,3.804,6.364,1.832
2025,d5_top1_waiverprior_empirical_bench00,5,True,prior_empirical,0.0,250,250,1595.2867993164064,1549.9784530248398,1427.4500727539062,0.156,39,23.464,319.796,1678.9697729492189,109.3563017578125,619.2815567407853,41.656,1.0,3.54,6.504,1.956
2025,d5_top1_waiverprior_empirical_bench25,5,True,prior_empirical,0.25,250,250,1592.3538408203126,1578.235994466146,1430.6370368652344,0.18,45,24.268,319.472,1672.0336215820312,101.52620166015625,591.0240152994792,38.784,1.0,3.348,6.672,1.98
