arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,14,15,pass,True,,227.0,71.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | DK Metcalf | Dak Prescott | Deebo Samuel Sr. | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Kyle Pitts | Tony Pollard,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 11.0, ""Dak Prescott"": 9.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 5.0, ""Kyle Pitts"": 4.0, ""Tony Pollard"": 12.0}"
baseline,14,16,buy,True,,298.0,0.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | Jahmyr Gibbs | Justin Herbert | KC Concepcion | Mark Andrews | Michael Wilson | Pat Freiermuth | Quentin Johnston | Romeo Doubs,"{""Adonai Mitchell"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Justin Herbert"": 6.0, ""KC Concepcion"": 3.0, ""Mark Andrews"": 8.0, ""Michael Wilson"": 8.0, ""Pat Freiermuth"": 2.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 2.0}"
baseline,14,16,pass,True,,251.0,47.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Caleb Douglas | Chase Brown | DK Metcalf | Dak Prescott | George Kittle | Jahmyr Gibbs | Ladd McConkey | Mark Andrews | Marvin Harrison Jr. | Quentin Johnston | Rico Dowdle,"{""Adonai Mitchell"": 3.0, ""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 10.0, ""Dak Prescott"": 5.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Ladd McConkey"": 31.0, ""Mark Andrews"": 8.0, ""Marvin Harrison Jr."": 11.0, ""Quentin Johnston"": 4.0, ""Rico Dowdle"": 16.0}"
baseline,14,17,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Schultz | Deebo Samuel Sr. | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Jordyn Tyson | Kimani Vidal | Matthew Golden | Matthew Stafford | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Deebo Samuel Sr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 10.0, ""Jordan Addison"": 5.0, ""Jordyn Tyson"": 4.0, ""Kimani Vidal"": 2.0, ""Matthew Golden"": 4.0, ""Matthew Stafford"": 4.0, ""Tre Tucker"": 2.0}"
baseline,14,17,pass,True,,264.0,34.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Jordyn Tyson | Ladd McConkey | Matthew Stafford | Sam LaPorta | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Jadarian Price"": 19.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 15.0, ""Jordan Addison"": 5.0, ""Jordyn Tyson"": 4.0, ""Ladd McConkey"": 33.0, ""Matthew Stafford"": 4.0, ""Sam LaPorta"": 4.0, ""Tre Tucker"": 2.0}"
baseline,14,18,buy,True,,287.0,11.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jordan Addison | Kenyon Sadiq | Makai Lemon | Matthew Golden | Nicholas Singleton,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Kenyon Sadiq"": 2.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 5.0, ""Nicholas Singleton"": 2.0}"
baseline,14,18,pass,True,,256.0,42.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bucky Irving | Chase Brown | Chris Godwin Jr. | Christian Watson | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jordan Addison | Makai Lemon | Marvin Harrison Jr. | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 33.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Christian Watson"": 10.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Makai Lemon"": 4.0, ""Marvin Harrison Jr."": 23.0, ""Rico Dowdle"": 17.0}"
baseline,14,19,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Caleb Douglas | Chase Brown | DK Metcalf | Jahmyr Gibbs | Jauan Jennings | Jordan Addison | Jordyn Tyson | Kenyon Sadiq | Omar Cooper Jr. | Seth McGowan,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jauan Jennings"": 2.0, ""Jordan Addison"": 9.0, ""Jordyn Tyson"": 5.0, ""Kenyon Sadiq"": 2.0, ""Omar Cooper Jr."": 2.0, ""Seth McGowan"": 2.0}"
baseline,14,19,pass,True,,270.0,28.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Braelon Allen | Brock Purdy | Chase Brown | Christian Watson | DK Metcalf | Harold Fannin Jr. | Isiah Pacheco | Jahmyr Gibbs | Jordyn Tyson | Ladd McConkey | Luther Burden III,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 3.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 21.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 8.0, ""Isiah Pacheco"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""Ladd McConkey"": 30.0, ""Luther Burden III"": 30.0}"
baseline,14,20,buy,True,,298.0,0.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | Dalton Kincaid | De'Zhaun Stribling | Jahmyr Gibbs | Michael Wilson | Mike Washington Jr. | Seth McGowan | Tre Tucker | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Dalton Kincaid"": 5.0, ""De'Zhaun Stribling"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Michael Wilson"": 10.0, ""Mike Washington Jr."": 3.0, ""Seth McGowan"": 2.0, ""Tre Tucker"": 2.0, ""Wan'Dale Robinson"": 3.0, ""Xavier Worthy"": 2.0}"
baseline,14,20,pass,True,,254.0,44.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Jahmyr Gibbs | Jayden Reed | Kyle Pitts | Ladd McConkey | Marvin Harrison Jr. | Michael Wilson | Mike Washington Jr. | Omar Cooper Jr. | Rachaad White | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Kyle Pitts"": 5.0, ""Ladd McConkey"": 37.0, ""Marvin Harrison Jr."": 20.0, ""Michael Wilson"": 10.0, ""Mike Washington Jr."": 3.0, ""Omar Cooper Jr."": 4.0, ""Rachaad White"": 5.0, ""Xavier Worthy"": 2.0}"
baseline,14,21,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dalton Schultz | Devaughn Vele | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Makai Lemon | Matthew Golden | Ryan Flournoy | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Dalton Schultz"": 2.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Jordan Addison"": 13.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 3.0, ""Ryan Flournoy"": 2.0, ""Woody Marks"": 5.0}"
baseline,14,21,pass,True,,251.0,47.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | George Kittle | Jadarian Price | Jahmyr Gibbs | Jaxson Dart | Kenyon Sadiq | Ladd McConkey | Makai Lemon | Matthew Golden | Ryan Flournoy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Christian Watson"": 20.0, ""George Kittle"": 3.0, ""Jadarian Price"": 20.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Kenyon Sadiq"": 8.0, ""Ladd McConkey"": 30.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 3.0, ""Ryan Flournoy"": 2.0}"
baseline,14,22,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | Jahmyr Gibbs | Jalen Coker | Jayden Reed | Jordan Addison | Makai Lemon | Mark Andrews | Nicholas Singleton | Wan'Dale Robinson,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jayden Reed"": 7.0, ""Jordan Addison"": 5.0, ""Makai Lemon"": 5.0, ""Mark Andrews"": 3.0, ""Nicholas Singleton"": 2.0, ""Wan'Dale Robinson"": 3.0}"
baseline,14,22,pass,True,,260.0,38.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Dallas Goedert | Harold Fannin Jr. | Jadarian Price | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Tony Pollard | Wan'Dale Robinson,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Dak Prescott"": 7.0, ""Dallas Goedert"": 9.0, ""Harold Fannin Jr."": 7.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Jordan Addison"": 5.0, ""Tony Pollard"": 25.0, ""Wan'Dale Robinson"": 3.0}"
baseline,14,23,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jalen McMillan | Josh Downs | Kaytron Allen | Omar Cooper Jr. | Stefon Diggs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 7.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jalen McMillan"": 2.0, ""Josh Downs"": 9.0, ""Kaytron Allen"": 2.0, ""Omar Cooper Jr."": 2.0, ""Stefon Diggs"": 3.0, ""Xavier Worthy"": 2.0}"
baseline,14,23,pass,True,,259.0,39.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jaylen Warren | Kyle Pitts | Luther Burden III | Omar Cooper Jr. | Rico Dowdle | Stefon Diggs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jalen Hurts"": 15.0, ""Jaylen Warren"": 15.0, ""Kyle Pitts"": 5.0, ""Luther Burden III"": 23.0, ""Omar Cooper Jr."": 2.0, ""Rico Dowdle"": 17.0, ""Stefon Diggs"": 3.0, ""Xavier Worthy"": 2.0}"
baseline,14,24,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Deebo Samuel Sr. | Demond Claiborne | Jahmyr Gibbs | Jakobi Meyers | Jauan Jennings | Jordan Love | Makai Lemon | Mark Andrews | Tre Harris | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 4.0, ""Demond Claiborne"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jauan Jennings"": 2.0, ""Jordan Love"": 2.0, ""Makai Lemon"": 3.0, ""Mark Andrews"": 2.0, ""Tre Harris"": 2.0, ""Xavier Worthy"": 10.0}"
baseline,14,24,pass,True,,279.0,19.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | De'Zhaun Stribling | Germie Bernard | Jahmyr Gibbs | Jake Ferguson | Jameson Williams | Jordan Addison | Jordan Love | Kenny Gainwell | Kyren Williams | Makai Lemon,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""De'Zhaun Stribling"": 4.0, ""Germie Bernard"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 7.0, ""Jameson Williams"": 18.0, ""Jordan Addison"": 5.0, ""Jordan Love"": 2.0, ""Kenny Gainwell"": 18.0, ""Kyren Williams"": 49.0, ""Makai Lemon"": 3.0}"
baseline,14,25,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | George Kittle | Jahmyr Gibbs | Jalen McMillan | Jaxson Dart | Jordan Addison | Keaton Mitchell | Quentin Johnston | Rashid Shaheed | Seth McGowan,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jaxson Dart"": 8.0, ""Jordan Addison"": 5.0, ""Keaton Mitchell"": 2.0, ""Quentin Johnston"": 7.0, ""Rashid Shaheed"": 2.0, ""Seth McGowan"": 2.0}"
baseline,14,25,pass,True,,271.0,27.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Keaton Mitchell | Malik Nabers | RJ Harvey | Rashid Shaheed | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jordan Addison"": 5.0, ""Keaton Mitchell"": 2.0, ""Malik Nabers"": 39.0, ""RJ Harvey"": 6.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 29.0}"
baseline,14,26,buy,True,,287.0,11.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jayden Reed | Jordan Addison | KC Concepcion | Keaton Mitchell | Mark Andrews | Patrick Mahomes | Stefon Diggs | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""Jordan Addison"": 5.0, ""KC Concepcion"": 1.0, ""Keaton Mitchell"": 2.0, ""Mark Andrews"": 2.0, ""Patrick Mahomes"": 2.0, ""Stefon Diggs"": 6.0, ""Zach Charbonnet"": 2.0}"
baseline,14,26,pass,True,,270.0,28.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Jacory Croskey-Merritt | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Keaton Mitchell | Mark Andrews | Patrick Mahomes | Tee Higgins | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 1.0, ""Keaton Mitchell"": 2.0, ""Mark Andrews"": 2.0, ""Patrick Mahomes"": 2.0, ""Tee Higgins"": 22.0, ""TreVeyon Henderson"": 30.0, ""Zay Flowers"": 32.0}"
baseline,14,27,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jahmyr Gibbs | KC Concepcion | Keaton Mitchell | Keenan Allen | Kyle Monangai | Makai Lemon | Rashid Shaheed | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 3.0, ""Keaton Mitchell"": 2.0, ""Keenan Allen"": 2.0, ""Kyle Monangai"": 5.0, ""Makai Lemon"": 8.0, ""Rashid Shaheed"": 2.0, ""Trevor Lawrence"": 6.0}"
baseline,14,27,pass,True,,238.0,60.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jahmyr Gibbs | Jayden Daniels | Jayden Reed | Josh Downs | Keaton Mitchell | Rachaad White | Rashid Shaheed | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 13.0, ""Jayden Reed"": 6.0, ""Josh Downs"": 7.0, ""Keaton Mitchell"": 2.0, ""Rachaad White"": 6.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 30.0}"
baseline,14,28,buy,True,,292.0,6.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Chris Rodriguez Jr. | Dak Prescott | George Kittle | Jahmyr Gibbs | Jordyn Tyson | Khalil Shakir | Makai Lemon | Pat Bryant | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Rodriguez Jr."": 2.0, ""Dak Prescott"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""Khalil Shakir"": 5.0, ""Makai Lemon"": 8.0, ""Pat Bryant"": 2.0, ""Woody Marks"": 3.0}"
baseline,14,28,pass,True,,229.0,69.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chig Okonkwo | Chris Rodriguez Jr. | Dak Prescott | George Kittle | Jahmyr Gibbs | Jordyn Tyson | Pat Bryant | Tony Pollard | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Rodriguez Jr."": 2.0, ""Dak Prescott"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""Pat Bryant"": 2.0, ""Tony Pollard"": 16.0, ""TreVeyon Henderson"": 23.0, ""Wan'Dale Robinson"": 5.0}"
baseline,14,29,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Emanuel Wilson | Isaiah Likely | Jahmyr Gibbs | Jalen Nailor | Mark Andrews | Rachaad White | Tre Harris | Tre Tucker,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Emanuel Wilson"": 2.0, ""Isaiah Likely"": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Mark Andrews"": 4.0, ""Rachaad White"": 4.0, ""Tre Harris"": 3.0, ""Tre Tucker"": 2.0}"
baseline,14,29,pass,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Brock Purdy | Chase Brown | Jahmyr Gibbs | Jaylen Waddle | Josh Downs | Keaton Mitchell | Malik Nabers | Mark Andrews | Quentin Johnston | Rachaad White | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Waddle"": 26.0, ""Josh Downs"": 5.0, ""Keaton Mitchell"": 2.0, ""Malik Nabers"": 36.0, ""Mark Andrews"": 4.0, ""Quentin Johnston"": 4.0, ""Rachaad White"": 4.0, ""TreVeyon Henderson"": 18.0}"
baseline,14,30,buy,True,,289.0,9.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Dallas Goedert | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Mark Andrews | Matthew Stafford | Mike Washington Jr. | Quentin Johnston | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 3.0, ""Dallas Goedert"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""Makai Lemon"": 4.0, ""Mark Andrews"": 2.0, ""Matthew Stafford"": 2.0, ""Mike Washington Jr."": 2.0, ""Quentin Johnston"": 5.0, ""Stefon Diggs"": 2.0}"
baseline,14,30,pass,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dallas Goedert | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Kyren Williams | Mark Andrews | Matthew Stafford | Rico Dowdle | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Dallas Goedert"": 5.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jordan Addison"": 4.0, ""Kyren Williams"": 44.0, ""Mark Andrews"": 2.0, ""Matthew Stafford"": 2.0, ""Rico Dowdle"": 8.0, ""Stefon Diggs"": 2.0}"
baseline,14,31,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brenton Strange | Chase Brown | George Kittle | Jahmyr Gibbs | Jauan Jennings | Jaydon Blue | Justin Herbert | Rachaad White | Rashid Shaheed | Ryan Flournoy | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""George Kittle"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jauan Jennings"": 2.0, ""Jaydon Blue"": 2.0, ""Justin Herbert"": 5.0, ""Rachaad White"": 6.0, ""Rashid Shaheed"": 3.0, ""Ryan Flournoy"": 3.0, ""Stefon Diggs"": 3.0}"
baseline,14,31,pass,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brenton Strange | Chase Brown | Jahmyr Gibbs | Jaylen Waddle | Jordan Addison | Patrick Mahomes | Rachaad White | Rashid Shaheed | Ray Davis | Stefon Diggs | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Waddle"": 21.0, ""Jordan Addison"": 6.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 6.0, ""Rashid Shaheed"": 3.0, ""Ray Davis"": 3.0, ""Stefon Diggs"": 3.0, ""TreVeyon Henderson"": 25.0, ""Zay Flowers"": 31.0}"
baseline,14,32,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Isaiah Likely | Jacory Croskey-Merritt | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Patrick Mahomes | Rashid Shaheed | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Isaiah Likely"": 6.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 3.0, ""Makai Lemon"": 8.0, ""Patrick Mahomes"": 3.0, ""Rashid Shaheed"": 2.0, ""Zach Charbonnet"": 2.0}"
baseline,14,32,pass,True,,217.0,81.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | Deebo Samuel Sr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Michael Pittman | Patrick Mahomes | Rachaad White | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Jordan Addison"": 3.0, ""Michael Pittman"": 8.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 7.0, ""Zach Charbonnet"": 2.0}"
baseline,14,33,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Braelon Allen | Caleb Williams | Chase Brown | Hunter Henry | Jahmyr Gibbs | Jalen Nailor | Jordan Addison | Jordyn Tyson | Mark Andrews | Xavier Worthy,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Braelon Allen"": 2.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jordan Addison"": 7.0, ""Jordyn Tyson"": 5.0, ""Mark Andrews"": 2.0, ""Xavier Worthy"": 3.0}"
