arm,variation,branch,paths,completion_rate,mean_spend,mean_unused,median_unused,p90_unused,max_unused,mean_full_replans,mean_budget_replans,mean_bounded_triggers,mean_bounded_swaps,mean_bounded_rebuilds,mean_guard_rejections
bounded_replan,14,buy,48,1.0,294.2291666666667,3.7708333333333335,4.0,7.0,12.0,0.0,0.0,1.2291666666666667,1.2708333333333333,0.0,0.0
bounded_replan,14,pass,48,1.0,280.0416666666667,17.958333333333332,15.0,30.10000000000003,52.0,0.0,0.0,8.5625,7.729166666666667,0.10416666666666667,0.0
