arm,variation,branch,paths,completion_rate,mean_spend,mean_unused,median_unused,p90_unused,max_unused,mean_full_replans,mean_budget_replans,mean_bounded_triggers,mean_bounded_swaps,mean_bounded_rebuilds,mean_guard_rejections
baseline,14,buy,48,1.0,253.625,44.375,44.5,66.9,81.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,14,pass,48,1.0,207.58333333333334,90.41666666666667,81.5,143.20000000000002,158.0,0.0,0.0,0.0,0.0,0.0,0.0
