arm,gain,se,lcb80,recommendation,buy_ev,pass_ev,buy_completion,pass_completion,mean_buy_unused,mean_pass_unused
baseline,27.444371736410893,6.778647,21.739318727198697,TARGET,1653.160770813624,1625.7163990772133,97.916667,100.0,4.361702,44.645833
slack_replan,3.220452442313687,9.996875,-5.193129931400015,WATCH,1657.4696290601382,1654.2491766178246,97.916667,100.0,3.936170,22.875
purchase_replan,5.900505,7.957002,-0.796277,WATCH,1659.144778,1653.244273,100.0,100.0,4.270833,23.229167
