arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,3,0,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jake Ferguson | Josh Downs | Matthew Golden | Mike Washington Jr. | Quentin Johnston | Tre Tucker,"{""Alec Pierce"": 5.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Josh Downs"": 6.0, ""Matthew Golden"": 2.0, ""Mike Washington Jr."": 2.0, ""Quentin Johnston"": 9.0, ""Tre Tucker"": 2.0}"
baseline,3,0,pass,True,,250.0,48.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | Drake Maye | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | Kyle Pitts | Marvin Harrison Jr. | Matthew Golden | Quentin Johnston | Rico Dowdle,"{""Alec Pierce"": 5.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 13.0, ""Drake Maye"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jaylen Warren"": 14.0, ""Kyle Pitts"": 13.0, ""Marvin Harrison Jr."": 12.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 9.0, ""Rico Dowdle"": 13.0}"
baseline,3,1,buy,True,,290.0,8.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Deebo Samuel Sr. | Denzel Boston | George Kittle | Jahmyr Gibbs | Jalen Coker | Josh Downs | Makai Lemon | Matthew Stafford,"{""Aaron Jones"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Deebo Samuel Sr."": 3.0, ""Denzel Boston"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Josh Downs"": 2.0, ""Makai Lemon"": 4.0, ""Matthew Stafford"": 2.0}"
baseline,3,1,pass,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | DK Metcalf | George Kittle | Jahmyr Gibbs | Jayden Daniels | Jaylen Warren | Josh Downs | Makai Lemon | Marvin Harrison Jr. | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""DK Metcalf"": 14.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 18.0, ""Jaylen Warren"": 22.0, ""Josh Downs"": 2.0, ""Makai Lemon"": 4.0, ""Marvin Harrison Jr."": 15.0, ""Rico Dowdle"": 15.0, ""Wan'Dale Robinson"": 10.0}"
baseline,3,2,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jake Ferguson | Jalen McMillan | Jaxson Dart | Jordan Addison | Kimani Vidal | Michael Wilson | Ryan Flournoy | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Jalen McMillan"": 4.0, ""Jaxson Dart"": 3.0, ""Jordan Addison"": 5.0, ""Kimani Vidal"": 2.0, ""Michael Wilson"": 6.0, ""Ryan Flournoy"": 3.0, ""Wan'Dale Robinson"": 8.0}"
baseline,3,2,pass,True,,254.0,44.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Chris Godwin Jr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jordan Addison | Kyle Pitts | Lamar Jackson | Michael Wilson | Rico Dowdle | Wan'Dale Robinson,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 19.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Jacory Croskey-Merritt"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 5.0, ""Kyle Pitts"": 12.0, ""Lamar Jackson"": 18.0, ""Michael Wilson"": 6.0, ""Rico Dowdle"": 8.0, ""Wan'Dale Robinson"": 8.0}"
baseline,3,3,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jahmyr Gibbs | Josh Downs | Juwan Johnson | Makai Lemon | Omar Cooper Jr. | Quentin Johnston | Trevor Lawrence | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 4.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 4.0, ""Juwan Johnson"": 2.0, ""Makai Lemon"": 3.0, ""Omar Cooper Jr."": 2.0, ""Quentin Johnston"": 8.0, ""Trevor Lawrence"": 2.0, ""Wan'Dale Robinson"": 8.0}"
baseline,3,3,pass,True,,234.0,64.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Deebo Samuel Sr. | Jahmyr Gibbs | Jayden Daniels | Jaylen Warren | Josh Downs | Kyle Pitts | Makai Lemon | Quentin Johnston | RJ Harvey | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 7.0, ""Jaylen Warren"": 18.0, ""Josh Downs"": 4.0, ""Kyle Pitts"": 10.0, ""Makai Lemon"": 3.0, ""Quentin Johnston"": 8.0, ""RJ Harvey"": 6.0, ""Wan'Dale Robinson"": 8.0}"
baseline,3,4,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Blake Corum | C.J. Stroud | Chase Brown | Chris Godwin Jr. | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Kaelon Black | Makai Lemon | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Blake Corum"": 10.0, ""C.J. Stroud"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Deebo Samuel Sr."": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Kaelon Black"": 2.0, ""Makai Lemon"": 5.0, ""Wan'Dale Robinson"": 4.0, ""Xavier Worthy"": 2.0}"
baseline,3,4,pass,True,,241.0,57.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | DK Metcalf | Emmett Johnson | Jahmyr Gibbs | Jaylen Warren | Lamar Jackson | Makai Lemon | Quentin Johnston | Sam LaPorta | Wan'Dale Robinson,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""DK Metcalf"": 12.0, ""Emmett Johnson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 20.0, ""Lamar Jackson"": 20.0, ""Makai Lemon"": 5.0, ""Quentin Johnston"": 6.0, ""Sam LaPorta"": 6.0, ""Wan'Dale Robinson"": 4.0}"
baseline,3,5,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Deebo Samuel Sr. | Denzel Boston | Dylan Sampson | Jahmyr Gibbs | Jake Ferguson | Josh Downs | Michael Wilson | Omar Cooper Jr. | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 5.0, ""Denzel Boston"": 2.0, ""Dylan Sampson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Josh Downs"": 9.0, ""Michael Wilson"": 7.0, ""Omar Cooper Jr."": 4.0, ""Xavier Worthy"": 4.0}"
baseline,3,5,pass,True,,253.0,45.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Deebo Samuel Sr. | Denzel Boston | Jahmyr Gibbs | Jake Ferguson | Jaylen Warren | Josh Downs | Lamar Jackson | Marvin Harrison Jr. | Rico Dowdle | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 5.0, ""Denzel Boston"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Jaylen Warren"": 13.0, ""Josh Downs"": 9.0, ""Lamar Jackson"": 13.0, ""Marvin Harrison Jr."": 17.0, ""Rico Dowdle"": 18.0, ""Wan'Dale Robinson"": 10.0, ""Zach Charbonnet"": 9.0}"
