arm,variation,price,recommendation,gain,se,lcb80,buy_ev,pass_ev,buy_season_p10,pass_season_p10,season_p10_delta,gain_p10,win_rate,buy_completion,pass_completion,paired_rate,block_positive_rate,runtime_seconds
baseline,3,105,TARGET,22.444781827204157,7.306240224625169,16.295694916575076,1661.653093923222,1639.2083120960176,1459.6829956054687,1444.977392578125,14.705603027343727,-16.57317199707031,76.59574468085107,97.91666666666667,97.91666666666667,97.91666666666667,100.0,0.5914832999696955
