arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_replan,4,0,buy,True,,296.0,2.0,0,0,0,0,0,0,1.9825498863916096,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jakobi Meyers | Jayden Reed | Jordan Addison | MarShawn Lloyd | Matthew Stafford | Terrance Ferguson | Zach Charbonnet,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 8.0, ""MarShawn Lloyd"": 2.0, ""Matthew Stafford"": 5.0, ""Terrance Ferguson"": 5.0, ""Zach Charbonnet"": 4.0}"
bounded_replan,4,0,pass,True,,255.0,43.0,0,0,14,11,0,0,42.62951358365504,Alvin Kamara | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Courtland Sutton | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Kyle Pitts | Marvin Harrison Jr. | Rhamondre Stevenson | Romeo Doubs,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 10.0, ""Courtland Sutton"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Jameson Williams"": 23.0, ""Kyle Pitts"": 9.0, ""Marvin Harrison Jr."": 10.0, ""Rhamondre Stevenson"": 14.0, ""Romeo Doubs"": 3.0}"
bounded_replan,4,1,buy,True,,296.0,2.0,0,0,0,0,0,0,2.9241470776515257,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Denzel Boston | George Kittle | Jahmyr Gibbs | Matthew Golden | Michael Wilson | Romeo Doubs | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 5.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 4.0, ""Deebo Samuel Sr."": 4.0, ""Denzel Boston"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Matthew Golden"": 5.0, ""Michael Wilson"": 8.0, ""Romeo Doubs"": 2.0, ""Zach Charbonnet"": 3.0}"
bounded_replan,4,1,pass,True,,276.0,22.0,0,0,12,9,0,0,31.855300323112033,Bhayshul Tuten | Carnell Tate | Chase Brown | Chuba Hubbard | Courtland Sutton | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jayden Daniels | Jonathon Brooks | Kyle Pitts | Matthew Golden | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 14.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 6.0, ""Courtland Sutton"": 10.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 23.0, ""Jayden Daniels"": 11.0, ""Jonathon Brooks"": 10.0, ""Kyle Pitts"": 13.0, ""Matthew Golden"": 5.0, ""Rome Odunze"": 20.0}"
bounded_replan,4,2,buy,True,,296.0,2.0,0,0,0,0,0,0,2.776073019114449,Bhayshul Tuten | Bijan Robinson | Brian Robinson | Chase Brown | Chig Okonkwo | Dallas Goedert | Jahmyr Gibbs | Jalen Coker | Jayden Reed | Jordan Love | Josh Downs | Rashid Shaheed | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brian Robinson"": 3.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Dallas Goedert"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jayden Reed"": 5.0, ""Jordan Love"": 3.0, ""Josh Downs"": 7.0, ""Rashid Shaheed"": 3.0, ""Zach Charbonnet"": 5.0}"
bounded_replan,4,2,pass,True,,271.0,27.0,0,0,8,7,0,0,19.3021679799582,Bhayshul Tuten | Carnell Tate | Chase Brown | Chuba Hubbard | Dak Prescott | Harold Fannin Jr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Khalil Shakir | Luther Burden III | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 14.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 9.0, ""Dak Prescott"": 6.0, ""Harold Fannin Jr."": 11.0, ""Jacory Croskey-Merritt"": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jayden Reed"": 5.0, ""Khalil Shakir"": 4.0, ""Luther Burden III"": 24.0, ""Rico Dowdle"": 8.0}"
bounded_replan,4,3,buy,True,,291.0,7.0,0,0,3,1,0,0,7.493788661059341,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | De'Zhaun Stribling | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Makai Lemon | Michael Wilson | Stefon Diggs | Wan'Dale Robinson,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""Deebo Samuel Sr."": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Makai Lemon"": 7.0, ""Michael Wilson"": 5.0, ""Stefon Diggs"": 2.0, ""Wan'Dale Robinson"": 4.0}"
bounded_replan,4,3,pass,True,,261.0,37.0,0,0,11,8,0,0,32.917508578190734,Bhayshul Tuten | Chase Brown | Christian Watson | Chuba Hubbard | Deebo Samuel Sr. | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Marvin Harrison Jr. | Michael Wilson | Rico Dowdle | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Chuba Hubbard"": 6.0, ""Deebo Samuel Sr."": 3.0, ""Harold Fannin Jr."": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 8.0, ""Jameson Williams"": 16.0, ""Marvin Harrison Jr."": 14.0, ""Michael Wilson"": 5.0, ""Rico Dowdle"": 12.0, ""Tony Pollard"": 17.0}"
bounded_replan,4,4,buy,True,,292.0,6.0,0,0,4,4,0,0,8.295882751365355,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | Jahmyr Gibbs | Jayden Reed | Josh Downs | KC Concepcion | Omar Cooper Jr. | Trevor Lawrence | Ty Johnson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Josh Downs"": 5.0, ""KC Concepcion"": 2.0, ""Omar Cooper Jr."": 2.0, ""Trevor Lawrence"": 6.0, ""Ty Johnson"": 2.0, ""Zach Charbonnet"": 3.0}"
bounded_replan,4,4,pass,True,,239.0,59.0,0,0,12,15,1,0,81.39988187096458,Alec Pierce | Bhayshul Tuten | Chase Brown | Courtland Sutton | Dalton Kincaid | Jahmyr Gibbs | Jonathon Brooks | Jordan Mason | Josh Downs | Michael Pittman | Patrick Mahomes | Rico Dowdle | Rome Odunze,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 11.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jonathon Brooks"": 6.0, ""Jordan Mason"": 8.0, ""Josh Downs"": 5.0, ""Michael Pittman"": 6.0, ""Patrick Mahomes"": 3.0, ""Rico Dowdle"": 9.0, ""Rome Odunze"": 26.0}"
bounded_replan,4,5,buy,True,,290.0,8.0,0,0,5,4,0,0,6.183424397696115,Bhayshul Tuten | Bijan Robinson | Chase Brown | Deebo Samuel Sr. | Jahmyr Gibbs | Jake Ferguson | Juwan Johnson | Khalil Shakir | Matthew Golden | Omar Cooper Jr. | Patrick Mahomes | Quentin Johnston | Tank Bigsby,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Juwan Johnson"": 2.0, ""Khalil Shakir"": 3.0, ""Matthew Golden"": 5.0, ""Omar Cooper Jr."": 2.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 9.0, ""Tank Bigsby"": 2.0}"
