arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,4,15,pass,True,,216.0,82.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Derrick Henry | George Kittle | Jaxson Dart | Josh Downs | Kaelon Black | Kyren Williams | Makai Lemon | Romeo Doubs | Stefon Diggs | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Derrick Henry"": 61.0, ""George Kittle"": 2.0, ""Jaxson Dart"": 2.0, ""Josh Downs"": 4.0, ""Kaelon Black"": 2.0, ""Kyren Williams"": 49.0, ""Makai Lemon"": 3.0, ""Romeo Doubs"": 4.0, ""Stefon Diggs"": 3.0, ""Zay Flowers"": 29.0}"
baseline,4,16,buy,True,,264.0,34.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Jaylen Warren | KC Concepcion | Kyle Monangai | Kyren Williams | Matthew Golden | Matthew Stafford | Quentin Johnston,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 14.0, ""KC Concepcion"": 4.0, ""Kyle Monangai"": 9.0, ""Kyren Williams"": 51.0, ""Matthew Golden"": 3.0, ""Matthew Stafford"": 2.0, ""Quentin Johnston"": 6.0}"
baseline,4,16,pass,True,,284.0,14.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Olave | Christian Watson | DeVonta Smith | George Kittle | Jaylen Warren | Josh Jacobs | Kyle Monangai | Kyren Williams | Matthew Stafford | Quentin Johnston | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Olave"": 37.0, ""Christian Watson"": 10.0, ""DeVonta Smith"": 27.0, ""George Kittle"": 3.0, ""Jaylen Warren"": 14.0, ""Josh Jacobs"": 53.0, ""Kyle Monangai"": 9.0, ""Kyren Williams"": 51.0, ""Matthew Stafford"": 2.0, ""Quentin Johnston"": 6.0, ""Tee Higgins"": 27.0}"
baseline,4,17,buy,True,,255.0,43.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Brock Purdy | Chase Brown | DK Metcalf | Dallas Goedert | Jahmyr Gibbs | Jayden Reed | Kyren Williams | Quentin Johnston | Rico Dowdle | Romeo Doubs | Stefon Diggs,"{""Aaron Jones"": 5.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 12.0, ""Dallas Goedert"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""Kyren Williams"": 55.0, ""Quentin Johnston"": 8.0, ""Rico Dowdle"": 8.0, ""Romeo Doubs"": 2.0, ""Stefon Diggs"": 3.0}"
baseline,4,17,pass,True,,272.0,26.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Brock Purdy | Chase Brown | Dallas Goedert | Derrick Henry | Jayden Reed | Kyren Williams | Luther Burden III | Rico Dowdle | Romeo Doubs | Tee Higgins | Zay Flowers,"{""Aaron Jones"": 5.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Derrick Henry"": 72.0, ""Jayden Reed"": 3.0, ""Kyren Williams"": 55.0, ""Luther Burden III"": 17.0, ""Rico Dowdle"": 8.0, ""Romeo Doubs"": 2.0, ""Tee Higgins"": 33.0, ""Zay Flowers"": 28.0}"
baseline,4,18,buy,True,,267.0,31.0,0,0,0,0,0,0,0.0,Aaron Jones | Alvin Kamara | Bhayshul Tuten | Chase Brown | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | KC Concepcion | Kyren Williams | Patrick Mahomes | Quentin Johnston | Stefon Diggs,"{""Aaron Jones"": 5.0, ""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 54.0, ""Patrick Mahomes"": 2.0, ""Quentin Johnston"": 9.0, ""Stefon Diggs"": 4.0}"
baseline,4,18,pass,True,,190.0,108.0,0,0,0,0,0,0,0.0,Aaron Jones | Alvin Kamara | Bhayshul Tuten | Chase Brown | DK Metcalf | Harold Fannin Jr. | Jameson Williams | Jaylen Warren | KC Concepcion | Kyren Williams | Patrick Mahomes | Stefon Diggs | Tee Higgins,"{""Aaron Jones"": 5.0, ""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 7.0, ""Jameson Williams"": 17.0, ""Jaylen Warren"": 15.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 54.0, ""Patrick Mahomes"": 2.0, ""Stefon Diggs"": 4.0, ""Tee Higgins"": 27.0}"
baseline,4,19,buy,True,,220.0,78.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Jaxson Dart | KC Concepcion | Kyle Monangai | Romeo Doubs | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 6.0, ""J.K. Dobbins"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 15.0, ""Jaxson Dart"": 3.0, ""KC Concepcion"": 4.0, ""Kyle Monangai"": 11.0, ""Romeo Doubs"": 3.0, ""Sam LaPorta"": 3.0}"
baseline,4,19,pass,True,,199.0,99.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | J.K. Dobbins | Jakobi Meyers | Jameson Williams | Jaxson Dart | Josh Jacobs | KC Concepcion | Kyle Monangai | Sam LaPorta | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 6.0, ""J.K. Dobbins"": 7.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 15.0, ""Jaxson Dart"": 3.0, ""Josh Jacobs"": 57.0, ""KC Concepcion"": 4.0, ""Kyle Monangai"": 11.0, ""Sam LaPorta"": 3.0, ""Tee Higgins"": 35.0}"
baseline,4,20,buy,True,,244.0,54.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | D'Andre Swift | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jonathon Brooks | Josh Downs | Kyle Monangai | Matthew Golden | Michael Wilson | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 27.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jaxson Dart"": 4.0, ""Jonathon Brooks"": 8.0, ""Josh Downs"": 3.0, ""Kyle Monangai"": 7.0, ""Matthew Golden"": 7.0, ""Michael Wilson"": 6.0, ""Romeo Doubs"": 3.0}"
baseline,4,20,pass,True,,228.0,70.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | D'Andre Swift | Derrick Henry | Harold Fannin Jr. | Jameson Williams | Jaxson Dart | Jonathon Brooks | Josh Downs | Kyle Monangai | Matthew Golden | Romeo Doubs | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 27.0, ""Derrick Henry"": 68.0, ""Harold Fannin Jr."": 3.0, ""Jameson Williams"": 21.0, ""Jaxson Dart"": 4.0, ""Jonathon Brooks"": 8.0, ""Josh Downs"": 3.0, ""Kyle Monangai"": 7.0, ""Matthew Golden"": 7.0, ""Romeo Doubs"": 3.0, ""Tee Higgins"": 32.0}"
baseline,4,21,buy,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Hunter Henry | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Jordan Mason | Kyle Monangai | Luther Burden III | Matthew Golden | Tee Higgins | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 21.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 6.0, ""Jordan Addison"": 4.0, ""Jordan Mason"": 5.0, ""Kyle Monangai"": 7.0, ""Luther Burden III"": 19.0, ""Matthew Golden"": 5.0, ""Tee Higgins"": 32.0, ""Tyrone Tracy Jr."": 5.0}"
baseline,4,21,pass,True,,225.0,73.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Derrick Henry | Hunter Henry | Jaxson Dart | Jordan Addison | Jordan Mason | Kyle Monangai | Luther Burden III | Matthew Golden | Tee Higgins | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 21.0, ""Derrick Henry"": 74.0, ""Hunter Henry"": 2.0, ""Jaxson Dart"": 6.0, ""Jordan Addison"": 4.0, ""Jordan Mason"": 5.0, ""Kyle Monangai"": 7.0, ""Luther Burden III"": 19.0, ""Matthew Golden"": 5.0, ""Tee Higgins"": 32.0, ""Tyrone Tracy Jr."": 5.0}"
baseline,4,22,buy,True,,282.0,16.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jordyn Tyson | Josh Downs | Kyren Williams | Matthew Golden | Rico Dowdle,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jordyn Tyson"": 8.0, ""Josh Downs"": 6.0, ""Kyren Williams"": 56.0, ""Matthew Golden"": 6.0, ""Rico Dowdle"": 8.0}"
baseline,4,22,pass,True,,290.0,8.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | Christian Watson | Derrick Henry | Harold Fannin Jr. | Jaxson Dart | KC Concepcion | Kyren Williams | Malik Nabers | Matthew Golden | Rico Dowdle | Tee Higgins,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Derrick Henry"": 72.0, ""Harold Fannin Jr."": 6.0, ""Jaxson Dart"": 5.0, ""KC Concepcion"": 5.0, ""Kyren Williams"": 56.0, ""Malik Nabers"": 39.0, ""Matthew Golden"": 6.0, ""Rico Dowdle"": 8.0, ""Tee Higgins"": 25.0}"
baseline,4,23,buy,True,,224.0,74.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | George Kittle | Jahmyr Gibbs | Jared Goff | Jonathon Brooks | Jordan Mason | Kyle Monangai | Marvin Harrison Jr. | Matthew Golden | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 8.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jonathon Brooks"": 10.0, ""Jordan Mason"": 4.0, ""Kyle Monangai"": 5.0, ""Marvin Harrison Jr."": 10.0, ""Matthew Golden"": 3.0, ""Romeo Doubs"": 3.0}"
baseline,4,23,pass,True,,177.0,121.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | DeVonta Smith | George Kittle | Jared Goff | Jonathon Brooks | Jordan Mason | Kyle Monangai | Marvin Harrison Jr. | Rico Dowdle | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 8.0, ""DeVonta Smith"": 28.0, ""George Kittle"": 5.0, ""Jared Goff"": 2.0, ""Jonathon Brooks"": 10.0, ""Jordan Mason"": 4.0, ""Kyle Monangai"": 5.0, ""Marvin Harrison Jr."": 10.0, ""Rico Dowdle"": 13.0, ""Zay Flowers"": 28.0}"
baseline,4,24,buy,True,,260.0,38.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | George Kittle | Jahmyr Gibbs | KC Concepcion | Kyren Williams | Makai Lemon | Patrick Mahomes | Rachaad White | Tony Pollard | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 45.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 8.0, ""Tony Pollard"": 14.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,24,pass,True,,231.0,67.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | D'Andre Swift | Derrick Henry | George Kittle | KC Concepcion | Kyren Williams | Makai Lemon | Patrick Mahomes | Rachaad White | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 31.0, ""Derrick Henry"": 64.0, ""George Kittle"": 7.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 45.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 8.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,25,buy,True,,267.0,31.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Joe Burrow | Jordan Addison | Jordan Mason | KC Concepcion | Kyren Williams | Makai Lemon | Rhamondre Stevenson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Joe Burrow"": 13.0, ""Jordan Addison"": 6.0, ""Jordan Mason"": 7.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 50.0, ""Makai Lemon"": 5.0, ""Rhamondre Stevenson"": 16.0, ""Xavier Worthy"": 2.0}"
baseline,4,25,pass,True,,208.0,90.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | D'Andre Swift | Dak Prescott | George Kittle | Jakobi Meyers | Jameson Williams | Jordan Mason | KC Concepcion | Kaelon Black | Kyren Williams | Makai Lemon,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 24.0, ""D'Andre Swift"": 36.0, ""Dak Prescott"": 8.0, ""George Kittle"": 5.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 18.0, ""Jordan Mason"": 7.0, ""KC Concepcion"": 3.0, ""Kaelon Black"": 2.0, ""Kyren Williams"": 50.0, ""Makai Lemon"": 5.0}"
baseline,4,26,buy,True,,232.0,66.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | Jahmyr Gibbs | Jake Ferguson | Jameson Williams | Jordan Addison | Jordan Mason | Matthew Stafford | Quentin Johnston | Rome Odunze | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Christian Watson"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jameson Williams"": 19.0, ""Jordan Addison"": 7.0, ""Jordan Mason"": 6.0, ""Matthew Stafford"": 3.0, ""Quentin Johnston"": 4.0, ""Rome Odunze"": 20.0, ""Travis Kelce"": 2.0}"
baseline,4,26,pass,True,,220.0,78.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | D'Andre Swift | Derrick Henry | Jake Ferguson | Jameson Williams | Jordan Addison | Matthew Stafford | Quentin Johnston | Rome Odunze | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Christian Watson"": 10.0, ""D'Andre Swift"": 33.0, ""Derrick Henry"": 71.0, ""Jake Ferguson"": 4.0, ""Jameson Williams"": 19.0, ""Jordan Addison"": 7.0, ""Matthew Stafford"": 3.0, ""Quentin Johnston"": 4.0, ""Rome Odunze"": 20.0, ""Travis Kelce"": 2.0}"
baseline,4,27,buy,True,,217.0,81.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Rodriguez Jr. | Dak Prescott | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Nailor | Jordyn Tyson | KC Concepcion | Makai Lemon | MarShawn Lloyd | Rachaad White,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Dak Prescott"": 8.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jordyn Tyson"": 11.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 3.0, ""MarShawn Lloyd"": 2.0, ""Rachaad White"": 10.0}"
baseline,4,27,pass,True,,166.0,132.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | CeeDee Lamb | Chase Brown | Chris Rodriguez Jr. | Dak Prescott | Harold Fannin Jr. | Jalen Nailor | KC Concepcion | Makai Lemon | MarShawn Lloyd | Quentin Johnston | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""CeeDee Lamb"": 59.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Dak Prescott"": 8.0, ""Harold Fannin Jr."": 11.0, ""Jalen Nailor"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 3.0, ""MarShawn Lloyd"": 2.0, ""Quentin Johnston"": 19.0, ""Zach Charbonnet"": 2.0}"
baseline,4,28,buy,True,,262.0,36.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | Emeka Egbuka | George Kittle | Jahmyr Gibbs | Jalen McMillan | Josh Downs | Makai Lemon | RJ Harvey | Rachaad White,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Emeka Egbuka"": 33.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Josh Downs"": 3.0, ""Makai Lemon"": 5.0, ""RJ Harvey"": 20.0, ""Rachaad White"": 6.0}"
baseline,4,28,pass,True,,267.0,31.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Chris Olave | Christian Watson | D'Andre Swift | Derrick Henry | George Kittle | Jalen McMillan | Josh Downs | Kyren Williams | Makai Lemon | Rachaad White,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Chris Olave"": 37.0, ""Christian Watson"": 19.0, ""D'Andre Swift"": 30.0, ""Derrick Henry"": 67.0, ""George Kittle"": 6.0, ""Jalen McMillan"": 2.0, ""Josh Downs"": 3.0, ""Kyren Williams"": 45.0, ""Makai Lemon"": 5.0, ""Rachaad White"": 6.0}"
baseline,4,29,buy,True,,283.0,15.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jordyn Tyson | KC Concepcion | Kyren Williams | Rachaad White | Rico Dowdle | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Dak Prescott"": 9.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jordyn Tyson"": 6.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 52.0, ""Rachaad White"": 5.0, ""Rico Dowdle"": 12.0, ""Rome Odunze"": 17.0}"
baseline,4,29,pass,True,,230.0,68.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Derrick Henry | George Kittle | Jakobi Meyers | Jordyn Tyson | KC Concepcion | Kyren Williams | Rachaad White | Rome Odunze | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Dak Prescott"": 9.0, ""Derrick Henry"": 66.0, ""George Kittle"": 3.0, ""Jakobi Meyers"": 3.0, ""Jordyn Tyson"": 6.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 52.0, ""Rachaad White"": 5.0, ""Rome Odunze"": 17.0, ""Tyler Allgeier"": 3.0}"
baseline,4,30,buy,True,,259.0,39.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Jalen Nailor | Jameson Williams | Jordan Addison | Jordan Love | Josh Downs | Malik Nabers | Rachaad White | Travis Kelce | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 3.0, ""Jameson Williams"": 21.0, ""Jordan Addison"": 4.0, ""Jordan Love"": 2.0, ""Josh Downs"": 3.0, ""Malik Nabers"": 38.0, ""Rachaad White"": 6.0, ""Travis Kelce"": 4.0, ""TreVeyon Henderson"": 19.0, ""Wan'Dale Robinson"": 4.0}"
baseline,4,30,pass,True,,226.0,72.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Derrick Henry | Jakobi Meyers | Jalen Nailor | Jameson Williams | Jordan Addison | Jordan Love | Josh Downs | Kyren Williams | Rachaad White | Travis Kelce | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 72.0, ""Jakobi Meyers"": 4.0, ""Jalen Nailor"": 3.0, ""Jameson Williams"": 21.0, ""Jordan Addison"": 4.0, ""Jordan Love"": 2.0, ""Josh Downs"": 3.0, ""Kyren Williams"": 58.0, ""Rachaad White"": 6.0, ""Travis Kelce"": 4.0, ""Wan'Dale Robinson"": 4.0}"
baseline,4,31,buy,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Kyren Williams | Michael Pittman | Patrick Mahomes | Quentin Johnston | Rico Dowdle | Samaje Perine,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 9.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 50.0, ""Michael Pittman"": 5.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 6.0, ""Rico Dowdle"": 9.0, ""Samaje Perine"": 2.0}"
baseline,4,31,pass,True,,184.0,114.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | D'Andre Swift | George Kittle | Jordan Addison | KC Concepcion | Kyren Williams | Michael Pittman | Patrick Mahomes | Quentin Johnston | Rico Dowdle | Samaje Perine,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""D'Andre Swift"": 32.0, ""George Kittle"": 7.0, ""Jordan Addison"": 9.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 50.0, ""Michael Pittman"": 5.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 6.0, ""Rico Dowdle"": 9.0, ""Samaje Perine"": 2.0}"
baseline,4,32,buy,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Jordan Mason | Jordyn Tyson | KC Concepcion | Kyren Williams | Makai Lemon | RJ Harvey,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 8.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Jordan Mason"": 7.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 5.0, ""Kyren Williams"": 53.0, ""Makai Lemon"": 9.0, ""RJ Harvey"": 9.0}"
baseline,4,32,pass,True,,230.0,68.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | Derrick Henry | George Kittle | Jameson Williams | Jaxson Dart | Jordan Addison | Jordan James | Jordyn Tyson | KC Concepcion | Keenan Allen | Kyren Williams,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 8.0, ""Derrick Henry"": 73.0, ""George Kittle"": 5.0, ""Jameson Williams"": 27.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Jordan James"": 2.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 5.0, ""Keenan Allen"": 2.0, ""Kyren Williams"": 53.0}"
baseline,4,33,buy,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jalen Coker | Jordan Addison | Josh Downs | Justin Herbert | Kyren Williams | Rachaad White | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 13.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jordan Addison"": 9.0, ""Josh Downs"": 3.0, ""Justin Herbert"": 2.0, ""Kyren Williams"": 48.0, ""Rachaad White"": 6.0, ""Rome Odunze"": 16.0}"
baseline,4,33,pass,True,,247.0,51.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | D'Andre Swift | Derrick Henry | Devaughn Vele | George Kittle | Jalen Coker | Jameson Williams | Josh Downs | Justin Herbert | Kyren Williams | Rachaad White | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 29.0, ""Derrick Henry"": 73.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 2.0, ""Jalen Coker"": 2.0, ""Jameson Williams"": 19.0, ""Josh Downs"": 3.0, ""Justin Herbert"": 2.0, ""Kyren Williams"": 48.0, ""Rachaad White"": 6.0, ""Rome Odunze"": 16.0}"
