variation,recommendation,gain,lcb80,buy_ev,pass_ev,buy_p10,pass_p10,runtime_seconds
0,TARGET,20.76775074005127,12.662514124384732,1668.6046453317006,1647.8368945916493,1473.1975372314453,1459.8008941650392,0.7415532000013627
1,TARGET,15.449398080507914,10.068701146132067,1651.052612145742,1635.603214065234,1471.7469757080078,1450.4546447753905,0.7078764999751002
2,PASS,-0.1563952366511021,-5.730206745029523,1661.6084122260413,1661.7648074626923,1477.32998046875,1483.8728088378907,0.6851729000336491
3,TARGET,22.656488635323264,16.900408455929007,1667.1421455217132,1644.4856568863897,1475.5333709716797,1462.3089630126956,0.6623204000061378
4,TARGET,19.673242449760437,13.808506155411987,1683.6981728076935,1664.024930357933,1489.9954895019532,1475.124459838867,0.7027032000478357
5,TARGET,10.232908129692078,3.457713574626429,1660.1035300890605,1649.8706219593685,1482.180014038086,1464.8764373779297,0.6613979999674484
6,TARGET,8.190840973998561,2.2225973451631047,1652.4826206944208,1644.291779720422,1471.7609375000002,1465.1603546142578,0.637019700021483
14,WATCH,2.307628678553032,-3.3557523956038344,1649.3868238492446,1647.0791951706917,1460.0508361816405,1470.8294982910156,0.6977282000007108
