scenario,arm,recommendation,gain,lcb80,buy_ev,pass_ev,buy_p10,pass_p10,pass_mean_unused,buy_completion,pass_completion
original,baseline,TARGET,27.444371736410893,21.739318727198697,1653.160770813624,1625.7163990772133,1462.590316772461,1436.187905883789,44.6458333333333,0.979166666666667,1.0
original,bounded_replan,WATCH,1.4678684147921475,-5.491223242695912,1654.871378056931,1653.4035096421385,1462.2610656738284,1459.80810546875,20.9583333333333,0.979166666666667,1.0
no_alec_pierce,baseline,TARGET,24.333806,18.742265,1654.000116,1629.66631,1464.034338,1442.357739,42.0,1.0,1.0
no_alec_pierce,bounded_replan,WATCH,4.903565,-3.26445,1655.235951,1650.332387,1467.478503,1460.422211,17.9583333333333,1.0,1.0
