arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,1,0,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Braelon Allen | Calvin Ridley | Chase Brown | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jayden Reed | Jaylin Noel | Josh Downs | Patrick Mahomes | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Braelon Allen"": 2.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 2.0, ""Jayden Reed"": 9.0, ""Jaylin Noel"": 2.0, ""Josh Downs"": 7.0, ""Patrick Mahomes"": 2.0, ""Zach Charbonnet"": 7.0}"
baseline,1,0,pass,True,,286.0,12.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Hurts | Jaylen Waddle | Jonathon Brooks | Jordan Addison | Makai Lemon | Rachaad White | Tony Pollard,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 14.0, ""Jaylen Waddle"": 31.0, ""Jonathon Brooks"": 10.0, ""Jordan Addison"": 6.0, ""Makai Lemon"": 5.0, ""Rachaad White"": 6.0, ""Tony Pollard"": 19.0}"
baseline,1,1,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jake Ferguson | Jalen McMillan | Jared Goff | Jayden Reed | Jerry Jeudy | Khalil Shakir | Mark Andrews | Ray Davis | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 3.0, ""Jalen McMillan"": 2.0, ""Jared Goff"": 2.0, ""Jayden Reed"": 2.0, ""Jerry Jeudy"": 4.0, ""Khalil Shakir"": 6.0, ""Mark Andrews"": 7.0, ""Ray Davis"": 2.0, ""Wan'Dale Robinson"": 7.0}"
baseline,1,1,pass,True,,261.0,37.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | Jaylen Warren | Jordan Addison | Quentin Johnston | Rachaad White | Rhamondre Stevenson,"{""Alec Pierce"": 13.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Harold Fannin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 11.0, ""Jayden Reed"": 2.0, ""Jaylen Warren"": 20.0, ""Jordan Addison"": 9.0, ""Quentin Johnston"": 4.0, ""Rachaad White"": 6.0, ""Rhamondre Stevenson"": 17.0}"
baseline,1,2,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jared Goff | Jordan Addison | Josh Downs | KC Concepcion | Kyle Pitts | Makai Lemon | Stefon Diggs | Xavier Worthy | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 4.0, ""KC Concepcion"": 2.0, ""Kyle Pitts"": 4.0, ""Makai Lemon"": 4.0, ""Stefon Diggs"": 2.0, ""Xavier Worthy"": 8.0, ""Zach Charbonnet"": 5.0}"
baseline,1,2,pass,True,,237.0,61.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Emeka Egbuka | Jahmyr Gibbs | Jared Goff | Josh Downs | Kyle Pitts | Makai Lemon | Rachaad White | Ryan Flournoy | Stefon Diggs | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 29.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Josh Downs"": 4.0, ""Kyle Pitts"": 4.0, ""Makai Lemon"": 4.0, ""Rachaad White"": 9.0, ""Ryan Flournoy"": 2.0, ""Stefon Diggs"": 2.0, ""TreVeyon Henderson"": 18.0, ""Xavier Worthy"": 8.0}"
baseline,1,3,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Devaughn Vele | Jahmyr Gibbs | Jakobi Meyers | Jaydon Blue | Jerry Jeudy | Josh Downs | Keenan Allen | Kenyon Sadiq | Khalil Shakir | Matthew Stafford,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jaydon Blue"": 4.0, ""Jerry Jeudy"": 2.0, ""Josh Downs"": 3.0, ""Keenan Allen"": 3.0, ""Kenyon Sadiq"": 2.0, ""Khalil Shakir"": 5.0, ""Matthew Stafford"": 5.0}"
baseline,1,3,pass,True,,248.0,50.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Devaughn Vele | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jerry Jeudy | Jonathon Brooks | Josh Downs | Kenyon Sadiq | TreVeyon Henderson,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 20.0, ""Devaughn Vele"": 2.0, ""J.K. Dobbins"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 13.0, ""Jerry Jeudy"": 2.0, ""Jonathon Brooks"": 11.0, ""Josh Downs"": 3.0, ""Kenyon Sadiq"": 2.0, ""TreVeyon Henderson"": 20.0}"
baseline,1,4,buy,True,,291.0,7.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Dallas Goedert | Devaughn Vele | Jahmyr Gibbs | Jordan Addison | Josh Downs | Makai Lemon | Pat Freiermuth | Seth McGowan | Tank Bigsby,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 3.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 5.0, ""Josh Downs"": 8.0, ""Makai Lemon"": 3.0, ""Pat Freiermuth"": 2.0, ""Seth McGowan"": 4.0, ""Tank Bigsby"": 2.0}"
baseline,1,4,pass,True,,246.0,52.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brock Purdy | Chase Brown | Harold Fannin Jr. | Isaiah Likely | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Josh Downs | Makai Lemon | Rachaad White | Tony Pollard,"{""Alec Pierce"": 13.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 9.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 10.0, ""Isaiah Likely"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 16.0, ""Jordan Addison"": 5.0, ""Josh Downs"": 8.0, ""Makai Lemon"": 3.0, ""Rachaad White"": 9.0, ""Tony Pollard"": 14.0}"
baseline,1,5,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Calvin Ridley | Chase Brown | Dalton Schultz | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Jared Goff | Jordan Addison | Makai Lemon | Quentin Johnston | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 3.0, ""Deebo Samuel Sr."": 4.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 4.0, ""Makai Lemon"": 6.0, ""Quentin Johnston"": 9.0, ""Zach Charbonnet"": 2.0}"
baseline,1,5,pass,True,,237.0,61.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Jalen Hurts | Jaylen Waddle | Jordan Addison | Makai Lemon | Rachaad White | Rico Dowdle | Zach Charbonnet,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 10.0, ""Jaylen Waddle"": 20.0, ""Jordan Addison"": 4.0, ""Makai Lemon"": 6.0, ""Rachaad White"": 9.0, ""Rico Dowdle"": 9.0, ""Zach Charbonnet"": 2.0}"
