arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_guard,0,0,buy,True,,295.0,3.0,0,0,1,1,0,0,5.0226325670642495,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Isiah Pacheco | Jahmyr Gibbs | Jake Ferguson | Jayden Reed | Jordan Addison | Makai Lemon | Patrick Mahomes | Stefon Diggs,"{""Aaron Jones"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 6.0, ""Jayden Reed"": 3.0, ""Jordan Addison"": 6.0, ""Makai Lemon"": 4.0, ""Patrick Mahomes"": 2.0, ""Stefon Diggs"": 2.0}"
bounded_guard,0,5,pass,True,,283.0,15.0,0,0,13,12,0,2,58.10431748181509,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jaylen Warren | Josh Downs | Josh Jacobs | Michael Wilson | Wan'Dale Robinson | Xavier Worthy,"{""Alec Pierce"": 12.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 11.0, ""Harold Fannin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 7.0, ""Jaylen Warren"": 12.0, ""Josh Downs"": 3.0, ""Josh Jacobs"": 46.0, ""Michael Wilson"": 12.0, ""Wan'Dale Robinson"": 6.0, ""Xavier Worthy"": 7.0}"
bounded_guard,0,6,buy,True,,296.0,2.0,0,0,0,0,0,0,3.5914549611779876,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dallas Goedert | Demond Claiborne | George Kittle | Jahmyr Gibbs | KC Concepcion | Patrick Mahomes | Tre Tucker | Wan'Dale Robinson | Xavier Worthy,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Demond Claiborne"": 2.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 5.0, ""Patrick Mahomes"": 6.0, ""Tre Tucker"": 2.0, ""Wan'Dale Robinson"": 4.0, ""Xavier Worthy"": 5.0}"
bounded_guard,0,6,pass,True,,282.0,16.0,0,0,12,12,0,1,62.611168909424606,Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Drake Maye | George Kittle | Jadarian Price | Jahmyr Gibbs | Makai Lemon | Marvin Harrison Jr. | Michael Wilson | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""DK Metcalf"": 12.0, ""Drake Maye"": 11.0, ""George Kittle"": 6.0, ""Jadarian Price"": 30.0, ""Jahmyr Gibbs"": 110.0, ""Makai Lemon"": 7.0, ""Marvin Harrison Jr."": 10.0, ""Michael Wilson"": 7.0, ""TreVeyon Henderson"": 25.0, ""Xavier Worthy"": 5.0}"
bounded_guard,0,7,buy,True,,295.0,3.0,0,0,0,0,0,0,3.4315020759911476,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jordan Addison | Josh Downs | Juwan Johnson | Malik Willis | Nicholas Singleton | Pat Bryant | Tre Harris | Xavier Worthy | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 7.0, ""Josh Downs"": 8.0, ""Juwan Johnson"": 2.0, ""Malik Willis"": 2.0, ""Nicholas Singleton"": 2.0, ""Pat Bryant"": 2.0, ""Tre Harris"": 2.0, ""Xavier Worthy"": 5.0, ""Zach Charbonnet"": 5.0}"
bounded_guard,0,7,pass,True,,292.0,6.0,0,0,5,8,0,0,28.38213244893666,Bhayshul Tuten | Bucky Irving | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jaxson Dart | Jonathon Brooks | Jordan Addison | KC Concepcion | Kyren Williams | Makai Lemon | Matthew Golden | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 32.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jonathon Brooks"": 16.0, ""Jordan Addison"": 7.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 50.0, ""Makai Lemon"": 9.0, ""Matthew Golden"": 6.0, ""Xavier Worthy"": 5.0}"
bounded_guard,0,8,buy,True,,296.0,2.0,0,0,1,2,0,0,5.8350948746115705,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Deebo Samuel Sr. | George Kittle | Isaiah Likely | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Khalil Shakir | Matthew Golden | Matthew Stafford,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Deebo Samuel Sr."": 2.0, ""George Kittle"": 3.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 8.0, ""KC Concepcion"": 3.0, ""Khalil Shakir"": 3.0, ""Matthew Golden"": 7.0, ""Matthew Stafford"": 2.0}"
bounded_guard,0,8,pass,True,,284.0,14.0,0,0,7,5,0,5,17.70521668591641,Alec Pierce | Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Addison | Kyren Williams | Lamar Jackson | Makai Lemon | Michael Wilson | Quentin Johnston | RJ Harvey | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 8.0, ""Kyren Williams"": 47.0, ""Lamar Jackson"": 20.0, ""Makai Lemon"": 8.0, ""Michael Wilson"": 11.0, ""Quentin Johnston"": 6.0, ""RJ Harvey"": 8.0, ""Wan'Dale Robinson"": 10.0}"
bounded_guard,0,9,buy,True,,295.0,3.0,0,0,2,3,0,0,6.408506825977611,Bhayshul Tuten | Bijan Robinson | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Josh Downs | Makai Lemon | Matthew Golden | Michael Wilson | Patrick Mahomes | Tyler Allgeier | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Josh Downs"": 4.0, ""Makai Lemon"": 2.0, ""Matthew Golden"": 2.0, ""Michael Wilson"": 5.0, ""Patrick Mahomes"": 3.0, ""Tyler Allgeier"": 5.0, ""Xavier Worthy"": 2.0}"
bounded_guard,0,9,pass,True,,243.0,55.0,0,0,13,10,0,1,51.58303221951513,Bhayshul Tuten | Chase Brown | Christian Watson | Courtland Sutton | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Lamar Jackson | Matthew Golden | Michael Wilson | RJ Harvey | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Courtland Sutton"": 10.0, ""DK Metcalf"": 15.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Lamar Jackson"": 12.0, ""Matthew Golden"": 2.0, ""Michael Wilson"": 5.0, ""RJ Harvey"": 7.0, ""Tony Pollard"": 14.0, ""Wan'Dale Robinson"": 10.0}"
bounded_guard,0,10,buy,True,,298.0,0.0,0,0,0,0,0,0,3.96475353213134,Bhayshul Tuten | Bijan Robinson | Chase Brown | George Kittle | Jahmyr Gibbs | Jalen Nailor | KC Concepcion | Sam Darnold | Seth McGowan | Stefon Diggs | Wan'Dale Robinson | Xavier Worthy | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""George Kittle"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 4.0, ""KC Concepcion"": 5.0, ""Sam Darnold"": 2.0, ""Seth McGowan"": 2.0, ""Stefon Diggs"": 7.0, ""Wan'Dale Robinson"": 5.0, ""Xavier Worthy"": 4.0, ""Zach Charbonnet"": 5.0}"
bounded_guard,0,10,pass,True,,290.0,8.0,0,0,7,8,0,1,59.93324692946098,A.J. Brown | Bhayshul Tuten | Caleb Williams | Chase Brown | Jahmyr Gibbs | Jordyn Tyson | Josh Downs | Kaytron Allen | Makai Lemon | Michael Wilson | Rachaad White | Trey McBride | Wan'Dale Robinson,"{""A.J. Brown"": 38.0, ""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 5.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""Josh Downs"": 5.0, ""Kaytron Allen"": 2.0, ""Makai Lemon"": 9.0, ""Michael Wilson"": 12.0, ""Rachaad White"": 4.0, ""Trey McBride"": 50.0, ""Wan'Dale Robinson"": 5.0}"
bounded_guard,0,11,buy,True,,296.0,2.0,0,0,1,1,0,0,6.256413237354707,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dallas Goedert | De'Zhaun Stribling | Jahmyr Gibbs | Makai Lemon | Mike Washington Jr. | Pat Bryant | Patrick Mahomes | Sean Tucker | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Dallas Goedert"": 3.0, ""De'Zhaun Stribling"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Makai Lemon"": 7.0, ""Mike Washington Jr."": 4.0, ""Pat Bryant"": 2.0, ""Patrick Mahomes"": 2.0, ""Sean Tucker"": 2.0, ""Xavier Worthy"": 5.0}"
bounded_guard,0,11,pass,True,,289.0,9.0,0,0,4,2,0,0,11.08528042578223,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Kyren Williams | Lamar Jackson | Makai Lemon | Michael Wilson | RJ Harvey | Wan'Dale Robinson | Xavier Worthy,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 18.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Kyren Williams"": 51.0, ""Lamar Jackson"": 18.0, ""Makai Lemon"": 7.0, ""Michael Wilson"": 6.0, ""RJ Harvey"": 9.0, ""Wan'Dale Robinson"": 9.0, ""Xavier Worthy"": 5.0}"
bounded_guard,0,12,buy,True,,294.0,4.0,0,0,0,0,0,0,4.607914231296263,Bhayshul Tuten | Bijan Robinson | Blake Corum | Chase Brown | Chris Godwin Jr. | Ja'Kobi Lane | Jahmyr Gibbs | Jalen McMillan | Juwan Johnson | Makai Lemon | Pat Bryant | Patrick Mahomes | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Blake Corum"": 9.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 9.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Juwan Johnson"": 2.0, ""Makai Lemon"": 3.0, ""Pat Bryant"": 2.0, ""Patrick Mahomes"": 3.0, ""Stefon Diggs"": 2.0}"
bounded_guard,0,12,pass,True,,250.0,48.0,0,0,14,12,0,0,45.951885839338615,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Juwan Johnson | Kenny Gainwell | Makai Lemon | Rachaad White | Rico Dowdle | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""Christian Watson"": 20.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 9.0, ""Jameson Williams"": 17.0, ""Juwan Johnson"": 2.0, ""Kenny Gainwell"": 14.0, ""Makai Lemon"": 3.0, ""Rachaad White"": 4.0, ""Rico Dowdle"": 15.0, ""Stefon Diggs"": 2.0}"
bounded_guard,0,13,buy,True,,298.0,0.0,0,0,0,0,0,0,3.7792468350825175,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Calvin Ridley | Chase Brown | Isaiah Likely | Jahmyr Gibbs | Jalen Coker | Jayden Reed | Kaelon Black | Patrick Mahomes | Romeo Doubs | Wan'Dale Robinson,"{""Aaron Jones"": 8.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Calvin Ridley"": 3.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jayden Reed"": 6.0, ""Kaelon Black"": 2.0, ""Patrick Mahomes"": 3.0, ""Romeo Doubs"": 4.0, ""Wan'Dale Robinson"": 8.0}"
bounded_guard,0,13,pass,True,,289.0,9.0,0,0,10,7,0,0,25.593948989560886,Bhayshul Tuten | Chase Brown | Christian Watson | Chuba Hubbard | Courtland Sutton | Harold Fannin Jr. | Jahmyr Gibbs | Jaylen Warren | Jordyn Tyson | Luther Burden III | Patrick Mahomes | Quentin Johnston | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Chuba Hubbard"": 9.0, ""Courtland Sutton"": 7.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 16.0, ""Jordyn Tyson"": 13.0, ""Luther Burden III"": 21.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 7.0, ""Tee Higgins"": 34.0}"
bounded_guard,0,14,buy,True,,294.0,4.0,0,0,0,0,0,0,4.964818497972772,Bhayshul Tuten | Bijan Robinson | Chase Brown | George Kittle | Isiah Pacheco | Jahmyr Gibbs | KC Concepcion | Kyler Murray | Mark Andrews | Rashid Shaheed | Seth McGowan | Stefon Diggs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""George Kittle"": 5.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 4.0, ""Kyler Murray"": 2.0, ""Mark Andrews"": 2.0, ""Rashid Shaheed"": 3.0, ""Seth McGowan"": 2.0, ""Stefon Diggs"": 9.0, ""Xavier Worthy"": 5.0}"
bounded_guard,0,14,pass,True,,258.0,40.0,0,0,14,10,0,2,41.982370525109104,Bhayshul Tuten | Chase Brown | Christian Watson | DJ Moore | Harold Fannin Jr. | Jahmyr Gibbs | Jaylen Warren | Joe Burrow | KC Concepcion | Khalil Shakir | Matthew Golden | Michael Pittman | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""DJ Moore"": 27.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 14.0, ""Joe Burrow"": 8.0, ""KC Concepcion"": 4.0, ""Khalil Shakir"": 4.0, ""Matthew Golden"": 6.0, ""Michael Pittman"": 7.0, ""Woody Marks"": 2.0}"
bounded_guard,0,15,buy,True,,291.0,7.0,0,0,4,2,0,1,8.653757568491699,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jayden Reed | Jaydon Blue | Jerry Jeudy | KC Concepcion | Sam LaPorta | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Jayden Reed"": 4.0, ""Jaydon Blue"": 2.0, ""Jerry Jeudy"": 2.0, ""KC Concepcion"": 3.0, ""Sam LaPorta"": 4.0, ""Tre Tucker"": 2.0}"
bounded_guard,0,15,pass,True,,280.0,18.0,0,0,9,6,0,0,18.843031406076875,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Chuba Hubbard | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Joe Burrow | KC Concepcion | Luther Burden III | Michael Wilson | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Chuba Hubbard"": 11.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Joe Burrow"": 10.0, ""KC Concepcion"": 3.0, ""Luther Burden III"": 27.0, ""Michael Wilson"": 5.0, ""Rico Dowdle"": 15.0}"
bounded_guard,0,16,buy,True,,291.0,7.0,0,0,3,4,0,0,7.531863401553608,Antonio Williams | Bhayshul Tuten | Bijan Robinson | C.J. Stroud | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jakobi Meyers | KC Concepcion | Kimani Vidal | Makai Lemon | Stefon Diggs | Travis Kelce,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""C.J. Stroud"": 2.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""KC Concepcion"": 4.0, ""Kimani Vidal"": 2.0, ""Makai Lemon"": 2.0, ""Stefon Diggs"": 8.0, ""Travis Kelce"": 2.0}"
bounded_guard,0,16,pass,True,,284.0,14.0,0,0,6,3,0,0,23.95723587031921,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | Jahmyr Gibbs | Jaylen Warren | Jordyn Tyson | KC Concepcion | Luther Burden III | Makai Lemon | Patrick Mahomes | Tee Higgins | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Dalton Kincaid"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 14.0, ""Jordyn Tyson"": 8.0, ""KC Concepcion"": 4.0, ""Luther Burden III"": 26.0, ""Makai Lemon"": 2.0, ""Patrick Mahomes"": 3.0, ""Tee Higgins"": 35.0, ""TreVeyon Henderson"": 20.0}"
