arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_guard,0,0,buy,True,,295.0,3.0,0,0,1,1,0,0,5.0226325670642495,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Isiah Pacheco | Jahmyr Gibbs | Jake Ferguson | Jayden Reed | Jordan Addison | Makai Lemon | Patrick Mahomes | Stefon Diggs,"{""Aaron Jones"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 6.0, ""Jayden Reed"": 3.0, ""Jordan Addison"": 6.0, ""Makai Lemon"": 4.0, ""Patrick Mahomes"": 2.0, ""Stefon Diggs"": 2.0}"
bounded_guard,0,0,pass,True,,284.0,14.0,0,0,11,13,0,0,52.87015590052994,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | Harold Fannin Jr. | Isiah Pacheco | Jahmyr Gibbs | Jalen Hurts | Luther Burden III | Marvin Harrison Jr. | Rico Dowdle | Tee Higgins | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Christian Watson"": 17.0, ""Harold Fannin Jr."": 12.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 6.0, ""Luther Burden III"": 18.0, ""Marvin Harrison Jr."": 15.0, ""Rico Dowdle"": 16.0, ""Tee Higgins"": 31.0, ""Wan'Dale Robinson"": 9.0}"
bounded_guard,0,1,buy,True,,296.0,2.0,0,0,0,0,0,0,3.982608084263518,Bhayshul Tuten | Bijan Robinson | Chase Brown | Deebo Samuel Sr. | Emanuel Wilson | Isaiah Likely | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Khalil Shakir | Tyrone Tracy Jr. | Xavier Worthy | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 4.0, ""Emanuel Wilson"": 2.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Jaxson Dart"": 3.0, ""Khalil Shakir"": 5.0, ""Tyrone Tracy Jr."": 3.0, ""Xavier Worthy"": 4.0, ""Zachariah Branch"": 2.0}"
bounded_guard,0,1,pass,True,,281.0,17.0,0,0,9,8,0,0,59.83482766817116,Alec Pierce | Bhayshul Tuten | Bucky Irving | Carnell Tate | Chase Brown | Jahmyr Gibbs | Jameson Williams | Jordan Mason | Lamar Jackson | Makai Lemon | Michael Wilson | Sam LaPorta | Wan'Dale Robinson,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 31.0, ""Carnell Tate"": 19.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 15.0, ""Jordan Mason"": 4.0, ""Lamar Jackson"": 16.0, ""Makai Lemon"": 8.0, ""Michael Wilson"": 8.0, ""Sam LaPorta"": 7.0, ""Wan'Dale Robinson"": 10.0}"
bounded_guard,0,2,buy,True,,295.0,3.0,0,0,0,0,0,0,4.7500921298043295,Bhayshul Tuten | Bijan Robinson | Calvin Ridley | Chase Brown | Jahmyr Gibbs | Jake Ferguson | Jalen Coker | Jayden Reed | Patrick Mahomes | Rachaad White | Samaje Perine | Terrance Ferguson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jalen Coker"": 4.0, ""Jayden Reed"": 9.0, ""Patrick Mahomes"": 2.0, ""Rachaad White"": 4.0, ""Samaje Perine"": 2.0, ""Terrance Ferguson"": 2.0, ""Wan'Dale Robinson"": 6.0}"
bounded_guard,0,2,pass,True,,254.0,44.0,0,0,10,11,1,0,59.16722212516905,Bhayshul Tuten | Chase Brown | Courtland Sutton | D'Andre Swift | George Kittle | Jahmyr Gibbs | Lamar Jackson | Michael Wilson | Quentin Johnston | RJ Harvey | Rico Dowdle | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 9.0, ""D'Andre Swift"": 25.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Lamar Jackson"": 17.0, ""Michael Wilson"": 11.0, ""Quentin Johnston"": 8.0, ""RJ Harvey"": 8.0, ""Rico Dowdle"": 8.0, ""Wan'Dale Robinson"": 6.0, ""Xavier Worthy"": 5.0}"
bounded_guard,0,3,buy,True,,292.0,6.0,0,0,3,3,0,0,5.982416286220769,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Chris Godwin Jr. | Dalton Kincaid | Isiah Pacheco | Jahmyr Gibbs | Justin Herbert | Khalil Shakir | Matthew Golden | Quentin Johnston | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Godwin Jr."": 3.0, ""Dalton Kincaid"": 2.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Justin Herbert"": 6.0, ""Khalil Shakir"": 6.0, ""Matthew Golden"": 5.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 2.0}"
bounded_guard,0,3,pass,True,,287.0,11.0,0,0,8,10,0,2,49.47924185788975,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Chig Okonkwo | D'Andre Swift | George Kittle | Jahmyr Gibbs | Jayden Reed | Jaylen Warren | Lamar Jackson | Quentin Johnston | Rome Odunze,"{""Alec Pierce"": 13.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""D'Andre Swift"": 35.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Jaylen Warren"": 21.0, ""Lamar Jackson"": 19.0, ""Quentin Johnston"": 4.0, ""Rome Odunze"": 16.0}"
bounded_guard,0,4,buy,True,,294.0,4.0,0,0,1,2,0,0,5.964798989138785,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Chris Rodriguez Jr. | Deebo Samuel Sr. | Dylan Sampson | George Kittle | Jahmyr Gibbs | Josh Downs | Patrick Mahomes | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Chris Rodriguez Jr."": 4.0, ""Deebo Samuel Sr."": 2.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 4.0, ""Patrick Mahomes"": 5.0, ""Wan'Dale Robinson"": 7.0, ""Xavier Worthy"": 4.0}"
bounded_guard,0,4,pass,True,,266.0,32.0,0,0,10,8,0,0,52.73635804813472,Aaron Jones | Alec Pierce | Bhayshul Tuten | Chase Brown | Dak Prescott | George Kittle | Jahmyr Gibbs | Josh Downs | Matthew Golden | Michael Wilson | Rashee Rice | Rico Dowdle | Wan'Dale Robinson,"{""Aaron Jones"": 4.0, ""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 4.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 4.0, ""Matthew Golden"": 5.0, ""Michael Wilson"": 9.0, ""Rashee Rice"": 53.0, ""Rico Dowdle"": 15.0, ""Wan'Dale Robinson"": 7.0}"
bounded_guard,0,5,buy,True,,296.0,2.0,0,0,0,0,0,0,3.982544676815337,Bhayshul Tuten | Bijan Robinson | Brenton Strange | Brock Purdy | Chase Brown | Dalton Kincaid | Demond Claiborne | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Josh Downs | Tyler Allgeier | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 4.0, ""Brock Purdy"": 5.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Demond Claiborne"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""Jordan Addison"": 7.0, ""Josh Downs"": 3.0, ""Tyler Allgeier"": 4.0, ""Wan'Dale Robinson"": 6.0}"
