arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,max_projected_slack,roster,salary_map
slack_replan,2,0,buy,True,,298.0,0.0,2,1,7.868067728400263,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jordan James | Mark Andrews | Matthew Golden | Quentin Johnston | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 4.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan James"": 2.0, ""Mark Andrews"": 7.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 4.0, ""Wan'Dale Robinson"": 9.0, ""Xavier Worthy"": 4.0}"
slack_replan,2,5,pass,True,,289.0,9.0,5,5,16.06780186542437,Bhayshul Tuten | Chase Brown | DK Metcalf | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Jaylen Warren | Jonathon Brooks | Kyren Williams | Quentin Johnston | Tee Higgins | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Jayden Reed"": 2.0, ""Jaylen Warren"": 19.0, ""Jonathon Brooks"": 11.0, ""Kyren Williams"": 51.0, ""Quentin Johnston"": 8.0, ""Tee Higgins"": 21.0, ""Wan'Dale Robinson"": 9.0}"
slack_replan,2,6,buy,True,,298.0,0.0,0,0,3.9693989229060094,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Isaiah Likely | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Jaxson Dart | Jayden Reed | Kaelon Black | Rashid Shaheed | Sean Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Isaiah Likely"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jakobi Meyers"": 5.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 3.0, ""Kaelon Black"": 2.0, ""Rashid Shaheed"": 3.0, ""Sean Tucker"": 2.0}"
slack_replan,2,6,pass,True,,290.0,8.0,5,4,12.653138329665524,Bhayshul Tuten | Chase Brown | DK Metcalf | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | Jaylen Warren | Kenny Gainwell | Kyren Williams | Marvin Harrison Jr. | Michael Wilson | Sam LaPorta | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 11.0, ""Jayden Reed"": 3.0, ""Jaylen Warren"": 20.0, ""Kenny Gainwell"": 4.0, ""Kyren Williams"": 43.0, ""Marvin Harrison Jr."": 19.0, ""Michael Wilson"": 7.0, ""Sam LaPorta"": 7.0, ""Wan'Dale Robinson"": 10.0}"
slack_replan,2,7,buy,True,,291.0,7.0,2,2,6.97445183300232,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dalton Schultz | Jahmyr Gibbs | Jake Ferguson | Jaxson Dart | Josh Downs | KC Concepcion | Mike Washington Jr. | Quentin Johnston | Tank Bigsby,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Dalton Schultz"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 5.0, ""KC Concepcion"": 4.0, ""Mike Washington Jr."": 2.0, ""Quentin Johnston"": 6.0, ""Tank Bigsby"": 2.0}"
slack_replan,2,7,pass,True,,257.0,41.0,9,6,38.1173690118726,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Godwin Jr. | D'Andre Swift | George Kittle | Jahmyr Gibbs | Jaxson Dart | Josh Downs | Kenny Gainwell | Quentin Johnston | Tee Higgins | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""D'Andre Swift"": 25.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 5.0, ""Kenny Gainwell"": 7.0, ""Quentin Johnston"": 6.0, ""Tee Higgins"": 31.0, ""Wan'Dale Robinson"": 9.0}"
slack_replan,2,8,buy,True,,296.0,2.0,1,0,3.982665331294527,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | Isaiah Likely | Jahmyr Gibbs | Jakobi Meyers | Jordan James | KC Concepcion | MarShawn Lloyd | Rashid Shaheed | Romeo Doubs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Isaiah Likely"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jordan James"": 2.0, ""KC Concepcion"": 3.0, ""MarShawn Lloyd"": 3.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 4.0, ""Xavier Worthy"": 4.0}"
slack_replan,2,8,pass,True,,252.0,46.0,12,7,46.2939120752813,Alec Pierce | Bhayshul Tuten | Chase Brown | Jacory Croskey-Merritt | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jameson Williams | Michael Wilson | RJ Harvey | Rachaad White | Sam LaPorta | Xavier Worthy,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jalen Hurts"": 14.0, ""Jameson Williams"": 27.0, ""Michael Wilson"": 8.0, ""RJ Harvey"": 6.0, ""Rachaad White"": 5.0, ""Sam LaPorta"": 13.0, ""Xavier Worthy"": 4.0}"
slack_replan,2,9,buy,True,,296.0,2.0,0,0,5.915381263130598,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Chig Okonkwo | Dalton Schultz | Ja'Kobi Lane | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Makai Lemon | Quentin Johnston | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Dalton Schultz"": 2.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jalen Coker"": 4.0, ""Makai Lemon"": 10.0, ""Quentin Johnston"": 5.0, ""Xavier Worthy"": 4.0}"
slack_replan,2,9,pass,True,,277.0,21.0,7,6,20.058387253373382,Bhayshul Tuten | Chase Brown | D'Andre Swift | De'Zhaun Stribling | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jaylen Warren | Jonathon Brooks | Quentin Johnston | Sam LaPorta | Tee Higgins | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 29.0, ""De'Zhaun Stribling"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jalen Hurts"": 9.0, ""Jaylen Warren"": 14.0, ""Jonathon Brooks"": 9.0, ""Quentin Johnston"": 5.0, ""Sam LaPorta"": 13.0, ""Tee Higgins"": 30.0, ""Wan'Dale Robinson"": 8.0}"
slack_replan,2,10,buy,True,,296.0,2.0,0,0,2.9788170941242242,Bhayshul Tuten | Bijan Robinson | Caleb Williams | Chase Brown | Dalton Schultz | Demond Claiborne | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Josh Downs | Omar Cooper Jr. | Quentin Johnston | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Demond Claiborne"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 3.0, ""Josh Downs"": 8.0, ""Omar Cooper Jr."": 2.0, ""Quentin Johnston"": 4.0, ""Tyrone Tracy Jr."": 3.0}"
slack_replan,2,10,pass,True,,298.0,0.0,6,4,29.123064934442937,Bhayshul Tuten | Chase Brown | D'Andre Swift | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jayden Reed | Jordan Addison | Kyren Williams | Michael Wilson | Quentin Johnston | Rhamondre Stevenson | Terrance Ferguson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 35.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Jalen Hurts"": 8.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 3.0, ""Kyren Williams"": 47.0, ""Michael Wilson"": 12.0, ""Quentin Johnston"": 4.0, ""Rhamondre Stevenson"": 16.0, ""Terrance Ferguson"": 5.0}"
slack_replan,2,11,buy,True,,294.0,4.0,2,2,8.281576081873709,Bhayshul Tuten | Bijan Robinson | Chase Brown | Deebo Samuel Sr. | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jordan Addison | Kaelon Black | Sam LaPorta | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jaxson Dart"": 5.0, ""Jordan Addison"": 4.0, ""Kaelon Black"": 2.0, ""Sam LaPorta"": 3.0, ""Wan'Dale Robinson"": 6.0, ""Xavier Worthy"": 2.0}"
slack_replan,2,11,pass,True,,272.0,26.0,10,8,22.931069633198376,Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Jaxson Dart | Jonathon Brooks | Matthew Golden | Quentin Johnston | Rome Odunze | Sam LaPorta | Tee Higgins | Tony Pollard | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jonathon Brooks"": 15.0, ""Matthew Golden"": 5.0, ""Quentin Johnston"": 11.0, ""Rome Odunze"": 23.0, ""Sam LaPorta"": 3.0, ""Tee Higgins"": 35.0, ""Tony Pollard"": 12.0, ""Wan'Dale Robinson"": 6.0, ""Xavier Worthy"": 2.0}"
slack_replan,2,12,buy,True,,292.0,6.0,1,0,4.129815159630084,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | Chig Okonkwo | Jahmyr Gibbs | Josh Downs | Kaelon Black | Khalil Shakir | Patrick Mahomes | Romeo Doubs | Ty Johnson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 8.0, ""Kaelon Black"": 2.0, ""Khalil Shakir"": 2.0, ""Patrick Mahomes"": 3.0, ""Romeo Doubs"": 2.0, ""Ty Johnson"": 4.0, ""Wan'Dale Robinson"": 7.0}"
slack_replan,2,12,pass,True,,288.0,10.0,6,5,20.911934016294595,Bhayshul Tuten | Chase Brown | DJ Moore | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Josh Allen | Khalil Shakir | Kyle Pitts | Parker Washington | Rachaad White | Romeo Doubs | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DJ Moore"": 29.0, ""J.K. Dobbins"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Josh Allen"": 30.0, ""Khalil Shakir"": 2.0, ""Kyle Pitts"": 11.0, ""Parker Washington"": 8.0, ""Rachaad White"": 6.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 19.0}"
slack_replan,2,13,buy,True,,290.0,8.0,2,1,6.8176865071984025,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Chris Godwin Jr. | Dalton Schultz | Jahmyr Gibbs | Jakobi Meyers | Jaydon Blue | Justice Hill | Romeo Doubs | Tre Harris | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Dalton Schultz"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jaydon Blue"": 2.0, ""Justice Hill"": 2.0, ""Romeo Doubs"": 4.0, ""Tre Harris"": 2.0, ""Tre Tucker"": 2.0}"
slack_replan,2,13,pass,True,,264.0,34.0,13,8,31.78064284931918,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jameson Williams | Jaylen Warren | Jordan Addison | Rachaad White,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 22.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 5.0, ""J.K. Dobbins"": 17.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Hurts"": 9.0, ""Jameson Williams"": 21.0, ""Jaylen Warren"": 11.0, ""Jordan Addison"": 6.0, ""Rachaad White"": 6.0}"
slack_replan,2,14,buy,True,,296.0,2.0,2,1,5.3572264611707965,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Isiah Pacheco | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Josh Downs | Juwan Johnson | Matthew Golden | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 7.0, ""Jakobi Meyers"": 5.0, ""Josh Downs"": 3.0, ""Juwan Johnson"": 2.0, ""Matthew Golden"": 2.0, ""Wan'Dale Robinson"": 4.0, ""Xavier Worthy"": 7.0}"
slack_replan,2,14,pass,True,,280.0,18.0,9,5,11.702398743612548,Bhayshul Tuten | Chase Brown | Chuba Hubbard | Harold Fannin Jr. | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Josh Downs | Luther Burden III | Matthew Golden | Rhamondre Stevenson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 11.0, ""Harold Fannin Jr."": 8.0, ""Jadarian Price"": 27.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jaxson Dart"": 3.0, ""Josh Downs"": 3.0, ""Luther Burden III"": 24.0, ""Matthew Golden"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Wan'Dale Robinson"": 4.0}"
slack_replan,2,15,buy,True,,290.0,8.0,6,4,8.00177289647894,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dallas Goedert | Emmett Johnson | Jahmyr Gibbs | Jalen Coker | KC Concepcion | Khalil Shakir | Makai Lemon | Patrick Mahomes | Stefon Diggs | Tre Harris,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 5.0, ""Emmett Johnson"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 4.0, ""KC Concepcion"": 5.0, ""Khalil Shakir"": 2.0, ""Makai Lemon"": 3.0, ""Patrick Mahomes"": 4.0, ""Stefon Diggs"": 2.0, ""Tre Harris"": 2.0}"
slack_replan,2,15,pass,True,,285.0,13.0,7,5,13.352506791916085,Bhayshul Tuten | Chase Brown | Chuba Hubbard | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Josh Allen | Makai Lemon | Marvin Harrison Jr. | Michael Pittman | Rhamondre Stevenson | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 13.0, ""Harold Fannin Jr."": 7.0, ""J.K. Dobbins"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Josh Allen"": 37.0, ""Makai Lemon"": 3.0, ""Marvin Harrison Jr."": 12.0, ""Michael Pittman"": 10.0, ""Rhamondre Stevenson"": 14.0, ""Stefon Diggs"": 2.0}"
slack_replan,2,16,buy,True,,297.0,1.0,1,0,2.0954037213410857,Bhayshul Tuten | Bijan Robinson | Chase Brown | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Kimani Vidal | Patrick Mahomes | Rashid Shaheed | Romeo Doubs | Stefon Diggs | T.J. Hockenson | Ty Johnson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""George Kittle"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Kimani Vidal"": 3.0, ""Patrick Mahomes"": 6.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 2.0, ""Stefon Diggs"": 3.0, ""T.J. Hockenson"": 2.0, ""Ty Johnson"": 3.0}"
slack_replan,2,16,pass,True,,292.0,6.0,7,4,7.191599527469236,Bhayshul Tuten | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Allen | Kyle Monangai | Michael Pittman | Rachaad White | Stefon Diggs | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 25.0, ""Jordan Addison"": 8.0, ""Josh Allen"": 36.0, ""Kyle Monangai"": 12.0, ""Michael Pittman"": 9.0, ""Rachaad White"": 10.0, ""Stefon Diggs"": 3.0, ""Tony Pollard"": 23.0, ""Wan'Dale Robinson"": 6.0}"
slack_replan,2,17,buy,True,,295.0,3.0,1,0,2.9824596239041625,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Jalen Coker | Jaxson Dart | Kyle Pitts | Seth McGowan | Tyler Allgeier,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Deebo Samuel Sr."": 4.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jaxson Dart"": 3.0, ""Kyle Pitts"": 10.0, ""Seth McGowan"": 2.0, ""Tyler Allgeier"": 2.0}"
