arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,6,0,buy,True,,264.0,34.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Colston Loveland | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jordan Addison | KC Concepcion | Makai Lemon | TreVeyon Henderson | Woody Marks,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Colston Loveland"": 29.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 6.0, ""TreVeyon Henderson"": 24.0, ""Woody Marks"": 3.0}"
baseline,6,0,pass,True,,215.0,83.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | David Montgomery | Drake London | Harold Fannin Jr. | Jacory Croskey-Merritt | Jameson Williams | Jaxson Dart | Jordan Addison | Makai Lemon | TreVeyon Henderson | Woody Marks,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""David Montgomery"": 34.0, ""Drake London"": 53.0, ""Harold Fannin Jr."": 11.0, ""Jacory Croskey-Merritt"": 5.0, ""Jameson Williams"": 19.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Makai Lemon"": 6.0, ""TreVeyon Henderson"": 24.0, ""Woody Marks"": 3.0}"
baseline,6,1,buy,True,,281.0,17.0,0,0,0,0,0,0,0.0,Alec Pierce | Alvin Kamara | Bhayshul Tuten | Chase Brown | Chig Okonkwo | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jared Goff | Josh Jacobs | KC Concepcion | Matthew Golden | TreVeyon Henderson,"{""Alec Pierce"": 6.0, ""Alvin Kamara"": 5.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Jared Goff"": 2.0, ""Josh Jacobs"": 46.0, ""KC Concepcion"": 2.0, ""Matthew Golden"": 7.0, ""TreVeyon Henderson"": 24.0}"
baseline,6,1,pass,True,,228.0,70.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chig Okonkwo | Harold Fannin Jr. | Isiah Pacheco | Jalen McMillan | Jameson Williams | Jaxson Dart | Josh Jacobs | KC Concepcion | Kenneth Walker III | TreVeyon Henderson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Harold Fannin Jr."": 13.0, ""Isiah Pacheco"": 4.0, ""Jalen McMillan"": 2.0, ""Jameson Williams"": 19.0, ""Jaxson Dart"": 5.0, ""Josh Jacobs"": 46.0, ""KC Concepcion"": 2.0, ""Kenneth Walker III"": 60.0, ""TreVeyon Henderson"": 24.0}"
baseline,6,2,buy,True,,249.0,49.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Chris Godwin Jr. | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Jordan Addison | Makai Lemon | Rashid Shaheed | Romeo Doubs | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Harold Fannin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 24.0, ""Jaylen Warren"": 18.0, ""Jordan Addison"": 7.0, ""Makai Lemon"": 7.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 1.0, ""TreVeyon Henderson"": 22.0}"
baseline,6,2,pass,True,,255.0,43.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Chris Godwin Jr. | David Montgomery | Derrick Henry | Harold Fannin Jr. | Jameson Williams | Jaylen Warren | Jordan Addison | Rashid Shaheed | Tee Higgins | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""David Montgomery"": 28.0, ""Derrick Henry"": 68.0, ""Harold Fannin Jr."": 8.0, ""Jameson Williams"": 24.0, ""Jaylen Warren"": 18.0, ""Jordan Addison"": 7.0, ""Rashid Shaheed"": 2.0, ""Tee Higgins"": 28.0, ""TreVeyon Henderson"": 22.0}"
baseline,6,3,buy,True,,256.0,42.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Lamar Jackson | Makai Lemon | Rashid Shaheed | TreVeyon Henderson | Zach Charbonnet,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""KC Concepcion"": 4.0, ""Lamar Jackson"": 19.0, ""Makai Lemon"": 9.0, ""Rashid Shaheed"": 3.0, ""TreVeyon Henderson"": 22.0, ""Zach Charbonnet"": 2.0}"
baseline,6,3,pass,True,,211.0,87.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Derrick Henry | Harold Fannin Jr. | Jalen Coker | Jayden Reed | KC Concepcion | Lamar Jackson | Makai Lemon | Rashid Shaheed | Tee Higgins | TreVeyon Henderson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 66.0, ""Harold Fannin Jr."": 10.0, ""Jalen Coker"": 3.0, ""Jayden Reed"": 4.0, ""KC Concepcion"": 4.0, ""Lamar Jackson"": 19.0, ""Makai Lemon"": 9.0, ""Rashid Shaheed"": 3.0, ""Tee Higgins"": 24.0, ""TreVeyon Henderson"": 22.0, ""Zach Charbonnet"": 2.0}"
baseline,6,4,buy,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | Devaughn Vele | Jahmyr Gibbs | Josh Downs | KC Concepcion | Marvin Harrison Jr. | Patrick Mahomes | Rico Dowdle | Tre Tucker | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Dalton Kincaid"": 2.0, ""Devaughn Vele"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 4.0, ""Marvin Harrison Jr."": 20.0, ""Patrick Mahomes"": 4.0, ""Rico Dowdle"": 30.0, ""Tre Tucker"": 3.0, ""TreVeyon Henderson"": 19.0}"
baseline,6,4,pass,True,,227.0,71.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Dalton Kincaid | David Montgomery | Derrick Henry | Devaughn Vele | KC Concepcion | Makai Lemon | Michael Wilson | Tre Tucker | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Dak Prescott"": 7.0, ""Dalton Kincaid"": 2.0, ""David Montgomery"": 31.0, ""Derrick Henry"": 74.0, ""Devaughn Vele"": 3.0, ""KC Concepcion"": 4.0, ""Makai Lemon"": 7.0, ""Michael Wilson"": 18.0, ""Tre Tucker"": 3.0, ""TreVeyon Henderson"": 19.0}"
