arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,5,17,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Emanuel Wilson | Jahmyr Gibbs | Jerry Jeudy | Jordan Addison | Josh Downs | KC Concepcion | Matthew Golden | Trevor Lawrence | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Emanuel Wilson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 8.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 2.0, ""Matthew Golden"": 6.0, ""Trevor Lawrence"": 2.0, ""Wan'Dale Robinson"": 4.0}"
baseline,5,17,pass,True,,243.0,55.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Michael Wilson | Rachaad White | Rhamondre Stevenson | Trevor Lawrence | Wan'Dale Robinson,"{""Aaron Jones"": 3.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Harold Fannin Jr."": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Michael Wilson"": 12.0, ""Rachaad White"": 6.0, ""Rhamondre Stevenson"": 17.0, ""Trevor Lawrence"": 2.0, ""Wan'Dale Robinson"": 4.0}"
baseline,5,18,buy,True,,291.0,7.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Deebo Samuel Sr. | Emmett Johnson | Jahmyr Gibbs | Jakobi Meyers | Jerry Jeudy | Khalil Shakir | Patrick Mahomes | Ray Davis | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 5.0, ""Deebo Samuel Sr."": 2.0, ""Emmett Johnson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jerry Jeudy"": 2.0, ""Khalil Shakir"": 5.0, ""Patrick Mahomes"": 5.0, ""Ray Davis"": 2.0, ""Wan'Dale Robinson"": 5.0}"
baseline,5,18,pass,True,,273.0,25.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | KC Concepcion | Makai Lemon | Patrick Mahomes | Quentin Johnston | Rachaad White | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 18.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaylen Warren"": 20.0, ""KC Concepcion"": 6.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 5.0, ""Quentin Johnston"": 6.0, ""Rachaad White"": 11.0, ""TreVeyon Henderson"": 39.0, ""Wan'Dale Robinson"": 5.0}"
baseline,5,19,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jayden Reed | Jordan Addison | KC Concepcion | Kyle Pitts | Matthew Stafford | Nicholas Singleton | Romeo Doubs | Wan'Dale Robinson,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 6.0, ""KC Concepcion"": 5.0, ""Kyle Pitts"": 3.0, ""Matthew Stafford"": 2.0, ""Nicholas Singleton"": 2.0, ""Romeo Doubs"": 4.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,19,pass,True,,227.0,71.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Kyle Pitts | Matthew Stafford | Nicholas Singleton | Quentin Johnston | Rhamondre Stevenson | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""KC Concepcion"": 5.0, ""Kyle Pitts"": 3.0, ""Matthew Stafford"": 2.0, ""Nicholas Singleton"": 2.0, ""Quentin Johnston"": 9.0, ""Rhamondre Stevenson"": 21.0, ""Rico Dowdle"": 8.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,20,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Braelon Allen | Chase Brown | Daniel Jones | Jahmyr Gibbs | KC Concepcion | Keenan Allen | Kenyon Sadiq | Makai Lemon | Michael Wilson | Wan'Dale Robinson,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Braelon Allen"": 2.0, ""Chase Brown"": 34.0, ""Daniel Jones"": 2.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 3.0, ""Keenan Allen"": 2.0, ""Kenyon Sadiq"": 2.0, ""Makai Lemon"": 7.0, ""Michael Wilson"": 6.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,20,pass,True,,241.0,57.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Jared Goff | Jayden Reed | KC Concepcion | Kenny Gainwell | Kenyon Sadiq | Michael Wilson | Quentin Johnston | Rico Dowdle | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jayden Reed"": 6.0, ""KC Concepcion"": 3.0, ""Kenny Gainwell"": 21.0, ""Kenyon Sadiq"": 2.0, ""Michael Wilson"": 6.0, ""Quentin Johnston"": 9.0, ""Rico Dowdle"": 10.0, ""TreVeyon Henderson"": 20.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,21,buy,True,,298.0,0.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Daniel Jones | George Kittle | Jahmyr Gibbs | Jordan Addison | Josh Downs | MarShawn Lloyd | Tre Harris | Wan'Dale Robinson,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 7.0, ""Daniel Jones"": 2.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""Josh Downs"": 9.0, ""MarShawn Lloyd"": 3.0, ""Tre Harris"": 2.0, ""Wan'Dale Robinson"": 6.0}"
baseline,5,21,pass,True,,234.0,64.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | DJ Moore | Dalton Kincaid | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jaylen Warren | Jordan Addison | Quentin Johnston | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""DJ Moore"": 18.0, ""Dalton Kincaid"": 7.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 4.0, ""Quentin Johnston"": 7.0, ""Wan'Dale Robinson"": 6.0, ""Zach Charbonnet"": 2.0}"
baseline,5,22,buy,True,,290.0,8.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dallas Goedert | Deebo Samuel Sr. | Denzel Boston | Germie Bernard | Jahmyr Gibbs | Jared Goff | Jayden Reed | KC Concepcion | Pat Freiermuth,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Dallas Goedert"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Denzel Boston"": 4.0, ""Germie Bernard"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jayden Reed"": 5.0, ""KC Concepcion"": 2.0, ""Pat Freiermuth"": 2.0}"
baseline,5,22,pass,True,,272.0,26.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DeVonta Smith | Germie Bernard | Harold Fannin Jr. | Jahmyr Gibbs | Jared Goff | Jaylen Warren | KC Concepcion | Michael Wilson | Quentin Johnston | Rhamondre Stevenson | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 34.0, ""Germie Bernard"": 3.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jaylen Warren"": 15.0, ""KC Concepcion"": 2.0, ""Michael Wilson"": 11.0, ""Quentin Johnston"": 5.0, ""Rhamondre Stevenson"": 21.0, ""Rico Dowdle"": 11.0}"
baseline,5,23,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Chris Godwin Jr. | Dallas Goedert | George Kittle | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Makai Lemon | Quentin Johnston | Tank Bigsby,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 5.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Dallas Goedert"": 2.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 4.0, ""Quentin Johnston"": 6.0, ""Tank Bigsby"": 2.0}"
baseline,5,23,pass,True,,245.0,53.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Davante Adams | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Addison | Kenny Gainwell | Michael Wilson | Patrick Mahomes | Quentin Johnston | Rachaad White | Tank Bigsby | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Davante Adams"": 31.0, ""Harold Fannin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""Kenny Gainwell"": 10.0, ""Michael Wilson"": 8.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 6.0, ""Rachaad White"": 8.0, ""Tank Bigsby"": 2.0, ""Wan'Dale Robinson"": 10.0}"
baseline,5,24,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Calvin Ridley | Chase Brown | Dak Prescott | Dalton Kincaid | Jahmyr Gibbs | Jakobi Meyers | Kimani Vidal | Ryan Flournoy | Stefon Diggs | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 10.0, ""Dalton Kincaid"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Kimani Vidal"": 2.0, ""Ryan Flournoy"": 2.0, ""Stefon Diggs"": 6.0, ""Zach Charbonnet"": 6.0}"
baseline,5,24,pass,True,,256.0,42.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Jaxson Dart | Jaylen Warren | Makai Lemon | Mark Andrews | Michael Wilson | Rico Dowdle | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jameson Williams"": 24.0, ""Jaxson Dart"": 6.0, ""Jaylen Warren"": 11.0, ""Makai Lemon"": 3.0, ""Mark Andrews"": 2.0, ""Michael Wilson"": 13.0, ""Rico Dowdle"": 13.0, ""Rome Odunze"": 16.0}"
baseline,5,25,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jayden Reed | Patrick Mahomes | Ryan Flournoy | Sean Tucker | Woody Marks | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 2.0, ""Jayden Reed"": 9.0, ""Patrick Mahomes"": 3.0, ""Ryan Flournoy"": 2.0, ""Sean Tucker"": 2.0, ""Woody Marks"": 2.0, ""Xavier Worthy"": 5.0}"
baseline,5,25,pass,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Josh Downs | Michael Wilson | Rashid Shaheed | Rhamondre Stevenson | Rico Dowdle | Rome Odunze | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 4.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 2.0, ""Josh Downs"": 5.0, ""Michael Wilson"": 12.0, ""Rashid Shaheed"": 3.0, ""Rhamondre Stevenson"": 20.0, ""Rico Dowdle"": 17.0, ""Rome Odunze"": 17.0, ""Tee Higgins"": 24.0}"
baseline,5,26,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | Devaughn Vele | Jahmyr Gibbs | Jerry Jeudy | Patrick Mahomes | Rashid Shaheed | Stefon Diggs | Wan'Dale Robinson | Woody Marks,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 3.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jerry Jeudy"": 2.0, ""Patrick Mahomes"": 4.0, ""Rashid Shaheed"": 2.0, ""Stefon Diggs"": 8.0, ""Wan'Dale Robinson"": 8.0, ""Woody Marks"": 3.0}"
baseline,5,26,pass,True,,238.0,60.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | DK Metcalf | Devaughn Vele | Jahmyr Gibbs | Mark Andrews | Rashid Shaheed | Rome Odunze | Trevor Lawrence | Wan'Dale Robinson,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""D'Andre Swift"": 25.0, ""DK Metcalf"": 15.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Mark Andrews"": 2.0, ""Rashid Shaheed"": 2.0, ""Rome Odunze"": 18.0, ""Trevor Lawrence"": 4.0, ""Wan'Dale Robinson"": 8.0}"
baseline,5,27,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Denzel Boston | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Patrick Mahomes | Tyler Allgeier | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Denzel Boston"": 3.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 5.0, ""KC Concepcion"": 5.0, ""Patrick Mahomes"": 5.0, ""Tyler Allgeier"": 3.0, ""Wan'Dale Robinson"": 7.0, ""Zach Charbonnet"": 2.0}"
baseline,5,27,pass,True,,239.0,59.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Devaughn Vele | George Kittle | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jordan Addison | Rome Odunze | Tony Pollard | Tyler Allgeier | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 27.0, ""Jaxson Dart"": 3.0, ""Jordan Addison"": 5.0, ""Rome Odunze"": 18.0, ""Tony Pollard"": 15.0, ""Tyler Allgeier"": 3.0, ""Wan'Dale Robinson"": 7.0, ""Zach Charbonnet"": 2.0}"
baseline,5,28,buy,True,,298.0,0.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jake Ferguson | Jordan James | Jordyn Tyson | Justin Herbert | Keenan Allen | Pat Bryant | Rashid Shaheed,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jordan James"": 2.0, ""Jordyn Tyson"": 11.0, ""Justin Herbert"": 5.0, ""Keenan Allen"": 3.0, ""Pat Bryant"": 2.0, ""Rashid Shaheed"": 2.0}"
baseline,5,28,pass,True,,251.0,47.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Chuba Hubbard | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Pat Bryant | Quentin Johnston | Rashid Shaheed | Rhamondre Stevenson | Rome Odunze | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Chuba Hubbard"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jaxson Dart"": 5.0, ""Pat Bryant"": 2.0, ""Quentin Johnston"": 10.0, ""Rashid Shaheed"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Rome Odunze"": 22.0, ""Travis Kelce"": 2.0}"
baseline,5,29,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dallas Goedert | De'Zhaun Stribling | Jahmyr Gibbs | Jalen McMillan | Jared Goff | Jauan Jennings | Kenny Gainwell | Matthew Golden | Rashid Shaheed | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 4.0, ""De'Zhaun Stribling"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jared Goff"": 3.0, ""Jauan Jennings"": 4.0, ""Kenny Gainwell"": 5.0, ""Matthew Golden"": 7.0, ""Rashid Shaheed"": 2.0, ""Zach Charbonnet"": 6.0}"
baseline,5,29,pass,True,,240.0,58.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Colston Loveland | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jordan Addison | Jordan Mason | Kyle Monangai | Quentin Johnston | Tank Bigsby,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Colston Loveland"": 25.0, ""Deebo Samuel Sr."": 7.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jaxson Dart"": 8.0, ""Jordan Addison"": 4.0, ""Jordan Mason"": 5.0, ""Kyle Monangai"": 5.0, ""Quentin Johnston"": 5.0, ""Tank Bigsby"": 2.0}"
baseline,5,30,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Germie Bernard | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Josh Downs | Juwan Johnson | Rachaad White | Rashid Shaheed,"{""Aaron Jones"": 8.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Germie Bernard"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Jordan Addison"": 8.0, ""Josh Downs"": 3.0, ""Juwan Johnson"": 2.0, ""Rachaad White"": 5.0, ""Rashid Shaheed"": 2.0}"
baseline,5,30,pass,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Dalton Kincaid | Dalton Schultz | Jahmyr Gibbs | Jaxson Dart | Josh Downs | Quentin Johnston | Rhamondre Stevenson | Rico Dowdle | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 18.0, ""Dalton Kincaid"": 2.0, ""Dalton Schultz"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Josh Downs"": 3.0, ""Quentin Johnston"": 8.0, ""Rhamondre Stevenson"": 18.0, ""Rico Dowdle"": 16.0, ""Rome Odunze"": 25.0}"
baseline,5,31,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | Dalton Schultz | Jahmyr Gibbs | Josh Downs | Kimani Vidal | Makai Lemon | Malik Willis | Michael Wilson | Zach Charbonnet | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 4.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 9.0, ""Kimani Vidal"": 2.0, ""Makai Lemon"": 2.0, ""Malik Willis"": 2.0, ""Michael Wilson"": 9.0, ""Zach Charbonnet"": 4.0, ""Zachariah Branch"": 2.0}"
baseline,5,31,pass,True,,252.0,46.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Makai Lemon | Michael Wilson | Quentin Johnston | Rico Dowdle | Rome Odunze | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Makai Lemon"": 2.0, ""Michael Wilson"": 9.0, ""Quentin Johnston"": 7.0, ""Rico Dowdle"": 11.0, ""Rome Odunze"": 22.0, ""TreVeyon Henderson"": 19.0, ""Wan'Dale Robinson"": 10.0}"
baseline,5,32,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | Jahmyr Gibbs | Jordan Addison | Josh Downs | Makai Lemon | Patrick Mahomes | Rachaad White | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""Josh Downs"": 3.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 5.0, ""Wan'Dale Robinson"": 4.0}"
baseline,5,32,pass,True,,238.0,60.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | George Kittle | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Michael Wilson | Patrick Mahomes | Rhamondre Stevenson | Rico Dowdle | Rome Odunze,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""George Kittle"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""Makai Lemon"": 5.0, ""Michael Wilson"": 8.0, ""Patrick Mahomes"": 3.0, ""Rhamondre Stevenson"": 17.0, ""Rico Dowdle"": 12.0, ""Rome Odunze"": 21.0}"
baseline,5,33,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Chase Brown | Christian Watson | Jahmyr Gibbs | KC Concepcion | Kenny Gainwell | Michael Wilson | Patrick Mahomes | Ryan Flournoy | Sam LaPorta | Samaje Perine,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 2.0, ""Kenny Gainwell"": 5.0, ""Michael Wilson"": 5.0, ""Patrick Mahomes"": 2.0, ""Ryan Flournoy"": 2.0, ""Sam LaPorta"": 3.0, ""Samaje Perine"": 2.0}"
baseline,5,33,pass,True,,254.0,44.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | KC Concepcion | Marvin Harrison Jr. | Michael Wilson | Patrick Mahomes | Rhamondre Stevenson | Rome Odunze | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Jacory Croskey-Merritt"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""KC Concepcion"": 2.0, ""Marvin Harrison Jr."": 10.0, ""Michael Wilson"": 5.0, ""Patrick Mahomes"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Rome Odunze"": 18.0, ""Sam LaPorta"": 3.0}"
baseline,5,34,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Devaughn Vele | Harold Fannin Jr. | Ja'Kobi Lane | Jahmyr Gibbs | Jaxson Dart | Josh Downs | Matthew Golden | Sam LaPorta | Tank Bigsby | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""Harold Fannin Jr."": 3.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 5.0, ""Matthew Golden"": 3.0, ""Sam LaPorta"": 10.0, ""Tank Bigsby"": 2.0, ""Zach Charbonnet"": 4.0}"
