arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,5,34,pass,True,,219.0,79.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | Ja'Kobi Lane | Jahmyr Gibbs | Jaxson Dart | KC Concepcion | Kaytron Allen | Ladd McConkey | Matthew Golden | Michael Wilson | Sam LaPorta | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 3.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""KC Concepcion"": 2.0, ""Kaytron Allen"": 2.0, ""Ladd McConkey"": 23.0, ""Matthew Golden"": 3.0, ""Michael Wilson"": 11.0, ""Sam LaPorta"": 10.0, ""Zach Charbonnet"": 4.0}"
baseline,5,35,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | Ja'Kobi Lane | Jahmyr Gibbs | Jayden Reed | Kaytron Allen | Rachaad White | T.J. Hockenson | Tre Harris | Trevor Lawrence | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Kaytron Allen"": 2.0, ""Rachaad White"": 11.0, ""T.J. Hockenson"": 2.0, ""Tre Harris"": 2.0, ""Trevor Lawrence"": 7.0, ""Xavier Worthy"": 5.0}"
baseline,5,35,pass,True,,271.0,27.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Isaiah Likely | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Jaylen Warren | KC Concepcion | Kyle Pitts | Michael Wilson | Patrick Mahomes | Rhamondre Stevenson | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 26.0, ""Jayden Reed"": 4.0, ""Jaylen Warren"": 15.0, ""KC Concepcion"": 6.0, ""Kyle Pitts"": 4.0, ""Michael Wilson"": 7.0, ""Patrick Mahomes"": 2.0, ""Rhamondre Stevenson"": 25.0, ""Rome Odunze"": 22.0}"
baseline,5,36,buy,True,,291.0,7.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Juwan Johnson | KC Concepcion | Matthew Stafford | Romeo Doubs | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Coker"": 3.0, ""Juwan Johnson"": 2.0, ""KC Concepcion"": 6.0, ""Matthew Stafford"": 4.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 2.0}"
baseline,5,36,pass,True,,231.0,67.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | DJ Moore | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | KC Concepcion | Matthew Stafford | RJ Harvey | Stefon Diggs,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Christian Watson"": 12.0, ""DJ Moore"": 18.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""KC Concepcion"": 6.0, ""Matthew Stafford"": 4.0, ""RJ Harvey"": 7.0, ""Stefon Diggs"": 2.0}"
baseline,5,37,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Hunter Henry | Jahmyr Gibbs | Jordan Love | KC Concepcion | Kaelon Black | Omar Cooper Jr. | Quentin Johnston | Rachaad White | Tre Harris,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Hunter Henry"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Love"": 2.0, ""KC Concepcion"": 5.0, ""Kaelon Black"": 4.0, ""Omar Cooper Jr."": 2.0, ""Quentin Johnston"": 10.0, ""Rachaad White"": 5.0, ""Tre Harris"": 2.0}"
baseline,5,37,pass,True,,273.0,25.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | David Montgomery | Harold Fannin Jr. | Hunter Henry | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Matthew Stafford | Quentin Johnston | Rachaad White | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""David Montgomery"": 34.0, ""Harold Fannin Jr."": 10.0, ""Hunter Henry"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 5.0, ""Matthew Stafford"": 5.0, ""Quentin Johnston"": 10.0, ""Rachaad White"": 5.0, ""Tee Higgins"": 24.0}"
baseline,5,38,buy,True,,287.0,11.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Dallas Goedert | Deebo Samuel Sr. | Jahmyr Gibbs | Jalen Coker | Jaydon Blue | KC Concepcion | Romeo Doubs | Stefon Diggs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 6.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jaydon Blue"": 2.0, ""KC Concepcion"": 2.0, ""Romeo Doubs"": 3.0, ""Stefon Diggs"": 3.0, ""Xavier Worthy"": 3.0}"
baseline,5,38,pass,True,,246.0,52.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | David Montgomery | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | KC Concepcion | Parker Washington | Rachaad White | Rico Dowdle | Stefon Diggs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 6.0, ""Chase Brown"": 34.0, ""David Montgomery"": 35.0, ""Harold Fannin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""KC Concepcion"": 2.0, ""Parker Washington"": 9.0, ""Rachaad White"": 11.0, ""Rico Dowdle"": 7.0, ""Stefon Diggs"": 3.0, ""Xavier Worthy"": 3.0}"
baseline,5,39,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jalen Coker | Josh Downs | Mark Andrews | Romeo Doubs | Sam Darnold | Wan'Dale Robinson | Woody Marks | Xavier Worthy,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Josh Downs"": 8.0, ""Mark Andrews"": 2.0, ""Romeo Doubs"": 3.0, ""Sam Darnold"": 2.0, ""Wan'Dale Robinson"": 3.0, ""Woody Marks"": 3.0, ""Xavier Worthy"": 2.0}"
baseline,5,39,pass,True,,236.0,62.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jayden Daniels | Jordan James | Luther Burden III | Stefon Diggs | Ty Johnson | Wan'Dale Robinson | Xavier Worthy,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Harold Fannin Jr."": 16.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 15.0, ""Jordan James"": 2.0, ""Luther Burden III"": 17.0, ""Stefon Diggs"": 4.0, ""Ty Johnson"": 2.0, ""Wan'Dale Robinson"": 3.0, ""Xavier Worthy"": 2.0}"
baseline,5,40,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Chase Brown | De'Zhaun Stribling | Deebo Samuel Sr. | Jahmyr Gibbs | KC Concepcion | Matthew Stafford | Romeo Doubs | Stefon Diggs | Travis Kelce | Tyler Allgeier,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 4.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 5.0, ""Matthew Stafford"": 7.0, ""Romeo Doubs"": 2.0, ""Stefon Diggs"": 3.0, ""Travis Kelce"": 4.0, ""Tyler Allgeier"": 4.0}"
baseline,5,40,pass,True,,264.0,34.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | DJ Moore | Harold Fannin Jr. | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | KC Concepcion | Matthew Stafford | RJ Harvey | Romeo Doubs | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 20.0, ""DJ Moore"": 16.0, ""Harold Fannin Jr."": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 8.0, ""Jakobi Meyers"": 6.0, ""KC Concepcion"": 5.0, ""Matthew Stafford"": 7.0, ""RJ Harvey"": 9.0, ""Romeo Doubs"": 2.0, ""Zay Flowers"": 27.0}"
baseline,5,41,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Dalton Kincaid | Jahmyr Gibbs | Jalen McMillan | Jayden Reed | Jaydon Blue | KC Concepcion | Matthew Stafford | Rashid Shaheed | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 3.0, ""Jayden Reed"": 8.0, ""Jaydon Blue"": 2.0, ""KC Concepcion"": 5.0, ""Matthew Stafford"": 4.0, ""Rashid Shaheed"": 3.0, ""Stefon Diggs"": 4.0}"
baseline,5,41,pass,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Chris Rodriguez Jr. | Dalton Schultz | David Montgomery | Emeka Egbuka | Harold Fannin Jr. | Jahmyr Gibbs | KC Concepcion | Matthew Stafford | Rashid Shaheed | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 9.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Dalton Schultz"": 2.0, ""David Montgomery"": 37.0, ""Emeka Egbuka"": 31.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 5.0, ""Matthew Stafford"": 4.0, ""Rashid Shaheed"": 3.0, ""Wan'Dale Robinson"": 4.0}"
baseline,5,42,buy,True,,290.0,8.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Dalton Kincaid | Jahmyr Gibbs | Jared Goff | KC Concepcion | Khalil Shakir | Makai Lemon | Rashid Shaheed | Romeo Doubs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 3.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""KC Concepcion"": 5.0, ""Khalil Shakir"": 6.0, ""Makai Lemon"": 3.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 2.0, ""Xavier Worthy"": 5.0}"
baseline,5,42,pass,True,,279.0,19.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Quentin Johnston | Romeo Doubs | Tetairoa McMillan | Tony Pollard | Trevor Lawrence | Woody Marks | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""KC Concepcion"": 5.0, ""Quentin Johnston"": 5.0, ""Romeo Doubs"": 2.0, ""Tetairoa McMillan"": 28.0, ""Tony Pollard"": 23.0, ""Trevor Lawrence"": 7.0, ""Woody Marks"": 3.0, ""Zay Flowers"": 33.0}"
baseline,5,43,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Isaiah Likely | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Josh Downs | KC Concepcion | Pat Bryant | Ray Davis | Woody Marks | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Jayden Reed"": 3.0, ""Josh Downs"": 8.0, ""KC Concepcion"": 2.0, ""Pat Bryant"": 2.0, ""Ray Davis"": 5.0, ""Woody Marks"": 3.0, ""Xavier Worthy"": 3.0}"
baseline,5,43,pass,True,,239.0,59.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Isaiah Likely | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jayden Reed | KC Concepcion | Ray Davis | Tony Pollard | Xavier Worthy,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jaxson Dart"": 3.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 2.0, ""Ray Davis"": 5.0, ""Tony Pollard"": 19.0, ""Xavier Worthy"": 3.0}"
baseline,5,44,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | George Kittle | Jacory Croskey-Merritt | Jahmyr Gibbs | KC Concepcion | Matthew Stafford | Romeo Doubs | Stefon Diggs | T.J. Hockenson | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""George Kittle"": 3.0, ""Jacory Croskey-Merritt"": 5.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 6.0, ""Matthew Stafford"": 5.0, ""Romeo Doubs"": 4.0, ""Stefon Diggs"": 4.0, ""T.J. Hockenson"": 2.0, ""Woody Marks"": 5.0}"
baseline,5,44,pass,True,,249.0,49.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Douglas | Carnell Tate | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jordyn Tyson | KC Concepcion | Kaelon Black | Matthew Golden | Matthew Stafford | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Carnell Tate"": 21.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 6.0, ""Kaelon Black"": 3.0, ""Matthew Golden"": 6.0, ""Matthew Stafford"": 5.0, ""TreVeyon Henderson"": 18.0}"
baseline,5,45,buy,True,,289.0,9.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | De'Zhaun Stribling | Deebo Samuel Sr. | Hunter Henry | Jahmyr Gibbs | Jalen Coker | Jaxson Dart | Rashid Shaheed | Stefon Diggs,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""De'Zhaun Stribling"": 3.0, ""Deebo Samuel Sr."": 2.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jaxson Dart"": 8.0, ""Rashid Shaheed"": 3.0, ""Stefon Diggs"": 2.0}"
baseline,5,45,pass,True,,236.0,62.0,0,0,0,0,0,0,0.0,Aaron Jones | Alec Pierce | Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | David Montgomery | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | Jordan Addison | Michael Pittman | Stefon Diggs,"{""Aaron Jones"": 4.0, ""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""David Montgomery"": 29.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jordan Addison"": 4.0, ""Michael Pittman"": 5.0, ""Stefon Diggs"": 2.0}"
baseline,5,46,buy,True,,291.0,7.0,0,0,0,0,0,0,0.0,Baker Mayfield | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jalen Coker | Jayden Reed | Jordan Addison | Makai Lemon | Romeo Doubs | Tre Harris,"{""Baker Mayfield"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jayden Reed"": 3.0, ""Jordan Addison"": 7.0, ""Makai Lemon"": 7.0, ""Romeo Doubs"": 4.0, ""Tre Harris"": 2.0}"
baseline,5,46,pass,True,,234.0,64.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | Dylan Sampson | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | Jaxson Dart | Jayden Reed | Stefon Diggs | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 19.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Dylan Sampson"": 2.0, ""Harold Fannin Jr."": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 3.0, ""Stefon Diggs"": 4.0, ""Tony Pollard"": 18.0, ""Wan'Dale Robinson"": 3.0}"
baseline,5,47,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Braelon Allen | Chase Brown | Chris Rodriguez Jr. | Dallas Goedert | Deebo Samuel Sr. | Jahmyr Gibbs | Jakobi Meyers | Justin Herbert | KC Concepcion | Matthew Golden | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Braelon Allen"": 2.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 5.0, ""Dallas Goedert"": 2.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Justin Herbert"": 6.0, ""KC Concepcion"": 4.0, ""Matthew Golden"": 6.0, ""Xavier Worthy"": 5.0}"
baseline,5,47,pass,True,,270.0,28.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Braelon Allen | Caleb Williams | Chase Brown | Christian Watson | David Montgomery | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | Jordyn Tyson | KC Concepcion | Tee Higgins | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 2.0, ""Caleb Williams"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""David Montgomery"": 27.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 4.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 4.0, ""Tee Higgins"": 26.0, ""Wan'Dale Robinson"": 16.0}"
