arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,4,15,pass,True,,242.0,56.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Josh Downs | Kaelon Black | Kyren Williams | Makai Lemon | Matthew Golden | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Josh Downs"": 4.0, ""Kaelon Black"": 2.0, ""Kyren Williams"": 48.0, ""Makai Lemon"": 3.0, ""Matthew Golden"": 8.0, ""Stefon Diggs"": 3.0}"
baseline,4,16,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Brenton Strange | Caleb Williams | Chase Brown | Denzel Boston | George Kittle | Jahmyr Gibbs | Jalen Coker | KC Concepcion | Kyle Monangai | Nicholas Singleton,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 2.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Denzel Boston"": 3.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""KC Concepcion"": 4.0, ""Kyle Monangai"": 9.0, ""Nicholas Singleton"": 2.0}"
baseline,4,16,pass,True,,252.0,46.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brenton Strange | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | KC Concepcion | Kyle Monangai | Kyren Williams | Matthew Golden | Matthew Stafford | Quentin Johnston,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 4.0, ""Kyle Monangai"": 9.0, ""Kyren Williams"": 51.0, ""Matthew Golden"": 3.0, ""Matthew Stafford"": 2.0, ""Quentin Johnston"": 6.0}"
baseline,4,17,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Williams | Chase Brown | Jahmyr Gibbs | Jalen Coker | Khalil Shakir | Matthew Golden | Romeo Doubs | Ryan Flournoy | Samaje Perine | Terrance Ferguson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Khalil Shakir"": 2.0, ""Matthew Golden"": 7.0, ""Romeo Doubs"": 2.0, ""Ryan Flournoy"": 2.0, ""Samaje Perine"": 5.0, ""Terrance Ferguson"": 6.0, ""Zach Charbonnet"": 2.0}"
baseline,4,17,pass,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | DK Metcalf | Dallas Goedert | Jahmyr Gibbs | Jayden Reed | Kyren Williams | Matthew Golden | Quentin Johnston | Rico Dowdle | Romeo Doubs | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 12.0, ""Dallas Goedert"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""Kyren Williams"": 55.0, ""Matthew Golden"": 7.0, ""Quentin Johnston"": 8.0, ""Rico Dowdle"": 8.0, ""Romeo Doubs"": 2.0, ""Stefon Diggs"": 3.0}"
baseline,4,18,buy,True,,291.0,7.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Caleb Williams | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jahmyr Gibbs | Jakobi Meyers | KC Concepcion | Romeo Doubs | Sean Tucker | Tre Harris,"{""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Williams"": 7.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""KC Concepcion"": 3.0, ""Romeo Doubs"": 2.0, ""Sean Tucker"": 3.0, ""Tre Harris"": 2.0}"
baseline,4,18,pass,True,,269.0,29.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | DK Metcalf | Dalton Kincaid | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jordan Addison | KC Concepcion | Kyren Williams | Patrick Mahomes | Stefon Diggs,"{""Aaron Jones"": 5.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 9.0, ""Dalton Kincaid"": 2.0, ""J.K. Dobbins"": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Jordan Addison"": 5.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 54.0, ""Patrick Mahomes"": 2.0, ""Stefon Diggs"": 4.0}"
baseline,4,19,buy,True,,292.0,6.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Emanuel Wilson | Jahmyr Gibbs | Jalen Coker | Jaxson Dart | KC Concepcion | Kenyon Sadiq | Makai Lemon | Rachaad White | Romeo Doubs | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Emanuel Wilson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jaxson Dart"": 3.0, ""KC Concepcion"": 4.0, ""Kenyon Sadiq"": 6.0, ""Makai Lemon"": 4.0, ""Rachaad White"": 5.0, ""Romeo Doubs"": 3.0, ""Sam LaPorta"": 3.0}"
baseline,4,19,pass,True,,213.0,85.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Jaxson Dart | KC Concepcion | Makai Lemon | Romeo Doubs | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 6.0, ""J.K. Dobbins"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 15.0, ""Jaxson Dart"": 3.0, ""KC Concepcion"": 4.0, ""Makai Lemon"": 4.0, ""Romeo Doubs"": 3.0, ""Sam LaPorta"": 3.0}"
baseline,4,20,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Deebo Samuel Sr. | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Josh Downs | KC Concepcion | Kyle Monangai | Ray Davis | Romeo Doubs | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 3.0, ""KC Concepcion"": 5.0, ""Kyle Monangai"": 7.0, ""Ray Davis"": 2.0, ""Romeo Doubs"": 3.0, ""Travis Kelce"": 5.0}"
baseline,4,20,pass,True,,248.0,50.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | D'Andre Swift | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Josh Downs | Kyle Monangai | Matthew Golden | Michael Wilson | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 27.0, ""DK Metcalf"": 12.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jaxson Dart"": 4.0, ""Josh Downs"": 3.0, ""Kyle Monangai"": 7.0, ""Matthew Golden"": 7.0, ""Michael Wilson"": 6.0, ""Romeo Doubs"": 3.0}"
baseline,4,21,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Dallas Goedert | Germie Bernard | Hunter Henry | Jahmyr Gibbs | Jaxson Dart | Jonah Coleman | Jordan Addison | Matthew Golden | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 4.0, ""Dallas Goedert"": 5.0, ""Germie Bernard"": 4.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 6.0, ""Jonah Coleman"": 2.0, ""Jordan Addison"": 4.0, ""Matthew Golden"": 5.0, ""Romeo Doubs"": 4.0}"
baseline,4,21,pass,True,,265.0,33.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | David Montgomery | Hunter Henry | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Jordan Mason | Luther Burden III | Matthew Golden | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""Christian Watson"": 21.0, ""David Montgomery"": 32.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 6.0, ""Jordan Addison"": 4.0, ""Jordan Mason"": 5.0, ""Luther Burden III"": 19.0, ""Matthew Golden"": 5.0, ""Romeo Doubs"": 4.0}"
baseline,4,22,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jauan Jennings | Justin Herbert | KC Concepcion | Keenan Allen | Kimani Vidal | Matthew Golden | Sean Tucker | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jauan Jennings"": 2.0, ""Justin Herbert"": 6.0, ""KC Concepcion"": 5.0, ""Keenan Allen"": 2.0, ""Kimani Vidal"": 2.0, ""Matthew Golden"": 6.0, ""Sean Tucker"": 2.0, ""Stefon Diggs"": 4.0}"
baseline,4,22,pass,True,,279.0,19.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jordyn Tyson | Josh Downs | Kyren Williams | Matthew Golden | Michael Wilson,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jordyn Tyson"": 8.0, ""Josh Downs"": 6.0, ""Kyren Williams"": 56.0, ""Matthew Golden"": 6.0, ""Michael Wilson"": 5.0}"
baseline,4,23,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Emmett Johnson | George Kittle | Jahmyr Gibbs | Jalen Coker | Jayden Reed | Josh Downs | KC Concepcion | Matthew Golden | Patrick Mahomes | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Emmett Johnson"": 2.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jayden Reed"": 8.0, ""Josh Downs"": 6.0, ""KC Concepcion"": 4.0, ""Matthew Golden"": 3.0, ""Patrick Mahomes"": 4.0, ""Romeo Doubs"": 3.0}"
baseline,4,23,pass,True,,235.0,63.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Emmett Johnson | George Kittle | Jadarian Price | Jahmyr Gibbs | Jared Goff | Jordan Mason | KC Concepcion | Matthew Golden | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 8.0, ""Emmett Johnson"": 2.0, ""George Kittle"": 5.0, ""Jadarian Price"": 30.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jordan Mason"": 4.0, ""KC Concepcion"": 4.0, ""Matthew Golden"": 3.0, ""Romeo Doubs"": 3.0}"
baseline,4,24,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Jahmyr Gibbs | Jalen Coker | Jayden Reed | Kaytron Allen | Makai Lemon | Patrick Mahomes | Tyler Allgeier | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jayden Reed"": 10.0, ""Kaytron Allen"": 2.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 3.0, ""Tyler Allgeier"": 2.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,24,pass,True,,258.0,40.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Jahmyr Gibbs | Jordyn Tyson | Juwan Johnson | KC Concepcion | Kyren Williams | Makai Lemon | Patrick Mahomes | Rachaad White | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 17.0, ""Juwan Johnson"": 2.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 45.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 3.0, ""Rachaad White"": 8.0, ""Wan'Dale Robinson"": 3.0}"
baseline,4,25,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Calvin Ridley | Chase Brown | Emmett Johnson | Jahmyr Gibbs | Jakobi Meyers | Jalen Nailor | KC Concepcion | Kaelon Black | Makai Lemon | Patrick Mahomes | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""Emmett Johnson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jalen Nailor"": 2.0, ""KC Concepcion"": 3.0, ""Kaelon Black"": 2.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 3.0, ""Travis Kelce"": 10.0}"
baseline,4,25,pass,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Joe Burrow | Jordan Addison | Jordan Mason | KC Concepcion | Kyren Williams | Makai Lemon | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 18.0, ""Joe Burrow"": 13.0, ""Jordan Addison"": 6.0, ""Jordan Mason"": 7.0, ""KC Concepcion"": 3.0, ""Kyren Williams"": 50.0, ""Makai Lemon"": 5.0, ""Xavier Worthy"": 2.0}"
baseline,4,26,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Daniel Jones | Jahmyr Gibbs | Jalen Nailor | Jordan Addison | Jordyn Tyson | Josh Downs | KC Concepcion | Quentin Johnston | Travis Kelce | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Daniel Jones"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jordan Addison"": 7.0, ""Jordyn Tyson"": 5.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 4.0, ""Quentin Johnston"": 4.0, ""Travis Kelce"": 2.0, ""Zach Charbonnet"": 2.0}"
baseline,4,26,pass,True,,231.0,67.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | Jahmyr Gibbs | Jake Ferguson | Jameson Williams | Jordan Addison | Jordyn Tyson | Matthew Stafford | Quentin Johnston | Rome Odunze | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Christian Watson"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jameson Williams"": 19.0, ""Jordan Addison"": 7.0, ""Jordyn Tyson"": 5.0, ""Matthew Stafford"": 3.0, ""Quentin Johnston"": 4.0, ""Rome Odunze"": 20.0, ""Travis Kelce"": 2.0}"
baseline,4,27,buy,True,,292.0,6.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | De'Zhaun Stribling | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Nailor | KC Concepcion | Makai Lemon | MarShawn Lloyd | Patrick Mahomes | Tre Tucker | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 3.0, ""MarShawn Lloyd"": 2.0, ""Patrick Mahomes"": 3.0, ""Tre Tucker"": 3.0, ""Zach Charbonnet"": 2.0}"
baseline,4,27,pass,True,,215.0,83.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Rodriguez Jr. | DK Metcalf | Dak Prescott | Jahmyr Gibbs | Jalen Nailor | KC Concepcion | Makai Lemon | MarShawn Lloyd | Quentin Johnston | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""DK Metcalf"": 8.0, ""Dak Prescott"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 3.0, ""MarShawn Lloyd"": 2.0, ""Quentin Johnston"": 19.0, ""Sam LaPorta"": 3.0}"
baseline,4,28,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Hunter Henry | Jahmyr Gibbs | Jordan Addison | Josh Downs | Khalil Shakir | Makai Lemon | Pat Bryant | Tank Bigsby,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 4.0, ""Chase Brown"": 34.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 12.0, ""Josh Downs"": 3.0, ""Khalil Shakir"": 5.0, ""Makai Lemon"": 5.0, ""Pat Bryant"": 2.0, ""Tank Bigsby"": 2.0}"
baseline,4,28,pass,True,,242.0,56.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Chris Godwin Jr. | Christian Watson | Colston Loveland | Jahmyr Gibbs | Jake Ferguson | Jalen McMillan | Josh Downs | Makai Lemon | Quentin Johnston | Rachaad White,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 6.0, ""Christian Watson"": 19.0, ""Colston Loveland"": 28.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 5.0, ""Jalen McMillan"": 2.0, ""Josh Downs"": 3.0, ""Makai Lemon"": 5.0, ""Quentin Johnston"": 11.0, ""Rachaad White"": 6.0}"
baseline,4,29,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Williams | Chase Brown | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | KC Concepcion | Kaytron Allen | Makai Lemon | Pat Bryant | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jalen Coker"": 2.0, ""KC Concepcion"": 4.0, ""Kaytron Allen"": 2.0, ""Makai Lemon"": 8.0, ""Pat Bryant"": 2.0, ""Tyler Allgeier"": 3.0}"
baseline,4,29,pass,True,,279.0,19.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jordyn Tyson | KC Concepcion | Kyren Williams | Quentin Johnston | Rachaad White | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Dak Prescott"": 9.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jordyn Tyson"": 6.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 52.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 5.0, ""Rome Odunze"": 17.0}"
baseline,4,30,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Jalen Nailor | Jordan Addison | Josh Downs | Rachaad White | Travis Kelce | Wan'Dale Robinson,"{""Alvin Kamara"": 4.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Nailor"": 3.0, ""Jordan Addison"": 4.0, ""Josh Downs"": 3.0, ""Rachaad White"": 6.0, ""Travis Kelce"": 4.0, ""Wan'Dale Robinson"": 4.0}"
baseline,4,30,pass,True,,243.0,55.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Schultz | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Jordan Addison | Jordan Love | Josh Downs | Malik Nabers | Rachaad White | Travis Kelce | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jameson Williams"": 21.0, ""Jordan Addison"": 4.0, ""Jordan Love"": 2.0, ""Josh Downs"": 3.0, ""Malik Nabers"": 38.0, ""Rachaad White"": 6.0, ""Travis Kelce"": 4.0, ""Wan'Dale Robinson"": 4.0}"
baseline,4,31,buy,True,,293.0,5.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | George Kittle | Jahmyr Gibbs | Jake Ferguson | Jalen Nailor | Jaylin Noel | KC Concepcion | Patrick Mahomes | Quentin Johnston | Samaje Perine | Sean Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 5.0, ""Jalen Nailor"": 2.0, ""Jaylin Noel"": 2.0, ""KC Concepcion"": 4.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 6.0, ""Samaje Perine"": 2.0, ""Sean Tucker"": 2.0}"
baseline,4,31,pass,True,,270.0,28.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Kyren Williams | Michael Pittman | Patrick Mahomes | Quentin Johnston | Rico Dowdle | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 15.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 9.0, ""KC Concepcion"": 4.0, ""Kyren Williams"": 50.0, ""Michael Pittman"": 5.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 6.0, ""Rico Dowdle"": 9.0, ""Travis Kelce"": 2.0}"
baseline,4,32,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jordan Addison | Jordan James | Jordyn Tyson | Keenan Allen | Romeo Doubs | Sam LaPorta | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Jordan James"": 2.0, ""Jordyn Tyson"": 5.0, ""Keenan Allen"": 2.0, ""Romeo Doubs"": 6.0, ""Sam LaPorta"": 12.0, ""Tyler Allgeier"": 2.0}"
baseline,4,32,pass,True,,254.0,44.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | Dalton Kincaid | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Jordan James | Jordan Mason | Jordyn Tyson | KC Concepcion | Kyren Williams | Makai Lemon,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 8.0, ""Dalton Kincaid"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Jordan James"": 2.0, ""Jordan Mason"": 7.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 5.0, ""Kyren Williams"": 53.0, ""Makai Lemon"": 9.0}"
baseline,4,33,buy,True,,292.0,6.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Devaughn Vele | Hunter Henry | Isiah Pacheco | Jahmyr Gibbs | Jalen Coker | Jared Goff | Josh Downs | Matthew Golden | Quentin Johnston | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""Hunter Henry"": 2.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jared Goff"": 3.0, ""Josh Downs"": 3.0, ""Matthew Golden"": 6.0, ""Quentin Johnston"": 10.0, ""Tyler Allgeier"": 2.0}"
