arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,14,0,buy,True,,248.0,50.0,0,0,0,0,0,0,0.0,Alec Pierce | Alvin Kamara | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | DK Metcalf | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Kyle Pitts | Patrick Mahomes | TreVeyon Henderson,"{""Alec Pierce"": 7.0, ""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""D'Andre Swift"": 33.0, ""DK Metcalf"": 9.0, ""Jahmyr Gibbs"": 108.0, ""Jake Ferguson"": 5.0, ""Jakobi Meyers"": 8.0, ""Kyle Pitts"": 4.0, ""Patrick Mahomes"": 2.0, ""TreVeyon Henderson"": 21.0}"
baseline,14,17,pass,True,,157.0,141.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | Dalton Schultz | Jadarian Price | Jameson Williams | Jordan Addison | Ladd McConkey | Matthew Stafford | Sam LaPorta | Tre Tucker,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Dalton Schultz"": 2.0, ""Jadarian Price"": 19.0, ""Jameson Williams"": 15.0, ""Jordan Addison"": 5.0, ""Ladd McConkey"": 32.0, ""Matthew Stafford"": 4.0, ""Sam LaPorta"": 4.0, ""Tre Tucker"": 2.0}"
baseline,14,18,buy,True,,223.0,75.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Blake Corum | Chase Brown | Chris Godwin Jr. | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Kenyon Sadiq | Makai Lemon | Rico Dowdle,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 7.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Christian Watson"": 10.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 108.0, ""Jakobi Meyers"": 3.0, ""Jaxson Dart"": 2.0, ""Kenyon Sadiq"": 2.0, ""Makai Lemon"": 4.0, ""Rico Dowdle"": 17.0}"
baseline,14,18,pass,True,,140.0,158.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | David Montgomery | Harold Fannin Jr. | Jakobi Meyers | Jaxson Dart | Jordan Addison | Kenyon Sadiq | Makai Lemon | Rico Dowdle,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Christian Watson"": 10.0, ""David Montgomery"": 29.0, ""Harold Fannin Jr."": 11.0, ""Jakobi Meyers"": 3.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Kenyon Sadiq"": 2.0, ""Makai Lemon"": 4.0, ""Rico Dowdle"": 17.0}"
baseline,14,19,buy,True,,271.0,27.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Cade Otton | Chase Brown | Christian Watson | DJ Moore | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Jared Goff | Jordyn Tyson | Luther Burden III | MarShawn Lloyd,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 9.0, ""Cade Otton"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 21.0, ""DJ Moore"": 29.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 8.0, ""Jahmyr Gibbs"": 108.0, ""Jared Goff"": 1.0, ""Jordyn Tyson"": 5.0, ""Luther Burden III"": 30.0, ""MarShawn Lloyd"": 2.0}"
baseline,14,19,pass,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Blake Corum | Cade Otton | Chase Brown | Christian Watson | DK Metcalf | Harold Fannin Jr. | Jameson Williams | Jared Goff | Jordyn Tyson | Ladd McConkey | MarShawn Lloyd,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 103.0, ""Blake Corum"": 9.0, ""Cade Otton"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 21.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 8.0, ""Jameson Williams"": 21.0, ""Jared Goff"": 1.0, ""Jordyn Tyson"": 5.0, ""Ladd McConkey"": 30.0, ""MarShawn Lloyd"": 2.0}"
baseline,14,20,buy,True,,242.0,56.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Dak Prescott | Dalton Schultz | Jahmyr Gibbs | Marvin Harrison Jr. | Michael Wilson | Mike Washington Jr. | Rachaad White | Rico Dowdle | Sam LaPorta | Xavier Worthy,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Dalton Schultz"": 4.0, ""Jahmyr Gibbs"": 108.0, ""Marvin Harrison Jr."": 20.0, ""Michael Wilson"": 10.0, ""Mike Washington Jr."": 3.0, ""Rachaad White"": 5.0, ""Rico Dowdle"": 13.0, ""Sam LaPorta"": 13.0, ""Xavier Worthy"": 2.0}"
baseline,14,20,pass,True,,170.0,128.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Dak Prescott | Dalton Schultz | Jayden Reed | Kyle Pitts | Ladd McConkey | Michael Wilson | Mike Washington Jr. | Rachaad White | Rico Dowdle | Rome Odunze,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Dalton Schultz"": 4.0, ""Jayden Reed"": 5.0, ""Kyle Pitts"": 5.0, ""Ladd McConkey"": 37.0, ""Michael Wilson"": 10.0, ""Mike Washington Jr."": 3.0, ""Rachaad White"": 5.0, ""Rico Dowdle"": 13.0, ""Rome Odunze"": 24.0}"
baseline,14,21,buy,True,,245.0,53.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | DK Metcalf | Jadarian Price | Jahmyr Gibbs | Jaxson Dart | Jaylen Warren | Makai Lemon | Matthew Golden | Ryan Flournoy | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Christian Watson"": 20.0, ""DK Metcalf"": 13.0, ""Jadarian Price"": 20.0, ""Jahmyr Gibbs"": 108.0, ""Jaxson Dart"": 3.0, ""Jaylen Warren"": 11.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 3.0, ""Ryan Flournoy"": 2.0, ""Sam LaPorta"": 13.0}"
baseline,14,21,pass,True,,146.0,152.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | Deebo Samuel Sr. | George Kittle | Jadarian Price | Jaxson Dart | Kaelon Black | Kenyon Sadiq | Ladd McConkey | Makai Lemon | Matthew Golden,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Christian Watson"": 20.0, ""Deebo Samuel Sr."": 5.0, ""George Kittle"": 3.0, ""Jadarian Price"": 20.0, ""Jaxson Dart"": 3.0, ""Kaelon Black"": 2.0, ""Kenyon Sadiq"": 8.0, ""Ladd McConkey"": 30.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 3.0}"
baseline,14,22,buy,True,,251.0,47.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Harold Fannin Jr. | Jadarian Price | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Jordyn Tyson | Kenny Gainwell | Wan'Dale Robinson,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Dak Prescott"": 7.0, ""Harold Fannin Jr."": 7.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 108.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 5.0, ""Jordyn Tyson"": 15.0, ""Kenny Gainwell"": 7.0, ""Wan'Dale Robinson"": 3.0}"
baseline,14,22,pass,True,,247.0,51.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Chase Brown | Christian Watson | Dak Prescott | Dallas Goedert | Harold Fannin Jr. | Jadarian Price | Jaylen Warren | Jordan Addison | Jordyn Tyson | Wan'Dale Robinson,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 102.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Dak Prescott"": 7.0, ""Dallas Goedert"": 9.0, ""Harold Fannin Jr."": 7.0, ""Jadarian Price"": 22.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 5.0, ""Jordyn Tyson"": 15.0, ""Wan'Dale Robinson"": 3.0}"
baseline,14,23,buy,True,,274.0,24.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | DK Metcalf | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jaylen Warren | Kyle Pitts | Luther Burden III | Omar Cooper Jr. | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 7.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""DK Metcalf"": 15.0, ""Jahmyr Gibbs"": 108.0, ""Jakobi Meyers"": 5.0, ""Jalen Hurts"": 15.0, ""Jaylen Warren"": 15.0, ""Kyle Pitts"": 5.0, ""Luther Burden III"": 23.0, ""Omar Cooper Jr."": 2.0, ""Rico Dowdle"": 17.0}"
baseline,14,23,pass,True,,236.0,62.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Jadarian Price | Jakobi Meyers | Kaytron Allen | Kyle Pitts | Omar Cooper Jr. | Rhamondre Stevenson | Rico Dowdle | Xavier Worthy,"{""Amon-Ra St. Brown"": 67.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Dak Prescott"": 7.0, ""Jadarian Price"": 39.0, ""Jakobi Meyers"": 5.0, ""Kaytron Allen"": 2.0, ""Kyle Pitts"": 5.0, ""Omar Cooper Jr."": 2.0, ""Rhamondre Stevenson"": 28.0, ""Rico Dowdle"": 17.0, ""Xavier Worthy"": 2.0}"
baseline,14,24,buy,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | Germie Bernard | Hunter Henry | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Jordan Love | Kyren Williams | Makai Lemon | Terrance Ferguson,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 6.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""Germie Bernard"": 3.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jameson Williams"": 18.0, ""Jordan Addison"": 5.0, ""Jordan Love"": 2.0, ""Kyren Williams"": 49.0, ""Makai Lemon"": 3.0, ""Terrance Ferguson"": 2.0}"
baseline,14,24,pass,True,,174.0,124.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | Germie Bernard | Harold Fannin Jr. | Hunter Henry | Jameson Williams | Jordan Addison | Jordan Love | Kenny Gainwell | Kyren Williams | Makai Lemon,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 6.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""Germie Bernard"": 3.0, ""Harold Fannin Jr."": 8.0, ""Hunter Henry"": 2.0, ""Jameson Williams"": 18.0, ""Jordan Addison"": 5.0, ""Jordan Love"": 2.0, ""Kenny Gainwell"": 18.0, ""Kyren Williams"": 49.0, ""Makai Lemon"": 3.0}"
baseline,14,25,buy,True,,276.0,22.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Malik Nabers | Rashid Shaheed | Rico Dowdle | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Dylan Sampson"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jameson Williams"": 17.0, ""Jordan Addison"": 5.0, ""Malik Nabers"": 39.0, ""Rashid Shaheed"": 2.0, ""Rico Dowdle"": 12.0, ""TreVeyon Henderson"": 29.0}"
baseline,14,25,pass,True,,186.0,112.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dylan Sampson | George Kittle | Jameson Williams | Jordan Addison | Keaton Mitchell | Malik Nabers | Marvin Harrison Jr. | Patrick Mahomes | RJ Harvey | Rashid Shaheed | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 3.0, ""George Kittle"": 2.0, ""Jameson Williams"": 17.0, ""Jordan Addison"": 5.0, ""Keaton Mitchell"": 2.0, ""Malik Nabers"": 39.0, ""Marvin Harrison Jr."": 32.0, ""Patrick Mahomes"": 4.0, ""RJ Harvey"": 6.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 29.0}"
baseline,14,26,buy,True,,268.0,30.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Braelon Allen | Brian Thomas Jr. | Chase Brown | Jacory Croskey-Merritt | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Mark Andrews | Patrick Mahomes | Tee Higgins | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 2.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 7.0, ""Jahmyr Gibbs"": 108.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 1.0, ""Mark Andrews"": 2.0, ""Patrick Mahomes"": 2.0, ""Tee Higgins"": 22.0, ""TreVeyon Henderson"": 30.0, ""Zay Flowers"": 32.0}"
baseline,14,26,pass,True,,231.0,67.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Braelon Allen | Brian Thomas Jr. | Chase Brown | Derrick Henry | Jacory Croskey-Merritt | Jayden Reed | KC Concepcion | Mark Andrews | Patrick Mahomes | Tee Higgins | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 2.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 71.0, ""Jacory Croskey-Merritt"": 7.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 1.0, ""Mark Andrews"": 2.0, ""Patrick Mahomes"": 2.0, ""Tee Higgins"": 22.0, ""TreVeyon Henderson"": 30.0, ""Zay Flowers"": 32.0}"
baseline,14,27,buy,True,,232.0,66.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Rodriguez Jr. | Dalton Kincaid | Jahmyr Gibbs | Jayden Daniels | Josh Downs | Keenan Allen | Rachaad White | Rashid Shaheed | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jayden Daniels"": 13.0, ""Josh Downs"": 7.0, ""Keenan Allen"": 2.0, ""Rachaad White"": 6.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 30.0, ""Xavier Worthy"": 5.0}"
baseline,14,27,pass,True,,225.0,73.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Rodriguez Jr. | Derrick Henry | Harold Fannin Jr. | Hunter Henry | Jayden Daniels | Jayden Reed | Marvin Harrison Jr. | Rachaad White | Rashid Shaheed | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Derrick Henry"": 67.0, ""Harold Fannin Jr."": 8.0, ""Hunter Henry"": 7.0, ""Jayden Daniels"": 13.0, ""Jayden Reed"": 6.0, ""Marvin Harrison Jr."": 29.0, ""Rachaad White"": 6.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 30.0}"
baseline,14,28,buy,True,,227.0,71.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chig Okonkwo | Chris Rodriguez Jr. | Dak Prescott | George Kittle | Jahmyr Gibbs | Jordyn Tyson | Pat Bryant | Tony Pollard | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Rodriguez Jr."": 2.0, ""Dak Prescott"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jordyn Tyson"": 5.0, ""Pat Bryant"": 2.0, ""Tony Pollard"": 16.0, ""TreVeyon Henderson"": 23.0, ""Wan'Dale Robinson"": 5.0}"
baseline,14,28,pass,True,,197.0,101.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chig Okonkwo | Chris Rodriguez Jr. | Dak Prescott | Derrick Henry | George Kittle | Jordan Addison | Jordyn Tyson | Pat Bryant | Tony Pollard | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Rodriguez Jr."": 2.0, ""Dak Prescott"": 3.0, ""Derrick Henry"": 67.0, ""George Kittle"": 2.0, ""Jordan Addison"": 16.0, ""Jordyn Tyson"": 5.0, ""Pat Bryant"": 2.0, ""Tony Pollard"": 16.0, ""TreVeyon Henderson"": 23.0}"
baseline,14,29,buy,True,,264.0,34.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Brock Purdy | Chase Brown | Christian Watson | Jahmyr Gibbs | Josh Downs | Malik Nabers | Mark Andrews | Quentin Johnston | RJ Harvey | Rachaad White | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Jahmyr Gibbs"": 108.0, ""Josh Downs"": 5.0, ""Malik Nabers"": 35.0, ""Mark Andrews"": 4.0, ""Quentin Johnston"": 4.0, ""RJ Harvey"": 15.0, ""Rachaad White"": 4.0, ""TreVeyon Henderson"": 18.0}"
baseline,14,29,pass,True,,174.0,124.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Brock Purdy | Chase Brown | Chuba Hubbard | Jake Ferguson | Jameson Williams | Josh Downs | Malik Nabers | Quentin Johnston | Rachaad White | Travis Kelce | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 17.0, ""Jake Ferguson"": 2.0, ""Jameson Williams"": 27.0, ""Josh Downs"": 5.0, ""Malik Nabers"": 35.0, ""Quentin Johnston"": 4.0, ""Rachaad White"": 4.0, ""Travis Kelce"": 5.0, ""TreVeyon Henderson"": 18.0}"
baseline,14,30,buy,True,,255.0,43.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dallas Goedert | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Kyren Williams | Mark Andrews | Matthew Stafford | Rico Dowdle | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Dallas Goedert"": 5.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 108.0, ""Jameson Williams"": 17.0, ""Jordan Addison"": 4.0, ""Kyren Williams"": 44.0, ""Mark Andrews"": 2.0, ""Matthew Stafford"": 2.0, ""Rico Dowdle"": 8.0, ""Stefon Diggs"": 2.0}"
baseline,14,30,pass,True,,221.0,77.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dallas Goedert | Dylan Sampson | Harold Fannin Jr. | Jacory Croskey-Merritt | Jameson Williams | Jaylen Waddle | Jordan Addison | Kyren Williams | Matthew Stafford | Saquon Barkley | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 5.0, ""Dylan Sampson"": 2.0, ""Harold Fannin Jr."": 8.0, ""Jacory Croskey-Merritt"": 6.0, ""Jameson Williams"": 17.0, ""Jaylen Waddle"": 24.0, ""Jordan Addison"": 4.0, ""Kyren Williams"": 44.0, ""Matthew Stafford"": 2.0, ""Saquon Barkley"": 62.0, ""Stefon Diggs"": 2.0}"
baseline,14,31,buy,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Brenton Strange | Chase Brown | Jacory Croskey-Merritt | Jahmyr Gibbs | Jaylen Waddle | Jordan Addison | Patrick Mahomes | Rashid Shaheed | Stefon Diggs | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 6.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 13.0, ""Jahmyr Gibbs"": 108.0, ""Jaylen Waddle"": 21.0, ""Jordan Addison"": 6.0, ""Patrick Mahomes"": 3.0, ""Rashid Shaheed"": 3.0, ""Stefon Diggs"": 3.0, ""TreVeyon Henderson"": 25.0, ""Zay Flowers"": 31.0}"
baseline,14,31,pass,True,,254.0,44.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Chase Brown | Derrick Henry | Harold Fannin Jr. | Jacory Croskey-Merritt | Jameson Williams | Jaylen Waddle | Jordan Addison | Patrick Mahomes | Rashid Shaheed | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 6.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 72.0, ""Harold Fannin Jr."": 9.0, ""Jacory Croskey-Merritt"": 13.0, ""Jameson Williams"": 20.0, ""Jaylen Waddle"": 21.0, ""Jordan Addison"": 6.0, ""Patrick Mahomes"": 3.0, ""Rashid Shaheed"": 3.0, ""TreVeyon Henderson"": 25.0, ""Zay Flowers"": 31.0}"
baseline,14,32,buy,True,,229.0,69.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | Deebo Samuel Sr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Michael Pittman | Pat Freiermuth | Patrick Mahomes | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 108.0, ""Jameson Williams"": 16.0, ""Jordan Addison"": 3.0, ""Michael Pittman"": 8.0, ""Pat Freiermuth"": 6.0, ""Patrick Mahomes"": 3.0, ""Tony Pollard"": 17.0}"
baseline,14,32,pass,True,,201.0,97.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Derrick Henry | Emeka Egbuka | Jacory Croskey-Merritt | Jameson Williams | Jordan Addison | Michael Pittman | Patrick Mahomes | TreVeyon Henderson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Derrick Henry"": 57.0, ""Emeka Egbuka"": 28.0, ""Jacory Croskey-Merritt"": 6.0, ""Jameson Williams"": 16.0, ""Jordan Addison"": 3.0, ""Michael Pittman"": 8.0, ""Patrick Mahomes"": 3.0, ""TreVeyon Henderson"": 29.0, ""Zach Charbonnet"": 2.0}"
baseline,14,33,buy,True,,235.0,63.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Isiah Pacheco | Jahmyr Gibbs | Jalen Nailor | Jaylen Waddle | Jordan Addison | Jordyn Tyson | Michael Pittman | Patrick Mahomes | Rico Dowdle | T.J. Hockenson | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jalen Nailor"": 2.0, ""Jaylen Waddle"": 22.0, ""Jordan Addison"": 7.0, ""Jordyn Tyson"": 5.0, ""Michael Pittman"": 6.0, ""Patrick Mahomes"": 3.0, ""Rico Dowdle"": 11.0, ""T.J. Hockenson"": 2.0, ""TreVeyon Henderson"": 22.0}"
baseline,14,33,pass,True,,170.0,128.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Emeka Egbuka | Harold Fannin Jr. | Isiah Pacheco | Jalen Nailor | Jaylen Waddle | Jordan Addison | Patrick Mahomes | T.J. Hockenson | Tony Pollard | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 15.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 26.0, ""Harold Fannin Jr."": 8.0, ""Isiah Pacheco"": 2.0, ""Jalen Nailor"": 2.0, ""Jaylen Waddle"": 22.0, ""Jordan Addison"": 7.0, ""Patrick Mahomes"": 3.0, ""T.J. Hockenson"": 2.0, ""Tony Pollard"": 16.0, ""TreVeyon Henderson"": 22.0}"
baseline,14,34,buy,True,,246.0,52.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jared Goff | Jordan Addison | Makai Lemon | Quentin Johnston | Rachaad White | Terrance Ferguson | Tony Pollard | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 108.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 2.0, ""Makai Lemon"": 5.0, ""Quentin Johnston"": 15.0, ""Rachaad White"": 13.0, ""Terrance Ferguson"": 4.0, ""Tony Pollard"": 17.0, ""TreVeyon Henderson"": 30.0, ""Xavier Worthy"": 3.0}"
baseline,14,34,pass,True,,140.0,158.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Dak Prescott | Dalton Kincaid | Dylan Sampson | Jordan Addison | Quentin Johnston | RJ Harvey | Rico Dowdle | Terrance Ferguson | TreVeyon Henderson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 13.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 9.0, ""Dalton Kincaid"": 2.0, ""Dylan Sampson"": 2.0, ""Jordan Addison"": 2.0, ""Quentin Johnston"": 15.0, ""RJ Harvey"": 6.0, ""Rico Dowdle"": 9.0, ""Terrance Ferguson"": 4.0, ""TreVeyon Henderson"": 30.0, ""Xavier Worthy"": 3.0}"
