arm,variation,branch,paths,completion_rate,mean_spend,mean_unused,median_unused,p90_unused,max_unused,mean_full_replans,mean_budget_replans,mean_bounded_triggers,mean_bounded_swaps,mean_bounded_rebuilds,mean_guard_rejections
bounded_replan,5,buy,48,1.0,294.4583333333333,3.5416666666666665,3.0,7.0,9.0,0.0,0.0,0.6875,0.6875,0.0,0.0
bounded_replan,5,pass,48,1.0,272.4166666666667,25.583333333333332,26.0,43.60000000000001,61.0,0.0,0.0,9.395833333333334,7.875,0.1875,0.0
