arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,2,0,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jordan James | Matthew Golden | Quentin Johnston | Sean Tucker | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 4.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jalen Coker"": 3.0, ""Jordan James"": 2.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 4.0, ""Sean Tucker"": 2.0, ""Xavier Worthy"": 4.0}"
baseline,2,17,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Chase Brown | De'Zhaun Stribling | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Jalen Coker | Jaxson Dart | Kyle Pitts | Tank Bigsby | Tyler Allgeier,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""Deebo Samuel Sr."": 4.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jaxson Dart"": 3.0, ""Kyle Pitts"": 10.0, ""Tank Bigsby"": 2.0, ""Tyler Allgeier"": 2.0}"
baseline,2,17,pass,True,,235.0,63.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jared Goff | Jayden Reed | Jordan Addison | KC Concepcion | Michael Pittman | T.J. Hockenson | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""J.K. Dobbins"": 15.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jayden Reed"": 7.0, ""Jordan Addison"": 9.0, ""KC Concepcion"": 4.0, ""Michael Pittman"": 8.0, ""T.J. Hockenson"": 2.0, ""Tony Pollard"": 22.0, ""Wan'Dale Robinson"": 8.0}"
baseline,2,18,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Jordan James | KC Concepcion | Kyle Pitts | Quentin Johnston | Romeo Doubs | Terrance Ferguson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Jordan Addison"": 4.0, ""Jordan James"": 2.0, ""KC Concepcion"": 3.0, ""Kyle Pitts"": 10.0, ""Quentin Johnston"": 5.0, ""Romeo Doubs"": 2.0, ""Terrance Ferguson"": 5.0, ""Zach Charbonnet"": 2.0}"
baseline,2,18,pass,True,,249.0,49.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Jahmyr Gibbs | Jameson Williams | Jaylen Waddle | Jordan Addison | KC Concepcion | Mark Andrews | Quentin Johnston | Tony Pollard | Tyler Allgeier | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 20.0, ""Jaylen Waddle"": 20.0, ""Jordan Addison"": 4.0, ""KC Concepcion"": 3.0, ""Mark Andrews"": 9.0, ""Quentin Johnston"": 5.0, ""Tony Pollard"": 22.0, ""Tyler Allgeier"": 2.0, ""Wan'Dale Robinson"": 7.0}"
baseline,2,19,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jayden Reed | Jordan James | Josh Downs | KC Concepcion | Quentin Johnston | Tyler Shough,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Dylan Sampson"": 1.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jordan James"": 2.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 2.0, ""Quentin Johnston"": 4.0, ""Tyler Shough"": 6.0}"
baseline,2,19,pass,True,,274.0,24.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Emeka Egbuka | Jadarian Price | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Makai Lemon | Quentin Johnston | Sam LaPorta | Tyler Allgeier | Tyler Shough | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 30.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 5.0, ""Quentin Johnston"": 4.0, ""Sam LaPorta"": 16.0, ""Tyler Allgeier"": 3.0, ""Tyler Shough"": 6.0, ""Zay Flowers"": 27.0}"
baseline,2,20,buy,True,,292.0,6.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | George Kittle | Jahmyr Gibbs | Jayden Reed | Jaylin Noel | Jordan Addison | Jordan Love | KC Concepcion | Makai Lemon | Quentin Johnston | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jaylin Noel"": 2.0, ""Jordan Addison"": 8.0, ""Jordan Love"": 2.0, ""KC Concepcion"": 4.0, ""Makai Lemon"": 4.0, ""Quentin Johnston"": 4.0, ""Tyler Allgeier"": 2.0}"
baseline,2,20,pass,True,,229.0,69.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Emeka Egbuka | George Kittle | Jahmyr Gibbs | Jayden Reed | Jaylen Warren | Jordan Addison | Makai Lemon | Matthew Stafford | Michael Pittman | Quentin Johnston | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 30.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jaylen Warren"": 11.0, ""Jordan Addison"": 8.0, ""Makai Lemon"": 4.0, ""Matthew Stafford"": 2.0, ""Michael Pittman"": 7.0, ""Quentin Johnston"": 4.0, ""Tyler Allgeier"": 2.0}"
baseline,2,21,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dallas Goedert | Isiah Pacheco | Ja'Kobi Lane | Jahmyr Gibbs | Jalen Coker | Jared Goff | Rashid Shaheed | Stefon Diggs | Tyrone Tracy Jr. | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 4.0, ""Isiah Pacheco"": 4.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jared Goff"": 2.0, ""Rashid Shaheed"": 2.0, ""Stefon Diggs"": 7.0, ""Tyrone Tracy Jr."": 3.0, ""Wan'Dale Robinson"": 7.0}"
baseline,2,21,pass,True,,275.0,23.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Allen | KC Concepcion | Kyle Pitts | Rashid Shaheed | Rhamondre Stevenson | Wan'Dale Robinson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jordan Addison"": 9.0, ""Josh Allen"": 30.0, ""KC Concepcion"": 4.0, ""Kyle Pitts"": 5.0, ""Rashid Shaheed"": 2.0, ""Rhamondre Stevenson"": 14.0, ""Wan'Dale Robinson"": 7.0}"
baseline,2,22,buy,True,,298.0,0.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Jahmyr Gibbs | Jalen Coker | Jalen Nailor | Jaxson Dart | Jayden Reed | Kyle Pitts | Makai Lemon | Romeo Doubs | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jalen Nailor"": 2.0, ""Jaxson Dart"": 3.0, ""Jayden Reed"": 4.0, ""Kyle Pitts"": 5.0, ""Makai Lemon"": 4.0, ""Romeo Doubs"": 2.0, ""Wan'Dale Robinson"": 9.0}"
baseline,2,22,pass,True,,292.0,6.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Emeka Egbuka | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Josh Allen | Kyle Pitts | Makai Lemon | Romeo Doubs | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 6.0, ""Emeka Egbuka"": 28.0, ""J.K. Dobbins"": 17.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 26.0, ""Jayden Reed"": 4.0, ""Josh Allen"": 36.0, ""Kyle Pitts"": 5.0, ""Makai Lemon"": 4.0, ""Romeo Doubs"": 2.0, ""Wan'Dale Robinson"": 9.0}"
baseline,2,23,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Jordan Addison | Kenyon Sadiq | Makai Lemon | Matthew Golden | Romeo Doubs | Sean Tucker | Ty Johnson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 5.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 7.0, ""Kenyon Sadiq"": 2.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 6.0, ""Romeo Doubs"": 5.0, ""Sean Tucker"": 2.0, ""Ty Johnson"": 2.0}"
baseline,2,23,pass,True,,264.0,34.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Josh Allen | Kenyon Sadiq | Khalil Shakir | Makai Lemon | Omar Cooper Jr. | Romeo Doubs | Travis Kelce,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""J.K. Dobbins"": 17.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 24.0, ""Jordan Addison"": 7.0, ""Josh Allen"": 35.0, ""Kenyon Sadiq"": 2.0, ""Khalil Shakir"": 9.0, ""Makai Lemon"": 4.0, ""Omar Cooper Jr."": 2.0, ""Romeo Doubs"": 5.0, ""Travis Kelce"": 4.0}"
baseline,2,24,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | Emmett Johnson | Isaiah Likely | Jahmyr Gibbs | Jalen Coker | Jaxson Dart | KC Concepcion | Kaelon Black | Kenyon Sadiq | Parker Washington,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Emmett Johnson"": 2.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jaxson Dart"": 7.0, ""KC Concepcion"": 5.0, ""Kaelon Black"": 2.0, ""Kenyon Sadiq"": 2.0, ""Parker Washington"": 9.0}"
baseline,2,24,pass,True,,203.0,95.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Brian Thomas Jr. | Chase Brown | Isaiah Likely | Jacory Croskey-Merritt | Jahmyr Gibbs | Jalen Coker | Jordan Addison | Jordan Mason | KC Concepcion | Kenyon Sadiq | Kyler Murray,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 5.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jordan Addison"": 6.0, ""Jordan Mason"": 6.0, ""KC Concepcion"": 5.0, ""Kenyon Sadiq"": 2.0, ""Kyler Murray"": 2.0}"
baseline,2,25,buy,True,,289.0,9.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Rodriguez Jr. | Hunter Henry | Jahmyr Gibbs | Jalen Coker | KC Concepcion | Khalil Shakir | Trevor Lawrence | Wan'Dale Robinson | Xavier Worthy,"{""Adonai Mitchell"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Hunter Henry"": 1.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""KC Concepcion"": 3.0, ""Khalil Shakir"": 6.0, ""Trevor Lawrence"": 3.0, ""Wan'Dale Robinson"": 4.0, ""Xavier Worthy"": 5.0}"
baseline,2,25,pass,True,,255.0,43.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Rodriguez Jr. | Christian Watson | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Kyler Murray | Rico Dowdle | Sam LaPorta | Wan'Dale Robinson,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Christian Watson"": 11.0, ""J.K. Dobbins"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 26.0, ""Kyler Murray"": 2.0, ""Rico Dowdle"": 12.0, ""Sam LaPorta"": 13.0, ""Wan'Dale Robinson"": 4.0}"
baseline,2,26,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Hunter Henry | Ja'Kobi Lane | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | KC Concepcion | Mark Andrews | Mike Washington Jr. | Romeo Doubs | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Hunter Henry"": 2.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Jaxson Dart"": 6.0, ""KC Concepcion"": 5.0, ""Mark Andrews"": 4.0, ""Mike Washington Jr."": 2.0, ""Romeo Doubs"": 2.0, ""Tyrone Tracy Jr."": 3.0}"
baseline,2,26,pass,True,,284.0,14.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Caleb Williams | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jordan Mason | Makai Lemon | Romeo Doubs | Tony Pollard | Zay Flowers,"{""Alvin Kamara"": 5.0, ""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 21.0, ""George Kittle"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Jordan Mason"": 10.0, ""Makai Lemon"": 6.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 21.0, ""Zay Flowers"": 48.0}"
baseline,2,27,buy,True,,294.0,4.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Cade Otton | Chase Brown | Chris Rodriguez Jr. | Jahmyr Gibbs | Jalen Coker | Jordan Addison | Matthew Golden | Quentin Johnston | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 2.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jordan Addison"": 8.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 6.0, ""Wan'Dale Robinson"": 3.0, ""Zach Charbonnet"": 5.0}"
baseline,2,27,pass,True,,250.0,48.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brock Purdy | Chase Brown | Isaiah Likely | Jadarian Price | Jahmyr Gibbs | Jalen Coker | Jameson Williams | Makai Lemon | Rico Dowdle | Tony Pollard | Wan'Dale Robinson,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 4.0, ""Jadarian Price"": 21.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jameson Williams"": 19.0, ""Makai Lemon"": 7.0, ""Rico Dowdle"": 14.0, ""Tony Pollard"": 14.0, ""Wan'Dale Robinson"": 3.0}"
baseline,2,28,buy,True,,296.0,2.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | De'Zhaun Stribling | George Kittle | Jahmyr Gibbs | Jalen Coker | KC Concepcion | Makai Lemon | Malik Willis | Romeo Doubs,"{""Aaron Jones"": 9.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""De'Zhaun Stribling"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""KC Concepcion"": 4.0, ""Makai Lemon"": 6.0, ""Malik Willis"": 5.0, ""Romeo Doubs"": 2.0}"
baseline,2,28,pass,True,,286.0,12.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Emeka Egbuka | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Mason | Justin Herbert | Rico Dowdle | Tony Pollard | Wan'Dale Robinson,"{""Alec Pierce"": 13.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Emeka Egbuka"": 25.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Jordan Mason"": 13.0, ""Justin Herbert"": 3.0, ""Rico Dowdle"": 13.0, ""Tony Pollard"": 23.0, ""Wan'Dale Robinson"": 6.0}"
baseline,2,29,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Chris Rodriguez Jr. | Jahmyr Gibbs | Jordan Addison | KC Concepcion | MarShawn Lloyd | Matthew Golden | Rashid Shaheed | Travis Kelce | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 6.0, ""Chris Rodriguez Jr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 6.0, ""KC Concepcion"": 3.0, ""MarShawn Lloyd"": 2.0, ""Matthew Golden"": 2.0, ""Rashid Shaheed"": 2.0, ""Travis Kelce"": 7.0, ""Trevor Lawrence"": 7.0}"
baseline,2,29,pass,True,,239.0,59.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Rodriguez Jr. | George Kittle | Jahmyr Gibbs | Jalen Hurts | Jameson Williams | Jordan Mason | KC Concepcion | Quentin Johnston | Rachaad White | Rashid Shaheed,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 17.0, ""Jameson Williams"": 24.0, ""Jordan Mason"": 8.0, ""KC Concepcion"": 3.0, ""Quentin Johnston"": 9.0, ""Rachaad White"": 5.0, ""Rashid Shaheed"": 2.0}"
baseline,2,30,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Blake Corum | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jalen Coker | Jaxson Dart | KC Concepcion | Khalil Shakir | Mark Andrews | Rashid Shaheed | Samaje Perine,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Blake Corum"": 9.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jaxson Dart"": 8.0, ""KC Concepcion"": 5.0, ""Khalil Shakir"": 2.0, ""Mark Andrews"": 2.0, ""Rashid Shaheed"": 2.0, ""Samaje Perine"": 2.0}"
baseline,2,30,pass,True,,269.0,29.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Jahmyr Gibbs | Jalen Coker | Jayden Daniels | Jordan Addison | Jordan Mason | Mark Andrews | Rashid Shaheed | Rhamondre Stevenson | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jayden Daniels"": 15.0, ""Jordan Addison"": 6.0, ""Jordan Mason"": 11.0, ""Mark Andrews"": 2.0, ""Rashid Shaheed"": 2.0, ""Rhamondre Stevenson"": 33.0, ""Tony Pollard"": 20.0}"
baseline,2,31,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | Jacory Croskey-Merritt | Jahmyr Gibbs | Jaxson Dart | Jordyn Tyson | Josh Downs | KC Concepcion | Makai Lemon | Mark Andrews | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jordyn Tyson"": 5.0, ""Josh Downs"": 4.0, ""KC Concepcion"": 5.0, ""Makai Lemon"": 3.0, ""Mark Andrews"": 3.0, ""Romeo Doubs"": 2.0}"
baseline,2,31,pass,True,,229.0,69.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Douglas | Chase Brown | Dallas Goedert | Jacory Croskey-Merritt | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Josh Downs | Makai Lemon | Rico Dowdle | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Jacory Croskey-Merritt"": 6.0, ""Jadarian Price"": 21.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 20.0, ""Jaxson Dart"": 5.0, ""Josh Downs"": 4.0, ""Makai Lemon"": 3.0, ""Rico Dowdle"": 9.0, ""Romeo Doubs"": 2.0}"
baseline,2,32,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Denzel Boston | Jahmyr Gibbs | Jaxson Dart | Jerry Jeudy | KC Concepcion | Quentin Johnston | Rachaad White | Romeo Doubs | T.J. Hockenson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Denzel Boston"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jerry Jeudy"": 2.0, ""KC Concepcion"": 3.0, ""Quentin Johnston"": 9.0, ""Rachaad White"": 3.0, ""Romeo Doubs"": 2.0, ""T.J. Hockenson"": 2.0, ""Zach Charbonnet"": 6.0}"
baseline,2,32,pass,True,,249.0,49.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Dallas Goedert | Jahmyr Gibbs | Jameson Williams | Jordan Mason | Rico Dowdle | Romeo Doubs | Tony Pollard | Wan'Dale Robinson,"{""Alec Pierce"": 5.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Dak Prescott"": 8.0, ""Dallas Goedert"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 22.0, ""Jordan Mason"": 11.0, ""Rico Dowdle"": 14.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 12.0, ""Wan'Dale Robinson"": 5.0}"
baseline,2,33,buy,True,,297.0,1.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Bo Nix | Calvin Ridley | Chase Brown | Chris Rodriguez Jr. | De'Zhaun Stribling | George Kittle | Jahmyr Gibbs | Jalen McMillan | Jauan Jennings | Jordan Addison,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 5.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 4.0, ""De'Zhaun Stribling"": 3.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jauan Jennings"": 2.0, ""Jordan Addison"": 6.0}"
baseline,2,33,pass,True,,228.0,70.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | George Kittle | Jahmyr Gibbs | Jauan Jennings | Jordan Addison | Justin Herbert | Kyle Monangai | Makai Lemon | Parker Washington | Ray Davis,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""George Kittle"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jauan Jennings"": 2.0, ""Jordan Addison"": 6.0, ""Justin Herbert"": 3.0, ""Kyle Monangai"": 5.0, ""Makai Lemon"": 4.0, ""Parker Washington"": 24.0, ""Ray Davis"": 2.0}"
baseline,2,34,buy,True,,295.0,3.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bijan Robinson | Chase Brown | Isaiah Likely | Jahmyr Gibbs | Justin Herbert | Kaytron Allen | Kyle Monangai | Kyle Pitts | Matthew Golden | Romeo Doubs | Tre Harris | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Justin Herbert"": 5.0, ""Kaytron Allen"": 2.0, ""Kyle Monangai"": 4.0, ""Kyle Pitts"": 8.0, ""Matthew Golden"": 2.0, ""Romeo Doubs"": 2.0, ""Tre Harris"": 2.0, ""Wan'Dale Robinson"": 5.0}"
