arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,3,0,buy,True,,239.0,59.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Brock Purdy | Chase Brown | DK Metcalf | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | Kenny Gainwell | Kyle Pitts | Marvin Harrison Jr. | Matthew Golden | Rico Dowdle,"{""Alec Pierce"": 5.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jaylen Warren"": 14.0, ""Kenny Gainwell"": 6.0, ""Kyle Pitts"": 13.0, ""Marvin Harrison Jr."": 12.0, ""Matthew Golden"": 2.0, ""Rico Dowdle"": 13.0}"
baseline,3,0,pass,True,,179.0,119.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | DeVonta Smith | Drake Maye | Jakobi Meyers | Jaylen Warren | Kenny Gainwell | Kyle Pitts | Marvin Harrison Jr. | RJ Harvey | Rico Dowdle,"{""Alec Pierce"": 5.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 13.0, ""DeVonta Smith"": 37.0, ""Drake Maye"": 10.0, ""Jakobi Meyers"": 4.0, ""Jaylen Warren"": 14.0, ""Kenny Gainwell"": 6.0, ""Kyle Pitts"": 13.0, ""Marvin Harrison Jr."": 12.0, ""RJ Harvey"": 7.0, ""Rico Dowdle"": 13.0}"
baseline,3,1,buy,True,,264.0,34.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | DK Metcalf | Emeka Egbuka | George Kittle | Isiah Pacheco | Jahmyr Gibbs | Jaxson Dart | Jaylen Warren | Makai Lemon | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""DK Metcalf"": 14.0, ""Emeka Egbuka"": 29.0, ""George Kittle"": 2.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 7.0, ""Jaylen Warren"": 22.0, ""Makai Lemon"": 4.0, ""Rico Dowdle"": 15.0, ""Wan'Dale Robinson"": 10.0}"
baseline,3,1,pass,True,,219.0,79.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | DK Metcalf | Derrick Henry | Emeka Egbuka | George Kittle | Isiah Pacheco | Jaylen Warren | Josh Downs | Lamar Jackson | Makai Lemon | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""DK Metcalf"": 14.0, ""Derrick Henry"": 66.0, ""Emeka Egbuka"": 29.0, ""George Kittle"": 2.0, ""Isiah Pacheco"": 2.0, ""Jaylen Warren"": 22.0, ""Josh Downs"": 2.0, ""Lamar Jackson"": 14.0, ""Makai Lemon"": 4.0, ""Rico Dowdle"": 15.0}"
baseline,3,2,buy,True,,257.0,41.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Chris Rodriguez Jr. | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Kyle Pitts | Michael Wilson | Rico Dowdle | Tee Higgins | Wan'Dale Robinson,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Chris Rodriguez Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Jordan Addison"": 5.0, ""Kyle Pitts"": 12.0, ""Michael Wilson"": 6.0, ""Rico Dowdle"": 8.0, ""Tee Higgins"": 42.0, ""Wan'Dale Robinson"": 8.0}"
baseline,3,2,pass,True,,218.0,80.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | DeVonta Smith | Jacory Croskey-Merritt | Jalen McMillan | Kyle Pitts | Kyren Williams | Lamar Jackson | Michael Wilson | Rico Dowdle | Wan'Dale Robinson,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""DeVonta Smith"": 41.0, ""Jacory Croskey-Merritt"": 9.0, ""Jalen McMillan"": 4.0, ""Kyle Pitts"": 12.0, ""Kyren Williams"": 53.0, ""Lamar Jackson"": 18.0, ""Michael Wilson"": 6.0, ""Rico Dowdle"": 8.0, ""Wan'Dale Robinson"": 8.0}"
baseline,3,3,buy,True,,229.0,69.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | Deebo Samuel Sr. | Jahmyr Gibbs | Josh Downs | Kyle Pitts | Makai Lemon | RJ Harvey | TreVeyon Henderson | Trevor Lawrence | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 4.0, ""Christian Watson"": 12.0, ""Deebo Samuel Sr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 4.0, ""Kyle Pitts"": 10.0, ""Makai Lemon"": 3.0, ""RJ Harvey"": 6.0, ""TreVeyon Henderson"": 22.0, ""Trevor Lawrence"": 2.0, ""Wan'Dale Robinson"": 8.0}"
baseline,3,3,pass,True,,204.0,94.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | DeVonta Smith | Deebo Samuel Sr. | Jayden Daniels | Josh Downs | Kyle Pitts | Kyren Williams | RJ Harvey | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 4.0, ""Christian Watson"": 12.0, ""DeVonta Smith"": 38.0, ""Deebo Samuel Sr."": 3.0, ""Jayden Daniels"": 7.0, ""Josh Downs"": 4.0, ""Kyle Pitts"": 10.0, ""Kyren Williams"": 45.0, ""RJ Harvey"": 6.0, ""TreVeyon Henderson"": 22.0, ""Wan'Dale Robinson"": 8.0}"
baseline,3,4,buy,True,,243.0,55.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | Emmett Johnson | Jadarian Price | Jahmyr Gibbs | Jaxson Dart | Jaylen Warren | Makai Lemon | Quentin Johnston | Sam LaPorta | Wan'Dale Robinson,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 12.0, ""Emmett Johnson"": 2.0, ""Jadarian Price"": 21.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jaylen Warren"": 20.0, ""Makai Lemon"": 5.0, ""Quentin Johnston"": 6.0, ""Sam LaPorta"": 6.0, ""Wan'Dale Robinson"": 4.0}"
baseline,3,4,pass,True,,220.0,78.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | Derrick Henry | Emmett Johnson | Jadarian Price | Jaylen Warren | Lamar Jackson | Makai Lemon | Quentin Johnston | Sam LaPorta | Wan'Dale Robinson,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 12.0, ""Derrick Henry"": 72.0, ""Emmett Johnson"": 2.0, ""Jadarian Price"": 21.0, ""Jaylen Warren"": 20.0, ""Lamar Jackson"": 20.0, ""Makai Lemon"": 5.0, ""Quentin Johnston"": 6.0, ""Sam LaPorta"": 6.0, ""Wan'Dale Robinson"": 4.0}"
