arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,1,15,pass,True,,201.0,97.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chuba Hubbard | Derrick Henry | Harold Fannin Jr. | Jameson Williams | Josh Downs | Kyle Monangai | Luther Burden III | Makai Lemon | Rhamondre Stevenson | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 7.0, ""Derrick Henry"": 65.0, ""Harold Fannin Jr."": 13.0, ""Jameson Williams"": 17.0, ""Josh Downs"": 4.0, ""Kyle Monangai"": 4.0, ""Luther Burden III"": 16.0, ""Makai Lemon"": 4.0, ""Rhamondre Stevenson"": 15.0, ""Trevor Lawrence"": 3.0}"
baseline,1,16,buy,True,,256.0,42.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dak Prescott | Jahmyr Gibbs | Jakobi Meyers | Kenny Gainwell | Kyle Monangai | Kyle Pitts | Ladd McConkey | Luther Burden III | Makai Lemon | Rhamondre Stevenson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 7.0, ""Dak Prescott"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""Kenny Gainwell"": 5.0, ""Kyle Monangai"": 7.0, ""Kyle Pitts"": 4.0, ""Ladd McConkey"": 22.0, ""Luther Burden III"": 16.0, ""Makai Lemon"": 9.0, ""Rhamondre Stevenson"": 18.0}"
baseline,1,16,pass,True,,185.0,113.0,0,0,0,0,0,0,0.0,Aaron Jones | Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dak Prescott | Jakobi Meyers | Kenny Gainwell | Kyle Monangai | Kyle Pitts | Ladd McConkey | Makai Lemon | RJ Harvey,"{""Aaron Jones"": 3.0, ""Amon-Ra St. Brown"": 63.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 7.0, ""Dak Prescott"": 7.0, ""Jakobi Meyers"": 6.0, ""Kenny Gainwell"": 5.0, ""Kyle Monangai"": 7.0, ""Kyle Pitts"": 4.0, ""Ladd McConkey"": 22.0, ""Makai Lemon"": 9.0, ""RJ Harvey"": 7.0}"
baseline,1,17,buy,True,,254.0,44.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Chuba Hubbard | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Matthew Stafford | Michael Pittman | Rachaad White,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Chuba Hubbard"": 14.0, ""Harold Fannin Jr."": 10.0, ""J.K. Dobbins"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jameson Williams"": 21.0, ""Matthew Stafford"": 4.0, ""Michael Pittman"": 6.0, ""Rachaad White"": 5.0}"
baseline,1,17,pass,True,,223.0,75.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Derrick Henry | Emeka Egbuka | Harold Fannin Jr. | J.K. Dobbins | Jakobi Meyers | Jameson Williams | Matthew Stafford | Rachaad White | Travis Kelce,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Derrick Henry"": 67.0, ""Emeka Egbuka"": 26.0, ""Harold Fannin Jr."": 10.0, ""J.K. Dobbins"": 12.0, ""Jakobi Meyers"": 7.0, ""Jameson Williams"": 21.0, ""Matthew Stafford"": 4.0, ""Rachaad White"": 5.0, ""Travis Kelce"": 6.0}"
baseline,1,18,buy,True,,238.0,60.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | Harold Fannin Jr. | Hunter Henry | J.K. Dobbins | Ja'Kobi Lane | Jahmyr Gibbs | Jakobi Meyers | Makai Lemon | RJ Harvey | Rhamondre Stevenson | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 8.0, ""Harold Fannin Jr."": 13.0, ""Hunter Henry"": 2.0, ""J.K. Dobbins"": 16.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Makai Lemon"": 6.0, ""RJ Harvey"": 8.0, ""Rhamondre Stevenson"": 20.0, ""Trevor Lawrence"": 4.0}"
baseline,1,18,pass,True,,189.0,109.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | Emeka Egbuka | Harold Fannin Jr. | Hunter Henry | J.K. Dobbins | Jakobi Meyers | Kyle Monangai | Kyren Williams | Makai Lemon | Matthew Stafford | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 8.0, ""Emeka Egbuka"": 39.0, ""Harold Fannin Jr."": 13.0, ""Hunter Henry"": 2.0, ""J.K. Dobbins"": 16.0, ""Jakobi Meyers"": 4.0, ""Kyle Monangai"": 4.0, ""Kyren Williams"": 42.0, ""Makai Lemon"": 6.0, ""Matthew Stafford"": 6.0, ""Tyler Allgeier"": 4.0}"
baseline,1,19,buy,True,,262.0,36.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | David Montgomery | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Jaxson Dart | Rachaad White | Xavier Worthy,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""David Montgomery"": 29.0, ""Harold Fannin Jr."": 9.0, ""J.K. Dobbins"": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jameson Williams"": 19.0, ""Jaxson Dart"": 5.0, ""Rachaad White"": 5.0, ""Xavier Worthy"": 2.0}"
baseline,1,19,pass,True,,200.0,98.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Dallas Goedert | David Montgomery | Harold Fannin Jr. | Jakobi Meyers | Jameson Williams | Jaxson Dart | Josh Jacobs | Rachaad White | Xavier Worthy,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Dallas Goedert"": 4.0, ""David Montgomery"": 29.0, ""Harold Fannin Jr."": 9.0, ""Jakobi Meyers"": 4.0, ""Jameson Williams"": 19.0, ""Jaxson Dart"": 5.0, ""Josh Jacobs"": 58.0, ""Rachaad White"": 5.0, ""Xavier Worthy"": 2.0}"
baseline,1,20,buy,True,,217.0,81.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Robinson | Chase Brown | DK Metcalf | Dylan Sampson | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Makai Lemon | Michael Pittman | Rico Dowdle | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Brian Robinson"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""Dylan Sampson"": 2.0, ""Harold Fannin Jr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Jordan Addison"": 3.0, ""Makai Lemon"": 2.0, ""Michael Pittman"": 6.0, ""Rico Dowdle"": 8.0, ""Tee Higgins"": 23.0}"
baseline,1,20,pass,True,,221.0,77.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DK Metcalf | Derrick Henry | Dylan Sampson | Harold Fannin Jr. | Jaxson Dart | Jordan Addison | Josh Jacobs | Makai Lemon | Michael Pittman | Rico Dowdle | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""Derrick Henry"": 68.0, ""Dylan Sampson"": 2.0, ""Harold Fannin Jr."": 5.0, ""Jaxson Dart"": 4.0, ""Jordan Addison"": 3.0, ""Josh Jacobs"": 48.0, ""Makai Lemon"": 2.0, ""Michael Pittman"": 6.0, ""Rico Dowdle"": 8.0, ""Tee Higgins"": 23.0}"
baseline,1,21,buy,True,,233.0,65.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Kenny Gainwell | Makai Lemon | Matthew Stafford | Rachaad White | Tony Pollard | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 11.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jameson Williams"": 25.0, ""Kenny Gainwell"": 6.0, ""Makai Lemon"": 6.0, ""Matthew Stafford"": 4.0, ""Rachaad White"": 4.0, ""Tony Pollard"": 11.0, ""Xavier Worthy"": 3.0}"
baseline,1,21,pass,True,,160.0,138.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | DJ Moore | Dallas Goedert | Jameson Williams | Kenny Gainwell | Ladd McConkey | Makai Lemon | Matthew Stafford | Rachaad White | Stefon Diggs | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 11.0, ""Chase Brown"": 34.0, ""DJ Moore"": 21.0, ""Dallas Goedert"": 3.0, ""Jameson Williams"": 25.0, ""Kenny Gainwell"": 6.0, ""Ladd McConkey"": 25.0, ""Makai Lemon"": 6.0, ""Matthew Stafford"": 4.0, ""Rachaad White"": 4.0, ""Stefon Diggs"": 8.0, ""Tyler Allgeier"": 2.0}"
baseline,1,22,buy,True,,247.0,51.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Dalton Kincaid | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jordan Mason | Makai Lemon | Rhamondre Stevenson | Sean Tucker,"{""Alec Pierce"": 5.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Dak Prescott"": 4.0, ""Dalton Kincaid"": 5.0, ""Harold Fannin Jr."": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 20.0, ""Jordan Mason"": 4.0, ""Makai Lemon"": 6.0, ""Rhamondre Stevenson"": 22.0, ""Sean Tucker"": 4.0}"
baseline,1,22,pass,True,,248.0,50.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Dalton Kincaid | Harold Fannin Jr. | Jameson Williams | Jordan Mason | Josh Jacobs | Makai Lemon | Puka Nacua | Rico Dowdle,"{""Alec Pierce"": 5.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Dak Prescott"": 4.0, ""Dalton Kincaid"": 5.0, ""Harold Fannin Jr."": 9.0, ""Jameson Williams"": 20.0, ""Jordan Mason"": 4.0, ""Josh Jacobs"": 49.0, ""Makai Lemon"": 6.0, ""Puka Nacua"": 73.0, ""Rico Dowdle"": 15.0}"
baseline,1,23,buy,True,,218.0,80.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | Josh Downs | Kyle Monangai | Makai Lemon | Patrick Mahomes,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 8.0, ""Harold Fannin Jr."": 5.0, ""J.K. Dobbins"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jaylen Warren"": 12.0, ""Josh Downs"": 3.0, ""Kyle Monangai"": 9.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 3.0}"
baseline,1,23,pass,True,,197.0,101.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | DJ Moore | DeVonta Smith | Dylan Sampson | Harold Fannin Jr. | J.K. Dobbins | Josh Downs | Josh Jacobs | Makai Lemon | Patrick Mahomes | Tyrone Tracy Jr.,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DJ Moore"": 24.0, ""DeVonta Smith"": 32.0, ""Dylan Sampson"": 3.0, ""Harold Fannin Jr."": 5.0, ""J.K. Dobbins"": 8.0, ""Josh Downs"": 3.0, ""Josh Jacobs"": 61.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 3.0, ""Tyrone Tracy Jr."": 2.0}"
baseline,1,24,buy,True,,290.0,8.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Chris Godwin Jr. | Dak Prescott | George Kittle | Jahmyr Gibbs | Jayden Reed | Khalil Shakir | Rashee Rice | Rico Dowdle | Sam LaPorta | Tee Higgins,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Dak Prescott"": 5.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 7.0, ""Khalil Shakir"": 7.0, ""Rashee Rice"": 46.0, ""Rico Dowdle"": 16.0, ""Sam LaPorta"": 8.0, ""Tee Higgins"": 24.0}"
baseline,1,24,pass,True,,195.0,103.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dak Prescott | George Kittle | Jayden Reed | Khalil Shakir | Malik Nabers | Rachaad White | Rico Dowdle | Sam LaPorta | Tee Higgins | Tetairoa McMillan,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Dak Prescott"": 5.0, ""George Kittle"": 6.0, ""Jayden Reed"": 7.0, ""Khalil Shakir"": 7.0, ""Malik Nabers"": 40.0, ""Rachaad White"": 3.0, ""Rico Dowdle"": 16.0, ""Sam LaPorta"": 8.0, ""Tee Higgins"": 24.0, ""Tetairoa McMillan"": 30.0}"
baseline,1,25,buy,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | George Kittle | Jahmyr Gibbs | Jayden Reed | Keenan Allen | Makai Lemon | Marvin Harrison Jr. | Quentin Johnston | RJ Harvey | Zach Charbonnet | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 9.0, ""Chase Brown"": 34.0, ""George Kittle"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 7.0, ""Keenan Allen"": 2.0, ""Makai Lemon"": 8.0, ""Marvin Harrison Jr."": 18.0, ""Quentin Johnston"": 11.0, ""RJ Harvey"": 8.0, ""Zach Charbonnet"": 3.0, ""Zay Flowers"": 32.0}"
baseline,1,25,pass,True,,268.0,30.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Derrick Henry | George Kittle | Jayden Reed | Keenan Allen | Kyren Williams | Makai Lemon | Marvin Harrison Jr. | Quentin Johnston | RJ Harvey | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 9.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 72.0, ""George Kittle"": 4.0, ""Jayden Reed"": 7.0, ""Keenan Allen"": 2.0, ""Kyren Williams"": 52.0, ""Makai Lemon"": 8.0, ""Marvin Harrison Jr."": 18.0, ""Quentin Johnston"": 11.0, ""RJ Harvey"": 8.0, ""Zay Flowers"": 32.0}"
baseline,1,26,buy,True,,241.0,57.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Christian Watson | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jayden Reed | KC Concepcion | Kyle Monangai | Marvin Harrison Jr. | Rachaad White | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""J.K. Dobbins"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 26.0, ""Jayden Reed"": 8.0, ""KC Concepcion"": 2.0, ""Kyle Monangai"": 4.0, ""Marvin Harrison Jr."": 12.0, ""Rachaad White"": 4.0, ""Sam LaPorta"": 6.0}"
baseline,1,26,pass,True,,141.0,157.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Christian Watson | J.K. Dobbins | Jayden Reed | Jonah Coleman | KC Concepcion | Kyle Monangai | Malik Nabers | Marvin Harrison Jr. | Sam LaPorta | Zachariah Branch,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""J.K. Dobbins"": 6.0, ""Jayden Reed"": 8.0, ""Jonah Coleman"": 2.0, ""KC Concepcion"": 2.0, ""Kyle Monangai"": 4.0, ""Malik Nabers"": 36.0, ""Marvin Harrison Jr."": 12.0, ""Sam LaPorta"": 6.0, ""Zachariah Branch"": 2.0}"
baseline,1,27,buy,True,,230.0,68.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Jordan Addison | Khalil Shakir | Makai Lemon | RJ Harvey | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 7.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Jayden Reed"": 7.0, ""Jordan Addison"": 5.0, ""Khalil Shakir"": 2.0, ""Makai Lemon"": 6.0, ""RJ Harvey"": 10.0, ""Zach Charbonnet"": 2.0}"
baseline,1,27,pass,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Derrick Henry | Harold Fannin Jr. | Jameson Williams | Jayden Reed | Jordan Addison | Khalil Shakir | Kyren Williams | Malik Nabers | RJ Harvey | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 8.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 73.0, ""Harold Fannin Jr."": 7.0, ""Jameson Williams"": 19.0, ""Jayden Reed"": 7.0, ""Jordan Addison"": 5.0, ""Khalil Shakir"": 2.0, ""Kyren Williams"": 43.0, ""Malik Nabers"": 37.0, ""RJ Harvey"": 10.0, ""Zach Charbonnet"": 2.0}"
baseline,1,28,buy,True,,234.0,64.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Chuba Hubbard | Harold Fannin Jr. | Ja'Kobi Lane | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Kenyon Sadiq | Marvin Harrison Jr. | Quentin Johnston | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Chuba Hubbard"": 9.0, ""Harold Fannin Jr."": 10.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 22.0, ""Jayden Reed"": 8.0, ""Kenyon Sadiq"": 2.0, ""Marvin Harrison Jr."": 15.0, ""Quentin Johnston"": 6.0, ""Trevor Lawrence"": 3.0}"
baseline,1,28,pass,True,,233.0,65.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Chuba Hubbard | Derrick Henry | Harold Fannin Jr. | Jameson Williams | Jayden Reed | Kenyon Sadiq | Kyren Williams | Marvin Harrison Jr. | Quentin Johnston | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Chuba Hubbard"": 9.0, ""Derrick Henry"": 68.0, ""Harold Fannin Jr."": 10.0, ""Jameson Williams"": 22.0, ""Jayden Reed"": 8.0, ""Kenyon Sadiq"": 2.0, ""Kyren Williams"": 43.0, ""Marvin Harrison Jr."": 15.0, ""Quentin Johnston"": 6.0, ""Trevor Lawrence"": 3.0}"
baseline,1,29,buy,True,,253.0,45.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | Deebo Samuel Sr. | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Marvin Harrison Jr. | RJ Harvey | Tee Higgins | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Deebo Samuel Sr."": 4.0, ""Harold Fannin Jr."": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Jayden Reed"": 4.0, ""Marvin Harrison Jr."": 12.0, ""RJ Harvey"": 7.0, ""Tee Higgins"": 25.0, ""Tyler Allgeier"": 2.0}"
baseline,1,29,pass,True,,199.0,99.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | Deebo Samuel Sr. | Harold Fannin Jr. | Jameson Williams | Jayden Reed | Kyren Williams | Marvin Harrison Jr. | RJ Harvey | Tee Higgins | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Deebo Samuel Sr."": 4.0, ""Harold Fannin Jr."": 14.0, ""Jameson Williams"": 16.0, ""Jayden Reed"": 4.0, ""Kyren Williams"": 56.0, ""Marvin Harrison Jr."": 12.0, ""RJ Harvey"": 7.0, ""Tee Higgins"": 25.0, ""Tyler Allgeier"": 2.0}"
baseline,1,30,buy,True,,256.0,42.0,0,0,0,0,0,0,0.0,Aaron Jones | Alec Pierce | Bhayshul Tuten | Bo Nix | Chase Brown | Isaiah Likely | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Marvin Harrison Jr. | Quentin Johnston | RJ Harvey | Rome Odunze,"{""Aaron Jones"": 3.0, ""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Isaiah Likely"": 2.0, ""Jadarian Price"": 20.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Marvin Harrison Jr."": 18.0, ""Quentin Johnston"": 4.0, ""RJ Harvey"": 7.0, ""Rome Odunze"": 16.0}"
baseline,1,30,pass,True,,261.0,37.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Derrick Henry | Drake London | Isaiah Likely | Jadarian Price | Jameson Williams | Marvin Harrison Jr. | Mike Washington Jr. | Quentin Johnston | RJ Harvey | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 69.0, ""Drake London"": 54.0, ""Isaiah Likely"": 2.0, ""Jadarian Price"": 20.0, ""Jameson Williams"": 21.0, ""Marvin Harrison Jr."": 18.0, ""Mike Washington Jr."": 2.0, ""Quentin Johnston"": 4.0, ""RJ Harvey"": 7.0, ""Rome Odunze"": 16.0}"
baseline,1,31,buy,True,,253.0,45.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Christian Watson | Courtland Sutton | Harold Fannin Jr. | Jahmyr Gibbs | Jayden Reed | Kenny Gainwell | Quentin Johnston | Rico Dowdle | Tee Higgins | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 7.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Courtland Sutton"": 15.0, ""Harold Fannin Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 6.0, ""Kenny Gainwell"": 7.0, ""Quentin Johnston"": 4.0, ""Rico Dowdle"": 17.0, ""Tee Higgins"": 23.0, ""Woody Marks"": 4.0}"
baseline,1,31,pass,True,,198.0,100.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Christian Watson | Harold Fannin Jr. | Jayden Reed | Kenny Gainwell | Kyren Williams | Malik Nabers | Quentin Johnston | Tee Higgins | Woody Marks | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 7.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Harold Fannin Jr."": 4.0, ""Jayden Reed"": 6.0, ""Kenny Gainwell"": 7.0, ""Kyren Williams"": 47.0, ""Malik Nabers"": 36.0, ""Quentin Johnston"": 4.0, ""Tee Higgins"": 23.0, ""Woody Marks"": 4.0, ""Zach Charbonnet"": 4.0}"
baseline,1,32,buy,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jauan Jennings | Jayden Reed | KC Concepcion | Kyle Monangai | RJ Harvey | Rico Dowdle | Terry McLaurin,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 7.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Jauan Jennings"": 2.0, ""Jayden Reed"": 7.0, ""KC Concepcion"": 2.0, ""Kyle Monangai"": 5.0, ""RJ Harvey"": 7.0, ""Rico Dowdle"": 11.0, ""Terry McLaurin"": 36.0}"
baseline,1,32,pass,True,,210.0,88.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | Derrick Henry | Harold Fannin Jr. | Jameson Williams | Jauan Jennings | Jayden Reed | KC Concepcion | Kyle Monangai | Rico Dowdle | Terry McLaurin | Tyler Allgeier,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 7.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 68.0, ""Harold Fannin Jr."": 7.0, ""Jameson Williams"": 18.0, ""Jauan Jennings"": 2.0, ""Jayden Reed"": 7.0, ""KC Concepcion"": 2.0, ""Kyle Monangai"": 5.0, ""Rico Dowdle"": 11.0, ""Terry McLaurin"": 36.0, ""Tyler Allgeier"": 2.0}"
baseline,1,33,buy,True,,269.0,29.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Emeka Egbuka | Harold Fannin Jr. | Jahmyr Gibbs | Jayden Reed | Jaylen Waddle | Jordan Addison | Makai Lemon | Matthew Stafford | Tre Harris | TreVeyon Henderson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 37.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Jaylen Waddle"": 30.0, ""Jordan Addison"": 4.0, ""Makai Lemon"": 2.0, ""Matthew Stafford"": 2.0, ""Tre Harris"": 2.0, ""TreVeyon Henderson"": 21.0, ""Zach Charbonnet"": 4.0}"
