arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,5,33,buy,True,,256.0,42.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jordan Mason | KC Concepcion | Marvin Harrison Jr. | Patrick Mahomes | Rhamondre Stevenson | Rome Odunze | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Jacory Croskey-Merritt"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jordan Mason"": 7.0, ""KC Concepcion"": 2.0, ""Marvin Harrison Jr."": 10.0, ""Patrick Mahomes"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Rome Odunze"": 18.0, ""Sam LaPorta"": 3.0}"
baseline,5,33,pass,True,,206.0,92.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | D'Andre Swift | Jacory Croskey-Merritt | Jameson Williams | Josh Allen | KC Concepcion | Kenny Gainwell | Marvin Harrison Jr. | Rhamondre Stevenson | Rome Odunze | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""D'Andre Swift"": 27.0, ""Jacory Croskey-Merritt"": 10.0, ""Jameson Williams"": 17.0, ""Josh Allen"": 37.0, ""KC Concepcion"": 2.0, ""Kenny Gainwell"": 5.0, ""Marvin Harrison Jr."": 10.0, ""Rhamondre Stevenson"": 22.0, ""Rome Odunze"": 18.0, ""Sam LaPorta"": 3.0}"
baseline,5,34,buy,True,,220.0,78.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Robinson | Chase Brown | Harold Fannin Jr. | Ja'Kobi Lane | Jacory Croskey-Merritt | Jahmyr Gibbs | Jaxson Dart | KC Concepcion | Kaytron Allen | Ladd McConkey | Matthew Golden | Michael Wilson,"{""Bhayshul Tuten"": 11.0, ""Brian Robinson"": 2.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 3.0, ""Ja'Kobi Lane"": 2.0, ""Jacory Croskey-Merritt"": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""KC Concepcion"": 2.0, ""Kaytron Allen"": 2.0, ""Ladd McConkey"": 23.0, ""Matthew Golden"": 3.0, ""Michael Wilson"": 11.0}"
baseline,5,34,pass,True,,228.0,70.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Derrick Henry | Harold Fannin Jr. | Ja'Kobi Lane | Jacory Croskey-Merritt | Jaylen Warren | Josh Allen | KC Concepcion | Kaytron Allen | Ladd McConkey | Matthew Golden | Michael Wilson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 70.0, ""Harold Fannin Jr."": 3.0, ""Ja'Kobi Lane"": 2.0, ""Jacory Croskey-Merritt"": 13.0, ""Jaylen Warren"": 15.0, ""Josh Allen"": 39.0, ""KC Concepcion"": 2.0, ""Kaytron Allen"": 2.0, ""Ladd McConkey"": 23.0, ""Matthew Golden"": 3.0, ""Michael Wilson"": 11.0}"
baseline,5,35,buy,True,,271.0,27.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Cade Otton | Chase Brown | George Kittle | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Jaylen Warren | Joe Burrow | Michael Wilson | Rhamondre Stevenson | Rome Odunze | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 26.0, ""Jayden Reed"": 4.0, ""Jaylen Warren"": 15.0, ""Joe Burrow"": 11.0, ""Michael Wilson"": 7.0, ""Rhamondre Stevenson"": 25.0, ""Rome Odunze"": 22.0, ""Zach Charbonnet"": 2.0}"
baseline,5,35,pass,True,,248.0,50.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Bowers | Chase Brown | George Kittle | Jameson Williams | Jayden Reed | Jaylen Warren | Josh Allen | KC Concepcion | Michael Wilson | Rhamondre Stevenson | Rome Odunze | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Brock Bowers"": 56.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jameson Williams"": 26.0, ""Jayden Reed"": 4.0, ""Jaylen Warren"": 15.0, ""Josh Allen"": 38.0, ""KC Concepcion"": 6.0, ""Michael Wilson"": 7.0, ""Rhamondre Stevenson"": 25.0, ""Rome Odunze"": 22.0, ""Zach Charbonnet"": 2.0}"
baseline,5,36,buy,True,,231.0,67.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | DJ Moore | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | KC Concepcion | Matthew Stafford | RJ Harvey | Stefon Diggs,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Christian Watson"": 12.0, ""DJ Moore"": 18.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""KC Concepcion"": 6.0, ""Matthew Stafford"": 4.0, ""RJ Harvey"": 7.0, ""Stefon Diggs"": 2.0}"
baseline,5,36,pass,True,,164.0,134.0,0,0,0,0,0,0,0.0,Aaron Jones | Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | Harold Fannin Jr. | Jalen Coker | Josh Jacobs | KC Concepcion | Matthew Stafford | RJ Harvey | Stefon Diggs,"{""Aaron Jones"": 4.0, ""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Christian Watson"": 12.0, ""Harold Fannin Jr."": 13.0, ""Jalen Coker"": 3.0, ""Josh Jacobs"": 57.0, ""KC Concepcion"": 6.0, ""Matthew Stafford"": 4.0, ""RJ Harvey"": 7.0, ""Stefon Diggs"": 2.0}"
baseline,5,37,buy,True,,272.0,26.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | Christian Watson | David Montgomery | Harold Fannin Jr. | Hunter Henry | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Matthew Stafford | Quentin Johnston | Tee Higgins,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""David Montgomery"": 34.0, ""Harold Fannin Jr."": 10.0, ""Hunter Henry"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 5.0, ""Matthew Stafford"": 5.0, ""Quentin Johnston"": 10.0, ""Tee Higgins"": 24.0}"
baseline,5,37,pass,True,,214.0,84.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | Christian Watson | David Montgomery | Harold Fannin Jr. | Hunter Henry | Josh Jacobs | KC Concepcion | Khalil Shakir | Matthew Stafford | Ray Davis | Tee Higgins,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""David Montgomery"": 34.0, ""Harold Fannin Jr."": 10.0, ""Hunter Henry"": 3.0, ""Josh Jacobs"": 56.0, ""KC Concepcion"": 5.0, ""Khalil Shakir"": 6.0, ""Matthew Stafford"": 5.0, ""Ray Davis"": 3.0, ""Tee Higgins"": 24.0}"
baseline,5,38,buy,True,,246.0,52.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | David Montgomery | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | KC Concepcion | Parker Washington | Rachaad White | Rico Dowdle | Stefon Diggs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 6.0, ""Chase Brown"": 34.0, ""David Montgomery"": 35.0, ""Harold Fannin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""KC Concepcion"": 2.0, ""Parker Washington"": 9.0, ""Rachaad White"": 11.0, ""Rico Dowdle"": 7.0, ""Stefon Diggs"": 3.0, ""Xavier Worthy"": 3.0}"
baseline,5,38,pass,True,,255.0,43.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | David Montgomery | Derrick Henry | Harold Fannin Jr. | Jalen Coker | Jordyn Tyson | Josh Jacobs | KC Concepcion | Rachaad White | Stefon Diggs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 6.0, ""Chase Brown"": 34.0, ""David Montgomery"": 35.0, ""Derrick Henry"": 70.0, ""Harold Fannin Jr."": 12.0, ""Jalen Coker"": 3.0, ""Jordyn Tyson"": 6.0, ""Josh Jacobs"": 59.0, ""KC Concepcion"": 2.0, ""Rachaad White"": 11.0, ""Stefon Diggs"": 3.0, ""Xavier Worthy"": 3.0}"
baseline,5,39,buy,True,,234.0,64.0,0,0,0,0,0,0,0.0,Alec Pierce | Alvin Kamara | Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jayden Daniels | Luther Burden III | Stefon Diggs | Wan'Dale Robinson | Xavier Worthy,"{""Alec Pierce"": 7.0, ""Alvin Kamara"": 1.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 1.0, ""Christian Watson"": 13.0, ""Harold Fannin Jr."": 16.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 15.0, ""Luther Burden III"": 17.0, ""Stefon Diggs"": 4.0, ""Wan'Dale Robinson"": 3.0, ""Xavier Worthy"": 2.0}"
baseline,5,39,pass,True,,215.0,83.0,0,0,0,0,0,0,0.0,Alec Pierce | Alvin Kamara | Bhayshul Tuten | Chase Brown | Christian Watson | Derrick Henry | Jalen Coker | Jayden Daniels | Josh Jacobs | Luther Burden III | Mark Andrews | Wan'Dale Robinson | Xavier Worthy,"{""Alec Pierce"": 7.0, ""Alvin Kamara"": 1.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""Derrick Henry"": 60.0, ""Jalen Coker"": 3.0, ""Jayden Daniels"": 15.0, ""Josh Jacobs"": 47.0, ""Luther Burden III"": 17.0, ""Mark Andrews"": 2.0, ""Wan'Dale Robinson"": 3.0, ""Xavier Worthy"": 2.0}"
baseline,5,40,buy,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | DJ Moore | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | KC Concepcion | Matthew Stafford | RJ Harvey | Romeo Doubs | Zach Charbonnet | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 20.0, ""DJ Moore"": 16.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""KC Concepcion"": 5.0, ""Matthew Stafford"": 7.0, ""RJ Harvey"": 9.0, ""Romeo Doubs"": 2.0, ""Zach Charbonnet"": 1.0, ""Zay Flowers"": 27.0}"
baseline,5,40,pass,True,,216.0,82.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Bucky Irving | Chase Brown | Chris Rodriguez Jr. | DJ Moore | DK Metcalf | Harold Fannin Jr. | Matthew Stafford | Michael Wilson | Quentin Johnston | Romeo Doubs | Zay Flowers,"{""Alvin Kamara"": 1.0, ""Bhayshul Tuten"": 11.0, ""Bucky Irving"": 50.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 1.0, ""DJ Moore"": 16.0, ""DK Metcalf"": 24.0, ""Harold Fannin Jr."": 10.0, ""Matthew Stafford"": 7.0, ""Michael Wilson"": 23.0, ""Quentin Johnston"": 10.0, ""Romeo Doubs"": 2.0, ""Zay Flowers"": 27.0}"
baseline,5,41,buy,True,,256.0,42.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Blake Corum | Chase Brown | Chris Rodriguez Jr. | Dalton Schultz | David Montgomery | Harold Fannin Jr. | Jahmyr Gibbs | KC Concepcion | Ladd McConkey | Matthew Stafford | Rashid Shaheed,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 9.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Dalton Schultz"": 2.0, ""David Montgomery"": 36.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 5.0, ""Ladd McConkey"": 28.0, ""Matthew Stafford"": 4.0, ""Rashid Shaheed"": 3.0}"
baseline,5,41,pass,True,,185.0,113.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Blake Corum | Chase Brown | Chris Rodriguez Jr. | Christian Watson | Dalton Schultz | David Montgomery | Harold Fannin Jr. | KC Concepcion | Kyren Williams | Matthew Stafford | Stefon Diggs,"{""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 9.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 2.0, ""Christian Watson"": 23.0, ""Dalton Schultz"": 2.0, ""David Montgomery"": 36.0, ""Harold Fannin Jr."": 10.0, ""KC Concepcion"": 5.0, ""Kyren Williams"": 43.0, ""Matthew Stafford"": 4.0, ""Stefon Diggs"": 4.0}"
baseline,5,42,buy,True,,279.0,19.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Quentin Johnston | Romeo Doubs | Tetairoa McMillan | Tony Pollard | Trevor Lawrence | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 3.0, ""Harold Fannin Jr."": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""KC Concepcion"": 5.0, ""Quentin Johnston"": 5.0, ""Romeo Doubs"": 2.0, ""Tetairoa McMillan"": 28.0, ""Tony Pollard"": 23.0, ""Trevor Lawrence"": 7.0, ""Zay Flowers"": 33.0}"
baseline,5,42,pass,True,,217.0,81.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Rodriguez Jr. | Derrick Henry | Harold Fannin Jr. | Jacory Croskey-Merritt | Jordan Addison | KC Concepcion | Quentin Johnston | Rico Dowdle | Romeo Doubs | Trevor Lawrence | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 3.0, ""Derrick Henry"": 63.0, ""Harold Fannin Jr."": 14.0, ""Jacory Croskey-Merritt"": 15.0, ""Jordan Addison"": 4.0, ""KC Concepcion"": 5.0, ""Quentin Johnston"": 5.0, ""Rico Dowdle"": 21.0, ""Romeo Doubs"": 2.0, ""Trevor Lawrence"": 7.0, ""Zay Flowers"": 33.0}"
baseline,5,43,buy,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Isaiah Likely | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jayden Reed | KC Concepcion | Ladd McConkey | Ray Davis | Tony Pollard | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Isaiah Likely"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jaxson Dart"": 3.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 2.0, ""Ladd McConkey"": 28.0, ""Ray Davis"": 5.0, ""Tony Pollard"": 19.0, ""Xavier Worthy"": 3.0}"
baseline,5,43,pass,True,,253.0,45.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Derrick Henry | Isaiah Likely | Jaxson Dart | Jayden Reed | Josh Jacobs | KC Concepcion | Ladd McConkey | Ray Davis | Tony Pollard | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Derrick Henry"": 65.0, ""Isaiah Likely"": 5.0, ""Jaxson Dart"": 3.0, ""Jayden Reed"": 3.0, ""Josh Jacobs"": 57.0, ""KC Concepcion"": 2.0, ""Ladd McConkey"": 28.0, ""Ray Davis"": 5.0, ""Tony Pollard"": 19.0, ""Xavier Worthy"": 3.0}"
baseline,5,44,buy,True,,249.0,49.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Douglas | Carnell Tate | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jordyn Tyson | KC Concepcion | Kaelon Black | Matthew Golden | Matthew Stafford | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Carnell Tate"": 21.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 6.0, ""Kaelon Black"": 3.0, ""Matthew Golden"": 6.0, ""Matthew Stafford"": 5.0, ""TreVeyon Henderson"": 18.0}"
baseline,5,44,pass,True,,140.0,158.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Douglas | Chase Brown | Christian Watson | Jacory Croskey-Merritt | Jordyn Tyson | KC Concepcion | Kaelon Black | Matthew Stafford | Quentin Johnston | Sean Tucker | TreVeyon Henderson | Tyler Warren,"{""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Jacory Croskey-Merritt"": 5.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 6.0, ""Kaelon Black"": 3.0, ""Matthew Stafford"": 5.0, ""Quentin Johnston"": 12.0, ""Sean Tucker"": 2.0, ""TreVeyon Henderson"": 18.0, ""Tyler Warren"": 20.0}"
baseline,5,45,buy,True,,236.0,62.0,0,0,0,0,0,0,0.0,Aaron Jones | Alec Pierce | Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | David Montgomery | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | Jordan Addison | Michael Pittman | Stefon Diggs,"{""Aaron Jones"": 4.0, ""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""David Montgomery"": 29.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jordan Addison"": 4.0, ""Michael Pittman"": 5.0, ""Stefon Diggs"": 2.0}"
baseline,5,45,pass,True,,186.0,112.0,0,0,0,0,0,0,0.0,Aaron Jones | Alec Pierce | Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | David Montgomery | De'Zhaun Stribling | Derrick Henry | Harold Fannin Jr. | Jalen Coker | Michael Pittman | Stefon Diggs,"{""Aaron Jones"": 4.0, ""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""David Montgomery"": 29.0, ""De'Zhaun Stribling"": 3.0, ""Derrick Henry"": 61.0, ""Harold Fannin Jr."": 10.0, ""Jalen Coker"": 3.0, ""Michael Pittman"": 5.0, ""Stefon Diggs"": 2.0}"
baseline,5,46,buy,True,,234.0,64.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | Dylan Sampson | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | Jaxson Dart | Jayden Reed | Stefon Diggs | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 19.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Dylan Sampson"": 2.0, ""Harold Fannin Jr."": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 2.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 3.0, ""Stefon Diggs"": 4.0, ""Tony Pollard"": 18.0, ""Wan'Dale Robinson"": 3.0}"
baseline,5,46,pass,True,,158.0,140.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Deebo Samuel Sr. | Dylan Sampson | Harold Fannin Jr. | Jadarian Price | Jalen Coker | Jayden Daniels | Jayden Reed | Stefon Diggs | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""Deebo Samuel Sr."": 4.0, ""Dylan Sampson"": 2.0, ""Harold Fannin Jr."": 9.0, ""Jadarian Price"": 29.0, ""Jalen Coker"": 2.0, ""Jayden Daniels"": 14.0, ""Jayden Reed"": 3.0, ""Stefon Diggs"": 4.0, ""TreVeyon Henderson"": 26.0, ""Wan'Dale Robinson"": 3.0}"
baseline,5,47,buy,True,,272.0,26.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Braelon Allen | Caleb Williams | Chase Brown | Christian Watson | David Montgomery | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | Jordyn Tyson | KC Concepcion | Tee Higgins | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 2.0, ""Caleb Williams"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""David Montgomery"": 28.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 4.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 4.0, ""Tee Higgins"": 27.0, ""Wan'Dale Robinson"": 16.0}"
baseline,5,47,pass,True,,212.0,86.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Braelon Allen | Caleb Williams | Chase Brown | Christian Watson | Colston Loveland | David Montgomery | Derrick Henry | Jalen Coker | Jordyn Tyson | KC Concepcion | Tank Bigsby | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Braelon Allen"": 2.0, ""Caleb Williams"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""Colston Loveland"": 27.0, ""David Montgomery"": 28.0, ""Derrick Henry"": 58.0, ""Jalen Coker"": 4.0, ""Jordyn Tyson"": 5.0, ""KC Concepcion"": 4.0, ""Tank Bigsby"": 2.0, ""Wan'Dale Robinson"": 16.0}"
