arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,5,15,pass,True,,231.0,67.0,0,0,0,0,0,0,0.0,Antonio Williams | Bhayshul Tuten | Chase Brown | Christian Watson | Chuba Hubbard | Harold Fannin Jr. | Jonathan Taylor | KC Concepcion | Matthew Golden | Patrick Mahomes | Rhamondre Stevenson | Tee Higgins | Wan'Dale Robinson,"{""Antonio Williams"": 3.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Chuba Hubbard"": 7.0, ""Harold Fannin Jr."": 11.0, ""Jonathan Taylor"": 96.0, ""KC Concepcion"": 3.0, ""Matthew Golden"": 2.0, ""Patrick Mahomes"": 3.0, ""Rhamondre Stevenson"": 17.0, ""Tee Higgins"": 26.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,16,buy,True,,241.0,57.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Michael Wilson | Patrick Mahomes | Quentin Johnston | Rachaad White | Sean Tucker | Tee Higgins | Wan'Dale Robinson,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Michael Wilson"": 5.0, ""Patrick Mahomes"": 5.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 18.0, ""Sean Tucker"": 3.0, ""Tee Higgins"": 26.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,16,pass,True,,229.0,69.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dallas Goedert | Jonathan Taylor | Michael Wilson | Patrick Mahomes | Quentin Johnston | Rachaad White | Sean Tucker | Tee Higgins | Wan'Dale Robinson,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Jonathan Taylor"": 98.0, ""Michael Wilson"": 5.0, ""Patrick Mahomes"": 5.0, ""Quentin Johnston"": 8.0, ""Rachaad White"": 18.0, ""Sean Tucker"": 3.0, ""Tee Higgins"": 26.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,17,buy,True,,246.0,52.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | DeVonta Smith | Harold Fannin Jr. | Jahmyr Gibbs | KC Concepcion | Michael Wilson | Rachaad White | Rico Dowdle | Trevor Lawrence | Wan'Dale Robinson,"{""Aaron Jones"": 3.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 32.0, ""Harold Fannin Jr."": 6.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 2.0, ""Michael Wilson"": 12.0, ""Rachaad White"": 6.0, ""Rico Dowdle"": 16.0, ""Trevor Lawrence"": 2.0, ""Wan'Dale Robinson"": 4.0}"
baseline,5,17,pass,True,,201.0,97.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Breece Hall | Brian Thomas Jr. | Chase Brown | DeVonta Smith | Harold Fannin Jr. | Jerry Jeudy | Michael Wilson | Rachaad White | Tetairoa McMillan | Trevor Lawrence | Wan'Dale Robinson,"{""Aaron Jones"": 3.0, ""Bhayshul Tuten"": 11.0, ""Breece Hall"": 50.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 32.0, ""Harold Fannin Jr."": 6.0, ""Jerry Jeudy"": 2.0, ""Michael Wilson"": 12.0, ""Rachaad White"": 6.0, ""Tetairoa McMillan"": 31.0, ""Trevor Lawrence"": 2.0, ""Wan'Dale Robinson"": 4.0}"
baseline,5,18,buy,True,,275.0,23.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DeVonta Smith | Harold Fannin Jr. | Jahmyr Gibbs | Jaylen Warren | KC Concepcion | Makai Lemon | Patrick Mahomes | Quentin Johnston | Rhamondre Stevenson | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 40.0, ""Harold Fannin Jr."": 18.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 20.0, ""KC Concepcion"": 6.0, ""Makai Lemon"": 5.0, ""Patrick Mahomes"": 5.0, ""Quentin Johnston"": 6.0, ""Rhamondre Stevenson"": 14.0, ""Wan'Dale Robinson"": 5.0, ""Zach Charbonnet"": 1.0}"
baseline,5,18,pass,True,,249.0,49.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Harold Fannin Jr. | Jaylen Warren | KC Concepcion | Makai Lemon | Omarion Hampton | Patrick Mahomes | Quentin Johnston | Rhamondre Stevenson | Wan'Dale Robinson | Zach Charbonnet,"{""Amon-Ra St. Brown"": 66.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 18.0, ""Jaylen Warren"": 20.0, ""KC Concepcion"": 6.0, ""Makai Lemon"": 5.0, ""Omarion Hampton"": 58.0, ""Patrick Mahomes"": 5.0, ""Quentin Johnston"": 6.0, ""Rhamondre Stevenson"": 14.0, ""Wan'Dale Robinson"": 5.0, ""Zach Charbonnet"": 1.0}"
baseline,5,19,buy,True,,227.0,71.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Kyle Pitts | Marvin Harrison Jr. | Matthew Stafford | Nicholas Singleton | Quentin Johnston | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""KC Concepcion"": 5.0, ""Kyle Pitts"": 3.0, ""Marvin Harrison Jr."": 21.0, ""Matthew Stafford"": 2.0, ""Nicholas Singleton"": 2.0, ""Quentin Johnston"": 9.0, ""Rico Dowdle"": 8.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,19,pass,True,,207.0,91.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Jayden Reed | Jonathan Taylor | KC Concepcion | Kyle Pitts | Matthew Stafford | Nicholas Singleton | Quentin Johnston | Rhamondre Stevenson | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Jayden Reed"": 4.0, ""Jonathan Taylor"": 90.0, ""KC Concepcion"": 5.0, ""Kyle Pitts"": 3.0, ""Matthew Stafford"": 2.0, ""Nicholas Singleton"": 2.0, ""Quentin Johnston"": 9.0, ""Rhamondre Stevenson"": 21.0, ""Rico Dowdle"": 8.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,20,buy,True,,240.0,58.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jared Goff | Jonathon Brooks | KC Concepcion | Kenny Gainwell | Kenyon Sadiq | Michael Wilson | Quentin Johnston | Rico Dowdle | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jonathon Brooks"": 13.0, ""KC Concepcion"": 3.0, ""Kenny Gainwell"": 21.0, ""Kenyon Sadiq"": 2.0, ""Michael Wilson"": 6.0, ""Quentin Johnston"": 9.0, ""Rico Dowdle"": 10.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,20,pass,True,,260.0,38.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DJ Moore | Jared Goff | Jaylen Warren | Jonathan Taylor | KC Concepcion | Kenyon Sadiq | Luther Burden III | Michael Wilson | Rico Dowdle | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DJ Moore"": 28.0, ""Jared Goff"": 2.0, ""Jaylen Warren"": 14.0, ""Jonathan Taylor"": 97.0, ""KC Concepcion"": 3.0, ""Kenyon Sadiq"": 2.0, ""Luther Burden III"": 26.0, ""Michael Wilson"": 6.0, ""Rico Dowdle"": 10.0, ""TreVeyon Henderson"": 20.0, ""Wan'Dale Robinson"": 7.0}"
baseline,5,21,buy,True,,258.0,40.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Kincaid | DeVonta Smith | Harold Fannin Jr. | Jahmyr Gibbs | Jaxson Dart | Jaylen Warren | Jordan Addison | MarShawn Lloyd | Michael Pittman | Quentin Johnston | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 7.0, ""DeVonta Smith"": 38.0, ""Harold Fannin Jr."": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 4.0, ""MarShawn Lloyd"": 3.0, ""Michael Pittman"": 15.0, ""Quentin Johnston"": 7.0, ""Wan'Dale Robinson"": 6.0}"
baseline,5,21,pass,True,,176.0,122.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Carnell Tate | Chase Brown | Chris Olave | DJ Moore | Dalton Kincaid | Harold Fannin Jr. | Jaxson Dart | Jaylen Warren | Jordan Addison | Quentin Johnston | Tyler Allgeier | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 12.0, ""Chase Brown"": 34.0, ""Chris Olave"": 56.0, ""DJ Moore"": 18.0, ""Dalton Kincaid"": 7.0, ""Harold Fannin Jr."": 7.0, ""Jaxson Dart"": 2.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 4.0, ""Quentin Johnston"": 7.0, ""Tyler Allgeier"": 2.0, ""Zach Charbonnet"": 2.0}"
baseline,5,22,buy,True,,255.0,43.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DeVonta Smith | Germie Bernard | Harold Fannin Jr. | Jahmyr Gibbs | Jared Goff | Jaylen Warren | KC Concepcion | Michael Wilson | Quentin Johnston | Rachaad White | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 34.0, ""Germie Bernard"": 3.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jaylen Warren"": 15.0, ""KC Concepcion"": 2.0, ""Michael Wilson"": 11.0, ""Quentin Johnston"": 5.0, ""Rachaad White"": 4.0, ""Rico Dowdle"": 11.0}"
baseline,5,22,pass,True,,244.0,54.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DeVonta Smith | Germie Bernard | Harold Fannin Jr. | J.K. Dobbins | Jared Goff | Jaylen Warren | Jonathan Taylor | KC Concepcion | Michael Wilson | Quentin Johnston | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 34.0, ""Germie Bernard"": 3.0, ""Harold Fannin Jr."": 13.0, ""J.K. Dobbins"": 7.0, ""Jared Goff"": 2.0, ""Jaylen Warren"": 15.0, ""Jonathan Taylor"": 96.0, ""KC Concepcion"": 2.0, ""Michael Wilson"": 11.0, ""Quentin Johnston"": 5.0, ""Rico Dowdle"": 11.0}"
baseline,5,23,buy,True,,245.0,53.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | DeVonta Smith | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Addison | Kenny Gainwell | Michael Wilson | Patrick Mahomes | Quentin Johnston | Tank Bigsby | Wan'Dale Robinson,"{""Aaron Jones"": 3.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DeVonta Smith"": 36.0, ""Harold Fannin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""Kenny Gainwell"": 10.0, ""Michael Wilson"": 8.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 6.0, ""Tank Bigsby"": 2.0, ""Wan'Dale Robinson"": 10.0}"
baseline,5,23,pass,True,,221.0,77.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | DJ Moore | Harold Fannin Jr. | Jonathan Taylor | Jordan Addison | Kenny Gainwell | Michael Wilson | Patrick Mahomes | Quentin Johnston | Rachaad White | Tank Bigsby | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DJ Moore"": 28.0, ""Harold Fannin Jr."": 8.0, ""Jonathan Taylor"": 89.0, ""Jordan Addison"": 4.0, ""Kenny Gainwell"": 10.0, ""Michael Wilson"": 8.0, ""Patrick Mahomes"": 3.0, ""Quentin Johnston"": 6.0, ""Rachaad White"": 8.0, ""Tank Bigsby"": 2.0, ""Wan'Dale Robinson"": 10.0}"
baseline,5,24,buy,True,,240.0,58.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | Jacory Croskey-Merritt | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jaylen Warren | Kyle Monangai | Makai Lemon | Michael Wilson | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Dalton Kincaid"": 4.0, ""Jacory Croskey-Merritt"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaxson Dart"": 6.0, ""Jaylen Warren"": 11.0, ""Kyle Monangai"": 7.0, ""Makai Lemon"": 3.0, ""Michael Wilson"": 13.0, ""Rome Odunze"": 16.0}"
baseline,5,24,pass,True,,220.0,78.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | Derrick Henry | Jacory Croskey-Merritt | Jakobi Meyers | Jaylen Warren | Josh Allen | Kyle Monangai | Makai Lemon | Michael Wilson | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""Dalton Kincaid"": 4.0, ""Derrick Henry"": 58.0, ""Jacory Croskey-Merritt"": 12.0, ""Jakobi Meyers"": 3.0, ""Jaylen Warren"": 11.0, ""Josh Allen"": 38.0, ""Kyle Monangai"": 7.0, ""Makai Lemon"": 3.0, ""Michael Wilson"": 13.0, ""Rome Odunze"": 16.0}"
baseline,5,25,buy,True,,238.0,60.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Josh Downs | Rashid Shaheed | Rhamondre Stevenson | Rome Odunze | Sean Tucker | Tee Higgins | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 4.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 2.0, ""Josh Downs"": 5.0, ""Rashid Shaheed"": 3.0, ""Rhamondre Stevenson"": 20.0, ""Rome Odunze"": 17.0, ""Sean Tucker"": 2.0, ""Tee Higgins"": 24.0, ""Tyrone Tracy Jr."": 3.0}"
baseline,5,25,pass,True,,227.0,71.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Derrick Henry | Harold Fannin Jr. | Jakobi Meyers | Josh Allen | Josh Downs | Rashid Shaheed | Rhamondre Stevenson | Rome Odunze | Sean Tucker | Tee Higgins | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Derrick Henry"": 66.0, ""Harold Fannin Jr."": 3.0, ""Jakobi Meyers"": 2.0, ""Josh Allen"": 37.0, ""Josh Downs"": 5.0, ""Rashid Shaheed"": 3.0, ""Rhamondre Stevenson"": 20.0, ""Rome Odunze"": 17.0, ""Sean Tucker"": 2.0, ""Tee Higgins"": 24.0, ""Tyrone Tracy Jr."": 3.0}"
baseline,5,26,buy,True,,239.0,59.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Cade Otton | Chase Brown | Chris Godwin Jr. | D'Andre Swift | DK Metcalf | Devaughn Vele | Jahmyr Gibbs | Rashid Shaheed | Rome Odunze | Trevor Lawrence | Wan'Dale Robinson,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Cade Otton"": 3.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""D'Andre Swift"": 25.0, ""DK Metcalf"": 15.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Rashid Shaheed"": 2.0, ""Rome Odunze"": 18.0, ""Trevor Lawrence"": 4.0, ""Wan'Dale Robinson"": 8.0}"
baseline,5,26,pass,True,,208.0,90.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Cade Otton | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Derrick Henry | Devaughn Vele | Jordan Mason | Josh Allen | Rashid Shaheed | Rome Odunze | Wan'Dale Robinson,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Cade Otton"": 3.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""D'Andre Swift"": 25.0, ""Derrick Henry"": 60.0, ""Devaughn Vele"": 2.0, ""Jordan Mason"": 7.0, ""Josh Allen"": 31.0, ""Rashid Shaheed"": 2.0, ""Rome Odunze"": 18.0, ""Wan'Dale Robinson"": 8.0}"
baseline,5,27,buy,True,,247.0,51.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chuba Hubbard | George Kittle | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jordan Addison | Rome Odunze | Tony Pollard | Travis Kelce | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 9.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 27.0, ""Jaxson Dart"": 3.0, ""Jordan Addison"": 5.0, ""Rome Odunze"": 18.0, ""Tony Pollard"": 15.0, ""Travis Kelce"": 4.0, ""Wan'Dale Robinson"": 7.0, ""Zach Charbonnet"": 2.0}"
baseline,5,27,pass,True,,173.0,125.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chuba Hubbard | Devaughn Vele | George Kittle | Jameson Williams | Jordan Addison | Josh Allen | Rome Odunze | Tony Pollard | Tyler Allgeier | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 9.0, ""Devaughn Vele"": 2.0, ""George Kittle"": 2.0, ""Jameson Williams"": 27.0, ""Jordan Addison"": 5.0, ""Josh Allen"": 38.0, ""Rome Odunze"": 18.0, ""Tony Pollard"": 15.0, ""Tyler Allgeier"": 3.0, ""Wan'Dale Robinson"": 7.0, ""Zach Charbonnet"": 2.0}"
baseline,5,28,buy,True,,253.0,45.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Chuba Hubbard | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Mark Andrews | Michael Wilson | Pat Bryant | Rashid Shaheed | Rhamondre Stevenson | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Chuba Hubbard"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jaxson Dart"": 5.0, ""Mark Andrews"": 2.0, ""Michael Wilson"": 12.0, ""Pat Bryant"": 2.0, ""Rashid Shaheed"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Rome Odunze"": 22.0}"
baseline,5,28,pass,True,,209.0,89.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Chuba Hubbard | Derrick Henry | Jameson Williams | Jared Goff | Keenan Allen | Mark Andrews | Michael Wilson | Rashid Shaheed | Rhamondre Stevenson | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Chuba Hubbard"": 6.0, ""Derrick Henry"": 67.0, ""Jameson Williams"": 21.0, ""Jared Goff"": 3.0, ""Keenan Allen"": 3.0, ""Mark Andrews"": 2.0, ""Michael Wilson"": 12.0, ""Rashid Shaheed"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Rome Odunze"": 22.0}"
baseline,5,29,buy,True,,256.0,42.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jordan Addison | Jordan Mason | Kyle Monangai | Quentin Johnston | Tetairoa McMillan,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 7.0, ""Deebo Samuel Sr."": 5.0, ""Jadarian Price"": 20.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jaxson Dart"": 8.0, ""Jordan Addison"": 4.0, ""Jordan Mason"": 5.0, ""Kyle Monangai"": 5.0, ""Quentin Johnston"": 5.0, ""Tetairoa McMillan"": 25.0}"
baseline,5,29,pass,True,,182.0,116.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chuba Hubbard | Dalton Kincaid | Deebo Samuel Sr. | Jadarian Price | Jameson Williams | Jordan Addison | Jordan Mason | Josh Allen | Kyle Monangai | Quentin Johnston | Tetairoa McMillan,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 9.0, ""Dalton Kincaid"": 7.0, ""Deebo Samuel Sr."": 5.0, ""Jadarian Price"": 20.0, ""Jameson Williams"": 17.0, ""Jordan Addison"": 4.0, ""Jordan Mason"": 5.0, ""Josh Allen"": 35.0, ""Kyle Monangai"": 5.0, ""Quentin Johnston"": 5.0, ""Tetairoa McMillan"": 25.0}"
baseline,5,30,buy,True,,257.0,41.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Courtland Sutton | Dalton Kincaid | Dalton Schultz | Jacory Croskey-Merritt | Jahmyr Gibbs | Jaxson Dart | Josh Downs | Quentin Johnston | Rhamondre Stevenson | Rome Odunze,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 23.0, ""Dalton Kincaid"": 2.0, ""Dalton Schultz"": 4.0, ""Jacory Croskey-Merritt"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Josh Downs"": 3.0, ""Quentin Johnston"": 8.0, ""Rhamondre Stevenson"": 18.0, ""Rome Odunze"": 25.0}"
baseline,5,30,pass,True,,179.0,119.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Courtland Sutton | DJ Moore | Dalton Kincaid | Dalton Schultz | Jacory Croskey-Merritt | Josh Downs | Quentin Johnston | Rhamondre Stevenson | Rome Odunze | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 23.0, ""DJ Moore"": 40.0, ""Dalton Kincaid"": 2.0, ""Dalton Schultz"": 4.0, ""Jacory Croskey-Merritt"": 7.0, ""Josh Downs"": 3.0, ""Quentin Johnston"": 8.0, ""Rhamondre Stevenson"": 18.0, ""Rome Odunze"": 25.0, ""Zach Charbonnet"": 2.0}"
baseline,5,31,buy,True,,253.0,45.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | Chuba Hubbard | George Kittle | Jahmyr Gibbs | Makai Lemon | Michael Wilson | Rico Dowdle | Rome Odunze | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Chuba Hubbard"": 8.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Makai Lemon"": 2.0, ""Michael Wilson"": 9.0, ""Rico Dowdle"": 11.0, ""Rome Odunze"": 22.0, ""TreVeyon Henderson"": 19.0, ""Wan'Dale Robinson"": 10.0}"
baseline,5,31,pass,True,,192.0,106.0,0,0,0,0,0,0,0.0,Baker Mayfield | Bhayshul Tuten | Breece Hall | Chase Brown | Christian Watson | Chuba Hubbard | George Kittle | Makai Lemon | Michael Wilson | Rico Dowdle | Rome Odunze | TreVeyon Henderson | Wan'Dale Robinson,"{""Baker Mayfield"": 2.0, ""Bhayshul Tuten"": 11.0, ""Breece Hall"": 50.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Chuba Hubbard"": 8.0, ""George Kittle"": 2.0, ""Makai Lemon"": 2.0, ""Michael Wilson"": 9.0, ""Rico Dowdle"": 11.0, ""Rome Odunze"": 22.0, ""TreVeyon Henderson"": 19.0, ""Wan'Dale Robinson"": 10.0}"
baseline,5,32,buy,True,,255.0,43.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Michael Wilson | Patrick Mahomes | Rhamondre Stevenson | Rico Dowdle | Rome Odunze | TreVeyon Henderson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""Makai Lemon"": 5.0, ""Michael Wilson"": 8.0, ""Patrick Mahomes"": 3.0, ""Rhamondre Stevenson"": 17.0, ""Rico Dowdle"": 12.0, ""Rome Odunze"": 21.0, ""TreVeyon Henderson"": 22.0}"
baseline,5,32,pass,True,,245.0,53.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Dalton Kincaid | Derrick Henry | Jaylen Warren | Jordan Addison | Josh Allen | Makai Lemon | Michael Wilson | Rhamondre Stevenson | Rico Dowdle | Rome Odunze,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Derrick Henry"": 69.0, ""Jaylen Warren"": 21.0, ""Jordan Addison"": 4.0, ""Josh Allen"": 35.0, ""Makai Lemon"": 5.0, ""Michael Wilson"": 8.0, ""Rhamondre Stevenson"": 17.0, ""Rico Dowdle"": 12.0, ""Rome Odunze"": 21.0}"
