arm,variation,branch,paths,completion_rate,mean_spend,mean_unused,median_unused,p90_unused,max_unused,mean_full_replans,mean_budget_replans,mean_bounded_triggers,mean_bounded_swaps,mean_bounded_rebuilds,mean_guard_rejections
bounded_replan,4,buy,48,1.0,277.5625,20.4375,20.5,33.0,43.0,0.0,0.0,8.875,7.416666666666667,0.041666666666666664,0.0
bounded_replan,4,pass,48,1.0,276.25,21.75,22.0,39.300000000000004,60.0,0.0,0.0,10.270833333333334,9.4375,0.25,0.0
