arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_replan,14,0,buy,True,,298.0,0.0,0,0,0,0,0,0,4.613661598540773,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Chris Godwin Jr. | Denzel Boston | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Kyle Pitts | Mike Washington Jr. | Wan'Dale Robinson,"{""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Denzel Boston"": 2.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Kyle Pitts"": 4.0, ""Mike Washington Jr."": 2.0, ""Wan'Dale Robinson"": 8.0}"
bounded_replan,14,5,pass,True,,289.0,9.0,0,0,7,4,0,0,31.487974296033713,Bhayshul Tuten | Chase Brown | Chris Olave | DK Metcalf | Dalton Kincaid | Jahmyr Gibbs | Jared Goff | Michael Wilson | Quentin Johnston | RJ Harvey | Rico Dowdle | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Olave"": 49.0, ""DK Metcalf"": 9.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 3.0, ""Michael Wilson"": 13.0, ""Quentin Johnston"": 5.0, ""RJ Harvey"": 15.0, ""Rico Dowdle"": 14.0, ""Tony Pollard"": 19.0, ""Wan'Dale Robinson"": 5.0}"
bounded_replan,14,6,buy,True,,286.0,12.0,0,0,5,5,0,0,10.64208181086019,Aaron Jones | Antonio Williams | Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Romeo Doubs | Wan'Dale Robinson | Zach Charbonnet,"{""Aaron Jones"": 3.0, ""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""KC Concepcion"": 2.0, ""Romeo Doubs"": 2.0, ""Wan'Dale Robinson"": 4.0, ""Zach Charbonnet"": 2.0}"
bounded_replan,14,6,pass,True,,263.0,35.0,0,0,10,6,0,0,29.05579709101204,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | D'Andre Swift | Harold Fannin Jr. | Jahmyr Gibbs | Jayden Daniels | Jonathon Brooks | Jordan Addison | Michael Wilson | Romeo Doubs | Tony Pollard | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 9.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 34.0, ""Harold Fannin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 12.0, ""Jonathon Brooks"": 6.0, ""Jordan Addison"": 4.0, ""Michael Wilson"": 11.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 23.0, ""Wan'Dale Robinson"": 4.0}"
bounded_replan,14,7,buy,True,,295.0,3.0,0,0,0,0,0,0,4.086118384385941,Adonai Mitchell | Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Braelon Allen | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Khalil Shakir | Patrick Mahomes | Sam LaPorta,"{""Adonai Mitchell"": 2.0, ""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Braelon Allen"": 3.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""Jordan Addison"": 4.0, ""Khalil Shakir"": 5.0, ""Patrick Mahomes"": 3.0, ""Sam LaPorta"": 6.0}"
bounded_replan,14,7,pass,True,,287.0,11.0,0,0,8,5,0,0,22.81931159139799,Bhayshul Tuten | Brian Thomas Jr. | Carnell Tate | Chase Brown | D'Andre Swift | Jacory Croskey-Merritt | Jahmyr Gibbs | Jakobi Meyers | Jayden Daniels | Marvin Harrison Jr. | Michael Wilson | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Carnell Tate"": 20.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 24.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""Jayden Daniels"": 11.0, ""Marvin Harrison Jr."": 15.0, ""Michael Wilson"": 11.0, ""Sam LaPorta"": 6.0, ""Tony Pollard"": 23.0}"
bounded_replan,14,8,buy,True,,295.0,3.0,0,0,0,0,0,0,6.085945984439263,Bhayshul Tuten | Bijan Robinson | Chase Brown | Denzel Boston | Jahmyr Gibbs | Jauan Jennings | Jaxson Dart | Jerry Jeudy | Jordan Addison | Kaytron Allen | Khalil Shakir | Kyle Pitts | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Denzel Boston"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jauan Jennings"": 2.0, ""Jaxson Dart"": 6.0, ""Jerry Jeudy"": 3.0, ""Jordan Addison"": 3.0, ""Kaytron Allen"": 2.0, ""Khalil Shakir"": 2.0, ""Kyle Pitts"": 12.0, ""Zach Charbonnet"": 2.0}"
bounded_replan,14,8,pass,True,,286.0,12.0,0,0,11,12,0,0,31.249605207260572,Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | J.K. Dobbins | Jahmyr Gibbs | Justin Herbert | Luther Burden III | Marvin Harrison Jr. | Michael Wilson | RJ Harvey | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 18.0, ""Chase Brown"": 34.0, ""Christian Watson"": 13.0, ""J.K. Dobbins"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Justin Herbert"": 3.0, ""Luther Burden III"": 27.0, ""Marvin Harrison Jr."": 16.0, ""Michael Wilson"": 9.0, ""RJ Harvey"": 10.0, ""Sam LaPorta"": 7.0, ""Tony Pollard"": 16.0}"
bounded_replan,14,9,buy,True,,293.0,5.0,0,0,0,0,0,0,4.647377906824545,Bhayshul Tuten | Bijan Robinson | Chase Brown | George Kittle | Isiah Pacheco | Jahmyr Gibbs | Jakobi Meyers | Josh Downs | Matthew Golden | Patrick Mahomes | Quentin Johnston | Tyrone Tracy Jr. | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""George Kittle"": 6.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Josh Downs"": 7.0, ""Matthew Golden"": 2.0, ""Patrick Mahomes"": 2.0, ""Quentin Johnston"": 4.0, ""Tyrone Tracy Jr."": 3.0, ""Xavier Worthy"": 2.0}"
bounded_replan,14,9,pass,True,,273.0,25.0,0,0,4,2,0,0,17.227710948882645,Bhayshul Tuten | Chase Brown | D'Andre Swift | DK Metcalf | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Lamar Jackson | Marvin Harrison Jr. | Matthew Golden | Quentin Johnston | Tony Pollard | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 34.0, ""DK Metcalf"": 7.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Lamar Jackson"": 10.0, ""Marvin Harrison Jr."": 9.0, ""Matthew Golden"": 2.0, ""Quentin Johnston"": 4.0, ""Tony Pollard"": 12.0, ""TreVeyon Henderson"": 29.0}"
bounded_replan,14,10,buy,True,,294.0,4.0,0,0,1,2,0,0,5.852016311562636,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Jauan Jennings | Josh Downs | Justin Herbert | Khalil Shakir | Kyle Pitts | Makai Lemon | Ryan Flournoy,"{""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jauan Jennings"": 2.0, ""Josh Downs"": 6.0, ""Justin Herbert"": 2.0, ""Khalil Shakir"": 3.0, ""Kyle Pitts"": 4.0, ""Makai Lemon"": 6.0, ""Ryan Flournoy"": 4.0}"
bounded_replan,14,10,pass,True,,295.0,3.0,0,0,6,6,0,0,30.69508837695048,Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | Emeka Egbuka | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | Josh Downs | Kyle Pitts | Lamar Jackson | RJ Harvey | Rhamondre Stevenson,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 20.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""Emeka Egbuka"": 36.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jaylen Warren"": 15.0, ""Josh Downs"": 6.0, ""Kyle Pitts"": 4.0, ""Lamar Jackson"": 14.0, ""RJ Harvey"": 7.0, ""Rhamondre Stevenson"": 14.0}"
bounded_replan,14,11,buy,True,,296.0,2.0,0,0,0,0,0,0,6.217419881029116,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | De'Zhaun Stribling | George Kittle | Ja'Kobi Lane | Jahmyr Gibbs | KC Concepcion | Kaelon Black | Matthew Golden | Parker Washington | Seth McGowan,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 4.0, ""George Kittle"": 6.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 3.0, ""Kaelon Black"": 2.0, ""Matthew Golden"": 6.0, ""Parker Washington"": 9.0, ""Seth McGowan"": 2.0}"
bounded_replan,14,11,pass,True,,296.0,2.0,0,0,4,5,1,0,111.18189682170166,A.J. Brown | Bhayshul Tuten | Bo Nix | CeeDee Lamb | Chase Brown | Ja'Kobi Lane | Jahmyr Gibbs | Jordan Addison | Kaelon Black | Matthew Golden | Seth McGowan | T.J. Hockenson | Tyrone Tracy Jr.,"{""A.J. Brown"": 43.0, ""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""CeeDee Lamb"": 72.0, ""Chase Brown"": 34.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 8.0, ""Kaelon Black"": 2.0, ""Matthew Golden"": 6.0, ""Seth McGowan"": 2.0, ""T.J. Hockenson"": 2.0, ""Tyrone Tracy Jr."": 2.0}"
bounded_replan,14,12,buy,True,,298.0,0.0,0,0,1,1,0,0,6.627355603125011,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Brian Robinson | Chase Brown | Chig Okonkwo | George Kittle | Ja'Kobi Lane | Jahmyr Gibbs | Jordan Addison | Patrick Mahomes | Romeo Doubs | Stefon Diggs,"{""Aaron Jones"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brian Robinson"": 2.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 3.0, ""George Kittle"": 7.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 3.0, ""Patrick Mahomes"": 4.0, ""Romeo Doubs"": 4.0, ""Stefon Diggs"": 6.0}"
bounded_replan,14,12,pass,True,,280.0,18.0,0,0,6,5,0,0,33.4065114653813,Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Dak Prescott | Jahmyr Gibbs | Jakobi Meyers | Jaylen Warren | Jordan Addison | Marvin Harrison Jr. | Sam LaPorta | Tee Higgins | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""DK Metcalf"": 15.0, ""Dak Prescott"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Jaylen Warren"": 19.0, ""Jordan Addison"": 3.0, ""Marvin Harrison Jr."": 16.0, ""Sam LaPorta"": 8.0, ""Tee Higgins"": 27.0, ""Tony Pollard"": 15.0}"
bounded_replan,14,13,buy,True,,297.0,1.0,0,0,3,3,0,0,7.289991385393819,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dak Prescott | Deebo Samuel Sr. | Harold Fannin Jr. | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Romeo Doubs | T.J. Hockenson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Dak Prescott"": 7.0, ""Deebo Samuel Sr."": 2.0, ""Harold Fannin Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 4.0, ""Jordan Addison"": 4.0, ""Romeo Doubs"": 3.0, ""T.J. Hockenson"": 6.0, ""Xavier Worthy"": 3.0}"
bounded_replan,14,13,pass,True,,283.0,15.0,0,0,9,7,0,0,25.03531887997366,Bhayshul Tuten | Chase Brown | Christian Watson | Courtland Sutton | DK Metcalf | Dak Prescott | Jahmyr Gibbs | Ladd McConkey | Marvin Harrison Jr. | Michael Wilson | RJ Harvey | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 11.0, ""Courtland Sutton"": 9.0, ""DK Metcalf"": 12.0, ""Dak Prescott"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Ladd McConkey"": 34.0, ""Marvin Harrison Jr."": 12.0, ""Michael Wilson"": 9.0, ""RJ Harvey"": 6.0, ""Sam LaPorta"": 11.0, ""Tony Pollard"": 17.0}"
bounded_replan,14,14,buy,True,,296.0,2.0,0,0,4,2,0,0,13.913498034280224,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | Deebo Samuel Sr. | Emanuel Wilson | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Josh Downs | Kenyon Sadiq | Makai Lemon | Michael Wilson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 3.0, ""Deebo Samuel Sr."": 4.0, ""Emanuel Wilson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 3.0, ""Kenyon Sadiq"": 2.0, ""Makai Lemon"": 2.0, ""Michael Wilson"": 11.0}"
bounded_replan,14,14,pass,True,,274.0,24.0,0,0,12,10,0,0,37.207487665895655,Aaron Jones | Bhayshul Tuten | Chase Brown | Dak Prescott | Davante Adams | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Ladd McConkey | Makai Lemon | Tee Higgins,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 3.0, ""Davante Adams"": 21.0, ""George Kittle"": 4.0, ""J.K. Dobbins"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jordan Addison"": 6.0, ""Ladd McConkey"": 32.0, ""Makai Lemon"": 2.0, ""Tee Higgins"": 32.0}"
bounded_replan,14,15,buy,True,,293.0,5.0,0,0,2,2,0,0,6.946937773597767,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Dylan Sampson | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Khalil Shakir | Matthew Golden | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 1.0, ""Deebo Samuel Sr."": 2.0, ""Dylan Sampson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 5.0, ""Khalil Shakir"": 4.0, ""Matthew Golden"": 5.0, ""Quentin Johnston"": 6.0}"
bounded_replan,14,15,pass,True,,259.0,39.0,0,0,13,16,1,0,86.87450996737473,Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | DK Metcalf | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Khalil Shakir | Kyle Pitts | Lamar Jackson | Rome Odunze | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 5.0, ""Khalil Shakir"": 4.0, ""Kyle Pitts"": 4.0, ""Lamar Jackson"": 17.0, ""Rome Odunze"": 24.0, ""Tony Pollard"": 12.0}"
bounded_replan,14,16,buy,True,,294.0,4.0,0,0,1,1,0,0,6.9545821711490134,Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | Jahmyr Gibbs | Jakobi Meyers | Justice Hill | Justin Herbert | KC Concepcion | Michael Wilson | Pat Freiermuth | Quentin Johnston | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Justice Hill"": 2.0, ""Justin Herbert"": 6.0, ""KC Concepcion"": 3.0, ""Michael Wilson"": 8.0, ""Pat Freiermuth"": 2.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 2.0}"
bounded_replan,14,16,pass,True,,261.0,37.0,0,0,13,10,0,0,39.927539004577625,Bhayshul Tuten | Chase Brown | DK Metcalf | Dak Prescott | Jahmyr Gibbs | Ladd McConkey | Marvin Harrison Jr. | Michael Wilson | Quentin Johnston | Rachaad White | Rico Dowdle | Romeo Doubs | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 10.0, ""Dak Prescott"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Ladd McConkey"": 31.0, ""Marvin Harrison Jr."": 11.0, ""Michael Wilson"": 8.0, ""Quentin Johnston"": 4.0, ""Rachaad White"": 8.0, ""Rico Dowdle"": 16.0, ""Romeo Doubs"": 2.0, ""Sam LaPorta"": 11.0}"
