arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_replan,14,0,buy,True,,298.0,0.0,0,0,0,0,0,0,4.613661598540773,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Chris Godwin Jr. | Denzel Boston | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Kyle Pitts | Mike Washington Jr. | Wan'Dale Robinson,"{""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Denzel Boston"": 2.0, ""George Kittle"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Kyle Pitts"": 4.0, ""Mike Washington Jr."": 2.0, ""Wan'Dale Robinson"": 8.0}"
bounded_replan,14,0,pass,True,,286.0,12.0,0,0,12,12,0,0,20.906212275152996,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | D'Andre Swift | DK Metcalf | Drake Maye | Jahmyr Gibbs | Jakobi Meyers | Kyle Pitts | Parker Washington | RJ Harvey | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Christian Watson"": 20.0, ""D'Andre Swift"": 33.0, ""DK Metcalf"": 9.0, ""Drake Maye"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Kyle Pitts"": 4.0, ""Parker Washington"": 13.0, ""RJ Harvey"": 12.0, ""Rico Dowdle"": 16.0}"
bounded_replan,14,1,buy,True,,295.0,3.0,0,0,0,0,0,0,2.74390547886577,Bhayshul Tuten | Bijan Robinson | Chase Brown | George Kittle | Ja'Kobi Lane | Jahmyr Gibbs | Jakobi Meyers | Jerry Jeudy | Jordan Addison | Josh Downs | Justin Herbert | Xavier Worthy | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""George Kittle"": 7.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jerry Jeudy"": 2.0, ""Jordan Addison"": 7.0, ""Josh Downs"": 3.0, ""Justin Herbert"": 2.0, ""Xavier Worthy"": 3.0, ""Zach Charbonnet"": 2.0}"
bounded_replan,14,1,pass,True,,252.0,46.0,0,0,13,12,0,0,39.33784209556535,Aaron Jones | Bhayshul Tuten | Chase Brown | Drake Maye | Jacory Croskey-Merritt | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Luther Burden III | Quentin Johnston | RJ Harvey | Sam LaPorta | Xavier Worthy,"{""Aaron Jones"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Drake Maye"": 14.0, ""Jacory Croskey-Merritt"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jameson Williams"": 15.0, ""Luther Burden III"": 21.0, ""Quentin Johnston"": 5.0, ""RJ Harvey"": 7.0, ""Sam LaPorta"": 13.0, ""Xavier Worthy"": 3.0}"
bounded_replan,14,2,buy,True,,294.0,4.0,0,0,2,3,0,0,5.761243312861666,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Khalil Shakir | Nicholas Singleton | Patrick Mahomes | Quentin Johnston | Romeo Doubs | Travis Kelce,"{""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 7.0, ""KC Concepcion"": 5.0, ""Khalil Shakir"": 5.0, ""Nicholas Singleton"": 2.0, ""Patrick Mahomes"": 5.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 2.0, ""Travis Kelce"": 2.0}"
bounded_replan,14,2,pass,True,,272.0,26.0,0,0,7,3,0,0,19.988059565095284,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Courtland Sutton | D'Andre Swift | DK Metcalf | Jahmyr Gibbs | Jayden Daniels | Michael Wilson | Quentin Johnston | Romeo Doubs | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 9.0, ""D'Andre Swift"": 28.0, ""DK Metcalf"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 16.0, ""Michael Wilson"": 8.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 2.0, ""Sam LaPorta"": 10.0, ""Tony Pollard"": 18.0}"
bounded_replan,14,3,buy,True,,291.0,7.0,0,0,3,1,0,0,6.082116180659682,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Devaughn Vele | Ja'Kobi Lane | Jahmyr Gibbs | Justin Herbert | Romeo Doubs | Samaje Perine | Travis Kelce | Wan'Dale Robinson,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Devaughn Vele"": 2.0, ""Ja'Kobi Lane"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Justin Herbert"": 6.0, ""Romeo Doubs"": 2.0, ""Samaje Perine"": 2.0, ""Travis Kelce"": 4.0, ""Wan'Dale Robinson"": 8.0}"
bounded_replan,14,3,pass,True,,275.0,23.0,0,0,6,3,0,0,31.30994139666609,Bhayshul Tuten | Chase Brown | DK Metcalf | Dak Prescott | Dalton Kincaid | Emeka Egbuka | Jahmyr Gibbs | Jaylen Warren | Michael Wilson | Parker Washington | RJ Harvey | Rhamondre Stevenson | Romeo Doubs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 15.0, ""Dak Prescott"": 8.0, ""Dalton Kincaid"": 2.0, ""Emeka Egbuka"": 37.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 14.0, ""Michael Wilson"": 7.0, ""Parker Washington"": 9.0, ""RJ Harvey"": 8.0, ""Rhamondre Stevenson"": 18.0, ""Romeo Doubs"": 2.0}"
bounded_replan,14,4,buy,True,,294.0,4.0,0,0,2,2,0,0,7.480621881669094,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | Jahmyr Gibbs | Jakobi Meyers | Jayden Reed | KC Concepcion | Makai Lemon | Travis Kelce | Xavier Worthy | Zach Charbonnet,"{""Alvin Kamara"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 4.0, ""Travis Kelce"": 2.0, ""Xavier Worthy"": 6.0, ""Zach Charbonnet"": 5.0}"
bounded_replan,14,4,pass,True,,270.0,28.0,0,0,14,12,0,0,31.07560178096071,Bhayshul Tuten | Carnell Tate | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jayden Daniels | Jayden Reed | Kyle Monangai | Luther Burden III | Marvin Harrison Jr. | Michael Pittman | Sam LaPorta | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 18.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 16.0, ""Jayden Reed"": 3.0, ""Kyle Monangai"": 4.0, ""Luther Burden III"": 25.0, ""Marvin Harrison Jr."": 12.0, ""Michael Pittman"": 7.0, ""Sam LaPorta"": 10.0, ""Tony Pollard"": 11.0}"
bounded_replan,14,5,buy,True,,292.0,6.0,0,0,2,4,0,0,6.5764930235345105,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Hunter Henry | Jahmyr Gibbs | Jauan Jennings | Jordan Addison | Jordan James | Jordan Love | Josh Downs | KC Concepcion | Makai Lemon,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Hunter Henry"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jauan Jennings"": 2.0, ""Jordan Addison"": 6.0, ""Jordan James"": 2.0, ""Jordan Love"": 2.0, ""Josh Downs"": 3.0, ""KC Concepcion"": 4.0, ""Makai Lemon"": 8.0}"
