arm,variation,branch,paths,completion_rate,mean_spend,mean_unused,median_unused,p90_unused,max_unused,mean_full_replans,mean_budget_replans,mean_bounded_triggers,mean_bounded_swaps,mean_bounded_rebuilds,mean_guard_rejections
baseline,0,buy,48,0.9791666666666666,251.06382978723406,46.93617021276596,48.0,67.19999999999999,87.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,0,pass,48,1.0,198.29166666666666,99.70833333333333,106.0,137.3,160.0,0.0,0.0,0.0,0.0,0.0,0.0
