arm,variation,branch,paths,completion_rate,mean_spend,mean_unused,median_unused,p90_unused,max_unused,mean_full_replans,mean_budget_replans,mean_bounded_triggers,mean_bounded_swaps,mean_bounded_rebuilds,mean_guard_rejections
bounded_replan,0,buy,48,1.0,279.7291666666667,18.270833333333332,16.0,34.400000000000034,47.0,0.0,0.0,9.020833333333334,8.3125,0.041666666666666664,0.0
bounded_replan,0,pass,48,1.0,268.5833333333333,29.416666666666668,29.5,48.20000000000002,81.0,0.0,0.0,12.3125,11.3125,0.16666666666666666,0.0
