arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
baseline,14,0,buy,True,,259.0,39.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jameson Williams | Josh Allen | Kenyon Sadiq | Quentin Johnston | Rashid Shaheed | Tony Pollard | Tyler Allgeier | Woody Marks,"{""Alec Pierce"": 14.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 23.0, ""Josh Allen"": 34.0, ""Kenyon Sadiq"": 2.0, ""Quentin Johnston"": 8.0, ""Rashid Shaheed"": 2.0, ""Tony Pollard"": 12.0, ""Tyler Allgeier"": 2.0, ""Woody Marks"": 3.0}"
baseline,14,17,pass,True,,269.0,29.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Jalen Hurts | Jalen Nailor | Jameson Williams | Jordan Mason | Kyren Williams | Mark Andrews | Quentin Johnston | Rashid Shaheed,"{""Amon-Ra St. Brown"": 71.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""D'Andre Swift"": 34.0, ""Jalen Hurts"": 8.0, ""Jalen Nailor"": 2.0, ""Jameson Williams"": 20.0, ""Jordan Mason"": 7.0, ""Kyren Williams"": 52.0, ""Mark Andrews"": 9.0, ""Quentin Johnston"": 10.0, ""Rashid Shaheed"": 3.0}"
baseline,14,18,buy,True,,279.0,19.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | Jahmyr Gibbs | Jameson Williams | KC Concepcion | Kyren Williams | Marvin Harrison Jr. | Quentin Johnston | Rashid Shaheed | Tony Pollard | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""KC Concepcion"": 6.0, ""Kyren Williams"": 42.0, ""Marvin Harrison Jr."": 17.0, ""Quentin Johnston"": 12.0, ""Rashid Shaheed"": 2.0, ""Tony Pollard"": 19.0, ""Trevor Lawrence"": 5.0}"
baseline,14,18,pass,True,,241.0,57.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | Jalen Hurts | Jameson Williams | KC Concepcion | Kyle Monangai | Kyren Williams | Quentin Johnston | Tony Pollard | Zach Charbonnet,"{""Amon-Ra St. Brown"": 73.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Dalton Kincaid"": 2.0, ""Jalen Hurts"": 14.0, ""Jameson Williams"": 16.0, ""KC Concepcion"": 6.0, ""Kyle Monangai"": 4.0, ""Kyren Williams"": 42.0, ""Quentin Johnston"": 12.0, ""Tony Pollard"": 19.0, ""Zach Charbonnet"": 5.0}"
baseline,14,19,buy,True,,218.0,80.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Blake Corum | Caleb Williams | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | Dalton Schultz | Deebo Samuel Sr. | Jahmyr Gibbs | Jameson Williams | KC Concepcion | Kyle Monangai | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Blake Corum"": 6.0, ""Caleb Williams"": 3.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""Dalton Kincaid"": 3.0, ""Dalton Schultz"": 2.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 24.0, ""KC Concepcion"": 4.0, ""Kyle Monangai"": 6.0, ""Quentin Johnston"": 8.0}"
baseline,14,19,pass,True,,198.0,100.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | Dalton Schultz | Jalen Hurts | Jameson Williams | Jaydon Blue | KC Concepcion | Kyle Monangai | Quentin Johnston | Zach Charbonnet,"{""Amon-Ra St. Brown"": 82.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""Dalton Kincaid"": 3.0, ""Dalton Schultz"": 2.0, ""Jalen Hurts"": 14.0, ""Jameson Williams"": 24.0, ""Jaydon Blue"": 2.0, ""KC Concepcion"": 4.0, ""Kyle Monangai"": 6.0, ""Quentin Johnston"": 8.0, ""Zach Charbonnet"": 3.0}"
baseline,14,20,buy,True,,235.0,63.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dak Prescott | Jahmyr Gibbs | Jake Ferguson | Jameson Williams | Jayden Reed | Jordan Mason | KC Concepcion | Omar Cooper Jr. | Quentin Johnston | RJ Harvey,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 10.0, ""Dak Prescott"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 4.0, ""Jameson Williams"": 23.0, ""Jayden Reed"": 3.0, ""Jordan Mason"": 5.0, ""KC Concepcion"": 3.0, ""Omar Cooper Jr."": 2.0, ""Quentin Johnston"": 10.0, ""RJ Harvey"": 10.0}"
baseline,14,20,pass,True,,241.0,57.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | D'Andre Swift | Jake Ferguson | Jalen Hurts | Jameson Williams | Jayden Reed | Jordan Mason | Omar Cooper Jr. | Quentin Johnston | RJ Harvey,"{""Amon-Ra St. Brown"": 84.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 10.0, ""D'Andre Swift"": 36.0, ""Jake Ferguson"": 4.0, ""Jalen Hurts"": 9.0, ""Jameson Williams"": 23.0, ""Jayden Reed"": 3.0, ""Jordan Mason"": 5.0, ""Omar Cooper Jr."": 2.0, ""Quentin Johnston"": 10.0, ""RJ Harvey"": 10.0}"
baseline,14,21,buy,True,,259.0,39.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | Jahmyr Gibbs | Jauan Jennings | Jayden Reed | Joe Burrow | KC Concepcion | Kenny Gainwell | Kyren Williams | Rachaad White | Rashid Shaheed,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 10.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jauan Jennings"": 2.0, ""Jayden Reed"": 8.0, ""Joe Burrow"": 19.0, ""KC Concepcion"": 3.0, ""Kenny Gainwell"": 5.0, ""Kyren Williams"": 47.0, ""Rachaad White"": 5.0, ""Rashid Shaheed"": 3.0}"
baseline,14,21,pass,True,,251.0,47.0,0,0,0,0,0,0,0.0,Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | D'Andre Swift | Dalton Kincaid | J.K. Dobbins | Jauan Jennings | Jaxson Dart | Jayden Reed | KC Concepcion | Kenny Gainwell | Kyren Williams | Rashid Shaheed,"{""Amon-Ra St. Brown"": 81.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 28.0, ""Dalton Kincaid"": 2.0, ""J.K. Dobbins"": 25.0, ""Jauan Jennings"": 2.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 8.0, ""KC Concepcion"": 3.0, ""Kenny Gainwell"": 5.0, ""Kyren Williams"": 47.0, ""Rashid Shaheed"": 3.0}"
baseline,14,22,buy,True,,243.0,55.0,0,0,0,0,0,0,0.0,Aaron Jones | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Courtland Sutton | Dylan Sampson | George Kittle | Jahmyr Gibbs | KC Concepcion | Quentin Johnston | Tee Higgins | Trevor Lawrence | Zachariah Branch,"{""Aaron Jones"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Courtland Sutton"": 19.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 4.0, ""Quentin Johnston"": 5.0, ""Tee Higgins"": 40.0, ""Trevor Lawrence"": 6.0, ""Zachariah Branch"": 2.0}"
baseline,14,22,pass,True,,241.0,57.0,0,0,0,0,0,0,0.0,Aaron Jones | Amon-Ra St. Brown | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Courtland Sutton | D'Andre Swift | Dylan Sampson | George Kittle | Jalen Hurts | Ladd McConkey | Quentin Johnston | Zachariah Branch,"{""Aaron Jones"": 4.0, ""Amon-Ra St. Brown"": 77.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Courtland Sutton"": 19.0, ""D'Andre Swift"": 36.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 2.0, ""Jalen Hurts"": 15.0, ""Ladd McConkey"": 30.0, ""Quentin Johnston"": 5.0, ""Zachariah Branch"": 2.0}"
baseline,14,23,buy,True,,266.0,32.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | Dalton Kincaid | Demond Claiborne | Harold Fannin Jr. | Jahmyr Gibbs | Jaylin Noel | Jordan Addison | KC Concepcion | Kyren Williams | Quentin Johnston | Rico Dowdle,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 9.0, ""Demond Claiborne"": 2.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jaylin Noel"": 2.0, ""Jordan Addison"": 9.0, ""KC Concepcion"": 6.0, ""Kyren Williams"": 54.0, ""Quentin Johnston"": 5.0, ""Rico Dowdle"": 11.0}"
baseline,14,23,pass,True,,208.0,90.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Caleb Williams | Chase Brown | D'Andre Swift | Demond Claiborne | Harold Fannin Jr. | Jaylen Waddle | Jaylin Noel | KC Concepcion | Keaton Mitchell | Kyren Williams | Quentin Johnston | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Caleb Williams"": 5.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 34.0, ""Demond Claiborne"": 2.0, ""Harold Fannin Jr."": 11.0, ""Jaylen Waddle"": 32.0, ""Jaylin Noel"": 2.0, ""KC Concepcion"": 6.0, ""Keaton Mitchell"": 4.0, ""Kyren Williams"": 54.0, ""Quentin Johnston"": 5.0, ""Stefon Diggs"": 8.0}"
baseline,14,24,buy,True,,262.0,36.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Emeka Egbuka | Jahmyr Gibbs | Jameson Williams | Kaelon Black | Makai Lemon | Michael Wilson | Romeo Doubs | Tony Pollard | Travis Kelce | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 6.0, ""Emeka Egbuka"": 25.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 25.0, ""Kaelon Black"": 2.0, ""Makai Lemon"": 8.0, ""Michael Wilson"": 7.0, ""Romeo Doubs"": 2.0, ""Tony Pollard"": 27.0, ""Travis Kelce"": 2.0, ""Zach Charbonnet"": 3.0}"
baseline,14,24,pass,True,,207.0,91.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | David Montgomery | Emeka Egbuka | Jameson Williams | Kaelon Black | Makai Lemon | Michael Wilson | Romeo Doubs | Terrance Ferguson | Trey McBride | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 6.0, ""David Montgomery"": 30.0, ""Emeka Egbuka"": 25.0, ""Jameson Williams"": 25.0, ""Kaelon Black"": 2.0, ""Makai Lemon"": 8.0, ""Michael Wilson"": 7.0, ""Romeo Doubs"": 2.0, ""Terrance Ferguson"": 3.0, ""Trey McBride"": 51.0, ""Zach Charbonnet"": 3.0}"
baseline,14,25,buy,True,,244.0,54.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | DK Metcalf | George Kittle | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Khalil Shakir | Makai Lemon | Rome Odunze | Sean Tucker | Tyjae Spears,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 9.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 22.0, ""Jaylen Warren"": 22.0, ""Khalil Shakir"": 3.0, ""Makai Lemon"": 3.0, ""Rome Odunze"": 22.0, ""Sean Tucker"": 2.0, ""Tyjae Spears"": 2.0}"
baseline,14,25,pass,True,,168.0,130.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Chase Brown | David Montgomery | Emeka Egbuka | George Kittle | Jameson Williams | Khalil Shakir | Makai Lemon | Rome Odunze | Sean Tucker | Tyjae Spears | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""David Montgomery"": 32.0, ""Emeka Egbuka"": 30.0, ""George Kittle"": 2.0, ""Jameson Williams"": 22.0, ""Khalil Shakir"": 3.0, ""Makai Lemon"": 3.0, ""Rome Odunze"": 22.0, ""Sean Tucker"": 2.0, ""Tyjae Spears"": 2.0, ""Tyrone Tracy Jr."": 3.0}"
baseline,14,26,buy,True,,285.0,13.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Dalton Kincaid | Germie Bernard | Jahmyr Gibbs | Jaylen Warren | Kaelon Black | Makai Lemon | Michael Wilson | Rome Odunze | Terry McLaurin | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Dalton Kincaid"": 2.0, ""Germie Bernard"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 21.0, ""Kaelon Black"": 2.0, ""Makai Lemon"": 14.0, ""Michael Wilson"": 13.0, ""Rome Odunze"": 27.0, ""Terry McLaurin"": 34.0, ""Xavier Worthy"": 6.0}"
baseline,14,26,pass,True,,187.0,111.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Dalton Kincaid | David Montgomery | Germie Bernard | Kaelon Black | Makai Lemon | Malik Nabers | MarShawn Lloyd | Michael Wilson | Rome Odunze | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Dalton Kincaid"": 2.0, ""David Montgomery"": 26.0, ""Germie Bernard"": 3.0, ""Kaelon Black"": 2.0, ""Makai Lemon"": 14.0, ""Malik Nabers"": 39.0, ""MarShawn Lloyd"": 2.0, ""Michael Wilson"": 13.0, ""Rome Odunze"": 27.0, ""Xavier Worthy"": 6.0}"
baseline,14,27,buy,True,,263.0,35.0,0,0,0,0,0,0,0.0,Alec Pierce | Bhayshul Tuten | Bo Nix | Carnell Tate | Chase Brown | Dalton Kincaid | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Makai Lemon | Terry McLaurin | Xavier Worthy | Zach Charbonnet,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Carnell Tate"": 21.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""J.K. Dobbins"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 15.0, ""Makai Lemon"": 8.0, ""Terry McLaurin"": 38.0, ""Xavier Worthy"": 2.0, ""Zach Charbonnet"": 4.0}"
baseline,14,27,pass,True,,232.0,66.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Bo Nix | Carnell Tate | Chase Brown | Dalton Kincaid | David Montgomery | DeVonta Smith | Isiah Pacheco | J.K. Dobbins | Jameson Williams | Puka Nacua | Tyjae Spears | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Carnell Tate"": 21.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""David Montgomery"": 31.0, ""DeVonta Smith"": 28.0, ""Isiah Pacheco"": 2.0, ""J.K. Dobbins"": 8.0, ""Jameson Williams"": 15.0, ""Puka Nacua"": 74.0, ""Tyjae Spears"": 2.0, ""Xavier Worthy"": 2.0}"
baseline,14,28,buy,True,,214.0,84.0,0,0,0,0,0,0,0.0,Alec Pierce | Antonio Williams | Bhayshul Tuten | Chase Brown | Dak Prescott | Isaiah Likely | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Makai Lemon | RJ Harvey | Ray Davis | Romeo Doubs,"{""Alec Pierce"": 6.0, ""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Isaiah Likely"": 2.0, ""J.K. Dobbins"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Makai Lemon"": 7.0, ""RJ Harvey"": 6.0, ""Ray Davis"": 2.0, ""Romeo Doubs"": 2.0}"
baseline,14,28,pass,True,,147.0,151.0,0,0,0,0,0,0,0.0,Alec Pierce | Antonio Williams | Bhayshul Tuten | Chase Brown | Chig Okonkwo | Dak Prescott | David Montgomery | Isaiah Likely | Jakobi Meyers | Jameson Williams | RJ Harvey | Ray Davis | Romeo Doubs,"{""Alec Pierce"": 6.0, ""Antonio Williams"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 7.0, ""Dak Prescott"": 8.0, ""David Montgomery"": 37.0, ""Isaiah Likely"": 2.0, ""Jakobi Meyers"": 12.0, ""Jameson Williams"": 18.0, ""RJ Harvey"": 6.0, ""Ray Davis"": 2.0, ""Romeo Doubs"": 2.0}"
baseline,14,29,buy,True,,247.0,51.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | Isaiah Likely | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Makai Lemon | Mark Andrews | Marvin Harrison Jr. | Rome Odunze | Wan'Dale Robinson | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 5.0, ""Isaiah Likely"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Jaylen Warren"": 22.0, ""Makai Lemon"": 3.0, ""Mark Andrews"": 7.0, ""Marvin Harrison Jr."": 11.0, ""Rome Odunze"": 18.0, ""Wan'Dale Robinson"": 4.0, ""Zach Charbonnet"": 4.0}"
baseline,14,29,pass,True,,180.0,118.0,0,0,0,0,0,0,0.0,Bhayshul Tuten | Chase Brown | Dak Prescott | David Montgomery | Emeka Egbuka | Isaiah Likely | Jameson Williams | Mark Andrews | Marvin Harrison Jr. | Omar Cooper Jr. | Rome Odunze | Sean Tucker | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 5.0, ""David Montgomery"": 39.0, ""Emeka Egbuka"": 29.0, ""Isaiah Likely"": 2.0, ""Jameson Williams"": 16.0, ""Mark Andrews"": 7.0, ""Marvin Harrison Jr."": 11.0, ""Omar Cooper Jr."": 2.0, ""Rome Odunze"": 18.0, ""Sean Tucker"": 2.0, ""Wan'Dale Robinson"": 4.0}"
baseline,14,30,buy,True,,250.0,48.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Brock Purdy | Chase Brown | Isiah Pacheco | Jahmyr Gibbs | Jameson Williams | Jaylin Noel | Kyle Pitts | Makai Lemon | Marvin Harrison Jr. | Michael Pittman | Rome Odunze,"{""Alvin Kamara"": 4.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Isiah Pacheco"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 25.0, ""Jaylin Noel"": 2.0, ""Kyle Pitts"": 7.0, ""Makai Lemon"": 3.0, ""Marvin Harrison Jr."": 18.0, ""Michael Pittman"": 5.0, ""Rome Odunze"": 27.0}"
baseline,14,30,pass,True,,194.0,104.0,0,0,0,0,0,0,0.0,Alvin Kamara | Bhayshul Tuten | Brock Purdy | Chase Brown | Chris Olave | D'Andre Swift | Isiah Pacheco | Jameson Williams | Jaylin Noel | Kyle Pitts | Makai Lemon | Michael Pittman | Rome Odunze,"{""Alvin Kamara"": 4.0, ""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Chris Olave"": 45.0, ""D'Andre Swift"": 27.0, ""Isiah Pacheco"": 2.0, ""Jameson Williams"": 25.0, ""Jaylin Noel"": 2.0, ""Kyle Pitts"": 7.0, ""Makai Lemon"": 3.0, ""Michael Pittman"": 5.0, ""Rome Odunze"": 27.0}"
baseline,14,31,buy,True,,257.0,41.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Chase Brown | Dak Prescott | Jahmyr Gibbs | Jameson Williams | Ladd McConkey | Marvin Harrison Jr. | Ray Davis | Rhamondre Stevenson | Romeo Doubs | Travis Kelce | Zach Charbonnet,"{""Adonai Mitchell"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Ladd McConkey"": 25.0, ""Marvin Harrison Jr."": 19.0, ""Ray Davis"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Romeo Doubs"": 2.0, ""Travis Kelce"": 2.0, ""Zach Charbonnet"": 4.0}"
baseline,14,31,pass,True,,244.0,54.0,0,0,0,0,0,0,0.0,Adonai Mitchell | Bhayshul Tuten | Chase Brown | Dak Prescott | Jameson Williams | Jonathan Taylor | Ladd McConkey | Marvin Harrison Jr. | Ray Davis | Rhamondre Stevenson | Romeo Doubs | Travis Kelce | Ty Johnson,"{""Adonai Mitchell"": 4.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 3.0, ""Jameson Williams"": 19.0, ""Jonathan Taylor"": 97.0, ""Ladd McConkey"": 25.0, ""Marvin Harrison Jr."": 19.0, ""Ray Davis"": 2.0, ""Rhamondre Stevenson"": 22.0, ""Romeo Doubs"": 2.0, ""Travis Kelce"": 2.0, ""Ty Johnson"": 4.0}"
