year,player_key,player_v1,pos_v1,pred_fp_per_game_v1,point_salary_v1,salary_model_matched_v1,player_v5,pos_v5,pred_fp_per_game_v5,point_salary_v5,salary_model_matched_v5,point_salary_shift_v5_minus_v1
2022,aaronjones,Aaron Jones,RB,13.398380279541016,73.73779,True,Aaron Jones,RB,13.398380279541016,68.75963,True,-4.978160000000003
2022,aaronrodgers,Aaron Rodgers,QB,18.130952835083008,5.418616,True,Aaron Rodgers,QB,18.130952835083008,5.8911514,True,0.47253539999999994
2022,abramsmith,Abram Smith,RB,6.306136608123779,1.0,False,Abram Smith,RB,6.306136608123779,1.0,False,0.0
2022,adamthielen,Adam Thielen,WR,10.604836463928224,19.850597,True,Adam Thielen,WR,10.604836463928224,18.039387,True,-1.811209999999999
2022,adamtrautman,Adam Trautman,TE,6.530933856964111,1.0,True,Adam Trautman,TE,6.530933856964111,1.0,True,0.0
2022,ajbrown,Aj Brown,WR,11.94201374053955,55.64804,True,Aj Brown,WR,11.94201374053955,52.78397,True,-2.8640700000000052
2022,ajdillon,Aj Dillon,RB,10.621748924255373,20.500694,True,Aj Dillon,RB,10.621748924255373,19.375717,True,-1.1249769999999977
2022,ajgreen,Aj Green,WR,8.239962577819824,1.0,True,Aj Green,WR,8.239962577819824,1.0,True,0.0
2022,albertokwuegbunam,Albert Okwuegbunam,TE,7.163317680358887,1.0,True,Albert Okwuegbunam,TE,7.163317680358887,1.0,True,0.0
2022,alecpierce,Alec Pierce,WR,6.653608322143555,1.9936956,True,Alec Pierce,WR,6.653608322143555,1.8818958,True,-0.1117998
2022,alexandermattison,Alexander Mattison,RB,8.616082191467285,3.0997963,True,Alexander Mattison,RB,8.616082191467285,2.362402,True,-0.7373943000000001
2022,allenlazard,Allen Lazard,WR,8.974535942077637,12.5085945,True,Allen Lazard,WR,8.974535942077637,11.97172,True,-0.5368744999999997
2022,alvinkamara,Alvin Kamara,RB,13.856033325195312,91.90034,True,Alvin Kamara,RB,13.856033325195312,89.59131,True,-2.309030000000007
2022,amaricooper,Amari Cooper,WR,10.31868839263916,19.29012,True,Amari Cooper,WR,10.31868839263916,17.634884,True,-1.6552360000000022
2022,amarirodgers,Amari Rodgers,WR,7.209855079650879,1.0,True,Amari Rodgers,WR,7.209855079650879,1.0,True,0.0
2022,austinhooper,Austin Hooper,TE,6.908958435058594,1.0,True,Austin Hooper,TE,6.908958435058594,1.0,True,0.0
2022,bakermayfield,Baker Mayfield,QB,14.359182357788086,1.0,True,Baker Mayfield,QB,14.359182357788086,1.0,True,0.0
2022,bennysnell,Benny Snell,RB,6.416409492492676,1.0,False,Benny Snell,RB,6.416409492492676,1.0,False,0.0
2022,bostonscott,Boston Scott,RB,6.847029209136963,1.0,True,Boston Scott,RB,6.847029209136963,1.0,True,0.0
2022,brandincooks,Brandin Cooks,WR,10.482514381408691,39.99955,True,Brandin Cooks,WR,10.482514381408691,38.37406,True,-1.6254899999999992
2022,brandonaiyuk,Brandon Aiyuk,WR,9.455514907836914,11.814362,True,Brandon Aiyuk,WR,9.455514907836914,11.3007965,True,-0.5135654999999986
2022,braxtonberrios,Braxton Berrios,WR,7.547566413879394,1.0,True,Braxton Berrios,WR,7.547566413879394,1.0,True,0.0
2022,breecehall,Breece Hall,RB,14.028142929077148,48.02575,True,Breece Hall,RB,14.028142929077148,48.015816,True,-0.00993400000000122
2022,brevinjordan,Brevin Jordan,TE,6.908616065979004,1.0,True,Brevin Jordan,TE,6.908616065979004,1.0,True,0.0
2022,brianrobinson,Brian Robinson,RB,7.117944240570068,1.81779,True,Brian Robinson,RB,7.117944240570068,3.3378851,True,1.5200950999999998
2022,bryanedwards,Bryan Edwards,WR,7.607735633850098,1.0,True,Bryan Edwards,WR,7.607735633850098,1.0,True,0.0
2022,byronpringle,Byron Pringle,WR,7.625349044799805,1.0,True,Byron Pringle,WR,7.625349044799805,1.0,True,0.0
2022,cadeotton,Cade Otton,TE,5.9617204666137695,1.0,False,Cade Otton,TE,5.9617204666137695,1.0,False,0.0
