period,player_years,empirical_le_q5,empirical_le_q10,empirical_le_q25,empirical_le_q75,empirical_le_q90,empirical_le_q95,central_80_coverage,central_90_coverage
all_years,527,0.051233396584440226,0.07969639468690702,0.20683111954459202,0.7248576850094877,0.8747628083491461,0.9335863377609108,0.7950664136622391,0.8823529411764706
development_2021_2024,389,0.05141388174807198,0.07969151670951156,0.21079691516709512,0.6838046272493573,0.8586118251928021,0.9357326478149101,0.7789203084832905,0.884318766066838
replay_development_2022_2024,389,0.05141388174807198,0.07969151670951156,0.21079691516709512,0.6838046272493573,0.8586118251928021,0.9357326478149101,0.7789203084832905,0.884318766066838
temporal_check_2025,138,0.050724637681159424,0.07971014492753623,0.1956521739130435,0.8405797101449275,0.9202898550724637,0.927536231884058,0.8405797101449275,0.8768115942028986
2022,126,0.023809523809523808,0.047619047619047616,0.19047619047619047,0.6825396825396826,0.8650793650793651,0.9285714285714286,0.8174603174603174,0.9047619047619048
2023,131,0.05343511450381679,0.07633587786259542,0.1984732824427481,0.7175572519083969,0.8549618320610687,0.9312977099236641,0.7786259541984732,0.8778625954198473
2024,132,0.07575757575757576,0.11363636363636363,0.24242424242424243,0.6515151515151515,0.8560606060606061,0.946969696969697,0.7424242424242424,0.8712121212121212
2025,138,0.050724637681159424,0.07971014492753623,0.1956521739130435,0.8405797101449275,0.9202898550724637,0.927536231884058,0.8405797101449275,0.8768115942028986
