policy,seasons,forced_option_count,forced_young_count,candidate_attempts,reoptimization_refine_swaps,starter_changes_vs_control,bench_changes_vs_control,roster_changes_vs_control,forecast_salary_spend,unspent_budget,starter_forecast_spend,bench_forecast_spend,starter_projected_ppg_sum,starter_raw_actual_points,starter_forecast_ev,starter_forecast_p10,starter_forecast_p90,top3_spend_share,current_construction_delta,forecast_ev,forecast_p10,forecast_p90,actual_points,drafted_only_points,actual_waiver_starts,actual_playoff_points,predicted_expected_best_surplus,predicted_probability_any_hit,predicted_probability_any_10,predicted_probability_any_20,actual_best_keeper_surplus,actual_any_keeper_hit_10,actual_any_keeper_hit_20,actual_best_future_ppg
control,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.2408142089844,0.759185791015625,243.05667114257812,54.18412780761719,105.19218444824219,1078.219970703125,1580.454345703125,1429.669189453125,1737.0660400390625,0.5576688051223755,0.0,1650.02490234375,1505.704833984375,1803.77978515625,1571.8399658203125,1359.419921875,32.0,378.739990234375,36.456128264855415,0.76,0.716,0.68,0.0,0.0,0.0,8.608333587646484
reinvest_k1,1,1.0,1.0,4.0,0.0,5.0,4.0,9.0,294.4754333496094,3.524566650390625,258.4637451171875,36.01168441772461,105.35071659088135,1133.1199951171875,1573.8148193359375,1416.7889404296875,1757.572021484375,0.5380871891975403,205.608642578125,1645.1793212890625,1472.5594482421875,1824.8145751953125,1644.7000732421875,1630.52001953125,29.0,418.8800048828125,36.496850117067595,0.796,0.692,0.644,66.1335906681779,1.0,1.0,13.986665725708008
reinvest_k2,1,2.0,2.0,8.0,2.0,5.0,4.0,8.0,296.2532043457031,1.746795654296875,255.69839477539062,40.55479431152344,104.75448894500732,1190.619873046875,1571.76220703125,1419.08154296875,1729.8685302734375,0.534858226776123,208.71630859375,1641.2218017578125,1481.5020751953125,1804.352294921875,1584.699951171875,1585.820068359375,38.0,393.3800048828125,47.35718885549724,0.86,0.756,0.736,66.1335906681779,1.0,1.0,13.986665725708008
reinvest_k3,1,3.0,3.0,12.0,4.0,5.0,5.0,9.0,294.4754333496094,3.524566650390625,264.3895568847656,30.08588218688965,108.7959566116333,1197.02001953125,1633.251953125,1464.690185546875,1801.812744140625,0.6494356989860535,240.3189697265625,1697.2574462890625,1525.5126953125,1853.18994140625,1575.0,1613.820068359375,31.0,427.4800109863281,48.48487604805568,0.852,0.76,0.716,66.1335906681779,1.0,1.0,13.986665725708008
