league,model_family,candidate_id,candidate_source,origin,rows,rmse,parameters_json
beta,conditional_ppg_lightgbm_expanded,4,original,2020,409,3.12618986524442,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,5,original,2020,409,3.1133244009393506,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,6,original,2020,409,3.1795063096512135,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,7,original,2020,409,3.1193053502955372,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,8,expanded,2020,409,3.1204033420040305,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,9,expanded,2020,409,3.121335381755537,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,10,expanded,2020,409,3.123941739145398,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,11,expanded,2020,409,3.1279633086295533,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,12,expanded,2020,409,3.1286408896733593,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,13,expanded,2020,409,3.122987787345948,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,14,expanded,2020,409,3.121175815849995,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,15,expanded,2020,409,3.1376280430395886,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,0,original,2021,413,2.825686160291216,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,1,original,2021,413,2.8044595041289395,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,2,original,2021,413,2.820786981915348,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,3,original,2021,413,2.8075500626626373,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,4,original,2021,413,2.8114396381038147,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,5,original,2021,413,2.8367738958425956,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,6,original,2021,413,2.8114386489206384,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,7,original,2021,413,2.808792731392867,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,8,expanded,2021,413,2.81224518774926,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,9,expanded,2021,413,2.816819790849455,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,10,expanded,2021,413,2.8164804059082824,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,11,expanded,2021,413,2.811951671151239,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,12,expanded,2021,413,2.8075620362013387,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,13,expanded,2021,413,2.8079647723350036,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,14,expanded,2021,413,2.806378109066805,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,15,expanded,2021,413,2.8069626575288247,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,0,original,2022,422,2.6706166400894444,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,1,original,2022,422,2.626831721913677,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,2,original,2022,422,2.6220930546866983,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,3,original,2022,422,2.6327777316142473,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,4,original,2022,422,2.6451349819168533,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,5,original,2022,422,2.6651162282557164,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,6,original,2022,422,2.6764813718428133,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,7,original,2022,422,2.6205155731584613,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,8,expanded,2022,422,2.619318492239842,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,9,expanded,2022,422,2.621518021988494,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,10,expanded,2022,422,2.620369053443029,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,11,expanded,2022,422,2.6224635307440844,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
beta,conditional_ppg_lightgbm_expanded,12,expanded,2022,422,2.648476962522906,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,13,expanded,2022,422,2.6467653865409,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,14,expanded,2022,422,2.6464640993964292,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_lightgbm_expanded,15,expanded,2022,422,2.649850123883158,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
beta,conditional_ppg_catboost_expanded,0,original,2013,299,3.6325383478554047,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,1,original,2013,299,3.6227582258413196,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,2,original,2013,299,3.6229342697414033,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,3,original,2013,299,3.623530493918445,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,4,original,2013,299,3.6220892291306637,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,5,original,2013,299,3.6652902190060788,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,6,original,2013,299,3.6161574318548886,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,7,original,2013,299,3.6403220561994685,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,8,expanded,2013,299,3.6305447811450304,"{""depth"": 5, ""iterations"": 900, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.01, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,9,expanded,2013,299,3.6255704408086102,"{""depth"": 5, ""iterations"": 450, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.02, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,10,expanded,2013,299,3.6446957418774,"{""depth"": 5, ""iterations"": 180, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.05, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,11,expanded,2013,299,3.635636865535726,"{""depth"": 5, ""iterations"": 120, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.075, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,12,expanded,2013,299,3.6173839278477766,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,13,expanded,2013,299,3.665690933245759,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,14,expanded,2013,299,3.6716076083447304,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,15,expanded,2013,299,3.7065995763480433,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,0,original,2014,376,3.2211960402406956,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,1,original,2014,376,3.243001335817398,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,2,original,2014,376,3.257427024339739,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,3,original,2014,376,3.279014673838457,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,4,original,2014,376,3.1687587843677694,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,5,original,2014,376,3.198740301362338,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,6,original,2014,376,3.214211555779732,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,7,original,2014,376,3.2362691281618625,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,8,expanded,2014,376,3.18593300754302,"{""depth"": 5, ""iterations"": 900, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.01, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,9,expanded,2014,376,3.1919281672648063,"{""depth"": 5, ""iterations"": 450, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.02, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,10,expanded,2014,376,3.206677763730424,"{""depth"": 5, ""iterations"": 180, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.05, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,11,expanded,2014,376,3.200772928861122,"{""depth"": 5, ""iterations"": 120, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.075, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,12,expanded,2014,376,3.188268728184851,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,13,expanded,2014,376,3.1894609429924508,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,14,expanded,2014,376,3.2174543182324857,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,15,expanded,2014,376,3.2066565303874346,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,0,original,2015,395,3.5713655633961596,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,1,original,2015,395,3.5443245878568397,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,2,original,2015,395,3.5415294524711705,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,3,original,2015,395,3.5316795056429533,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,4,original,2015,395,3.595290013139615,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,5,original,2015,395,3.575721653573239,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,6,original,2015,395,3.580035466504373,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,7,original,2015,395,3.5620072062060295,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,8,expanded,2015,395,3.5903660295360447,"{""depth"": 5, ""iterations"": 900, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.01, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,9,expanded,2015,395,3.6051385915012673,"{""depth"": 5, ""iterations"": 450, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.02, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,10,expanded,2015,395,3.6116111156172273,"{""depth"": 5, ""iterations"": 180, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.05, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,11,expanded,2015,395,3.6112914989843543,"{""depth"": 5, ""iterations"": 120, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.075, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,12,expanded,2015,395,3.6110287591545744,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,13,expanded,2015,395,3.6386692501476476,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,14,expanded,2015,395,3.621049569216942,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,15,expanded,2015,395,3.692044889994586,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,0,original,2016,369,3.0728986680162405,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,1,original,2016,369,3.089193547140833,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,2,original,2016,369,3.066920681177979,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,3,original,2016,369,3.0980837444159266,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,4,original,2016,369,3.0623880731825643,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,5,original,2016,369,3.0942869314704233,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,6,original,2016,369,3.0751230832265217,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,7,original,2016,369,3.089772143092525,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,8,expanded,2016,369,3.061217099299975,"{""depth"": 5, ""iterations"": 900, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.01, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,9,expanded,2016,369,3.053464969260823,"{""depth"": 5, ""iterations"": 450, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.02, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,10,expanded,2016,369,3.0690551189661033,"{""depth"": 5, ""iterations"": 180, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.05, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,11,expanded,2016,369,3.063367444511107,"{""depth"": 5, ""iterations"": 120, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.075, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,12,expanded,2016,369,3.0699315552739197,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,13,expanded,2016,369,3.063266059047013,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,14,expanded,2016,369,3.0441040809180255,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,15,expanded,2016,369,3.052471640809199,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,0,original,2017,402,2.9114090434700395,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,1,original,2017,402,2.9276176824813933,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,2,original,2017,402,2.9174050263614553,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,3,original,2017,402,2.9446411916053163,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,4,original,2017,402,2.9119072655154863,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,5,original,2017,402,2.915421663924012,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,6,original,2017,402,2.9405651596601836,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,7,original,2017,402,2.9391802712380333,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,8,expanded,2017,402,2.9038372977904685,"{""depth"": 5, ""iterations"": 900, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.01, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,9,expanded,2017,402,2.9078429629476115,"{""depth"": 5, ""iterations"": 450, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.02, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,10,expanded,2017,402,2.9164361767147953,"{""depth"": 5, ""iterations"": 180, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.05, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,11,expanded,2017,402,2.8947321438554536,"{""depth"": 5, ""iterations"": 120, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.075, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,12,expanded,2017,402,2.9209808954366423,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,13,expanded,2017,402,2.9238882855536605,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,14,expanded,2017,402,2.9008879083470784,"{""depth"": 5, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,15,expanded,2017,402,2.909310181351465,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 1.0, ""learning_rate"": 0.03, ""random_strength"": 0.0}"
beta,conditional_ppg_catboost_expanded,0,original,2018,365,3.008962966726045,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
beta,conditional_ppg_catboost_expanded,1,original,2018,365,3.0467041483012025,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03, ""random_strength"": 2.0}"
beta,conditional_ppg_catboost_expanded,2,original,2018,365,3.04536709528216,"{""depth"": 3, ""iterations"": 300, ""l2_leaf_reg"": 20.0, ""learning_rate"": 0.03, ""random_strength"": 0.5}"
