run_id,target_name,player_key,season,position,fold,training_start_season,training_through_season
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,00502395-b3d2-5e90-b01d-3851aec0df28,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,006d6e97-5088-5763-9fce-72ff5ff45d7e,2017,QB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,00e78b0e-b83e-5172-95f4-888a75977bb8,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,01116a05-438c-534f-a070-ba3de6f5a5d3,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,01429bee-98f5-5f9a-bb7f-b7b74971c7b4,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,01a82437-ea57-5c07-8ce6-ea632dee563c,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,02309952-4f46-54bd-a025-4de5c26988fc,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,02e1fe8f-ad36-5898-b1c5-3a4615cdefcf,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,03651d35-e813-52ba-9b8d-3ca4dd4d24a0,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,03a021d9-fa9f-5db6-99fc-c79a23f269d5,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,03cd3c3b-8222-563f-9188-4bd9f4a7904b,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,05914e88-c625-5225-8f1e-d634a85750ef,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,06558fc2-2f9b-548f-9362-041f946489e1,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,06db6fd1-8f8b-599c-9f54-3360e7e3fccf,2017,QB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,070a032d-e19f-5afd-8aa2-5b49d2736619,2017,QB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,090d42e5-02c3-5c18-9898-72c5f431ac1d,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,09c6915e-4f15-588e-8fef-a05fed645f78,2017,RB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0a21f371-16cc-50b9-af82-ceab9974fa1f,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0a377804-e572-5476-897a-b322ed9384c2,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0b8f9668-bd23-5134-872a-abc53f1920b8,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0c419252-46d7-54fb-b2fe-f9afd5a8c7b4,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0d0da10c-9755-570d-9d92-210725517efc,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0d1b0a31-08ec-5142-8eba-1e49e340edbd,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0d4f6239-cd38-5c48-846b-d2306b6244d4,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0d787d64-6e76-5e2e-8161-05fc44709513,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0e1c1cf3-a023-55da-9ef3-b52cbc04e1a1,2017,QB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0e522700-9e12-59f9-8e07-10eab6004508,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,0fef3192-4d35-5cc0-bedd-61f76b8c75e2,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,10447541-6a98-5d59-b61e-2d21727d67d0,2017,TE,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1070f2ae-f88d-59e4-a09c-64e5287f9816,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,124f5bb3-ddc9-56f3-9bb2-3e3b75b5e977,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,133ca9f0-043b-5788-9461-bb47b51c91f8,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1362a059-a5fe-5bcb-b3e2-44e0566d8927,2017,RB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,137ae2e7-5a9e-548e-9949-10f74e1b636f,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,13950a6b-c3b0-5198-ac04-b1b63eee7b2a,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,13cf76af-bac9-5c77-8d62-e2301ba490d9,2017,QB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,143b4ea7-6abb-58ce-84d0-d0f678175040,2017,TE,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,155e030b-c448-5890-aa13-5042f905efc4,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,158ab5f3-62bc-5d5c-8ce1-4bcf4bc5c476,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,165984f1-7dfb-5625-b719-ce2fcbd82dfb,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,165b0fbd-549e-5872-91ce-356234e929f5,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,182bb129-9e30-542e-8109-5ef46e9e3447,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1910cb17-cce6-5ac9-bb2e-8ea9784d1dc1,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,19919ee8-572f-5d8b-9953-b8582525b7ac,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1a300ecf-6707-533b-b09d-3fa45f86fc22,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1b010cea-f0fc-5cf4-9cf1-93017b7664f3,2017,RB,0,2008,2016
