run_id,target_name,player_key,season,position,fold,training_start_season,training_through_season
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1b9e6ab4-f252-5c21-857f-26b8ba918e20,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1bb4ab30-961e-5ba9-8669-d56b9eaf5447,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1bb77a2a-6640-5611-a9f3-ee2403a9498f,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1bf7ff59-1eaa-5917-a0ff-da843a387c1c,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1c1bd8ed-095a-54f3-a0bc-456acc56a500,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1e351c61-4158-5d47-ab8f-02ae64c8ae4a,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1e7422b5-6c92-55cd-93aa-095cc0d6eb7d,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1f196b51-ba70-5afd-a0f2-0c9a6f993910,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,1f8426cb-6472-5eaf-8138-fc7a2399cbb8,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2160dc52-2fa2-5c3d-9886-f66af3aa8230,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,21956719-b1e4-5bb0-b10e-39ab15747174,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,219674b8-4ad5-5529-9058-a49cd3f38ede,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,21d155f6-eadf-57be-a0bf-e92ada722936,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,22332b51-03ed-5c65-85e6-97f67445610c,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,22ceede8-b49e-5664-a1d3-948969d173a1,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2454655b-a070-5bc9-ac45-7965f6c79d66,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,24e0479e-1ace-596b-955c-9ebf30c06678,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,259d2b5d-f3b0-5389-a954-5e8bc03a3cb8,2017,QB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,26910920-a835-56ad-8cf6-43fbb1b551ad,2017,QB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,270c363d-9a9d-5195-b486-2ee91dfcc5e8,2017,TE,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,270e707a-85d9-50e5-8ac4-1a644589d244,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2823febf-ec53-5754-a4e8-3ea77bc6a353,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2a74b62b-ee04-55cb-b252-a3951451ddde,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2af7b50f-cad3-510b-8e81-b4ccd9fb49a7,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2b82a1ff-8d5d-593f-85c2-cc654437ea9d,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2b84a7f1-b310-5791-92e0-7f7321e3ba07,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2bdc29ae-aca0-5978-b417-e3f4d7e94ff5,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2c646b1f-7c4e-572c-8944-768c4ac2c12f,2017,TE,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2c69e5f4-c00c-560a-a291-1f230e36492e,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2d9b072a-efaa-52c0-9f9c-e95cc22f7518,2017,TE,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2dcdbe86-933c-5f02-a089-ecbd48b3d6bc,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2e1360b6-f14e-5bf3-81c5-560602cc2267,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2eb52566-5e7d-5c40-9af5-4837f4ffcf54,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,2f3a5f36-ad51-527b-8fdc-ca0a5e431ad6,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,30d6d649-f2cc-56d7-8993-1fc18a0ab2ac,2017,TE,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,310a9c6a-de8c-5a97-844d-775aabc31e57,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3214d90c-0cfa-5564-97cd-962318decc2c,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,32989784-2660-591a-88f2-18298a1ad619,2017,TE,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,32c3118b-3966-5564-ae90-4ab5b3572d42,2017,TE,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3460ab43-a99c-573e-915c-7e99bade6d4d,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,34beb3fa-5005-5be2-b163-32949f96ec1b,2017,QB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3512d171-a2e2-507e-9d02-46c328b15fc6,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,35d46d67-b277-5742-8c36-4fb64c68ce9d,2017,TE,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,36626f1e-06f5-5d52-a7ad-76935ad7eeae,2017,TE,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,36bd7d77-e8fc-507c-a63e-7193ef771949,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,36eac86a-44e0-51fc-a4a1-a821e0941109,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,36fb3228-f58b-5370-9c8f-c61a6a8740ea,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,376dbf81-3c0e-5d6c-9f72-5f2d2d3f91fd,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3771ad82-72ab-535a-ac87-ac7ec2a1c036,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,38073db7-d384-5baa-8ae4-250b8b1e3fb8,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,380d2c7d-99ef-5ddc-a057-fab93f1480ba,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,38cc56d5-c433-5c30-9189-2f328863acc0,2017,QB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,394860a0-a0a7-5200-86c9-a79d669033ce,2017,RB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,39b24959-e203-5417-aef6-4189a3a0aff1,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,39bc800b-63b1-549c-a7d0-4355334b200a,2017,TE,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3c8e3753-4bdc-5cc3-b3d9-fa7771db7968,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3ddc0755-c7e3-52a8-a699-0c19e17ade0b,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3e111952-5d58-5526-988b-cca44e85d421,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3ebb992a-a3ca-5760-ba54-f9986c4a7e68,2017,QB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3f0b675d-ef58-5606-8f9e-73bc2a9b4118,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,3fa89aa9-d289-50a3-9210-77e92dbfee57,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,402f0b67-b117-5651-aad4-6efdc4b8a468,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,407d5713-2387-5d98-8bbe-faf956914733,2017,QB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4155806b-e136-561c-9dfd-94d60fd4a1dc,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,41ef06d4-12d5-52fc-9311-3c7d59bf9d51,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,428aab38-0d8d-534b-b9de-caf703fe469c,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,436c3d38-fe64-5c90-802f-5893fefad55d,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4392c0e1-b8dd-5cf8-8b4f-2529586bd71a,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,440ea11e-4a81-56c3-a4b3-c1b98e706346,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,447b185a-9ecd-51f6-8921-30a0206a573c,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,44f1bc7d-46d6-5373-aaea-0e5de8ac6221,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,451bad9d-7998-5455-a9bd-753ab7f06469,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4527ffb1-be49-5b94-9d8d-1ee1f3d09fdc,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,45b40e8a-3f58-5522-820e-8a525ab57eea,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,45ca6310-112b-5893-8029-6f054e2cf1b7,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,472b401d-e21c-5b01-b55b-be7517c0a454,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,474b1396-f1a6-5524-ad86-cb4ff26aeebc,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,478368e9-1d81-51c1-9521-d705a1d2e055,2017,QB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,47936ecf-b5e9-5bec-b92e-3261aa87123b,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,47ee347e-cf22-5617-bb0a-99fab2cd6c23,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4a9dc78f-de46-54fc-bef9-4cb9f10d32a8,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4aafd9c7-18d5-5f6d-9bf6-93c263ffcd91,2017,TE,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4afd7f79-475b-5a1a-8488-d353d4212281,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4b2b193e-ad85-597b-8fa9-349c81e80317,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4b8ee4fc-9f09-534c-81af-6e57c43b3e75,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4c3debed-da41-5b2e-8c28-76043fe2c78c,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4c7d9699-fea7-531d-a994-de6c4823c9c5,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4d6c81fb-b03b-51ed-af40-6990966fa6c9,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4d73d775-53e0-5562-925f-8e6c5ecb4b68,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4d926599-817c-586f-b6a9-c31001e1c372,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4dc33eee-39d1-5137-a408-937a10138f2e,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4e0f0caf-6bbb-58ef-9651-52e87f2b4142,2017,TE,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,4fc95a3b-67b1-59d4-b918-86c430fb01d5,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5163f846-acc1-5cf6-bcc3-d55e251cb911,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,51e5c640-4717-5521-8688-545abc3169e5,2017,RB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,52037b3c-0c8d-582c-b62a-a8c7f3241df6,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,524bc649-03a8-5b48-9f47-e85814c1415d,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,52c53f75-aedb-577a-bde0-18d385eb40aa,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,54af4b7c-7004-59f1-aa97-de83f02e2fd4,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,563db106-aa9c-588c-9b0d-3a76d36157ff,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,56968010-f97c-5d6f-89b1-d60254e72209,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,57cebc14-e14d-54ba-ad1d-9879e816230a,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,582b2772-f12f-56f5-bf20-9dccef914f97,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,586e6908-8eb3-5d6e-85ac-88914a138970,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5944c982-aadb-5aa6-b8a1-809cc5e6fce1,2017,QB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,59765be4-7b66-585a-b23d-3093d80dceee,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5986da6a-c917-59c6-813d-60f45c90f255,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,59a5b487-ca37-58d9-b4b6-1bf19e38cfa9,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,59f2a769-2c75-5764-8ae3-2d4a62922a93,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5b491d22-a455-54d1-9e80-4a692cf75c1c,2017,WR,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5b5dadcf-db75-5de1-86e8-3f51587de908,2017,TE,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5bf8ff66-c7f1-59fe-b775-a947ec25668d,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5c429e82-39f8-5ccc-890b-9c486d14c534,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5d79e003-20cb-563d-92ca-005ef420cbf1,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5da38c13-0137-5bfb-bb86-2e5e44079eac,2017,TE,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5f62efc8-d6cd-579d-b5e0-ac74e8d38bcb,2017,TE,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5f75f821-b099-5514-afb2-ea5f3b57c5c6,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5f8b3504-136b-5118-a571-1b7b75cd3071,2017,TE,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,5ffe5bdf-465d-57e1-b7d2-7374f8c90e65,2017,RB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,60afdaef-53e9-55fe-9396-15a7f227eaa9,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,60ca5001-d255-503d-8012-e65330795a48,2017,TE,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,626d2ae9-640c-5a43-9952-eff700d38d34,2017,RB,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,62fb4320-5510-54a8-8360-27a49422ad00,2017,QB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,63cbf6ff-6b74-570b-abed-45e50b3c2407,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,63e55381-2e9b-514a-aad5-b542b3f5b244,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,6418018b-62ce-5d9b-8283-88e9f0b12ba9,2017,RB,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,6429f4a7-53b8-5a3c-bc96-2654857d6205,2017,RB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,64a0679f-d611-511a-9bef-a14dedbbc0d5,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,64fe750c-ea12-541a-89dd-90428466d5a8,2017,TE,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,66189aed-5c9e-5bc5-8c40-c7301396498e,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,66191ffd-76b9-5183-b57e-3239629a6bee,2017,WR,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,663d320b-0e1c-5db6-b977-6f4bc93c3233,2017,WR,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,66f3ee0b-d5a6-5f3d-9b5d-a0f385537d07,2017,WR,3,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,677b8fa5-8879-5913-8a35-9a71859ab8a3,2017,RB,4,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,691b5959-0337-5618-923c-05dab7352ad7,2017,WR,2,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,69a0b8b6-a21b-5df7-9c7f-72844361a769,2017,TE,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,6b1d54ea-cc39-5c2b-9716-57b3bcebf1ec,2017,RB,1,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,6e65b56b-8883-5084-8f7c-5372b59e9281,2017,RB,0,2008,2016
m4a_team_environment_20260729T013936Z_12ecc9aa,conditional_ppg,6f792e01-0795-5eb6-a30e-73339927dd18,2017,WR,3,2008,2016
