slice_type,slice_value,period,method,rows,crps,coverage_50,coverage_80,interval_width_50,interval_width_80,crps_baseline,coverage_50_baseline,coverage_80_baseline,interval_width_50_baseline,interval_width_80_baseline,crps_delta,coverage_50_delta,coverage_80_delta,interval_width_50_delta,interval_width_80_delta
all,all,all_2018_2025,production,3289,1.7188328823162944,0.4937671024627546,0.793858315597446,3.9220366366198034,7.592529307316236,1.7188328823162944,0.4937671024627546,0.793858315597446,3.9220366366198034,7.592529307316236,0.0,0.0,0.0,0.0,0.0
all,all,all_2018_2025,ridge_swap,3289,1.718028662414595,0.4952873213742779,0.7953785345089693,3.9249118035989787,7.597174913308071,1.7188328823162944,0.4937671024627546,0.793858315597446,3.9220366366198034,7.592529307316236,-0.0008042199016993212,0.0015202189115232634,0.001520218911523319,0.0028751669791753365,0.0046456059918345005
all,all,development_2018_2022,production,2052,1.7334285364639979,0.48927875243664715,0.8011695906432749,3.937782363521974,7.644372793341757,1.7334285364639979,0.48927875243664715,0.8011695906432749,3.937782363521974,7.644372793341757,0.0,0.0,0.0,0.0,0.0
all,all,development_2018_2022,ridge_swap,2052,1.7324382209940066,0.48879142300194933,0.804093567251462,3.9365659673941304,7.664437860787425,1.7334285364639979,0.48927875243664715,0.8011695906432749,3.937782363521974,7.644372793341757,-0.0009903154699912875,-0.0004873294346978141,0.0029239766081871066,-0.001216396127843744,0.020065067445667495
all,all,temporal_2023_2025,production,1237,1.694620851345326,0.5012126111560227,0.7817299919159256,3.8959168050892825,7.506528633650617,1.694620851345326,0.5012126111560227,0.7817299919159256,3.8959168050892825,7.506528633650617,0.0,0.0,0.0,0.0,0.0
all,all,temporal_2023_2025,ridge_swap,1237,1.694125336460713,0.5060630557801131,0.7809215844785772,3.9055792699630443,7.485595634223481,1.694620851345326,0.5012126111560227,0.7817299919159256,3.8959168050892825,7.506528633650617,-0.0004955148846130797,0.004850444624090455,-0.0008084074373484462,0.009662464873761767,-0.02093299942713589
position,QB,all_2018_2025,production,338,1.9873740811858147,0.4467455621301775,0.7485207100591716,4.1212138269912035,8.154311177981478,1.9873740811858147,0.4467455621301775,0.7485207100591716,4.1212138269912035,8.154311177981478,0.0,0.0,0.0,0.0,0.0
position,QB,all_2018_2025,ridge_swap,338,1.9780105866028823,0.4437869822485207,0.7514792899408284,4.060213325453059,8.145596688959072,1.9873740811858147,0.4467455621301775,0.7485207100591716,4.1212138269912035,8.154311177981478,-0.009363494582932397,-0.00295857988165682,0.002958579881656709,-0.06100050153814429,-0.008714489022406013
position,QB,development_2018_2022,production,206,2.0636362922365312,0.4320388349514563,0.7427184466019418,4.068498042115979,8.053552331637118,2.0636362922365312,0.4320388349514563,0.7427184466019418,4.068498042115979,8.053552331637118,0.0,0.0,0.0,0.0,0.0
position,QB,development_2018_2022,ridge_swap,206,2.0534026088669437,0.42718446601941745,0.7427184466019418,4.005695718575859,8.024515207796131,2.0636362922365312,0.4320388349514563,0.7427184466019418,4.068498042115979,8.053552331637118,-0.01023368336958752,-0.004854368932038833,0.0,-0.0628023235401205,-0.029037123840986112
