lock_version,model_run_id,candidate_id,forecast_origin,model_name,parameters_json,selection_end_season,selection_metric,selection_score,selection_seasons,selection_start_season
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2017,expert_recalibrated_ridge,"{""alpha"": 1.0}",2016,rmse,3.58724456651108,4,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2018,expert_recalibrated_ridge,"{""alpha"": 1.0}",2017,rmse,3.501896360428426,5,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2019,expert_recalibrated_ridge,"{""alpha"": 1.0}",2018,rmse,3.4971143268693954,6,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2020,expert_recalibrated_ridge,"{""alpha"": 1.0}",2019,rmse,3.45305737662792,7,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2021,expert_recalibrated_ridge,"{""alpha"": 1.0}",2020,rmse,3.4464488592945997,8,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2022,expert_recalibrated_ridge,"{""alpha"": 1.0}",2021,rmse,3.404911341354058,9,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2023,expert_recalibrated_ridge,"{""alpha"": 1.0}",2022,rmse,3.3522483819867284,10,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2024,expert_recalibrated_ridge,"{""alpha"": 1.0}",2023,rmse,3.343209233036693,11,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2025,expert_recalibrated_ridge,"{""alpha"": 1.0}",2024,rmse,3.3279354551016174,12,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2026,expert_recalibrated_ridge,"{""alpha"": 1.0}",2025,rmse,3.3004280258104037,13,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,3,2017,conditional_ppg_lasso,"{""alpha"": 0.03}",2016,rmse,3.5800345279322956,4,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,3,2018,conditional_ppg_lasso,"{""alpha"": 0.03}",2017,rmse,3.488698181848963,5,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,2,2019,conditional_ppg_lasso,"{""alpha"": 0.01}",2018,rmse,3.4757249722458083,6,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,2,2020,conditional_ppg_lasso,"{""alpha"": 0.01}",2019,rmse,3.4323458367443616,7,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,2,2021,conditional_ppg_lasso,"{""alpha"": 0.01}",2020,rmse,3.4183736114050363,8,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,2,2022,conditional_ppg_lasso,"{""alpha"": 0.01}",2021,rmse,3.3773751419641327,9,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,2,2023,conditional_ppg_lasso,"{""alpha"": 0.01}",2022,rmse,3.3186131309672513,10,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,2,2024,conditional_ppg_lasso,"{""alpha"": 0.01}",2023,rmse,3.3027267827853035,11,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,2,2025,conditional_ppg_lasso,"{""alpha"": 0.01}",2024,rmse,3.28834382147697,12,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,2,2026,conditional_ppg_lasso,"{""alpha"": 0.01}",2025,rmse,3.266422970935198,13,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2017,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2016,rmse,3.552739507537304,4,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2018,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2017,rmse,3.4627654481037,5,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2019,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2018,rmse,3.440600678099694,6,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2020,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2019,rmse,3.388449217285207,7,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2021,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2020,rmse,3.377468180610186,8,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2022,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2021,rmse,3.346809176135477,9,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2023,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2022,rmse,3.3001428728713313,10,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2024,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2023,rmse,3.2886466745432443,11,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2025,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2024,rmse,3.2733868159179242,12,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,0,2026,conditional_ppg_random_forest,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 250, ""random_state"": 1234}",2025,rmse,3.247011644523819,13,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,7,2017,conditional_ppg_lightgbm,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}",2016,rmse,3.60146485083414,4,2013
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,7,2018,conditional_ppg_lightgbm,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}",2017,rmse,3.5000101099274077,5,2013
