lock_version,model_run_id,target_name,method,slice_type,slice_value,metric,n_rows,n_seasons,value
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,rmse,3696,9,3.082785109394134
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,mae,3696,9,2.403498226278502
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,bias,3696,9,0.1662229103306878
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,spearman,3696,9,0.8119744878258969
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,rmse,1237,3,3.0532981617996913
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,mae,1237,3,2.384688933295586
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,bias,1237,3,0.30479281078581044
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,spearman,1237,3,0.8192298678211674
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,rmse,407,1,3.0655904220018924
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,mae,407,1,2.40243442753794
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,bias,407,1,0.39283679428227614
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,spearman,407,1,0.7968651492482295
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,rmse,405,1,3.306549480440157
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,mae,405,1,2.5204046729827385
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,bias,405,1,-0.49586864213825443
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,spearman,405,1,0.8036323517391915
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T211223Z_8be6a307,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,rmse,388,1,3.070053538746403
