period,scope,method,n,ppg_crps,contribution_crps,severity,event_rate,predicted_rate,calibration_bias,brier,log_loss,average_precision,roc_auc,top_decile_lift,top_decile_recall,tail_utility_crps,observed_tail_utility_mean,predicted_tail_utility_mean,ppg_crps_baseline,contribution_crps_baseline,brier_baseline,log_loss_baseline,average_precision_baseline,top_decile_lift_baseline,top_decile_recall_baseline,tail_utility_crps_baseline,ppg_crps_delta,contribution_crps_delta,brier_delta,log_loss_delta,average_precision_delta,top_decile_lift_delta,top_decile_recall_delta,tail_utility_crps_delta
all_2017_2025,all,production,2647,1.8152962970414706,16.43234171222488,q90,0.03551190026445032,0.041863608709162815,0.006351708444712494,0.03341381441314338,0.15164846015246544,0.094891944466314,0.741818136360227,2.9753512645523887,0.2978723404255319,2.083946516841807,2.247099357763506,2.2284565522479913,1.8152962970414706,16.43234171222488,0.03341381441314338,0.15164846015246544,0.094891944466314,2.9753512645523887,0.2978723404255319,2.083946516841807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,all,production,2647,1.8152962970414706,16.43234171222488,q95,0.02606724593879864,0.026386301319943222,0.0003190553811445833,0.024162099953828346,0.11815295581718255,0.113202386326317,0.8185313859749721,4.34290401968827,0.43478260869565216,1.211277257886569,1.3054095202115612,1.1759178157909602,1.8152962970414706,16.43234171222488,0.024162099953828346,0.11815295581718255,0.113202386326317,4.34290401968827,0.43478260869565216,1.211277257886569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,all,te_pff_mtf_w025,2647,1.815328461972938,16.43327613106195,q90,0.03551190026445032,0.04183017960904909,0.006318279344598769,0.03341153046181148,0.1516403159392991,0.09491940470068211,0.7419931494862114,2.9753512645523887,0.2978723404255319,2.0836740625048185,2.247099357763506,2.227778975497408,1.8152962970414706,16.43234171222488,0.03341381441314338,0.15164846015246544,0.094891944466314,2.9753512645523887,0.2978723404255319,2.083946516841807,3.21649314674044e-05,0.0009344188370725703,-2.283951331900902e-06,-8.144213166333403e-06,2.7460234368115177e-05,0.0,0.0,-0.00027245433698874777
all_2017_2025,all,te_pff_mtf_w025,2647,1.815328461972938,16.43327613106195,q95,0.02606724593879864,0.026366926416363734,0.0002996804775650952,0.024158700358656384,0.11814140868574892,0.1133675857252575,0.8187197130682137,4.487667487011212,0.4492753623188406,1.2110465859360766,1.3054095202115612,1.176042825421336,1.8152962970414706,16.43234171222488,0.024162099953828346,0.11815295581718255,0.113202386326317,4.34290401968827,0.43478260869565216,1.211277257886569,3.21649314674044e-05,0.0009344188370725703,-3.399595171961478e-06,-1.154713143362851e-05,0.0001651993989404965,0.14476346732294232,0.014492753623188415,-0.0002306719504923116
all_2017_2025,all,te_pff_mtf_w050,2647,1.815293357468017,16.433111219587673,q90,0.03551190026445032,0.041820576085754235,0.0063086758213039135,0.033417663975733466,0.1516979039011553,0.09475881101322069,0.7413264328157946,2.9753512645523887,0.2978723404255319,2.0837438689824404,2.247099357763506,2.227351299510101,1.8152962970414706,16.43234171222488,0.03341381441314338,0.15164846015246544,0.094891944466314,2.9753512645523887,0.2978723404255319,2.083946516841807,-2.9395734535420104e-06,0.0007695073627935756,3.849562590085842e-06,4.9443748689870226e-05,-0.00013313345309330649,0.0,0.0,-0.0002026478593668557
all_2017_2025,all,te_pff_mtf_w050,2647,1.815293357468017,16.433111219587673,q95,0.02606724593879864,0.026365697349625815,0.000298451410827176,0.024158418399855056,0.11813690022567634,0.11340796566709554,0.8186719285818688,4.487667487011212,0.4492753623188406,1.2110884803277944,1.3054095202115612,1.1759619896622782,1.8152962970414706,16.43234171222488,0.024162099953828346,0.11815295581718255,0.113202386326317,4.34290401968827,0.43478260869565216,1.211277257886569,-2.9395734535420104e-06,0.0007695073627935756,-3.6815539732892866e-06,-1.6055591506206057e-05,0.00020557934077854167,0.14476346732294232,0.014492753623188415,-0.0001887775587745555
all_2017_2025,all,te_pff_yac_w025,2647,1.8151892164856431,16.434744124776714,q90,0.03551190026445032,0.04182459415508752,0.006312693890637197,0.033399183518363004,0.15148203476522773,0.09513521613623571,0.7430765640756389,2.9753512645523887,0.2978723404255319,2.082796386667378,2.247099357763506,2.225945913481502,1.8152962970414706,16.43234171222488,0.03341381441314338,0.15164846015246544,0.094891944466314,2.9753512645523887,0.2978723404255319,2.083946516841807,-0.00010708055582742126,0.0024024125518344874,-1.463089478037638e-05,-0.00016642538723771194,0.00024327166992171856,0.0,0.0,-0.0011501301744289982
all_2017_2025,all,te_pff_yac_w025,2647,1.8151892164856431,16.434744124776714,q95,0.02606724593879864,0.026372821370895073,0.0003055754320964339,0.024147217804520157,0.1179738463493422,0.11376397833001765,0.8197934585849045,4.487667487011212,0.4492753623188406,1.2104962124147707,1.3054095202115612,1.174115128592766,1.8152962970414706,16.43234171222488,0.024162099953828346,0.11815295581718255,0.113202386326317,4.34290401968827,0.43478260869565216,1.211277257886569,-0.00010708055582742126,0.0024024125518344874,-1.4882149308188125e-05,-0.00017910946784034654,0.0005615920037006505,0.14476346732294232,0.014492753623188415,-0.0007810454717982473
all_2017_2025,core,production,1080,1.959600584053035,23.473687990731,q90,0.07314814814814814,0.07263700940364964,-0.0005111387444984988,0.06747692514126911,0.2625071134849425,0.11299442392671798,0.5896255643091085,2.1518987341772156,0.21518987341772153,4.82794209537282,5.246659259259259,4.657837733233708,1.959600584053035,23.473687990731,0.06747692514126911,0.2625071134849425,0.11299442392671798,2.1518987341772156,0.21518987341772153,4.82794209537282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,core,production,1080,1.959600584053035,23.473687990731,q95,0.06111111111111111,0.05443827893184772,-0.006672832179263392,0.05610773269211155,0.22161370610576792,0.1224265809587366,0.6655758771143386,2.4242424242424243,0.24242424242424243,2.9392188093910345,3.1771472222222243,2.5971028073917584,1.959600584053035,23.473687990731,0.05610773269211155,0.22161370610576792,0.1224265809587366,2.4242424242424243,0.24242424242424243,2.9392188093910345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,core,te_pff_mtf_w025,1080,1.9595924613058633,23.47336500719328,q90,0.07314814814814814,0.07259139168927188,-0.0005567564588762619,0.06747259948938114,0.2625064572904742,0.11301687549956724,0.5900934508529446,2.1518987341772156,0.21518987341772153,4.827323656950483,5.246659259259259,4.657027717525719,1.959600584053035,23.473687990731,0.06747692514126911,0.2625071134849425,0.11299442392671798,2.1518987341772156,0.21518987341772153,4.82794209537282,-8.122747171768196e-06,-0.0003229835377211998,-4.325651887973625e-06,-6.561944682625942e-07,2.2451572849260804e-05,0.0,0.0,-0.0006184384223368866
all_2017_2025,core,te_pff_mtf_w025,1080,1.9595924613058633,23.47336500719328,q95,0.06111111111111111,0.05440143296039936,-0.006709678150711752,0.056099910647745846,0.22159630299384897,0.12263741411877695,0.6662931086008008,2.4242424242424243,0.24242424242424243,2.9386585090563155,3.1771472222222243,2.5975390486449896,1.959600584053035,23.473687990731,0.05610773269211155,0.22161370610576792,0.1224265809587366,2.4242424242424243,0.24242424242424243,2.9392188093910345,-8.122747171768196e-06,-0.0003229835377211998,-7.822044365703162e-06,-1.7403111918945502e-05,0.00021083316004034958,0.0,0.0,-0.0005603003347189883
