method,full_lasso,projection_core_lasso,projection_active_lasso,full_random_forest,full_lightgbm
full_lasso,1.0,0.9730370319548799,0.9719792606019652,0.9532786127111559,0.9624318091158601
projection_core_lasso,0.9730370319548799,1.0,0.9977161887760886,0.9571931780651605,0.9621958498221156
projection_active_lasso,0.9719792606019652,0.9977161887760886,1.0,0.9573491391543641,0.962267298534783
full_random_forest,0.9532786127111559,0.9571931780651605,0.9573491391543641,1.0,0.9881284402657604
full_lightgbm,0.9624318091158601,0.9621958498221156,0.962267298534783,0.9881284402657604,1.0
