method,slice_type,slice_value,metric,n_rows,value
full_lasso,pooled,all,rmse,3696,3.1583974432287714
full_lasso,pooled,all,mae,3696,2.4477691619139854
full_lasso,pooled,all,bias,3696,0.002876699116066263
full_lasso,pooled,all,spearman,3696,0.7984625985501301
projection_core_lasso,pooled,all,rmse,3696,3.151936110007504
projection_core_lasso,pooled,all,mae,3696,2.438251540038823
projection_core_lasso,pooled,all,bias,3696,0.07991607202686249
projection_core_lasso,pooled,all,spearman,3696,0.803763798295616
projection_active_lasso,pooled,all,rmse,3696,3.1499892723874376
projection_active_lasso,pooled,all,mae,3696,2.4399287529451703
projection_active_lasso,pooled,all,bias,3696,0.1032937398248549
projection_active_lasso,pooled,all,spearman,3696,0.8036542399745943
full_random_forest,pooled,all,rmse,3696,3.1241702557978224
full_random_forest,pooled,all,mae,3696,2.443582956956346
full_random_forest,pooled,all,bias,3696,0.20258500311308258
full_random_forest,pooled,all,spearman,3696,0.8046694693054287
full_lightgbm,pooled,all,rmse,3696,3.1229683424927983
full_lightgbm,pooled,all,mae,3696,2.4468077403671087
full_lightgbm,pooled,all,bias,3696,0.2101402370620301
full_lightgbm,pooled,all,spearman,3696,0.8039497406521527
full_rf_lgbm_average,pooled,all,rmse,3696,3.1143233398111247
full_rf_lgbm_average,pooled,all,mae,3696,2.438125038302581
full_rf_lgbm_average,pooled,all,bias,3696,0.20636262008755635
full_rf_lgbm_average,pooled,all,spearman,3696,0.8055399481811235
full_lasso_lgbm_average,pooled,all,rmse,3696,3.1093654128482173
full_lasso_lgbm_average,pooled,all,mae,3696,2.4193821363287307
full_lasso_lgbm_average,pooled,all,bias,3696,0.1065084680890482
full_lasso_lgbm_average,pooled,all,spearman,3696,0.8032113944012995
full_lasso_rf_average,pooled,all,rmse,3696,3.1028288146778094
full_lasso_rf_average,pooled,all,mae,3696,2.4111757382771435
full_lasso_rf_average,pooled,all,bias,3696,0.10273085111457443
full_lasso_rf_average,pooled,all,spearman,3696,0.8046980707186551
full_lasso_rf_lgbm_equal_thirds,pooled,all,rmse,3696,3.099999886917522
full_lasso_rf_lgbm_equal_thirds,pooled,all,mae,3696,2.4151702934555725
full_lasso_rf_lgbm_equal_thirds,pooled,all,bias,3696,0.1385339797637263
full_lasso_rf_lgbm_equal_thirds,pooled,all,spearman,3696,0.8054528678341076
projection_core_lasso_lgbm_average,pooled,all,rmse,3696,3.1070388804313267
projection_core_lasso_lgbm_average,pooled,all,mae,3696,2.4177892351818633
projection_core_lasso_lgbm_average,pooled,all,bias,3696,0.1450281545444463
projection_core_lasso_lgbm_average,pooled,all,spearman,3696,0.8072992888814124
projection_core_lasso_rf_average,pooled,all,rmse,3696,3.10375236669038
projection_core_lasso_rf_average,pooled,all,mae,3696,2.410388444926303
projection_core_lasso_rf_average,pooled,all,bias,3696,0.14125053756997252
projection_core_lasso_rf_average,pooled,all,spearman,3696,0.8080408405115082
projection_core_lasso_rf_lgbm_equal_thirds,pooled,all,rmse,3696,3.1001047400866297
projection_core_lasso_rf_lgbm_equal_thirds,pooled,all,mae,3696,2.415059926117962
projection_core_lasso_rf_lgbm_equal_thirds,pooled,all,bias,3696,0.16421377073399168
projection_core_lasso_rf_lgbm_equal_thirds,pooled,all,spearman,3696,0.8080974387857042
projection_active_lasso_lgbm_average,pooled,all,rmse,3696,3.1063630237683415
projection_active_lasso_lgbm_average,pooled,all,mae,3696,2.4189717974416354
projection_active_lasso_lgbm_average,pooled,all,bias,3696,0.1567169884434425
projection_active_lasso_lgbm_average,pooled,all,spearman,3696,0.8073266975651758
projection_active_lasso_rf_average,pooled,all,rmse,3696,3.1031313779821375
projection_active_lasso_rf_average,pooled,all,mae,3696,2.412653776711695
projection_active_lasso_rf_average,pooled,all,bias,3696,0.15293937146896874
projection_active_lasso_rf_average,pooled,all,spearman,3696,0.8079543728933605
projection_active_lasso_rf_lgbm_equal_thirds,pooled,all,rmse,3696,3.0997472715224763
projection_active_lasso_rf_lgbm_equal_thirds,pooled,all,mae,3696,2.4164894809509385
projection_active_lasso_rf_lgbm_equal_thirds,pooled,all,bias,3696,0.17200632666665588
projection_active_lasso_rf_lgbm_equal_thirds,pooled,all,spearman,3696,0.808083677104476
causal_full_lasso_lgbm,pooled,all,rmse,3696,3.109986998620024
causal_full_lasso_lgbm,pooled,all,mae,3696,2.427176549989244
causal_full_lasso_lgbm,pooled,all,bias,3696,0.16572659778545504
causal_full_lasso_lgbm,pooled,all,spearman,3696,0.8045430349513659
causal_full_lasso_rf,pooled,all,rmse,3696,3.1053023441281233
causal_full_lasso_rf,pooled,all,mae,3696,2.4178751004476866
causal_full_lasso_rf,pooled,all,bias,3696,0.15452799004125134
causal_full_lasso_rf,pooled,all,spearman,3696,0.8061211537657554
causal_full_lasso_tree_average,pooled,all,rmse,3696,3.1027379813880596
causal_full_lasso_tree_average,pooled,all,mae,3696,2.4192026671538507
causal_full_lasso_tree_average,pooled,all,bias,3696,0.1656766579708403
causal_full_lasso_tree_average,pooled,all,spearman,3696,0.8060598196294376
causal_full_lasso_rf_lgbm,pooled,all,rmse,3696,3.1031362929531414
causal_full_lasso_rf_lgbm,pooled,all,mae,3696,2.4193497784437787
