run_id,target_name,model_name,fold,trial,parameters_json,validation_score,selected
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,0,0,"{""lasso__alpha"":1.0}",1268.7363480700822,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,0,1,"{""lasso__alpha"":0.01}",977.1595424294346,1
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,0,2,"{""lasso__alpha"":1.0}",1268.7363480700822,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,0,3,"{""lasso__alpha"":0.001}",980.2817906344341,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,0,4,"{""lasso__alpha"":0.001}",980.2817906344341,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,0,5,"{""lasso__alpha"":0.003}",978.4545367276056,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,0,6,"{""lasso__alpha"":1.0}",1268.7363480700822,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,1,0,"{""lasso__alpha"":0.001}",1011.1718722955752,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,1,1,"{""lasso__alpha"":0.003}",1009.0123571019828,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,1,2,"{""lasso__alpha"":0.1}",1050.0895113381919,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,1,3,"{""lasso__alpha"":1.0}",1309.8898859136216,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,1,4,"{""lasso__alpha"":0.03}",1008.0027753856361,1
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,1,5,"{""lasso__alpha"":0.001}",1011.1718722955752,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,1,6,"{""lasso__alpha"":0.3}",1122.3406443165475,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,2,0,"{""lasso__alpha"":0.01}",990.0301109215718,1
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,2,1,"{""lasso__alpha"":0.003}",991.8201758685437,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,2,2,"{""lasso__alpha"":0.01}",990.0301109215718,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,2,3,"{""lasso__alpha"":0.001}",993.2557661294437,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,2,4,"{""lasso__alpha"":0.3}",1119.4131315832767,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,2,5,"{""lasso__alpha"":1.0}",1298.537238327688,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,2,6,"{""lasso__alpha"":0.3}",1119.4131315832767,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,3,0,"{""lasso__alpha"":0.03}",1011.5372110440811,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,3,1,"{""lasso__alpha"":0.003}",1010.2551117241745,1
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,3,2,"{""lasso__alpha"":0.3}",1126.2983592911373,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,3,3,"{""lasso__alpha"":0.1}",1054.4241363854812,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,3,4,"{""lasso__alpha"":0.003}",1010.2551117241745,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,3,5,"{""lasso__alpha"":0.001}",1011.1304525140781,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,3,6,"{""lasso__alpha"":0.003}",1010.2551117241745,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,4,0,"{""lasso__alpha"":0.03}",995.2265115708242,1
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,4,1,"{""lasso__alpha"":0.03}",995.2265115708242,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,4,2,"{""lasso__alpha"":0.003}",1005.1047277033515,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,4,3,"{""lasso__alpha"":0.001}",1007.4345067154125,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,4,4,"{""lasso__alpha"":0.03}",995.2265115708242,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,4,5,"{""lasso__alpha"":0.01}",1000.406776115471,0
m4a_linear_tree_blends_20260728T215442Z_8633eddb,conditional_ppg,full_lasso,4,6,"{""lasso__alpha"":0.003}",1005.1047277033515,0
