player,player_key,pos,pred_fp_per_game,stored_pred_salary,pred_salary_raw,base_salary_observed,salary_resid_5,salary_resid_10,salary_resid_25,salary_resid_75,salary_resid_90,salary_resid_95,espn_source_salary,salary_model_matched,espn_source_matched,raw_point_salary,point_salary,year
Chase Claypool,chaseclaypool,WR,9.312097549438477,6.193891853360428,5.752491420756151,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,5.752491420756151,6.2356873,2022
Chase Edmonds,chaseedmonds,RB,9.818498611450195,19.801360051468844,18.203535396167684,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,6.0,True,True,18.203535396167684,19.952656,2022
Chigoziem Okonkwo,chigoziemokonkwo,TE,5.612775802612305,,,,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,False,False,1.0,1.0,2022
Chris Evans,chrisevans,RB,7.310017108917236,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Chris Godwin,chrisgodwin,WR,11.454334259033203,29.39993425006852,26.98637932481479,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,23.0,True,True,26.98637932481479,29.62847,2022
Chris Olave,chrisolave,WR,9.116775512695312,8.29558057171145,7.6755691214596915,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,7.6755691214596915,8.354288,2022
Christian Kirk,christiankirk,WR,9.427196502685549,17.7711442756032,16.345856543874547,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,12.0,True,True,16.345856543874547,17.906101,2022
Christian Mccaffrey,christianmccaffrey,RB,16.592546463012695,120.97521556900465,110.7791788495094,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,104.0,True,True,110.7791788495094,121.94066,2022
Chuba Hubbard,chubahubbard,RB,7.656934261322021,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Cj Uzomah,cjuzomah,TE,6.265334606170654,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Clyde Edwards Helaire,clydeedwardshelaire,RB,11.34723663330078,26.10162067114388,23.96837135904225,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,17.0,True,True,23.96837135904225,26.303614,2022
Cole Kmet,colekmet,TE,8.346214294433594,3.309668400620811,3.113382328444154,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,2.0,True,True,3.113382328444154,3.3282542,2022
Cordarrelle Patterson,cordarrellepatterson,RB,10.509927749633787,15.937974402710925,14.668477742066711,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,5.0,True,True,14.668477742066711,16.05818,2022
Corey Davis,coreydavis,WR,8.894553184509277,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022
Dak Prescott,dakprescott,QB,17.823928833007812,8.459975043457131,7.825992607094187,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,5.0,True,True,7.825992607094187,8.520005,2022
Dallas Goedert,dallasgoedert,TE,9.230708122253418,8.539337957100507,7.898610901210635,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,5.0,True,True,7.898610901210635,8.600007,2022
Dalton Schultz,daltonschultz,TE,9.269608497619627,13.239836518147095,12.199639824290204,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,8.0,True,True,12.199639824290204,13.33833,2022
Dalvin Cook,dalvincook,RB,14.979606628417969,100.35291488144132,91.90945459245002,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,86.0,True,True,91.90945459245002,101.15241,2022
Dameon Pierce,dameonpierce,RB,9.038881301879885,24.23135704000078,22.2570511944129,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,7.0,True,True,22.2570511944129,24.4183,2022
Damien Harris,damienharris,RB,10.672819137573242,16.09777157983841,14.81469463198291,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,6.0,True,True,14.81469463198291,16.219263,2022
Damien Williams,damienwilliams,RB,6.873043060302734,,,,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,False,False,1.0,1.0,2022
Dan Arnold,danarnold,TE,6.5849432945251465,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Daniel Bellinger,danielbellinger,TE,5.195868968963623,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Daniel Jones,danieljones,QB,15.140552520751951,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Danny Gray,dannygray,WR,4.194156169891357,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022
Darius Slayton,dariusslayton,WR,6.983240127563477,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022
Darnell Mooney,darnellmooney,WR,10.2721586227417,27.958834817429704,25.66775104308779,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,21.0,True,True,25.66775104308779,28.175774,2022
Darrell Henderson,darrellhenderson,RB,8.26366138458252,2.703280642732113,2.5585281461890794,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,2.5585281461890794,2.716987,2022
Darrel Williams,darrelwilliams,RB,8.337019920349121,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Darren Waller,darrenwaller,TE,10.480462074279783,22.004811365873454,20.219727447025758,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,15.0,True,True,20.219727447025758,22.173838,2022
Davante Adams,davanteadams,WR,14.508094787597656,85.82336265777361,78.61468946449821,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,79.0,True,True,78.61468946449821,86.505936,2022
David Bell,davidbell,WR,5.459232807159424,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022
David Njoku,davidnjoku,TE,7.409019947052002,1.0,1.0,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,0.0,True,True,1.0,1.0,2022
Davis Mills,davismills,QB,13.659049987792969,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Dawson Knox,dawsonknox,TE,8.142569541931152,4.761262835378073,4.441613699518589,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,1.0,True,True,4.441613699518589,4.7915297,2022
Deandre Hopkins,deandrehopkins,WR,9.990307807922363,10.318178916804037,9.526277906716537,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,3.0,True,True,9.526277906716537,10.393163,2022
Derek Carr,derekcarr,QB,15.870733261108398,3.952263429820416,3.701366724252432,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,2.0,True,True,3.701366724252432,3.9760203,2022
Dernest Johnson,dernestjohnson,RB,7.328301906585693,,,,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,False,False,1.0,1.0,2022
Derrick Gore,derrickgore,RB,7.011608123779297,,,,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,False,False,1.0,1.0,2022
Derrick Henry,derrickhenry,RB,14.99672031402588,103.0158537134965,94.34608483247948,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,91.0,True,True,94.34608483247948,103.83678,2022
Desmond Ridder,desmondridder,QB,9.534945487976074,,,,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,False,False,1.0,1.0,2022
Devante Parker,devanteparker,WR,8.858795166015625,1.2511184843859682,1.229777299245353,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,0.0,True,True,1.229777299245353,1.2531393,2022
Devin Duvernay,devinduvernay,WR,7.620561599731445,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022
Devin Singletary,devinsingletary,RB,10.720586776733398,23.172983848442804,21.28862334592328,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,16.0,True,True,21.28862334592328,23.35141,2022
Devonta Smith,devontasmith,WR,10.023614883422852,14.648111195603075,13.488232947065269,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,9.0,True,True,13.488232947065269,14.757937,2022
Diontae Johnson,diontaejohnson,WR,11.610716819763184,45.18465567062101,41.42964369152778,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,40.0,True,True,41.42964369152778,45.54021,2022
Dj Chark,djchark,WR,9.109689712524414,3.335176946790765,3.136723042931737,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,3.136723042931737,3.3539681,2022
Dj Moore,djmoore,WR,11.776554107666016,55.30605841561683,50.69088383084424,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,53.0,True,True,50.69088383084424,55.74306,2022
Dk Metcalf,dkmetcalf,WR,11.160555839538574,35.30600206578748,32.390522771977274,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,30.0,True,True,32.390522771977274,35.58206,2022
Donald Parham,donaldparham,TE,6.057875633239746,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Donovan Peoples Jones,donovanpeoplesjones,WR,7.673049926757812,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022
Donta Foreman,dontaforeman,RB,7.12908935546875,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Dontrell Hilliard,dontrellhilliard,RB,7.218688488006592,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Drake London,drakelondon,WR,10.185823440551758,15.03703864086054,13.844107578087248,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,9.0,True,True,13.844107578087248,15.149995,2022
Elijah Mitchell,elijahmitchell,RB,11.57573413848877,32.50195919464329,29.824780152611183,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,17.0,True,True,29.824780152611183,32.755455,2022
Elijah Moore,elijahmoore,WR,9.570846557617188,15.645757696776707,14.40109493411405,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,9.0,True,True,14.40109493411405,15.763613,2022
Eno Benjamin,enobenjamin,RB,7.149990558624268,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Evan Engram,evanengram,TE,7.704541683197021,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Ezekiel Elliott,ezekielelliott,RB,12.82514762878418,54.11749930740935,49.60333385400693,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,35.0,True,True,49.60333385400693,54.544937,2022
Foster Moreau,fostermoreau,TE,6.323825836181641,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Gabriel Davis,gabrieldavis,WR,9.45041561126709,29.956014610252527,27.49520145966837,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,19.0,True,True,27.49520145966837,30.189024,2022
Garrett Wilson,garrettwilson,WR,9.647563934326172,5.329021141628278,4.961121335737733,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,4.961121335737733,5.363857,2022
George Kittle,georgekittle,TE,11.241249084472656,21.163376890493375,19.44980188094278,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,14.0,True,True,19.44980188094278,21.325632,2022
George Pickens,georgepickens,WR,6.64237642288208,4.237713752913377,3.9625581871962847,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,3.9625581871962847,4.2637677,2022
Gerald Everett,geraldeverett,TE,6.8672380447387695,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Greg Dulcich,gregdulcich,TE,4.787277698516846,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Gus Edwards,gusedwards,RB,7.336246490478516,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Harrison Bryant,harrisonbryant,TE,6.094688892364502,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Hassan Haskins,hassanhaskins,RB,5.496249675750732,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Hayden Hurst,haydenhurst,TE,6.608090400695801,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Hunter Henry,hunterhenry,TE,7.831570148468018,1.6349089227467934,1.5809514894622652,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,1.0,True,True,1.5809514894622652,1.640018,2022
Hunter Renfrow,hunterrenfrow,WR,9.854259490966797,17.42097192188,16.025443421337396,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,11.0,True,True,16.025443421337396,17.553112,2022
Isaiah Likely,isaiahlikely,TE,5.230730056762695,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Isaiah Mckenzie,isaiahmckenzie,WR,7.92639684677124,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022
Isaiah Spiller,isaiahspiller,RB,6.636921405792236,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Isiah Pacheco,isiahpacheco,RB,6.276871681213379,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
Jacoby Brissett,jacobybrissett,QB,14.176084518432615,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
Jakobi Meyers,jakobimeyers,WR,8.405452728271484,3.8030659886952463,3.5648487568081584,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,3.5648487568081584,3.8256223,2022
Jalen Guyton,jalenguyton,WR,7.539271831512451,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022
Jalen Hurts,jalenhurts,QB,17.756738662719727,16.20832907505895,14.915856450975337,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,8.0,True,True,14.915856450975337,16.330711,2022
Jalen Tolbert,jalentolbert,WR,6.555197715759277,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022
Jamaal Williams,jamaalwilliams,RB,7.241827964782715,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022
James Cook,jamescook,RB,10.065630912780762,4.677876915740255,4.365314292661631,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,4.365314292661631,4.707473,2022
Jameson Williams,jamesonwilliams,WR,8.235515594482422,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022
James Proche,jamesproche,WR,7.498932838439941,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022
James Robinson,jamesrobinson,RB,9.28697395324707,5.160023543843575,4.80648591854464,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,2.0,True,True,4.80648591854464,5.193499,2022
James Washington,jameswashington,WR,7.498165130615234,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022
Jamison Crowder,jamisoncrowder,WR,8.030845642089844,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022
Jared Goff,jaredgoff,QB,15.028220176696776,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022
