period,scope,method,n,ppg_crps,contribution_crps,severity,event_rate,predicted_rate,calibration_bias,brier,log_loss,average_precision,roc_auc,top_decile_lift,top_decile_recall,tail_utility_crps,observed_tail_utility_mean,predicted_tail_utility_mean,ppg_crps_baseline,contribution_crps_baseline,brier_baseline,log_loss_baseline,average_precision_baseline,top_decile_lift_baseline,top_decile_recall_baseline,tail_utility_crps_baseline,ppg_crps_delta,contribution_crps_delta,brier_delta,log_loss_delta,average_precision_delta,top_decile_lift_delta,top_decile_recall_delta,tail_utility_crps_delta
all_2017_2025,all,production,2647,2.1684456428744436,21.142703204925017,q90,0.06951265583679637,0.035582122360180206,-0.03393053347661617,0.06149586703748919,0.245559522889917,0.19693138142547797,0.8084807322282829,2.985746513535685,0.29891304347826086,3.544436522974759,3.9461307140158675,1.8111602682765902,2.1684456428744436,21.142703204925017,0.06149586703748919,0.245559522889917,0.19693138142547797,2.985746513535685,0.29891304347826086,3.544436522974759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,all,production,2647,2.1684456428744436,21.142703204925017,q95,0.04004533434076313,0.020744436456336383,-0.019300897884426745,0.035557161202281994,0.14927072968466482,0.19658046529179468,0.8769389558411856,5.465503737985048,0.5471698113207547,1.905032075813268,2.0924049867774865,0.812131544991078,2.1684456428744436,21.142703204925017,0.035557161202281994,0.14927072968466482,0.19658046529179468,5.465503737985048,0.5471698113207547,1.905032075813268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,all,te_pff_mtf_w025,2647,2.168421826031278,21.141483247919954,q90,0.06951265583679637,0.03554789986384867,-0.03396475597294771,0.06151311583558416,0.24564975939494108,0.19624356130240028,0.808255662059348,2.9314602132895815,0.29347826086956524,3.5448007137989,3.9461307140158675,1.809666495219733,2.1684456428744436,21.142703204925017,0.06149586703748919,0.245559522889917,0.19693138142547797,2.985746513535685,0.29891304347826086,3.544436522974759,-2.381684316565824e-05,-0.0012199570050626107,1.7248798094969542e-05,9.023650502407166e-05,-0.0006878201230776926,-0.05428630024610337,-0.005434782608695621,0.0003641908241407421
all_2017_2025,all,te_pff_mtf_w025,2647,2.168421826031278,21.141483247919954,q95,0.04004533434076313,0.02074963100651822,-0.019295703334244907,0.03555689345622152,0.14927047745859412,0.19651428020284686,0.8768498511208631,5.465503737985048,0.5471698113207547,1.9049779249794192,2.0924049867774865,0.8120843189038746,2.1684456428744436,21.142703204925017,0.035557161202281994,0.14927072968466482,0.19658046529179468,5.465503737985048,0.5471698113207547,1.905032075813268,-2.381684316565824e-05,-0.0012199570050626107,-2.677460604755266e-07,-2.5222607069608216e-07,-6.618508894781772e-05,0.0,0.0,-5.415083384874286e-05
all_2017_2025,all,te_pff_mtf_w050,2647,2.1682763184727274,21.141060883154353,q90,0.06951265583679637,0.03554067049958974,-0.033971985337206634,0.061512706844443946,0.24564891465014257,0.1962458926492911,0.8083306854489929,2.877173913043478,0.28804347826086957,3.5450229516924625,3.9461307140158675,1.8095964763966768,2.1684456428744436,21.142703204925017,0.06149586703748919,0.245559522889917,0.19693138142547797,2.985746513535685,0.29891304347826086,3.544436522974759,-0.00016932440171624208,-0.0016423217706638127,1.683980695475762e-05,8.939176022557116e-05,-0.0006854887761868766,-0.10857260049220674,-0.010869565217391297,0.0005864287177033134
all_2017_2025,all,te_pff_mtf_w050,2647,2.1682763184727274,21.141060883154353,q95,0.04004533434076313,0.02074273095640236,-0.019302603384360767,0.03556347630022698,0.14932221388479355,0.1963200023711769,0.8766902051636186,5.465503737985048,0.5471698113207547,1.9051069186427785,2.0924049867774865,0.8123602640230393,2.1684456428744436,21.142703204925017,0.035557161202281994,0.14927072968466482,0.19658046529179468,5.465503737985048,0.5471698113207547,1.905032075813268,-0.00016932440171624208,-0.0016423217706638127,6.3150979449852485e-06,5.1484200128737445e-05,-0.0002604629206177933,0.0,0.0,7.484282951053522e-05
all_2017_2025,all,te_pff_yac_w025,2647,2.1683552549755967,21.144076903917014,q90,0.06951265583679637,0.03560946407662731,-0.033903191760169066,0.061470545342119313,0.2455893477527701,0.19746407430973073,0.808608713304736,2.9314602132895815,0.29347826086956524,3.5441122110441463,3.9461307140158675,1.8114934165032437,2.1684456428744436,21.142703204925017,0.06149586703748919,0.245559522889917,0.19693138142547797,2.985746513535685,0.29891304347826086,3.544436522974759,-9.038789884696641e-05,0.001373698991997685,-2.5321695369874553e-05,2.982486285310615e-05,0.0005326928842527556,-0.05428630024610337,-0.005434782608695621,-0.0003243119306128861
all_2017_2025,all,te_pff_yac_w025,2647,2.1683552549755967,21.144076903917014,q95,0.04004533434076313,0.020772325383784023,-0.019273008956979105,0.035548250285156895,0.14918607869743908,0.1967425633312837,0.877122734326851,5.465503737985048,0.5471698113207547,1.9048967563350907,2.0924049867774865,0.8123228354885198,2.1684456428744436,21.142703204925017,0.035557161202281994,0.14927072968466482,0.19658046529179468,5.465503737985048,0.5471698113207547,1.905032075813268,-9.038789884696641e-05,0.001373698991997685,-8.91091712509895e-06,-8.465098722573727e-05,0.00016209803948902257,0.0,0.0,-0.00013531947817724266
all_2017_2025,core,production,1080,2.4810899047409345,30.94958764897013,q90,0.15648148148148147,0.06977695892278667,-0.0867045225586948,0.13676776864731738,0.46809542286368355,0.21438655630250336,0.6257899830474347,1.5976331360946747,0.15976331360946747,8.335634664220011,9.326775925925926,3.9222192672646052,2.4810899047409345,30.94958764897013,0.13676776864731738,0.46809542286368355,0.21438655630250336,1.5976331360946747,0.15976331360946747,8.335634664220011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,core,production,1080,2.4810899047409345,30.94958764897013,q95,0.09537037037037037,0.044311360449249756,-0.05105900992112061,0.08421966203201821,0.31628028220021587,0.20701120204187307,0.7564070713795946,2.1359223300970873,0.21359223300970873,4.6108246438608465,5.073088888888894,1.831804745270413,2.4810899047409345,30.94958764897013,0.08421966203201821,0.31628028220021587,0.20701120204187307,2.1359223300970873,0.21359223300970873,4.6108246438608465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
