period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,zero_active_actual_rate,zero_active_predicted_rate,zero_active_brier,zero_active_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,weighted_draft_distance,weighted_support_distance,mean_effective_draft_weight,draft_capital_coverage
all_2017_2025,all_context_hl8,1620.0,1.9149470286255654,2.69028842600215,-0.07420686374968863,0.8104938271604938,0.5107322906244993,0.02607668057523449,20.614134179565223,29.60109131484003,-0.44001568330266494,0.804320987654321,0.5031731285536215,0.0145702189948263,0.18888888888888888,0.18015635885207518,0.15394174454293075,0.5340351767292406,0.07469135802469136,0.07880154267429137,0.06933970741713986,0.5655395608091345,0.11419753086419752,0.11666650798921188,0.09766504749910027,0.6735492984273472,0.03209876543209877,0.028676119777730588,0.029519635627167938,0.7215892366562009,0.5529526838399862,-0.015397046178036413,-1.1849152104746268,57.542632981795435,0.050000000000000024,1.5120565517714915,2.29497493690962,0.0958543297441001,0.9117283950617284,0.12777777777777777,0.12287869469057547,0.10795543267920309,0.6090443808527441,0.010493827160493827,0.007204787491352632,0.00976141511675,0.5593189240761807,5.384740811754864,0.39248226197688285,0.153981992095483,0.2605273301218554,0.2292494406345551,0.30258292287815614,0.9098765432098765
all_2017_2025,draft_only,1620.0,1.9159207776298568,2.6904449458125432,-0.07422303464562625,0.808641975308642,0.5112985664481388,0.02894747160553668,20.606612166106924,29.640001793886373,-0.07195767653794966,0.8111111111111111,0.5016260433546985,0.014500029406372128,0.18888888888888888,0.1791668972889851,0.15353626750186855,0.5415535062325285,0.07469135802469136,0.08055890086529884,0.06961806942881536,0.5525005651150353,0.11419753086419752,0.11826044556265732,0.09791644674141547,0.6663904322440908,0.03209876543209877,0.027865019409083123,0.02958195877582009,0.7169409831240189,0.5515767153396871,-0.018225952063832658,-1.21059000317157,62.568526581298926,0.05000000000000002,1.5138637195371263,2.2904550333269036,0.13093191838083032,0.9117283950617284,0.12777777777777777,0.12089443629753552,0.107970088398868,0.6101110803409335,0.010493827160493827,0.00676086105431262,0.009809292534200313,0.557007082308906,6.52756720652329,0.2869093790680772,0.24214053302743552,0.26058067322427614,0.2608211050931641,0.30258292287815614,0.9098765432098765
all_2017_2025,draft_recency_hl8,1620.0,1.9153644595647048,2.6902731909183166,-0.07429532785375782,0.8117283950617284,0.510554026528106,0.02780580583844383,20.60246344261635,29.59126319246176,-0.4541619855482823,0.8074074074074075,0.5030011299813538,0.012511832400123102,0.18888888888888888,0.17989555580212938,0.15400851231848825,0.534224191959889,0.07469135802469136,0.07853182766524948,0.06933950559154561,0.56626731870834,0.11419753086419752,0.11616436858896687,0.09765809544403045,0.6746096619267351,0.03209876543209877,0.02844829163976036,0.029525346760254065,0.7121578198587127,0.5590525448784427,0.001933634950184644,-1.1801542394977182,57.39314449004121,0.050000000000000024,1.5114182846953819,2.295472675603237,0.09617183759886978,0.912962962962963,0.12777777777777777,0.12288109608853424,0.10776112714970233,0.6131744224608621,0.010493827160493827,0.007009611588186572,0.009762638404129463,0.5595390994825878,5.388954909522544,0.39191337675884785,0.15421787088279143,0.2589216950592814,0.25993908475109956,0.30258292287815614,0.9098765432098765
all_2017_2025,draft_support,1620.0,1.9157376353575069,2.6904915313631688,-0.0741180652762744,0.8092592592592592,0.5115223743537122,0.028214292431666732,20.61624363769597,29.653469774928322,-0.0564095823089189,0.8080246913580247,0.5014797840072776,0.01473838344027184,0.18888888888888888,0.1795165012826651,0.1540998404859058,0.5296977745943634,0.07469135802469136,0.08094090683452192,0.06955001996632602,0.5553399235854206,0.11419753086419752,0.11871182804196276,0.09803754028929103,0.6657651379602599,0.03209876543209877,0.028063613187642604,0.02963056545870478,0.7129550137362637,0.5489391133169566,-0.029222837375408685,-1.214373645972869,62.66609936692801,0.050000000000000024,1.5141898518310468,2.289302260553849,0.1320597920841666,0.9135802469135802,0.12777777777777777,0.12071683644515481,0.10817260022139254,0.6068733738815896,0.010493827160493827,0.006937741374596136,0.009813183007833872,0.5553924626619207,6.524266818793469,0.2873251461557626,0.2419660453846443,0.26213338900768135,0.22940276150844421,0.30258292287815614,0.9098765432098765
all_2017_2025,production_baseline,1620.0,1.91542337727624,2.6904547665864778,-0.07430573554295743,0.8111111111111111,0.5116481134418628,0.029407379432280112,20.620878951654227,29.65591547720345,-0.05073175725472757,0.812962962962963,0.5015514413243397,0.01701551138050339,0.18888888888888888,0.17964021311684128,0.1538769668261165,0.5323862675460849,0.07469135802469136,0.08084806765774796,0.06947711346266675,0.5618621780911792,0.11419753086419752,0.11899604973599019,0.09805201328132396,0.6630002825124777,0.03209876543209877,0.028440521612359135,0.029470100947589898,0.7172721251962323,0.5537409325905694,-0.015603417236705466,-1.2222537958858801,62.68349815507297,0.050000000000000024,1.517404305839382,2.29689734835489,0.11901039123615022,0.9160493827160494,0.12777777777777777,0.12219099641181261,0.10824911214984854,0.6024937519445043,0.010493827160493827,0.006755188310449301,0.009775184736969787,0.5586583978569594,6.551118991947504,0.28562629984590404,0.24418369471126417,0.3179018263209959,0.2601316716425576,0.0,0.9098765432098765
all_2017_2025,recency_hl12,1620.0,1.9146337490926804,2.6903349204794296,-0.07431694032238759,0.8104938271604938,0.5108637273649579,0.027286740636629614,20.614048559248815,29.621517017076087,-0.29796276282119444,0.8037037037037037,0.5023365357091508,0.014047719561989691,0.18888888888888888,0.18039114098301287,0.1536811461353466,0.5406730931845087,0.07469135802469136,0.07960403629719894,0.06936320763923874,0.56794336720348,0.11419753086419752,0.11788324933220878,0.09773807823958569,0.6698483849703362,0.03209876543209877,0.02910982237240732,0.029453697690999297,0.7224477531397174,0.5591899966487253,-0.003909311271873137,-1.19921783044952,60.00734583481391,0.050000000000000024,1.5152134657968974,2.2990898657454855,0.0967863099727991,0.9141975308641975,0.12777777777777777,0.12347076043333907,0.10812720174046514,0.6041861117094202,0.010493827160493827,0.00695223785486494,0.00974081275856069,0.5596491871857914,5.770977236653461,0.35523564275099756,0.1826193381694111,0.31566848901117944,0.25945594721410814,0.0,0.9098765432098765
all_2017_2025,recency_hl4,1620.0,1.9164853943415723,2.690195656656729,-0.07429784046044154,0.8080246913580247,0.509407819200971,0.02351845865762947,20.63958376504937,29.5634229916425,-0.7357826576034785,0.8,0.5042468217908898,0.015410669227135965,0.18888888888888888,0.1801891754736003,0.15400953151690208,0.5388724744083326,0.07469135802469136,0.076288205847557,0.06922603073278215,0.5733491749320484,0.11419753086419752,0.11467057044792146,0.09727127764194037,0.6802147094830021,0.03209876543209877,0.029394256995830124,0.029571900075221386,0.7160640698587127,0.5591873039234551,-0.0018837610975849098,-1.164232359252758,48.759579587656226,0.050000000000000024,1.5165877619944912,2.305886294211607,0.05921679817354791,0.9141975308641975,0.12777777777777777,0.12523482457006344,0.10833224160495329,0.6020390370985774,0.010493827160493827,0.0071965702920389054,0.009721238802482084,0.5659608821694617,4.465313308225345,0.49257466684027623,0.09209447304586958,0.31167034236360786,0.2585587425908154,0.0,0.9098765432098765
all_2017_2025,recency_hl8,1620.0,1.9147700918643566,2.6902942289716485,-0.07430973892816174,0.812962962962963,0.5106129423289747,0.025168357086280957,20.615732869330618,29.605061677548907,-0.41575104868687157,0.808641975308642,0.5026808129701388,0.013767173096591867,0.18888888888888888,0.18076495201821027,0.1535715577463392,0.541921588523791,0.07469135802469136,0.07888616193957597,0.06936014126497364,0.5648173162273472,0.11419753086419752,0.1171676896883433,0.09748055706509126,0.6747377342499293,0.03209876543209877,0.029106309095119534,0.029396414302937466,0.7256242641287284,0.5591540160246342,-0.008110719049566381,-1.1889654690365432,57.49592499029601,0.050000000000000024,1.5149247574074762,2.3005122910719327,0.08654302558098677,0.9135802469135802,0.12777777777777777,0.12400226317038678,0.10813250279070465,0.6041553415318762,0.010493827160493827,0.007027182550165896,0.009729764262573146,0.5621078125573373,5.407797792877488,0.39056350797652334,0.15569556475017174,0.3145826118664386,0.25916704639227783,0.0,0.9098765432098765
all_2017_2025,support_only,1620.0,1.916012102369287,2.6904627742471887,-0.0741926294314968,0.8141975308641975,0.5120757512075896,0.028475862485713432,20.62018499638226,29.65526676898246,-0.047214095910456666,0.8123456790123457,0.5016726362645957,0.017611558877972666,0.18888888888888888,0.17978162156117664,0.154080169908094,0.5278076222878801,0.07469135802469136,0.08097452138275042,0.06953752578087616,0.5588960133201749,0.11419753086419752,0.11920718480335724,0.09796365620004606,0.665829174121857,0.03209876543209877,0.02857503246856048,0.029482375583816865,0.7140036302982732,0.5528186374921759,-0.017610228729193485,-1.2212806005402561,62.704670229650226,0.050000000000000024,1.5160221558406377,2.2956261908051414,0.11949737012525666,0.9135802469135802,0.12777777777777777,0.12196124546825987,0.10827308647774166,0.6013347419236831,0.010493827160493827,0.006897974574070413,0.009786991569352723,0.5421268944258927,6.549322590356871,0.28607375181454936,0.2442694533438379,0.31780943898527314,0.22813555875515393,0.0,0.9098765432098765
all_2017_2025,support_recency_hl8,1620.0,1.9151733371373096,2.690254343296846,-0.07425229116978087,0.8074074074074075,0.5111024149366351,0.02961332548548945,20.61394759371604,29.596730300343403,-0.4180982036856112,0.8067901234567901,0.5026202509737625,0.01542732851541151,0.18888888888888888,0.18075614815211077,0.15388538725145492,0.5330577690233882,0.07469135802469136,0.07892639862866634,0.06927325594673293,0.5696635222379658,0.11419753086419752,0.11715009037642855,0.09775411668175421,0.6697203126471419,0.03209876543209877,0.02933168454772824,0.029441987333595508,0.7183391385400314,0.5605157926772825,-0.002939229557361937,-1.1886402949701647,57.57020534263592,0.050000000000000024,1.51333480439557,2.299530155837882,0.08601548506583241,0.912962962962963,0.12777777777777777,0.12392080877973045,0.1081294288490924,0.6026612784666878,0.010493827160493827,0.007162643250509747,0.009724789138479841,0.5490991156287842,5.404882935130364,0.3911876659169484,0.15566626228621364,0.3146020363497545,0.2279654591790618,0.0,0.9098765432098765
