period,method,metric,n,candidate_minus_baseline
recent_2020_2025,recency_hl4,played_crps,1080,-0.005705785096954815
recent_2020_2025,recency_hl4,plus3_brier_row,1080,0.0006104001676113001
recent_2020_2025,recency_hl4,plus5_brier_row,1080,-0.0002418899608243432
recent_2020_2025,recency_hl4,impact_brier_row,1080,-0.0007233955375823551
recent_2020_2025,recency_hl4,zero_brier_row,1080,1.7973867744362553e-05
recent_2020_2025,recency_hl4,extended_absence_brier_row,1080,-0.00022655352506206208
recent_2020_2025,recency_hl4,ppg_80_covered,1080,-0.006481481481481481
recent_2020_2025,recency_hl4,contribution_80_covered,1080,-0.017592592592592594
recent_2020_2025,recency_hl4,played_80_covered,1080,0.001851851851851852
recent_2020_2025,recency_hl4,weighted_season_gap,1080,-2.48172343125661
recent_2020_2025,recency_hl4,weight_last3_seasons,1080,0.21835818133058923
recent_2020_2025,recency_hl4,weight_10plus_seasons,1080,-0.20267433910433372
recent_2020_2025,recency_hl4,effective_sample_size,1080,-16.451212498520174
recent_2020_2025,recency_hl12,ppg_crps,1080,-0.0011345400261392191
recent_2020_2025,recency_hl12,contribution_crps,1080,-0.016361345134298884
recent_2020_2025,recency_hl12,played_crps,1080,-0.004184608667334127
recent_2020_2025,recency_hl12,plus3_brier_row,1080,-0.0002067584750418481
recent_2020_2025,recency_hl12,plus5_brier_row,1080,-0.00013886520467595677
recent_2020_2025,recency_hl12,impact_brier_row,1080,-0.00048368068660784274
recent_2020_2025,recency_hl12,zero_brier_row,1080,-7.95052124052767e-05
recent_2020_2025,recency_hl12,extended_absence_brier_row,1080,-0.00024909113525789403
recent_2020_2025,recency_hl12,ppg_80_covered,1080,-0.001851851851851852
recent_2020_2025,recency_hl12,contribution_80_covered,1080,-0.010185185185185186
recent_2020_2025,recency_hl12,played_80_covered,1080,-0.001851851851851852
recent_2020_2025,recency_hl12,weighted_season_gap,1080,-0.9389568508709247
recent_2020_2025,recency_hl12,weight_last3_seasons,1080,0.07327108412189158
recent_2020_2025,recency_hl12,weight_10plus_seasons,1080,-0.08202790685692897
recent_2020_2025,recency_hl12,effective_sample_size,1080,-3.3382948549957168
temporal_2023_2025,draft_only,ppg_crps,540,-0.0011370297442742185
temporal_2023_2025,draft_only,contribution_crps,540,-0.012229429454055139
temporal_2023_2025,draft_only,played_crps,540,-0.002032459128843968
temporal_2023_2025,draft_only,plus3_brier_row,540,-0.0007011952603962476
temporal_2023_2025,draft_only,plus5_brier_row,540,0.00018785314603848486
temporal_2023_2025,draft_only,impact_brier_row,540,-0.0006392765119535928
temporal_2023_2025,draft_only,zero_brier_row,540,0.00019533668571468184
temporal_2023_2025,draft_only,extended_absence_brier_row,540,-0.00038989336565979887
temporal_2023_2025,draft_only,ppg_80_covered,540,-0.007407407407407408
temporal_2023_2025,draft_only,contribution_80_covered,540,0.003703703703703704
temporal_2023_2025,draft_only,played_80_covered,540,-0.001851851851851852
temporal_2023_2025,draft_only,weighted_season_gap,540,-0.04257783672647064
temporal_2023_2025,draft_only,weight_last3_seasons,540,0.002910087336547283
temporal_2023_2025,draft_only,weight_10plus_seasons,540,-0.0027446133090101303
temporal_2023_2025,draft_only,effective_sample_size,540,-0.14599672915286338
temporal_2023_2025,support_only,ppg_crps,540,-0.0023662865569438877
temporal_2023_2025,support_only,contribution_crps,540,-0.029269426154279573
temporal_2023_2025,support_only,played_crps,540,-0.001671972836332938
temporal_2023_2025,support_only,plus3_brier_row,540,0.0001869991319603519
temporal_2023_2025,support_only,plus5_brier_row,540,-0.00014775286422916617
temporal_2023_2025,support_only,impact_brier_row,540,-0.0001588339255622067
temporal_2023_2025,support_only,zero_brier_row,540,-8.364096718498335e-05
temporal_2023_2025,support_only,extended_absence_brier_row,540,0.0004640628569583824
temporal_2023_2025,support_only,ppg_80_covered,540,-0.001851851851851852
temporal_2023_2025,support_only,contribution_80_covered,540,0.003703703703703704
temporal_2023_2025,support_only,played_80_covered,540,0.0
temporal_2023_2025,support_only,weighted_season_gap,540,-0.0037833753606822925
temporal_2023_2025,support_only,weight_last3_seasons,540,0.00033696797663932895
temporal_2023_2025,support_only,weight_10plus_seasons,540,-0.0005630856346348287
temporal_2023_2025,support_only,effective_sample_size,540,0.012837580709161184
temporal_2023_2025,recency_hl8,ppg_crps,540,0.0014073587540084393
temporal_2023_2025,recency_hl8,contribution_crps,540,-0.00885485505906462
temporal_2023_2025,recency_hl8,played_crps,540,-0.005132872923370523
temporal_2023_2025,recency_hl8,plus3_brier_row,540,0.0005753284208167986
temporal_2023_2025,recency_hl8,plus5_brier_row,540,0.00035331682879056244
temporal_2023_2025,recency_hl8,impact_brier_row,540,-0.0006006419837202474
temporal_2023_2025,recency_hl8,zero_brier_row,540,-0.00019032910469714287
temporal_2023_2025,recency_hl8,extended_absence_brier_row,540,-0.0004362490133641279
temporal_2023_2025,recency_hl8,ppg_80_covered,540,0.003703703703703704
temporal_2023_2025,recency_hl8,contribution_80_covered,540,-0.003703703703703704
temporal_2023_2025,recency_hl8,played_80_covered,540,-0.001851851851851852
temporal_2023_2025,recency_hl8,weighted_season_gap,540,-1.6446148093817967
temporal_2023_2025,recency_hl8,weight_last3_seasons,540,0.11616032025602131
temporal_2023_2025,recency_hl8,weight_10plus_seasons,540,-0.13995539621597824
temporal_2023_2025,recency_hl8,effective_sample_size,540,-7.564030152946355
temporal_2023_2025,draft_support,ppg_crps,540,-0.0028643204959085044
temporal_2023_2025,draft_support,contribution_crps,540,-0.011315370229567873
temporal_2023_2025,draft_support,played_crps,540,0.00025166690159256807
temporal_2023_2025,draft_support,plus3_brier_row,540,0.0004948032436391538
temporal_2023_2025,draft_support,plus5_brier_row,540,-0.00026496251025953524
temporal_2023_2025,draft_support,impact_brier_row,540,7.776159948864315e-07
temporal_2023_2025,draft_support,zero_brier_row,540,0.0003505454599139705
temporal_2023_2025,draft_support,extended_absence_brier_row,540,0.00023983855115446913
temporal_2023_2025,draft_support,ppg_80_covered,540,-0.003703703703703704
temporal_2023_2025,draft_support,contribution_80_covered,540,-0.001851851851851852
temporal_2023_2025,draft_support,played_80_covered,540,0.001851851851851852
temporal_2023_2025,draft_support,weighted_season_gap,540,-0.04788924763090058
temporal_2023_2025,draft_support,weight_last3_seasons,540,0.0035779665015490915
temporal_2023_2025,draft_support,weight_10plus_seasons,540,-0.003167115968142241
temporal_2023_2025,draft_support,effective_sample_size,540,-0.07842218446447863
temporal_2023_2025,draft_recency_hl8,ppg_crps,540,0.0005370386348470609
temporal_2023_2025,draft_recency_hl8,contribution_crps,540,-0.015425943604281858
temporal_2023_2025,draft_recency_hl8,played_crps,540,-0.007341626702930013
temporal_2023_2025,draft_recency_hl8,plus3_brier_row,540,0.0010069807154309963
temporal_2023_2025,draft_recency_hl8,plus5_brier_row,540,0.000282069390382336
temporal_2023_2025,draft_recency_hl8,impact_brier_row,540,-0.0004802826194573281
temporal_2023_2025,draft_recency_hl8,zero_brier_row,540,8.226759338179736e-05
temporal_2023_2025,draft_recency_hl8,extended_absence_brier_row,540,-0.000788537045818827
temporal_2023_2025,draft_recency_hl8,ppg_80_covered,540,-0.001851851851851852
temporal_2023_2025,draft_recency_hl8,contribution_80_covered,540,-0.005555555555555556
temporal_2023_2025,draft_recency_hl8,played_80_covered,540,-0.001851851851851852
temporal_2023_2025,draft_recency_hl8,weighted_season_gap,540,-1.6803201966905694
temporal_2023_2025,draft_recency_hl8,weight_last3_seasons,540,0.11951316405534435
temporal_2023_2025,draft_recency_hl8,weight_10plus_seasons,540,-0.1420741817861415
temporal_2023_2025,draft_recency_hl8,effective_sample_size,540,-7.734310997031221
temporal_2023_2025,support_recency_hl8,ppg_crps,540,-0.00092500710369361
temporal_2023_2025,support_recency_hl8,contribution_crps,540,-0.0345993099395158
temporal_2023_2025,support_recency_hl8,played_crps,540,-0.008207732353054078
temporal_2023_2025,support_recency_hl8,plus3_brier_row,540,0.0004285227603798785
temporal_2023_2025,support_recency_hl8,plus5_brier_row,540,-0.00014938902788041216
temporal_2023_2025,support_recency_hl8,impact_brier_row,540,-0.000526128102936135
temporal_2023_2025,support_recency_hl8,zero_brier_row,540,-0.00031716300894643704
temporal_2023_2025,support_recency_hl8,extended_absence_brier_row,540,-0.0001460840236024313
temporal_2023_2025,support_recency_hl8,ppg_80_covered,540,-0.003703703703703704
temporal_2023_2025,support_recency_hl8,contribution_80_covered,540,0.001851851851851852
temporal_2023_2025,support_recency_hl8,played_80_covered,540,-0.003703703703703704
temporal_2023_2025,support_recency_hl8,weighted_season_gap,540,-1.6475966361534182
temporal_2023_2025,support_recency_hl8,weight_last3_seasons,540,0.11657023436530778
temporal_2023_2025,support_recency_hl8,weight_10plus_seasons,540,-0.14046461042163666
temporal_2023_2025,support_recency_hl8,effective_sample_size,540,-7.469173688923543
temporal_2023_2025,all_context_hl8,ppg_crps,540,-0.001580307897492292
temporal_2023_2025,all_context_hl8,contribution_crps,540,-0.011158798897671662
temporal_2023_2025,all_context_hl8,played_crps,540,-0.005055211718568747
temporal_2023_2025,all_context_hl8,plus3_brier_row,540,0.0007978801499368614
temporal_2023_2025,all_context_hl8,plus5_brier_row,540,-9.522050118341286e-05
temporal_2023_2025,all_context_hl8,impact_brier_row,540,-0.0004363845995025601
temporal_2023_2025,all_context_hl8,zero_brier_row,540,1.746797898088229e-05
temporal_2023_2025,all_context_hl8,extended_absence_brier_row,540,-0.00027150018626609124
temporal_2023_2025,all_context_hl8,ppg_80_covered,540,-0.001851851851851852
temporal_2023_2025,all_context_hl8,contribution_80_covered,540,-0.012962962962962963
temporal_2023_2025,all_context_hl8,played_80_covered,540,-0.003703703703703704
temporal_2023_2025,all_context_hl8,weighted_season_gap,540,-1.6857951002248956
temporal_2023_2025,all_context_hl8,weight_last3_seasons,540,0.12035299822599455
temporal_2023_2025,all_context_hl8,weight_10plus_seasons,540,-0.14248977993296794
temporal_2023_2025,all_context_hl8,effective_sample_size,540,-7.591207034374548
temporal_2023_2025,recency_hl4,ppg_crps,540,0.006734832503742678
temporal_2023_2025,recency_hl4,contribution_crps,540,0.02289364356031063
temporal_2023_2025,recency_hl4,played_crps,540,-0.004739182963232511
temporal_2023_2025,recency_hl4,plus3_brier_row,540,0.0015060933343148668
temporal_2023_2025,recency_hl4,plus5_brier_row,540,0.0003347254174956562
temporal_2023_2025,recency_hl4,impact_brier_row,540,-0.0005206223147688382
temporal_2023_2025,recency_hl4,zero_brier_row,540,0.00018920864957754248
temporal_2023_2025,recency_hl4,extended_absence_brier_row,540,-0.0005185209837252108
temporal_2023_2025,recency_hl4,ppg_80_covered,540,-0.005555555555555556
temporal_2023_2025,recency_hl4,contribution_80_covered,540,-0.012962962962962963
temporal_2023_2025,recency_hl4,played_80_covered,540,-0.003703703703703704
temporal_2023_2025,recency_hl4,weighted_season_gap,540,-2.9431562740055712
temporal_2023_2025,recency_hl4,weight_last3_seasons,540,0.22947589524577397
temporal_2023_2025,recency_hl4,weight_10plus_seasons,540,-0.24069963961734164
temporal_2023_2025,recency_hl4,effective_sample_size,540,-18.930564199607907
temporal_2023_2025,recency_hl12,ppg_crps,540,0.00037302428206197297
temporal_2023_2025,recency_hl12,contribution_crps,540,-0.010410338860103634
temporal_2023_2025,recency_hl12,played_crps,540,-0.004066712446359744
temporal_2023_2025,recency_hl12,plus3_brier_row,540,0.0004126245997930957
temporal_2023_2025,recency_hl12,plus5_brier_row,540,9.57056704777536e-05
temporal_2023_2025,recency_hl12,impact_brier_row,540,-0.0005076090234492839
temporal_2023_2025,recency_hl12,zero_brier_row,540,-0.00010201222973497455
temporal_2023_2025,recency_hl12,extended_absence_brier_row,540,-0.00033058320459339064
temporal_2023_2025,recency_hl12,ppg_80_covered,540,0.0
temporal_2023_2025,recency_hl12,contribution_80_covered,540,-0.005555555555555556
temporal_2023_2025,recency_hl12,played_80_covered,540,-0.003703703703703704
temporal_2023_2025,recency_hl12,weighted_season_gap,540,-1.1271375027023471
temporal_2023_2025,recency_hl12,weight_last3_seasons,540,0.07667987553799376
temporal_2023_2025,recency_hl12,weight_10plus_seasons,540,-0.09715797271193567
temporal_2023_2025,recency_hl12,effective_sample_size,540,-3.970753825601109
