method,pos,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,zero_active_actual_rate,zero_active_predicted_rate,zero_active_brier,zero_active_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,weighted_draft_distance,weighted_support_distance,mean_effective_draft_weight,draft_capital_coverage
draft_recency_hl8,TE,144.0,1.3975650632751675,2.0013048961541706,-0.11844410091131806,0.8333333333333334,0.5192818763318947,0.06013555404198223,15.99987944468793,23.02942823666882,-0.1151712775187623,0.8263888888888888,0.5025465293466191,0.035483391567185885,0.11805555555555555,0.12838156626467936,0.1042664533168504,0.571560907827698,0.041666666666666664,0.03955589679545236,0.040131801014444725,0.5615942028985508,0.09027777777777778,0.10736813441256582,0.08208704674221544,0.5901350557839108,0.013888888888888888,0.013276009445108221,0.014272573252216017,0.4137323943661972,0.5540584803883357,0.05810626155453742,-1.2250441676747994,55.65665782500312,0.05000000000000002,1.445843220947562,2.161583566257351,0.11575905696470103,0.9166666666666666,0.09027777777777778,0.11163985405512691,0.08341133872174539,0.5196711685261304,0.006944444444444444,0.0032334270905980587,0.006990906030573146,0.36363636363636365,5.914596869421421,0.35529081127542034,0.2135799519258019,0.283318634409287,0.26738531067035204,0.25735386718491027,0.9097222222222222
draft_recency_hl8,WR,432.0,1.7213609355112598,2.4037658050696216,-0.1926120060223923,0.7939814814814815,0.514277651432113,0.04257536058381789,19.226735535377706,27.61869268836204,-0.08677740077349566,0.7962962962962963,0.49758927107940365,0.021831715801128138,0.16898148148148148,0.1657622463736518,0.14210817828316946,0.4896020147288892,0.05324074074074074,0.05560752876112091,0.05140244902758852,0.43658977357287126,0.09722222222222222,0.10547035823808733,0.08336977254158527,0.7206959706959707,0.02546296296296296,0.02827497011178459,0.024294437117118536,0.7706758799395379,0.6131307017253453,0.08560469800375921,-0.5323251633537007,55.493765816824464,0.050000000000000024,1.4722036299336536,2.1764182874275013,0.21972676090901977,0.9004629629629629,0.125,0.10251018445234476,0.10812520617908798,0.6242406427591612,0.004629629629629629,0.006618076027261145,0.004712068293836814,0.5674418604651162,5.42657738862075,0.39367456049237315,0.16728631756388437,0.2183413217558322,0.2327690332083368,0.31916746190061085,0.9444444444444444
draft_support,QB,144.0,2.5762905348379723,3.6681846736929486,0.6632944780627759,0.7708333333333334,0.4716654090453386,0.11959910551387065,22.659226559455764,34.6423998632982,6.717080362061255,0.7361111111111112,0.4471838129308405,0.1251622771148348,0.22916666666666666,0.20226754532703234,0.18048490800560643,0.4944034944034944,0.0625,0.0887053499363707,0.0641150983260034,0.3308641975308642,0.13194444444444445,0.13385444793482199,0.11594337195627652,0.5477894736842105,0.04861111111111111,0.0226218809563886,0.03574916896542774,0.8581856100104275,0.37350385499994426,-0.16026444819548266,-4.746281932178431,67.13198630943427,0.05000000000000002,1.465430744469777,2.2397975018746985,0.4016984454462741,0.9097222222222222,0.1527777777777778,0.12357281535690509,0.10044528226850165,0.7179582712369598,0.034722222222222224,0.015367286565167849,0.02594648933779119,0.839568345323741,8.768712983093756,0.16087854483639014,0.46927347314316514,0.27147524673682555,0.23290472308321616,0.2226704607367066,0.9791666666666666
draft_support,RB,360.0,2.101250680648419,2.9444875132889257,-0.008732389295261149,0.825,0.5055836174021715,0.02900084115206253,23.170587723363127,33.01167015868386,-0.4673741997648859,0.8138888888888889,0.504926039712127,0.02933111824843465,0.21388888888888888,0.20384673652089758,0.17084871950346467,0.49034004864393554,0.09722222222222222,0.10937100627727685,0.08889848671181812,0.5226373626373626,0.12777777777777777,0.12426601415761054,0.10761269580817957,0.6759900304624757,0.044444444444444446,0.03706033408804888,0.041279236634108894,0.6853197674418605,0.6024462598211707,-0.0032520827063994826,-0.3165000658034438,64.74156457340533,0.050000000000000024,1.6769241758941784,2.5388464047162973,0.0484578823887839,0.9194444444444444,0.1527777777777778,0.15033691234225546,0.12631374755746294,0.621698956780924,0.013888888888888888,0.00644512312292813,0.013948942451018548,0.4836619718309859,6.9512730799029665,0.27136589432888736,0.3017758656314704,0.27120230699144426,0.2540963655964764,0.3504859547429758,0.875
draft_support,TE,144.0,1.3957683191036543,2.0012328959845274,-0.11873328220532847,0.8263888888888888,0.5225323785532329,0.06556574802170678,15.999571978415455,23.10083984064086,0.12006015010473006,0.8333333333333334,0.50317019128136,0.054130576341559655,0.11805555555555555,0.12651592485342056,0.10438183726629936,0.556276053728578,0.041666666666666664,0.04373265891981911,0.039526027279292206,0.6570048309178744,0.09027777777777778,0.10364462261272026,0.08242441895569123,0.5801526717557252,0.013888888888888888,0.013573422559688618,0.013915121398141325,0.573943661971831,0.5592630773134981,0.044554296278434206,-1.205278434342053,62.171118022037554,0.05000000000000002,1.4398878990914419,2.1199884475263215,0.24144439800608655,0.9166666666666666,0.09027777777777778,0.10540066272841107,0.0830775167946231,0.5067527891955372,0.006944444444444444,0.0024752986362471785,0.006973956884238866,0.38461538461538464,7.402088768327555,0.24175945028757562,0.3443672557828644,0.2855183743579182,0.2354004772932383,0.25735386718491027,0.9097222222222222
draft_support,WR,432.0,1.7203461921873484,2.4037713043806272,-0.1924393142470425,0.8009259259259259,0.5143033259693619,0.045822737835138516,19.240177571540766,27.661154944021753,0.32352424323168016,0.8055555555555556,0.49624414840807574,0.022299860186679815,0.16898148148148148,0.16798378776706197,0.1418760917443914,0.5048651123745564,0.05324074074074074,0.06107907368636334,0.05113399690364141,0.4802806420750505,0.09722222222222222,0.11199095529587508,0.08449454997914543,0.6911477411477411,0.02546296296296296,0.028220459153448854,0.02451897230231575,0.7605268840423235,0.6046234238570435,0.03135123275861556,-0.6445637364000752,61.775621837149885,0.050000000000000024,1.4771114415577233,2.171813047037317,0.2521192909531463,0.8981481481481481,0.125,0.10116398306290554,0.10891051686953625,0.6046933176562806,0.004629629629629629,0.006654538722491151,0.004704433289638009,0.5656976744186046,6.764382271295142,0.28043419799435526,0.27862594545076635,0.22135638701309576,0.19604130377798726,0.31916746190061085,0.9444444444444444
production_baseline,QB,144.0,2.574188717198314,3.66736714422851,0.6625065968831811,0.7569444444444444,0.47110667272437756,0.12157793266287215,22.753074487236542,34.66484455433225,6.75967872351766,0.7569444444444444,0.4479686698408653,0.12311332560404409,0.22916666666666666,0.20125053886809438,0.18099179084647052,0.4862134862134862,0.0625,0.08883142342197788,0.0631950284485498,0.40411522633744856,0.13194444444444445,0.13218054959430509,0.1167470474071327,0.5263157894736842,0.04861111111111111,0.021507552724260186,0.035656566832296496,0.8550573514077163,0.3952034925028465,-0.14180130214612974,-4.773200605293872,66.32866556703047,0.05000000000000002,1.4659132248450542,2.24937070101275,0.3810652906875664,0.9097222222222222,0.1527777777777778,0.1257666417934119,0.10092723613448093,0.7067809239940388,0.034722222222222224,0.014720668534400174,0.025627690017004944,0.8453237410071942,8.90768984155628,0.15353415504285792,0.4821892812030712,0.30524469438758284,0.2521375037966528,0.0,0.9791666666666666
production_baseline,RB,360.0,2.0999071518892243,2.944437075751156,-0.00891379285296148,0.825,0.506508788729293,0.03383244340150571,23.142378433520904,33.00502708663318,-0.5742667727959379,0.8222222222222222,0.5070852266912419,0.03210112233404361,0.21388888888888888,0.20272044396676236,0.1698586146605,0.5040154192097654,0.09722222222222222,0.10864458547139731,0.08894525294954371,0.5356483516483517,0.12777777777777777,0.123190594919303,0.10716982853989437,0.6790362780393243,0.044444444444444446,0.03754734131778457,0.040594391897591994,0.7134811046511628,0.6026368563763672,0.007461477326213936,-0.31175419880046035,63.911031958335336,0.050000000000000024,1.6731673717543758,2.5315472657284324,0.036000249202836426,0.9166666666666666,0.1527777777777778,0.15145090983814366,0.12600382569377971,0.6317138599105813,0.013888888888888888,0.005895509376852796,0.01392994168793955,0.49577464788732395,7.003633009721243,0.2689348603868333,0.306831492235589,0.33482493555446097,0.28802764273444453,0.0,0.875
production_baseline,TE,144.0,1.3950750673346088,2.001293417347324,-0.11867034471701891,0.8194444444444444,0.5220247668379705,0.0662761147909866,15.988837339087013,23.10916605101948,0.20824881628847589,0.8402777777777778,0.5039590632738352,0.045458594348828985,0.11805555555555555,0.130782002007908,0.10422306620936311,0.5706345530338119,0.041666666666666664,0.043627074710937644,0.039980906026310783,0.5555555555555556,0.09027777777777778,0.1080879845986408,0.08198334729955678,0.6024662360540223,0.013888888888888888,0.013629085354606357,0.013890811775835614,0.5704225352112676,0.5554088622932427,0.051466923880716976,-1.18277945641916,62.50589357457963,0.05000000000000002,1.4468088521889848,2.133894628746624,0.23991957458189367,0.9236111111111112,0.09027777777777778,0.1053264688493745,0.08232736595077389,0.5513799177921316,0.006944444444444444,0.0026178174341961948,0.006973332371801653,0.3706293706293706,7.3626258138865115,0.24295809997063916,0.3398869630089657,0.3344700858176255,0.2669101253226383,0.0,0.9097222222222222
production_baseline,WR,432.0,1.722657712630561,2.4040095243135173,-0.1926668237827064,0.8078703703703703,0.5144887572007214,0.04608852190558299,19.24134454497454,27.65075102960784,0.38292374928573375,0.8032407407407407,0.49525078317743987,0.02433379599697516,0.16898148148148148,0.16826167301423242,0.14213825082698883,0.4999809211279429,0.05324074074074074,0.06204428795687759,0.05124268036266512,0.4590198788136494,0.09722222222222222,0.11284318027815281,0.0852386627408913,0.671916971916972,0.02546296296296296,0.029168058344114393,0.024376714061321268,0.7566400345497732,0.6125296626555841,0.06704217117456644,-0.6552181177939738,62.9628582405829,0.050000000000000024,1.4807577563147285,2.1850153823084106,0.23627297888146753,0.8981481481481481,0.125,0.10261592718417953,0.10884126736464973,0.6009700176366843,0.004629629629629629,0.006811405573005452,0.0047009128012425,0.5837209302325581,6.775170221143029,0.27812366986204967,0.2787375045123225,0.2861596576532365,0.2297368195241747,0.0,0.9444444444444444
recency_hl12,QB,144.0,2.573608320099367,3.666249353174893,0.6615811289396575,0.7569444444444444,0.4693133710690355,0.11509613845982702,22.671435008842927,34.54177547975329,6.3231738503927595,0.7638888888888888,0.4514268671618738,0.11529387350961229,0.22916666666666666,0.20626598363005333,0.18110515109092196,0.47720447720447723,0.0625,0.09390137757194397,0.06365238158545787,0.3925925925925926,0.13194444444444445,0.13319688457205092,0.11777129149534117,0.48589473684210527,0.04861111111111111,0.023167358005119643,0.03532996502849553,0.8717413972888426,0.3879327675088198,-0.16948798328108675,-4.927288851214401,65.59047161036064,0.05000000000000002,1.4582354909777218,2.231281152724893,0.38090910836639846,0.8958333333333334,0.1527777777777778,0.12544151211226026,0.09968943293078526,0.7075260804769001,0.034722222222222224,0.01621207123897198,0.025270845383584612,0.8496402877697842,7.988588816004531,0.21225039747329322,0.39571781137243167,0.29641147139345786,0.24773440711858744,0.0,0.9791666666666666
recency_hl12,RB,360.0,2.0972074582191915,2.944449833315482,-0.008835066162899101,0.8277777777777777,0.5054545426828507,0.03570877752425894,23.12647057453235,32.983380943813465,-0.8611664988499586,0.8138888888888889,0.5080724158686357,0.026637992394782317,0.21388888888888888,0.20288485630673492,0.16996207815069347,0.5131017392501491,0.09722222222222222,0.10580454044053719,0.08809963397672804,0.5803076923076923,0.12777777777777777,0.12223207621138338,0.10667835471342922,0.689767377457768,0.044444444444444446,0.0378342780423757,0.04051874830220098,0.7354651162790697,0.6110895949663014,0.03273456328109527,-0.24881622786484897,60.48282528561762,0.05000000000000002,1.6695260052482033,2.5294330763933215,0.012092065550572961,0.9166666666666666,0.1527777777777778,0.15247458066422534,0.12590483954347692,0.6304023845007451,0.013888888888888888,0.005863916470617952,0.01390958872116933,0.4923943661971831,6.050139322096748,0.3461000065091489,0.22438171073395066,0.33130352196627094,0.2867948357570172,0.0,0.875
recency_hl12,TE,144.0,1.3958661745590426,2.001296674536318,-0.11851854343324485,0.8263888888888888,0.5203979411414895,0.060955258125963696,15.976619993719376,23.03532277785386,0.025847909975738024,0.8333333333333334,0.502974212433228,0.04333964821830824,0.11805555555555555,0.13059372224162658,0.10434897824210544,0.571560907827698,0.041666666666666664,0.041472880478256174,0.04033683342277935,0.5169082125603864,0.09027777777777778,0.10879936206354235,0.082110894395806,0.6012918379330593,0.013888888888888888,0.01399312448425711,0.013915521353220967,0.5704225352112676,0.5533230045294131,0.049449401173539104,-1.1995556286028246,58.90912505164187,0.050000000000000024,1.441971212326043,2.151470578052062,0.15577126228672628,0.9236111111111112,0.09027777777777778,0.11034223482906708,0.08249125018217433,0.5648854961832062,0.006944444444444444,0.002930109272088334,0.00698276551454564,0.3706293706293706,6.354613451665177,0.3180507078079191,0.2501981895312368,0.335780200777922,0.2664189944441078,0.0,0.9097222222222222
recency_hl12,WR,432.0,1.7220008705817447,2.4039347884949396,-0.1926794000969524,0.7986111111111112,0.5139300519015755,0.04373001196730508,19.244983339216333,27.638148556864728,0.1316364314058348,0.7847222222222222,0.49599916452591586,0.02240587365103075,0.16898148148148148,0.16747582708962397,0.14145537763849172,0.5159690159117793,0.05324074074074074,0.05808297780439445,0.05132910631719607,0.44594450940788777,0.09722222222222222,0.10982056349014471,0.08405509215160675,0.6996336996336996,0.02546296296296296,0.029390602295313678,0.024341618101939126,0.7711077521053769,0.6093932597931588,0.05733618042792153,-0.581256895149951,58.91894749022758,0.05000000000000002,1.4775024979782947,2.1878687166060096,0.21723562808465574,0.8981481481481481,0.125,0.10326275968750416,0.10865900097585574,0.6056731334509112,0.004629629629629629,0.006816961148543221,0.004702308441075359,0.5906976744186047,5.864727296243824,0.35239414164227717,0.20109596972415475,0.28423335777972225,0.23017053386503117,0.0,0.9444444444444444
recency_hl4,QB,144.0,2.5860040430605054,3.6649060180704063,0.660423902725388,0.7569444444444444,0.47105732873416095,0.10087809558594768,22.64471664148237,34.363930341323915,5.590590108260721,0.7638888888888888,0.45563282072661543,0.09866051586198976,0.22916666666666666,0.21528829777009253,0.1832290808897096,0.4823914823914824,0.0625,0.0998786026855402,0.06414198894662247,0.40987654320987654,0.13194444444444445,0.13357362735242828,0.11776145829482464,0.5069473684210526,0.04861111111111111,0.024835835913387512,0.03525332386818899,0.8790406673618353,0.39366414055552074,-0.1838357045253597,-5.244636715625564,49.1775757653194,0.05000000000000002,1.4553935236750053,2.214518042435854,0.3892161870618,0.8958333333333334,0.1527777777777778,0.1238245869203938,0.0986133560142246,0.7146050670640834,0.034722222222222224,0.018700874120812686,0.025037969871294634,0.8510791366906475,6.132623602694353,0.3548874144135837,0.23390456101578166,0.2801830319114296,0.23997901997490345,0.0,0.9791666666666666
recency_hl4,RB,360.0,2.096395116343247,2.94443327659941,-0.008868491684518547,0.8305555555555556,0.502937733197433,0.03851746366010589,23.16386659650637,32.95137350039495,-1.3204388255648742,0.8027777777777778,0.5103010666424646,0.030932337476143656,0.21388888888888888,0.1997522960540829,0.17059718309105085,0.5069524115460511,0.09722222222222222,0.09900824223641227,0.08746095823020886,0.5984175824175825,0.12777777777777777,0.1175884912578186,0.10693585786694608,0.6955829410135697,0.044444444444444446,0.03726149630175098,0.040499666776287455,0.751453488372093,0.6046526528717439,0.023271270097248692,-0.1426844076224452,47.7426009505358,0.05000000000000002,1.6705345160689224,2.526441491979468,-0.01721015685737935,0.9166666666666666,0.1527777777777778,0.15231324874077098,0.12632246074822762,0.6166318926974664,0.013888888888888888,0.005771289594919848,0.013879921384498253,0.5087323943661972,4.523757128588544,0.49535545548963095,0.10716987910514736,0.3259326635796865,0.2846688477262406,0.0,0.875
recency_hl4,TE,144.0,1.3981178387947892,2.0013435946059435,-0.11830812406385974,0.8333333333333334,0.5170245592812507,0.05658031268499997,15.957331188860401,22.911216293777077,-0.3349436115512051,0.8263888888888888,0.5042042733523234,0.03985977445120367,0.11805555555555555,0.12669732095507624,0.10518456154346638,0.5368226030569708,0.041666666666666664,0.03636980534501036,0.040939181286789195,0.4196859903381642,0.09027777777777778,0.10877913619334152,0.0826311880252949,0.5789782736347622,0.013888888888888888,0.01286837945267064,0.014342182314991347,0.4154929577464789,0.5491311940329309,0.05582750582750583,-1.2373351351437358,45.87816516126905,0.050000000000000024,1.4422324371850648,2.1844010413263075,0.016882014519827182,0.9305555555555556,0.09027777777777778,0.11867157960490601,0.0831332048087405,0.5695830886670581,0.006944444444444444,0.0034190396454072173,0.0070069844705211125,0.3706293706293706,4.7418678868560376,0.4648682205934818,0.12085922248723589,0.3371676119250493,0.26651184191270766,0.0,0.9097222222222222
