method,pos,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,zero_active_actual_rate,zero_active_predicted_rate,zero_active_brier,zero_active_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,weighted_draft_distance,weighted_support_distance,mean_effective_draft_weight,draft_capital_coverage
all_context_hl8,QB,144.0,2.5755754297174587,3.666133629082763,0.661449392365991,0.7569444444444444,0.47070978741113634,0.11818111948981541,22.574601049860405,34.46719451054373,6.073917060822231,0.7638888888888888,0.45335713505128983,0.10030348884751106,0.22916666666666666,0.20936292623593897,0.18104184345085286,0.4864864864864865,0.0625,0.09717055199113073,0.06377163304025228,0.39094650205761317,0.13194444444444445,0.13482258293658214,0.11736022825243064,0.5056842105263157,0.04861111111111111,0.023920953057153405,0.035463764768541295,0.8821689259645464,0.3903282081370341,-0.16611204887066955,-4.9983037474169265,63.03894584267717,0.050000000000000024,1.4539212321389257,2.2184732627787165,0.39186356864693295,0.9027777777777778,0.1527777777777778,0.12361631468161931,0.09869304035169184,0.7168405365126677,0.034722222222222224,0.017542725760323785,0.025402424295259934,0.8453237410071942,7.365100172974359,0.2563603655736477,0.3397738872828859,0.26125601287218975,0.22689822078827376,0.2226704607367066,0.9791666666666666
all_context_hl8,RB,360.0,2.097885353938418,2.9445158218132645,-0.008672995607179863,0.825,0.5044329842657764,0.03039891837383646,23.160196507323427,32.98925586712672,-0.9241013600606471,0.8083333333333333,0.5068496732231035,0.024330641747651482,0.21388888888888888,0.20301349414016062,0.17127926511313768,0.48662291771832406,0.09722222222222222,0.10420323384926981,0.08787945690020289,0.5740659340659341,0.12777777777777777,0.1221129627828639,0.1074144454622237,0.68402104680144,0.044444444444444446,0.0376916568290785,0.04109760478686358,0.704578488372093,0.6009429648591663,0.0048521464928998935,-0.2234752702587342,58.07276160671388,0.05000000000000002,1.6726624234790242,2.5355510363833718,0.009787391246830859,0.9166666666666666,0.1527777777777778,0.1522491450434787,0.1259766726214271,0.6200298062593145,0.013888888888888888,0.006352644414618119,0.013912749341758015,0.4887323943661972,5.577466857623807,0.3874008615294737,0.18549550243539778,0.2687500395596564,0.25368028510550195,0.3504859547429758,0.875
all_context_hl8,TE,144.0,1.3979996988950456,2.0012155298101835,-0.11851861809029603,0.8125,0.520550799995867,0.06532229841979087,15.995391944558513,22.993366862353447,-0.1442803750963635,0.8333333333333334,0.5022602811079949,0.0358880699251832,0.11805555555555555,0.12762875361529355,0.10506609600090486,0.5303381194997684,0.041666666666666664,0.03929270924135247,0.04025939192433399,0.5446859903381642,0.09027777777777778,0.10589906951594502,0.08287570835900109,0.5607751027598356,0.013888888888888888,0.013740627786574191,0.013884156007664631,0.579225352112676,0.56190958470749,0.07649304718270236,-1.2232049062490735,55.54965979342963,0.05000000000000002,1.4359155944984876,2.146181942008907,0.12539595212438215,0.9097222222222222,0.09027777777777778,0.11146998169099614,0.08358252195596044,0.5038167938931297,0.006944444444444444,0.002867681859371637,0.006988900210691595,0.38461538461538464,5.932179645864616,0.354493803893689,0.21505502031728482,0.2855708857347973,0.2356219199699859,0.25735386718491027,0.9097222222222222
all_context_hl8,WR,432.0,1.7201917461760328,2.4037494498706593,-0.19252389451184101,0.8009259259259259,0.5135027365745094,0.04057466408167226,19.25368908628088,27.627052890387947,-0.07122020900368496,0.7893518518518519,0.49729992032191384,0.02168576913647491,0.16898148148148148,0.1651735756147669,0.1409790626924788,0.5219597817377036,0.05324074074074074,0.055713225235718554,0.0512384500859016,0.45561815669182526,0.09722222222222222,0.10557423774218355,0.08340114411987117,0.7178266178266178,0.02546296296296296,0.02787559254706911,0.024220271342132022,0.7870870222414166,0.605754502581936,0.04771875206521526,-0.5441003314444954,55.19541448540423,0.050000000000000024,1.4745241616706697,2.1804215477810374,0.21916591113394887,0.8981481481481481,0.125,0.1025853179005965,0.10862900452991268,0.609249461101313,0.004629629629629629,0.006663954322612024,0.004711140598231582,0.5738372093023256,5.447391347446843,0.3918265817841882,0.16857362904173578,0.22102058635653718,0.19752028694959858,0.31916746190061085,0.9444444444444444
draft_only,QB,144.0,2.579160495395426,3.667889196677199,0.6630215509300464,0.7708333333333334,0.47079642480628725,0.12155008067362333,22.715027866731127,34.62111934000564,6.71175128556692,0.7638888888888888,0.4473896047532754,0.12515482382916648,0.22916666666666666,0.2010399828976447,0.17966332177378533,0.5326235326235326,0.0625,0.08932519342023777,0.06313567526389091,0.4090534979423868,0.13194444444444445,0.13232370033161478,0.11605967065215068,0.5343157894736842,0.04861111111111111,0.021777002194039198,0.03601018683710188,0.8665276329509907,0.38111621162718945,-0.15381802105940037,-4.7478633650739495,66.71069806766542,0.05000000000000002,1.4642730489670137,2.245088872781037,0.4022493789791623,0.9027777777777778,0.1527777777777778,0.12331839963908577,0.10078463698024613,0.7257824143070045,0.034722222222222224,0.015036528012532493,0.025996093252501937,0.8431654676258993,8.831280794962383,0.15673149313998572,0.4744294694315934,0.2715892503860203,0.2521478229360995,0.2226704607367066,0.9791666666666666
draft_only,RB,360.0,2.1009612826977078,2.944411229305588,-0.008833403500628823,0.825,0.505684410728966,0.03428042632077505,23.151086300097226,32.98011304660075,-0.5455756344548617,0.8138888888888889,0.5064732346247808,0.032225231360962114,0.21388888888888888,0.20262095313871245,0.16959166911538381,0.5082832361984305,0.09722222222222222,0.10858621612568545,0.08909030481192541,0.5226373626373626,0.12777777777777777,0.12330845729308809,0.10751934450473334,0.6764054278593188,0.044444444444444446,0.036547071236522316,0.040895866044863755,0.6994912790697675,0.6023801554828638,0.014555410664176933,-0.3200859063249189,64.0089918891728,0.05000000000000002,1.671118230555245,2.533288706674241,0.03635194215150131,0.9194444444444444,0.1527777777777778,0.15175686070822442,0.12553720800695117,0.6360059612518629,0.013888888888888888,0.0060783098447584364,0.013929175623326248,0.49464788732394366,6.968526754325979,0.2698205966665761,0.30288186433818126,0.27028153993396675,0.28771152376803866,0.3504859547429758,0.875
draft_only,TE,144.0,1.3966253228419963,2.0012951121708458,-0.11866487548903848,0.8263888888888888,0.5220303452582739,0.06110423741053017,16.020018459250522,23.13686972604286,0.1533396851470703,0.8333333333333334,0.5030642863201064,0.04987607502106403,0.11805555555555555,0.12833437650476626,0.10395113160285382,0.5724872626215841,0.041666666666666664,0.04393253254673165,0.0398154152899887,0.5966183574879227,0.09027777777777778,0.10582750874540925,0.08193076149867504,0.5995302407516148,0.013888888888888888,0.013666541566310888,0.013949885947251344,0.5651408450704225,0.55086739933924,0.06196849127883611,-1.2038720507857437,62.32636107397517,0.05000000000000002,1.44878172950584,2.1318236869530254,0.23561985408767006,0.9236111111111112,0.09027777777777778,0.10507488551485294,0.08292656158561681,0.5167351732237229,0.006944444444444444,0.002753064436613047,0.006974942796063739,0.36363636363636365,7.387499483366763,0.24221730823657536,0.3430387726443256,0.28348233503406955,0.26785713896679453,0.25735386718491027,0.9097222222222222
draft_only,WR,432.0,1.7209509702827948,2.4037644326457985,-0.19250888058560542,0.7962962962962963,0.5149100893417251,0.04555770136623183,19.207674163063253,27.640041895273598,0.3177275371403487,0.8101851851851852,0.4961035991104339,0.026183625989394388,0.16898148148148148,0.1674585165441208,0.14132666720578022,0.5214255733201053,0.05324074074074074,0.06037782675145135,0.05171283067745775,0.4104390347613479,0.09722222222222222,0.1110722200310632,0.08436934328922562,0.6958485958485958,0.02546296296296296,0.028223970029190408,0.024405136194723107,0.7674368386957461,0.6082240021377577,0.05062955203211228,-0.6340414603579221,62.40081246782087,0.05000000000000002,1.4760107429565001,2.1702556145821283,0.2517673371589256,0.8935185185185185,0.125,0.10112094051742171,0.10853484031118098,0.6133646874387615,0.004629629629629629,0.0067168448436646195,0.004709313753068604,0.5627906976744186,6.744339741045733,0.2818001504754806,0.2772413222576841,0.21872280369132882,0.23188875742224088,0.31916746190061085,0.9444444444444444
draft_recency_hl8,QB,144.0,2.57915070740298,3.6660846715153053,0.661431299805583,0.7708333333333334,0.46954631927884183,0.11057919729211346,22.608710560043992,34.43932923717537,6.077690953250022,0.7708333333333334,0.4529376014561006,0.10226747379922396,0.22916666666666666,0.20974429515281445,0.1804949603017623,0.49576849576849574,0.0625,0.09705260717454348,0.06381390083974524,0.4049382716049383,0.13194444444444445,0.13283802881391046,0.1174674183348896,0.49473684210526314,0.04861111111111111,0.02396140145986571,0.03551736500951371,0.8842544316996872,0.3882543031636136,-0.1506993006993007,-4.994500181303358,62.830194855538515,0.05000000000000002,1.4534917879385587,2.2218702759578712,0.3955533163617232,0.8958333333333334,0.1527777777777778,0.12310071930788347,0.09911443228500251,0.7213114754098361,0.034722222222222224,0.017274641633938194,0.02548894844237227,0.8489208633093526,7.435634470836097,0.2502014817478393,0.34525574339979465,0.2612859125056215,0.2459054464175747,0.2226704607367066,0.9791666666666666
draft_recency_hl8,RB,360.0,2.0979815454361344,2.944431049092055,-0.008750624592822574,0.8361111111111111,0.5047603672613006,0.03320219436075933,23.138415617692438,32.96490099179504,-0.9779573830045235,0.8083333333333333,0.5076284725563257,0.022185294279713996,0.21388888888888888,0.20159263790453252,0.17048216680176828,0.5041989812307833,0.09722222222222222,0.10374558772079397,0.08811135866445789,0.5738021978021978,0.12777777777777777,0.12104512744206362,0.10770400067474467,0.6800747715314317,0.044444444444444446,0.036542284573898916,0.04066091301168747,0.7122093023255814,0.6061262394638088,0.02083195086381839,-0.22747269404611817,57.41543653425572,0.050000000000000024,1.6658477628330735,2.529460769983419,0.0021689205598325223,0.9222222222222223,0.1527777777777778,0.1530969751200532,0.1252466366315308,0.6341579731743666,0.013888888888888888,0.0060072179496279314,0.01390310917877895,0.4923943661971831,5.595953169124372,0.38552495715204366,0.186548586947559,0.2676460549630845,0.28595032519095,0.3504859547429758,0.875
