player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
Jacoby Jones,3689,WR,14,HST,181,35,19.3,82,45.3,17,20.7,14,3,236,2.88,2,17.6,82.4
Josh Morgan,4488,WR,16,SF,528,73,13.8,231,43.8,39,16.9,32,1,293,1.27,1,3.0,82.1
Vincent Jackson,2278,WR,15,SD,499,105,21.0,137,27.5,22,16.1,18,1,228,1.66,2,5.3,81.8
Reggie Wayne,800,WR,16,IND,568,146,25.7,82,14.4,27,32.9,22,0,218,2.66,2,0.0,81.5
Wes Welker,2204,WR,14,NE,449,153,34.1,320,71.3,112,35.0,91,5,984,3.08,3,5.2,81.3
Joey Haynos,4711,TE,16,MIA,185,33,17.8,25,13.5,5,20.0,4,0,48,1.92,0,0.0,80.0
Greg Lewis,1650,WR,12,MIN,94,11,11.7,45,47.9,5,11.1,4,0,84,1.87,1,0.0,80.0
Braylon Edwards,2220,WR,4,CLV,150,22,14.7,25,16.7,5,20.0,4,0,44,1.76,0,0.0,80.0
Brent Celek,3778,TE,16,PHI,433,106,24.5,151,34.9,39,25.8,31,4,340,2.25,4,11.4,79.5
Sidney Rice,3660,WR,16,MIN,545,119,21.8,110,20.2,27,24.5,21,1,245,2.23,3,4.5,77.8
Tony Scheffler,3006,TE,15,DEN,232,46,19.8,88,37.9,9,10.2,7,1,106,1.20,0,12.5,77.8
Visanthe Shiancoe,1406,TE,16,MIN,370,76,20.5,60,16.2,9,15.0,7,1,88,1.47,0,12.5,77.8
Todd Heap,801,TE,16,BLT,416,67,16.1,189,45.4,27,14.3,21,1,221,1.17,1,4.5,77.8
Lance Moore,2718,WR,7,NO,86,18,20.9,29,33.7,9,31.0,7,0,91,3.14,1,0.0,77.8
Antwaan Randle El,1069,WR,16,WAS,390,66,16.9,332,85.1,58,17.5,45,5,485,1.46,0,10.0,77.6
Jason Avant,3054,WR,16,PHI,419,55,13.1,361,86.2,48,13.3,37,0,550,1.52,3,0.0,77.1
Daniel Graham,1028,TE,16,DEN,346,34,9.8,108,31.2,13,12.0,10,1,103,0.95,0,9.1,76.9
Zach Miller,3654,TE,15,OAK,418,92,22.0,67,16.0,13,19.4,10,1,104,1.55,2,9.1,76.9
Donald Lee,1465,TE,16,GB,340,51,15.0,76,22.4,17,22.4,13,3,100,1.32,1,18.8,76.5
Brandon Marshall,3064,WR,15,DEN,482,149,30.9,128,26.6,42,32.8,32,3,280,2.19,3,8.6,76.2
Jeremy Shockey,1021,TE,13,NO,287,65,22.6,90,31.4,21,23.3,16,0,226,2.51,1,0.0,76.2
Steve Smith,3667,WR,16,NYG,534,151,28.3,392,73.4,105,26.8,80,3,855,2.18,4,3.6,76.2
Lee Evans,1734,WR,16,BUF,515,83,16.1,25,4.9,4,16.0,3,0,57,2.28,1,0.0,75.0
Delanie Walker,3120,TE,16,SF,242,32,13.2,105,43.4,16,15.2,12,0,141,1.34,0,0.0,75.0
Jason Hill,3692,WR,10,SF,141,15,10.6,14,9.9,4,28.6,3,0,30,2.14,0,0.0,75.0
Mohamed Massaquoi,4973,WR,16,CLV,394,87,22.1,46,11.7,4,8.7,3,1,31,0.67,0,25.0,75.0
Reggie Bush,2947,HB,14,NO,247,62,25.1,21,8.5,8,38.1,6,0,45,2.14,0,0.0,75.0
Kelley Washington,1380,WR,15,BLT,310,45,14.5,260,83.9,40,15.4,30,2,390,1.50,2,6.3,75.0
Kenneth Moore,4450,WR,11,CAR,84,12,14.3,24,28.6,4,16.7,3,0,26,1.08,0,0.0,75.0
Spencer Havner,3345,TE,14,GB,61,9,14.8,18,29.5,4,22.2,3,0,51,2.83,1,0.0,75.0
Fred Jackson,3368,HB,16,BUF,275,56,20.4,16,5.8,8,50.0,6,0,36,2.25,1,0.0,75.0
Davone Bess,4694,WR,16,MIA,372,106,28.5,151,40.6,44,29.1,33,2,341,2.26,1,5.7,75.0
Brandon Stokley,498,WR,16,DEN,192,28,14.6,171,89.1,23,13.5,17,3,273,1.60,3,15.0,73.9
Greg Camarillo,2523,WR,16,MIA,402,69,17.2,172,42.8,23,13.4,17,0,155,0.90,0,0.0,73.9
Anquan Boldin,1369,WR,15,ARZ,514,118,23.0,335,65.2,69,20.6,51,2,562,1.68,3,3.8,73.9
Joshua Cribbs,2544,WR,16,CLV,141,31,22.0,41,29.1,11,26.8,8,1,61,1.49,1,11.1,72.7
Antonio Gates,1609,TE,16,SD,469,109,23.2,235,50.1,44,18.7,32,3,431,1.83,5,8.6,72.7
David Anderson,3196,WR,16,HST,285,52,18.2,238,83.5,40,16.8,29,1,278,1.17,0,3.3,72.5
Terrell Owens,188,WR,16,BUF,510,105,20.6,70,13.7,18,25.7,13,2,136,1.94,0,13.3,72.2
Hines Ward,380,WR,16,PIT,567,129,22.8,443,78.1,95,21.4,68,6,850,1.92,4,8.1,71.6
Randy Moss,342,WR,16,NE,578,136,23.5,120,20.8,28,23.3,20,0,306,2.55,3,0.0,71.4
Robert Meachem,3643,WR,16,NO,348,61,17.5,76,21.8,14,18.4,10,0,164,2.16,1,0.0,71.4
John Carlson,4352,TE,16,SEA,526,79,15.0,116,22.1,14,12.1,10,1,128,1.10,2,9.1,71.4
Dwayne Bowe,3639,WR,11,KC,405,83,20.5,60,14.8,14,23.3,10,2,139,2.32,2,16.7,71.4
Devin Thomas,4348,WR,14,WAS,295,41,13.9,32,10.8,7,21.9,5,0,20,0.63,2,0.0,71.4
Malcolm Kelly,4365,WR,16,WAS,336,38,11.3,55,16.4,7,12.7,5,0,130,2.36,0,0.0,71.4
Jerricho Cotchery,1829,WR,14,NYJ,367,93,25.3,165,45.0,41,24.8,29,1,375,2.27,1,3.3,70.7
Muhsin Muhammad,173,WR,14,CAR,424,86,20.3,87,20.5,17,19.5,12,1,158,1.82,0,7.7,70.6
Austin Collie,5051,WR,16,IND,485,85,17.5,401,82.7,77,19.2,54,3,583,1.45,7,5.3,70.1
Antonio Bryant,1070,WR,13,TB,427,83,19.4,45,10.5,10,22.2,7,2,98,2.18,0,22.2,70.0
Percy Harvin,4945,WR,15,MIN,338,86,25.4,298,88.2,80,26.8,56,4,744,2.50,6,6.7,70.0
Early Doucet,4395,WR,9,ARZ,156,23,14.7,108,69.2,13,12.0,9,1,101,0.94,0,10.0,69.2
Jermichael Finley,4405,TE,13,GB,279,71,25.4,100,35.8,16,16.0,11,1,157,1.57,1,8.3,68.8
Anthony Fasano,2998,TE,14,MIA,319,51,16.0,110,34.5,16,14.5,11,1,104,0.95,0,8.3,68.8
Danny Amendola,4717,WR,14,STR,309,61,19.7,284,91.9,51,18.0,35,3,275,0.97,1,7.9,68.6
Julian Edelman,5156,WR,11,NE,221,50,22.6,161,72.9,38,23.6,26,2,239,1.48,1,7.1,68.4
Jerheme Urban,1709,WR,9,ARZ,204,28,13.7,147,72.1,19,12.9,13,0,114,0.78,0,0.0,68.4
Bo Scaife,2396,TE,14,TEN,321,63,19.6,118,36.8,19,16.1,13,0,145,1.23,1,0.0,68.4
Benjamin Watson,1753,TE,16,NE,338,40,11.8,152,45.0,19,12.5,13,3,161,1.06,3,18.8,68.4
Jason Witten,1384,TE,16,DAL,518,118,22.8,102,19.7,19,18.6,13,1,165,1.62,0,7.1,68.4
Donald Driver,533,WR,16,GB,572,109,19.1,437,76.4,66,15.1,45,4,608,1.39,3,8.2,68.2
Vernon Davis,2951,TE,16,SF,521,116,22.3,243,46.6,53,21.8,36,8,426,1.75,3,18.2,67.9
Jabar Gaffney,1040,WR,16,DEN,462,85,18.4,213,46.1,34,16.0,23,2,282,1.32,0,8.0,67.6
Randy McMichael,1114,TE,16,STR,348,56,16.1,69,19.8,9,13.0,6,2,42,0.61,0,25.0,66.7
Chris Cooley,1802,TE,7,WAS,178,40,22.5,34,19.1,9,26.5,6,1,85,2.50,0,14.3,66.7
Ricky Williams,440,HB,16,MIA,221,48,21.7,12,5.4,6,50.0,4,0,17,1.42,0,0.0,66.7
Marcedes Lewis,2973,TE,15,JAX,311,49,15.8,45,14.5,6,13.3,4,1,25,0.56,0,20.0,66.7
Chris Johnson,4338,HB,16,TEN,369,62,16.8,7,1.9,3,42.9,2,0,9,1.29,0,0.0,66.7
Justin Peelle,1104,TE,15,ATL,159,15,9.4,33,20.8,3,9.1,2,0,16,0.48,0,0.0,66.7
Lavelle Hawkins,4440,WR,8,TEN,92,11,12.0,75,81.5,9,12.0,6,0,100,1.33,0,0.0,66.7
Brian Westbrook,1094,HB,8,PHI,120,30,25.0,15,12.5,3,20.0,2,0,18,1.20,0,0.0,66.7
Donnie Avery,4347,WR,16,STR,493,92,18.7,86,17.4,12,14.0,8,1,121,1.41,2,11.1,66.7
Quan Cosby,5342,WR,5,CIN,21,6,28.6,14,66.7,6,42.9,4,1,55,3.93,0,20.0,66.7
Steve Johnson,4538,WR,4,BUF,14,3,21.4,7,50.0,3,42.9,2,0,10,1.43,0,0.0,66.7
Chaz Schilens,4540,WR,8,OAK,270,49,18.1,78,28.9,12,15.4,8,0,120,1.54,1,0.0,66.7
Mario Manningham,4409,WR,14,NYG,408,96,23.5,23,5.6,6,26.1,4,1,107,4.65,0,20.0,66.7
Steven Jackson,1745,HB,15,STR,355,66,18.6,20,5.6,6,30.0,4,1,26,1.30,0,20.0,66.7
Larry Fitzgerald,1724,WR,16,ARZ,619,147,23.7,156,25.2,27,17.3,18,1,256,1.64,3,5.3,66.7
Joel Dreessen,2415,TE,16,HST,299,34,11.4,33,11.0,9,27.3,6,1,109,3.30,1,14.3,66.7
LeSean McCoy,4976,HB,16,PHI,290,49,16.9,26,9.0,3,11.5,2,1,13,0.50,0,33.3,66.7
Miles Austin,3211,WR,16,DAL,484,120,24.8,114,23.6,27,23.7,18,0,301,2.64,1,0.0,66.7
Marques Colston,3197,WR,16,NO,502,102,20.3,296,59.0,56,18.9,37,7,618,2.09,6,15.9,66.1
DeSean Jackson,4363,WR,15,PHI,493,112,22.7,111,22.5,29,26.1,19,2,355,3.20,3,9.5,65.5
Andre Johnson,1319,WR,16,HST,620,152,24.5,94,15.2,23,24.5,15,2,103,1.10,1,11.8,65.2
Andre Caldwell,4411,WR,16,CIN,369,80,21.7,273,74.0,60,22.0,39,4,362,1.33,3,9.3,65.0
Dante Rosario,3771,TE,14,CAR,275,45,16.4,135,49.1,20,14.8,13,1,183,1.36,2,7.1,65.0
Roddy White,2244,WR,16,ATL,591,152,25.7,155,26.2,34,21.9,22,3,265,1.71,2,12.0,64.7
Tony Gonzalez,237,TE,16,ATL,520,125,24.0,252,48.5,59,23.4,38,0,387,1.54,4,0.0,64.4
Michael Jenkins,1750,WR,15,ATL,493,87,17.6,106,21.5,14,13.2,9,0,85,0.80,0,0.0,64.3
T.J. Houshmandzadeh,921,WR,16,SEA,644,129,20.0,390,60.6,72,18.5,46,3,453,1.16,1,6.1,63.9
Dave Thomas,3031,TE,15,NO,244,46,18.9,63,25.8,11,17.5,7,0,84,1.33,0,0.0,63.6
Josh Reed,1043,WR,14,BUF,268,44,16.4,235,87.7,41,17.4,26,2,280,1.19,1,7.1,63.4
Marty Booker,487,WR,16,ATL,186,29,15.6,133,71.5,19,14.3,12,0,148,1.11,0,0.0,63.2
Greg Jennings,2997,WR,16,GB,548,107,19.5,134,24.5,27,20.1,17,1,394,2.94,2,5.6,63.0
Mike Furrey,726,WR,13,CLV,228,38,16.7,176,77.2,35,19.9,22,2,160,0.91,0,8.3,62.9
Devery Henderson,1771,WR,16,NO,459,82,17.9,121,26.4,24,19.8,15,1,255,2.11,2,6.3,62.5
Brian Finneran,423,WR,10,ATL,103,15,14.6,65,63.1,8,12.3,5,0,40,0.62,0,0.0,62.5
Laveranues Coles,638,WR,16,CIN,394,75,19.0,158,40.1,32,20.3,20,1,257,1.63,2,4.8,62.5
Gary Barnidge,4455,TE,13,CAR,87,20,23.0,30,34.5,8,26.7,5,0,75,2.50,0,0.0,62.5
Kellen Winslow,1727,TE,16,TB,509,117,23.0,222,43.6,55,24.8,34,4,390,1.76,3,10.5,61.8
Earl Bennett,4384,WR,16,CHI,504,85,16.9,306,60.7,47,15.4,29,2,398,1.30,1,6.5,61.7
Brian Hartline,5031,WR,16,MIA,245,54,22.0,70,28.6,13,18.6,8,0,80,1.14,1,0.0,61.5
Santana Moss,786,WR,16,WAS,576,113,19.6,127,22.0,31,24.4,19,2,166,1.31,1,9.5,61.3
Ray Rice,4369,HB,16,BLT,385,92,23.9,17,4.4,5,29.4,3,1,67,3.94,0,25.0,60.0
Dennis Northcutt,605,WR,15,DET,383,56,14.6,288,75.2,50,17.4,30,5,300,1.04,1,14.3,60.0
Steve Breaston,3758,WR,15,ARZ,484,79,16.3,94,19.4,10,10.6,6,1,72,0.77,0,14.3,60.0
Domenik Hixon,3075,WR,14,NYG,141,28,19.9,32,22.7,5,15.6,3,0,83,2.59,1,0.0,60.0
Mark Bradley,2256,WR,13,KC,265,49,18.5,75,28.3,12,16.0,7,4,101,1.35,1,36.4,58.3
Santonio Holmes,2970,WR,16,PIT,589,127,21.6,70,11.9,12,17.1,7,1,132,1.89,1,12.5,58.3
Kevin Walter,1549,WR,14,HST,460,68,14.8,66,14.3,7,10.6,4,0,47,0.71,0,0.0,57.1
Chris Baker,1091,TE,16,NE,190,18,9.5,63,33.2,7,11.1,4,0,52,0.83,1,0.0,57.1
Zach Miller,5104,TE,13,JAX,107,28,26.2,42,39.3,14,33.3,8,1,134,3.19,1,11.1,57.1
Brad Cottam,4390,TE,8,KC,79,15,19.0,32,40.5,7,21.9,4,0,51,1.59,0,0.0,57.1
Sam Aiken,1439,WR,12,NE,242,42,17.4,61,25.2,7,11.5,4,1,48,0.79,0,20.0,57.1
Jeremy Maclin,4942,WR,15,PHI,480,86,17.9,83,17.3,14,16.9,8,1,81,0.98,0,11.1,57.1
Steve Smith,837,WR,15,CAR,469,123,26.2,163,34.8,37,22.7,21,0,273,1.67,1,0.0,56.8
Casey Fitzsimmons,1607,TE,9,DET,107,26,24.3,54,50.5,16,29.6,9,2,67,1.24,0,18.2,56.3
Keenan Burton,4442,WR,9,STR,243,40,16.5,74,30.5,9,12.2,5,0,73,0.99,0,0.0,55.6
Bernard Berrian,1799,WR,16,MIN,515,90,17.5,49,9.5,9,18.4,5,0,70,1.43,1,0.0,55.6
Nate Burleson,1386,WR,13,SEA,480,100,20.8,51,10.6,18,35.3,10,2,115,2.25,0,16.7,55.6
Calvin Johnson,3618,WR,14,DET,527,132,25.0,104,19.7,31,29.8,17,1,220,2.12,0,5.6,54.8
Dallas Clark,1340,TE,16,IND,502,129,25.7,125,24.9,26,20.8,14,3,144,1.15,1,17.6,53.8
Sammie Stroughter,5157,WR,13,TB,247,58,23.5,194,78.5,43,22.2,23,3,197,1.02,0,11.5,53.5
Isaac Bruce,80,WR,9,SF,210,44,21.0,49,23.3,15,30.6,8,3,79,1.61,0,27.3,53.3
Chad Johnson,806,WR,16,CIN,505,124,24.6,47,9.3,15,31.9,8,0,132,2.81,1,0.0,53.3
Bobby Wade,1448,WR,12,KC,363,70,19.3,168,46.3,32,19.0,17,4,182,1.08,0,19.0,53.1
Mike Sims-Walker,3695,WR,15,JAX,498,100,20.1,86,17.3,17,19.8,9,0,157,1.83,0,0.0,52.9
Kevin Boss,3769,TE,15,NYG,427,63,14.8,105,24.6,17,16.2,9,0,123,1.17,1,0.0,52.9
Dustin Keller,4344,TE,16,NYJ,360,78,21.7,125,34.7,26,20.8,13,2,151,1.21,1,13.3,50.0
Bobby Engram,177,WR,5,KC,95,9,9.5,65,68.4,8,12.3,4,1,49,0.75,0,20.0,50.0
Jamaal Charles,4387,HB,15,KC,293,52,17.7,23,7.8,4,17.4,2,0,18,0.78,0,0.0,50.0
Lance Long,4648,WR,7,KC,141,37,26.2,113,80.1,28,24.8,14,4,108,0.96,0,22.2,50.0
Mike Cox,4716,FB,16,KC,103,13,12.6,10,9.7,2,20.0,1,0,8,0.80,0,0.0,50.0
Michael Sellers,432,FB,15,WAS,123,21,17.1,12,9.8,2,16.7,1,0,3,0.25,0,0.0,50.0
Ted Ginn Jr.,3625,WR,16,MIA,343,73,21.3,27,7.9,2,7.4,1,0,0,0.00,0,0.0,50.0
Derrick Williams,5005,WR,9,DET,98,13,13.3,13,13.3,4,30.8,2,0,3,0.23,0,0.0,50.0
Will Heller,1623,TE,16,DET,285,47,16.5,17,6.0,2,11.8,1,0,13,0.76,0,0.0,50.0
Bryant Johnson,1333,WR,16,DET,635,83,13.1,45,7.1,8,17.8,4,0,63,1.40,1,0.0,50.0
Demetrius Williams,3056,WR,10,BLT,102,15,14.7,20,19.6,2,10.0,1,0,34,1.70,0,0.0,50.0
Michael Gaines,1946,TE,8,CLV,37,9,24.3,5,13.5,2,40.0,1,1,9,1.80,0,50.0,50.0
Greg Estandia,3597,TE,4,CLV,75,9,12.0,21,28.0,2,9.5,1,0,5,0.24,0,0.0,50.0
Derrick Mason,271,WR,16,BLT,528,128,24.2,85,16.1,16,18.8,8,1,90,1.06,2,11.1,50.0
Evan Moore,4771,TE,5,CLV,86,20,23.3,24,27.9,4,16.7,2,0,20,0.83,0,0.0,50.0
Pierre Garcon,4519,WR,14,IND,511,88,17.2,22,4.3,2,9.1,1,0,9,0.41,0,0.0,50.0
Mewelde Moore,1840,HB,16,PIT,146,27,18.5,13,8.9,4,30.8,2,0,7,0.54,0,0.0,50.0
Tyler Grisham,5230,WR,2,PIT,11,2,18.2,10,90.9,2,20.0,1,1,14,1.40,0,50.0,50.0
Deion Branch,1072,WR,14,SEA,445,75,16.9,150,33.7,26,17.3,13,3,137,0.91,1,18.8,50.0
Daniel Fells,3309,TE,14,STR,173,32,18.5,51,29.5,14,27.5,7,1,75,1.47,0,12.5,50.0
Darrius Heyward-Bey,4930,WR,11,OAK,323,38,11.8,13,4.0,2,15.4,1,0,4,0.31,1,0.0,50.0
Desmond Clark,529,TE,11,CHI,192,31,16.1,25,13.0,4,16.0,2,0,34,1.36,0,0.0,50.0
Brad Smith,3048,WR,11,NYJ,79,12,15.2,13,16.5,2,15.4,1,0,1,0.08,0,0.0,50.0
Braylon Edwards,2220,WR,12,NYJ,304,70,23.0,46,15.1,10,21.7,5,1,103,2.24,2,16.7,50.0
Mike Tolbert,4740,FB,14,SD,91,22,24.2,7,7.7,2,28.6,1,1,22,3.14,0,50.0,50.0
Jerramy Stevens,1035,TE,16,TB,182,30,16.5,42,23.1,8,19.0,4,0,33,0.79,0,0.0,50.0
Kris Wilson,1782,TE,7,SD,37,5,13.5,11,29.7,2,18.2,1,1,3,0.27,0,50.0,50.0
Martellus Bennett,4375,TE,14,DAL,194,28,14.4,35,18.0,2,5.7,1,1,21,0.60,0,50.0,50.0
Sam Hurd,3362,WR,10,DAL,51,12,23.5,7,13.7,2,28.6,1,1,4,0.57,0,50.0,50.0
Patrick Crayton,1932,WR,16,DAL,370,64,17.3,265,71.6,40,15.1,20,3,363,1.37,1,13.0,50.0
Brian Clark,3271,WR,13,TB,77,17,22.1,28,36.4,4,14.3,2,1,18,0.64,0,33.3,50.0
Reggie Brown,2252,WR,14,PHI,175,20,11.4,14,8.0,2,14.3,1,0,4,0.29,0,0.0,50.0
Michael Crabtree,4933,WR,11,SF,398,82,20.6,48,12.1,10,20.8,5,2,77,1.60,0,28.6,50.0
Sammy Morris,678,HB,12,NE,90,26,28.9,3,3.3,2,66.7,1,1,8,2.67,0,50.0,50.0
Chansi Stuckey,3851,WR,4,NYJ,108,25,23.1,83,76.9,19,22.9,9,1,103,1.24,1,10.0,47.4
Michael Clayton,1736,WR,12,TB,386,44,11.4,108,28.0,15,13.9,7,2,90,0.83,0,22.2,46.7
Dwayne Jarrett,3661,WR,13,CAR,197,29,14.7,71,36.0,13,18.3,6,0,98,1.38,1,0.0,46.2
