player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
Joshua Cribbs,2544,WR,14,CLV,135,15,11.1,22,16.3,3,13.6,3,0,29,1.32,0,0.0,100.0
Kevin Jones,1751,HB,12,DET,313,73,23.3,9,2.9,3,33.3,3,0,43,4.78,0,0.0,100.0
Maurice Hicks,1253,HB,13,SF,46,13,28.3,2,4.3,1,50.0,1,0,12,6.00,0,0.0,100.0
Edell Shepherd,1304,WR,7,HST,18,3,16.7,8,44.4,2,25.0,2,0,14,1.75,0,0.0,100.0
Courtney Anderson,1959,TE,16,OAK,242,42,17.4,34,14.0,3,8.8,3,0,24,0.71,0,0.0,100.0
Johnnie Morant,1855,WR,9,OAK,130,13,10.0,12,9.2,1,8.3,1,0,15,1.25,0,0.0,100.0
Doug Gabriel,1473,WR,3,OAK,50,6,12.0,5,10.0,1,20.0,1,0,11,2.20,0,0.0,100.0
Jerome Harrison,3090,HB,9,CLV,73,12,16.4,4,5.5,1,25.0,1,0,6,1.50,0,0.0,100.0
Rudi Johnson,857,HB,16,CIN,245,29,11.8,2,0.8,1,50.0,1,0,7,3.50,0,0.0,100.0
Tony Stewart,887,TE,16,CIN,120,17,14.2,22,18.3,2,9.1,2,0,13,0.59,0,0.0,100.0
Adam Bergen,2494,TE,14,ARZ,217,24,11.1,31,14.3,4,12.9,4,0,30,0.97,0,0.0,100.0
Taye Biddle,3231,WR,2,CAR,28,5,17.9,8,28.6,1,12.5,1,0,9,1.13,0,0.0,100.0
Micheal Spurlock,3517,WR,1,ARZ,9,4,44.4,9,100.0,4,44.4,4,0,31,3.44,0,0.0,100.0
Roddy White,2244,WR,15,ATL,285,64,22.5,6,2.1,1,16.7,1,0,12,2.00,0,0.0,100.0
Karl Hankton,308,WR,3,CAR,17,3,17.6,3,17.6,1,33.3,1,0,11,3.67,0,0.0,100.0
Sean Morey,538,WR,4,PIT,28,4,14.3,8,28.6,1,12.5,1,0,15,1.88,0,0.0,100.0
Najeh Davenport,1131,HB,12,PIT,92,20,21.7,1,1.1,1,100.0,1,0,10,10.00,0,0.0,100.0
Ovie Mughelli,1445,FB,15,BLT,95,22,23.2,8,8.4,3,37.5,3,0,36,4.50,0,0.0,100.0
Reggie Bush,2947,HB,16,NO,360,109,30.3,83,23.1,26,31.3,24,0,165,1.99,0,0.0,92.3
Kris Mangum,292,TE,14,CAR,167,31,18.6,59,35.3,11,18.6,10,1,106,1.80,0,9.1,90.9
Greg Lewis,1650,WR,16,PHI,173,37,21.4,87,50.3,11,12.6,10,0,147,1.69,1,0.0,90.9
Tim Dwight,390,WR,9,NYJ,118,18,15.3,68,57.6,11,16.2,10,0,67,0.99,0,0.0,90.9
Eric Moulds,165,WR,16,HST,478,72,15.1,145,30.3,22,15.2,20,0,254,1.75,0,0.0,90.9
Kevin Walter,1549,WR,16,HST,235,21,8.9,117,49.8,9,7.7,8,0,72,0.62,0,0.0,88.9
Justin McCareins,872,WR,16,NYJ,288,39,13.5,66,22.9,9,13.6,8,0,87,1.32,0,0.0,88.9
Steve Heiden,481,TE,16,CLV,160,43,26.9,24,15.0,8,33.3,7,0,44,1.83,0,0.0,87.5
Keenan McCardell,19,WR,14,SD,285,49,17.2,131,46.0,15,11.5,13,0,147,1.12,0,0.0,86.7
Reche Caldwell,1055,WR,16,NE,500,95,19.0,60,12.0,7,11.7,6,1,31,0.52,0,14.3,85.7
Az-Zahir Hakim,383,WR,6,DET,126,24,19.0,77,61.1,13,16.9,11,0,81,1.05,0,0.0,84.6
Chris Baker,1091,TE,16,NYJ,341,44,12.9,90,26.4,12,13.3,10,0,99,1.10,0,0.0,83.3
Koren Robinson,2864,WR,3,GB,46,15,32.6,9,19.6,6,66.7,5,0,74,8.22,0,0.0,83.3
George Wrighster,1417,TE,16,JAX,335,57,17.0,44,13.1,6,13.6,5,0,64,1.45,0,0.0,83.3
Reggie Wayne,800,WR,16,IND,570,131,23.0,103,18.1,22,21.4,18,1,272,2.64,2,5.3,81.8
Amani Toomer,169,WR,8,NYG,276,49,17.8,131,47.5,21,16.0,17,0,148,1.13,2,0.0,81.0
Kellen Winslow,1727,TE,16,CLV,519,116,22.4,234,45.1,50,21.4,40,1,340,1.45,0,2.4,80.0
Daniel Graham,1028,TE,12,NE,159,29,18.2,45,28.3,5,11.1,4,1,53,1.18,0,20.0,80.0
Ben Troupe,1761,TE,10,TEN,137,25,18.2,29,21.2,5,17.2,4,0,48,1.66,0,0.0,80.0
Bernard Berrian,1799,WR,15,CHI,396,99,25.0,24,6.1,5,20.8,4,1,51,2.13,1,20.0,80.0
Arnaz Battle,1499,WR,16,SF,443,79,17.8,226,51.0,33,14.6,26,0,265,1.17,2,0.0,78.8
Javon Walker,1027,WR,16,DEN,444,117,26.4,43,9.7,14,32.6,11,0,96,2.23,0,0.0,78.6
Andre Johnson,1319,WR,16,HST,516,152,29.5,151,29.3,41,27.2,32,1,331,2.19,1,3.0,78.0
Heath Miller,2247,TE,16,PIT,310,51,16.5,67,21.6,9,13.4,7,0,83,1.24,0,0.0,77.8
Kevin Curtis,1389,WR,16,STR,383,56,14.6,299,78.1,44,14.7,34,1,416,1.39,3,2.9,77.3
Patrick Crayton,1932,WR,16,DAL,281,47,16.7,143,50.9,17,11.9,13,0,203,1.42,3,0.0,76.5
Bryant Johnson,1333,WR,16,ARZ,497,66,13.3,199,40.0,21,10.6,16,2,325,1.63,3,11.1,76.2
Chris Cooley,1802,TE,16,WAS,375,84,22.4,117,31.2,21,17.9,16,2,285,2.44,3,11.1,76.2
Josh Reed,1043,WR,13,BUF,235,42,17.9,202,86.0,33,16.3,25,1,324,1.60,1,3.8,75.8
Stephen Alexander,362,TE,16,DEN,241,34,14.1,18,7.5,4,22.2,3,0,29,1.61,0,0.0,75.0
Arlen Harris,1621,HB,9,DET,143,26,18.2,6,4.2,4,66.7,3,0,13,2.17,0,0.0,75.0
Ernest Wilford,1841,WR,16,JAX,426,66,15.5,49,11.5,4,8.2,3,0,53,1.08,0,0.0,75.0
Kelley Washington,1380,WR,5,CIN,99,12,12.1,72,72.7,8,11.1,6,0,87,1.21,1,0.0,75.0
Robert Royal,1151,TE,16,BUF,220,35,15.9,40,18.2,4,10.0,3,0,29,0.73,0,0.0,75.0
Derek Hagan,3027,WR,16,MIA,212,36,17.0,69,32.5,8,11.6,6,1,66,0.96,1,14.3,75.0
Matt Schobel,1074,TE,16,PHI,119,20,16.8,18,15.1,4,22.2,3,0,13,0.72,0,0.0,75.0
Bryan Fletcher,1184,TE,13,IND,128,25,19.5,32,25.0,4,12.5,3,1,29,0.91,0,25.0,75.0
Brandon Jones,2313,WR,16,TEN,322,52,16.1,62,19.3,8,12.9,6,0,88,1.42,0,0.0,75.0
Ricky Proehl,11,WR,2,IND,57,4,7.0,57,100.0,4,7.0,3,0,30,0.53,0,0.0,75.0
Jason Dunn,178,TE,14,KC,61,10,16.4,13,21.3,4,30.8,3,1,28,2.15,0,25.0,75.0
D.J. Hackett,1876,WR,14,SEA,246,62,25.2,177,72.0,51,28.8,38,1,517,2.92,3,2.6,74.5
Wes Welker,2204,WR,16,MIA,485,94,19.4,419,86.4,78,18.6,58,6,630,1.50,1,9.4,74.4
Antonio Gates,1609,TE,16,SD,456,105,23.0,209,45.8,37,17.7,27,1,404,1.93,2,3.6,73.0
Jerricho Cotchery,1829,WR,16,NYJ,503,119,23.7,248,49.3,63,25.4,46,3,528,2.13,3,6.1,73.0
Dave Thomas,3031,TE,13,NE,99,15,15.2,43,43.4,11,25.6,8,0,103,2.40,1,0.0,72.7
Mark Clayton,2239,WR,16,BLT,466,104,22.3,203,43.6,33,16.3,24,0,311,1.53,2,0.0,72.7
Brandon Stokley,498,WR,4,IND,53,11,20.8,50,94.3,11,22.0,8,3,85,1.70,1,27.3,72.7
Hines Ward,380,WR,14,PIT,514,116,22.6,236,45.9,43,18.2,31,1,372,1.58,2,3.1,72.1
Muhsin Muhammad,173,WR,16,CHI,498,108,21.7,63,12.7,14,22.2,10,1,155,2.46,0,9.1,71.4
Jason Witten,1384,TE,16,DAL,419,88,21.0,112,26.7,21,18.8,15,0,239,2.13,0,0.0,71.4
Roscoe Parrish,2272,WR,16,BUF,212,32,15.1,181,85.4,21,11.6,15,0,229,1.27,2,0.0,71.4
Mike Furrey,726,WR,16,DET,640,134,20.9,369,57.7,87,23.6,62,4,634,1.72,3,6.1,71.3
Derrick Mason,271,WR,16,BLT,536,107,20.0,70,13.1,24,34.3,17,0,141,2.01,0,0.0,70.8
Laveranues Coles,638,WR,16,NYJ,507,146,28.8,107,21.1,23,21.5,16,0,201,1.88,2,0.0,69.6
T.J. Houshmandzadeh,921,WR,14,CIN,478,129,27.0,288,60.3,64,22.2,44,2,492,1.71,3,4.3,68.8
Ike Hilliard,233,WR,16,TB,324,46,14.2,203,62.7,19,9.4,13,2,149,0.73,1,13.3,68.4
Billy McMullen,1409,WR,16,MIN,232,37,15.9,156,67.2,22,14.1,15,1,186,1.19,1,6.3,68.2
Troy Walters,682,WR,15,ARZ,224,35,15.6,168,75.0,25,14.9,17,1,137,0.82,1,5.6,68.0
Dante' Hall,677,WR,15,KC,217,40,18.4,138,63.6,28,20.3,19,0,155,1.12,2,0.0,67.9
Aaron Stecker,572,HB,12,NO,95,27,28.4,19,20.0,9,47.4,6,1,34,1.79,0,14.3,66.7
Billy Miller,534,TE,10,NO,129,21,16.3,38,29.5,6,15.8,4,0,27,0.71,0,0.0,66.7
Sinorice Moss,2989,WR,6,NYG,25,10,40.0,11,44.0,3,27.3,2,0,11,1.00,0,0.0,66.7
Troy Williamson,2224,WR,14,MIN,354,73,20.6,19,5.4,6,31.6,4,1,45,2.37,0,20.0,66.7
Isaac Bruce,80,WR,16,STR,587,119,20.3,58,9.9,15,25.9,10,0,191,3.29,1,0.0,66.7
LaDainian Tomlinson,777,HB,16,SD,348,72,20.7,11,3.2,3,27.3,2,0,22,2.00,0,0.0,66.7
Shaun McDonald,1418,WR,16,STR,165,19,11.5,150,90.9,18,12.0,12,1,127,0.85,1,7.7,66.7
Kevin Faulk,470,HB,15,NE,218,52,23.9,17,7.8,3,17.6,2,0,12,0.71,0,0.0,66.7
Jermaine Wiggins,576,TE,16,MIN,337,61,18.1,75,22.3,18,24.0,12,1,132,1.76,0,7.7,66.7
Joe Klopfenstein,2991,TE,16,STR,337,30,8.9,31,9.2,3,9.7,2,0,17,0.55,0,0.0,66.7
Reggie Brown,2252,WR,16,PHI,528,83,15.7,83,15.7,15,18.1,10,3,139,1.67,1,23.1,66.7
Paris Warren,2442,WR,6,TB,32,7,21.9,12,37.5,3,25.0,2,0,35,2.92,0,0.0,66.7
Vincent Jackson,2278,WR,16,SD,322,54,16.8,74,23.0,9,12.2,6,0,125,1.69,0,0.0,66.7
Steve Smith,837,WR,14,CAR,469,133,28.4,109,23.2,24,22.0,16,3,331,3.04,4,15.8,66.7
Dwayne Blakley,1219,TE,16,ATL,113,13,11.5,48,42.5,6,12.5,4,0,54,1.13,0,0.0,66.7
Bobby Engram,177,WR,7,SEA,140,36,25.7,127,90.7,33,26.0,22,1,259,2.04,1,4.3,66.7
Vernon Davis,2951,TE,10,SF,173,36,20.8,25,14.5,3,12.0,2,0,52,2.08,0,0.0,66.7
Demetrius Williams,3056,WR,16,BLT,230,39,17.0,26,11.3,6,23.1,4,0,54,2.08,0,0.0,66.7
Ronald Curry,1199,WR,16,OAK,355,89,25.1,222,62.5,59,26.6,39,1,482,2.17,0,2.5,66.1
Terry Glenn,156,WR,15,DAL,487,108,22.2,108,22.2,26,24.1,17,2,314,2.91,3,10.5,65.4
Travis Taylor,588,WR,16,MIN,546,80,14.7,256,46.9,37,14.5,24,2,370,1.45,1,7.7,64.9
Drew Carter,1881,WR,14,CAR,242,51,21.1,56,23.1,11,19.6,7,0,65,1.16,1,0.0,63.6
Matt Jones,2238,WR,14,JAX,286,69,24.1,35,12.2,11,31.4,7,0,92,2.63,0,0.0,63.6
Bobby Wade,1448,WR,16,TEN,265,54,20.4,229,86.4,48,21.0,30,3,422,1.84,1,9.1,62.5
Marvin Harrison,162,WR,16,IND,572,142,24.8,17,3.0,8,47.1,5,1,47,2.76,0,16.7,62.5
Larry Fitzgerald,1724,WR,13,ARZ,438,109,24.9,72,16.4,16,22.2,10,2,109,1.51,1,16.7,62.5
Keyshawn Johnson,153,WR,16,CAR,549,116,21.1,247,45.0,45,18.2,28,1,368,1.49,1,3.4,62.2
Marques Colston,3197,WR,14,NO,447,109,24.4,211,47.2,50,23.7,31,4,496,2.35,5,11.4,62.0
Drew Bennett,941,WR,16,TEN,447,92,20.6,65,14.5,13,20.0,8,0,147,2.26,2,0.0,61.5
Dennis Northcutt,605,WR,13,CLV,244,42,17.2,65,26.6,13,20.0,8,1,96,1.48,0,11.1,61.5
Joey Galloway,117,WR,16,TB,563,127,22.6,124,22.0,18,14.5,11,2,262,2.11,3,15.4,61.1
Todd Heap,801,TE,16,BLT,488,112,23.0,126,25.8,23,18.3,14,0,113,0.90,2,0.0,60.9
Reggie Williams,1730,WR,16,JAX,434,84,19.4,193,44.5,33,17.1,20,5,282,1.46,0,20.0,60.6
Tony Gonzalez,237,TE,15,KC,428,98,22.9,131,30.6,33,25.2,20,3,247,1.89,0,13.0,60.6
Darrell Jackson,639,WR,13,SEA,452,106,23.5,162,35.8,38,23.5,23,3,377,2.33,3,11.5,60.5
Benjamin Watson,1753,TE,13,NE,372,84,22.6,225,60.5,58,25.8,35,5,444,1.97,1,12.5,60.3
Lee Evans,1734,WR,16,BUF,473,127,26.8,41,8.7,5,12.2,3,0,66,1.61,1,0.0,60.0
Devery Henderson,1771,WR,13,NO,321,51,15.9,44,13.7,5,11.4,3,2,131,2.98,1,40.0,60.0
Reggie Kelly,468,TE,16,CIN,326,31,9.5,43,13.2,5,11.6,3,0,51,1.19,1,0.0,60.0
Santonio Holmes,2970,WR,16,PIT,381,82,21.5,38,10.0,5,13.2,3,0,47,1.24,1,0.0,60.0
Jamal Jones,2088,WR,7,NO,57,10,17.5,22,38.6,5,22.7,3,1,36,1.64,1,25.0,60.0
Rod Smith,111,WR,16,DEN,427,90,21.1,218,51.1,37,17.0,22,2,196,0.90,0,8.3,59.5
Nate Washington,2832,WR,16,PIT,397,66,16.6,310,78.1,49,15.8,29,2,497,1.60,3,6.5,59.2
Jeremy Shockey,1021,TE,15,NYG,422,106,25.1,167,39.6,39,23.4,23,2,237,1.42,2,8.0,59.0
Alge Crumpler,805,TE,16,ATL,436,94,21.6,164,37.6,34,20.7,20,3,208,1.27,3,13.0,58.8
Desmond Clark,529,TE,16,CHI,376,75,19.9,66,17.6,12,18.2,7,2,91,1.38,0,22.2,58.3
Peerless Price,473,WR,16,BUF,448,68,15.2,71,15.8,12,16.9,7,1,56,0.79,2,12.5,58.3
Anquan Boldin,1369,WR,16,ARZ,590,146,24.7,192,32.5,36,18.8,21,1,231,1.20,2,4.5,58.3
Troy Brown,56,WR,16,NE,418,71,17.0,270,64.6,38,14.1,22,1,211,0.78,1,4.3,57.9
Randy McMichael,1114,TE,16,MIA,477,91,19.1,133,27.9,19,14.3,11,2,117,0.88,1,15.4,57.9
Joe Horn,199,WR,10,NO,332,55,16.6,96,28.9,14,14.6,8,0,149,1.55,1,0.0,57.1
Brian Westbrook,1094,HB,15,PHI,398,106,26.6,40,10.1,7,17.5,4,0,31,0.78,1,0.0,57.1
Bo Scaife,2396,TE,14,TEN,244,52,21.3,43,17.6,14,32.6,8,0,69,1.60,1,0.0,57.1
Donald Driver,533,WR,16,GB,619,165,26.7,391,63.2,98,25.1,56,5,810,2.07,6,8.2,57.1
Eddie Kennison,161,WR,16,KC,461,93,20.2,89,19.3,14,15.7,8,1,77,0.87,0,11.1,57.1
Randal Williams,1003,TE,16,OAK,261,51,19.5,48,18.4,7,14.6,4,0,39,0.81,0,0.0,57.1
Hank Baskett,3220,WR,16,PHI,329,42,12.8,175,53.2,16,9.1,9,1,137,0.78,0,10.0,56.3
Braylon Edwards,2220,WR,16,CLV,582,121,20.8,219,37.6,34,15.5,19,4,222,1.01,2,17.4,55.9
Mike Williams,2227,WR,8,DET,151,18,11.9,100,66.2,11,11.0,6,1,82,0.82,1,14.3,54.5
Dallas Clark,1340,TE,12,IND,384,55,14.3,269,70.1,37,13.8,20,2,249,0.93,1,9.1,54.1
Plaxico Burress,586,WR,15,NYG,492,120,24.4,90,18.3,19,21.1,10,1,97,1.08,2,9.1,52.6
James Hodgins,554,FB,5,NYJ,17,4,23.5,2,11.8,2,100.0,1,1,6,3.00,0,50.0,50.0
James Thrash,323,WR,16,WAS,121,18,14.9,27,22.3,6,22.2,3,0,44,1.63,0,0.0,50.0
Michael Pittman,382,HB,16,TB,265,69,26.0,22,8.3,2,9.1,1,0,23,1.05,0,0.0,50.0
L.J. Smith,1376,TE,16,PHI,342,73,21.3,50,14.6,6,12.0,3,0,26,0.52,0,0.0,50.0
Chris Henry,2300,WR,13,CIN,335,70,20.9,30,9.0,4,13.3,2,0,3,0.10,1,0.0,50.0
Terrance Copper,2016,WR,12,NO,309,40,12.9,141,45.6,16,11.3,8,1,170,1.21,2,11.1,50.0
Marcedes Lewis,2973,TE,14,JAX,122,22,18.0,13,10.7,4,30.8,2,1,22,1.69,0,33.3,50.0
John Madsen,3408,TE,11,OAK,118,18,15.3,21,17.8,4,19.0,2,0,17,0.81,0,0.0,50.0
Marcus Pollard,151,TE,13,DET,95,16,16.8,12,12.6,2,16.7,1,0,9,0.75,0,0.0,50.0
Brad Smith,3048,WR,15,NYJ,85,11,12.9,33,38.8,4,12.1,2,0,23,0.70,0,0.0,50.0
Mark Campbell,545,TE,14,NO,173,27,15.6,24,13.9,2,8.3,1,1,3,0.13,0,50.0,50.0
Marty Booker,487,WR,14,MIA,441,87,19.7,32,7.3,4,12.5,2,1,19,0.59,0,33.3,50.0
Keary Colbert,1783,WR,11,CAR,135,11,8.1,38,28.1,2,5.3,1,0,8,0.21,0,0.0,50.0
Jamal Lewis,583,HB,16,BLT,184,23,12.5,11,6.0,2,18.2,1,1,5,0.45,0,50.0,50.0
Brandon Marshall,3064,WR,13,DEN,155,35,22.6,23,14.8,6,26.1,3,0,35,1.52,1,0.0,50.0
David Tyree,1511,WR,9,NYG,185,33,17.8,126,68.1,20,15.9,10,3,115,0.91,0,23.1,50.0
Jeb Putzier,1174,TE,14,HST,141,18,12.8,13,9.2,4,30.8,2,2,38,2.92,0,50.0,50.0
Antonio Bryant,1070,WR,14,SF,414,83,20.0,38,9.2,8,21.1,4,0,81,2.13,0,0.0,50.0
Corey Bradford,400,WR,9,DET,218,24,11.0,23,10.6,2,8.7,1,0,9,0.39,0,0.0,50.0
Alvis Whitted,411,WR,14,OAK,422,56,13.3,54,12.8,8,14.8,4,2,83,1.54,0,33.3,50.0
Casey Fitzsimmons,1607,TE,8,DET,39,10,25.6,12,30.8,2,16.7,1,0,8,0.67,0,0.0,50.0
Samie Parker,1826,WR,16,KC,442,63,14.3,81,18.3,14,17.3,7,0,95,1.17,1,0.0,50.0
Chad Jackson,2981,WR,12,NE,117,19,16.2,45,38.5,6,13.3,3,2,29,0.64,1,40.0,50.0
Clarence Moore,1915,WR,8,BLT,23,6,26.1,10,43.5,2,20.0,1,0,4,0.40,1,0.0,50.0
Ruvell Martin,2111,WR,12,GB,282,41,14.5,28,9.9,2,7.1,1,0,20,0.71,0,0.0,50.0
Antwaan Randle El,1069,WR,16,WAS,301,59,19.6,154,51.2,31,20.1,15,1,126,0.82,0,6.3,48.4
Rashied Davis,2554,WR,16,CHI,278,48,17.3,240,86.3,40,16.7,19,1,272,1.13,2,5.0,47.5
Terrell Owens,188,WR,16,DAL,549,143,26.0,106,19.3,30,28.3,14,4,225,2.12,2,22.2,46.7
Santana Moss,786,WR,14,WAS,396,92,23.2,75,18.9,15,20.0,7,0,94,1.25,1,0.0,46.7
Deion Branch,1072,WR,14,SEA,470,97,20.6,49,10.4,13,26.5,6,1,54,1.10,0,14.3,46.2
Michael Jenkins,1750,WR,16,ATL,525,79,15.0,225,42.9,29,12.9,13,4,150,0.67,2,23.5,44.8
Bryan Gilmore,727,WR,16,SF,327,23,7.0,101,30.9,9,8.9,4,0,31,0.31,0,0.0,44.4
Randy Moss,342,WR,13,OAK,401,90,22.4,80,20.0,16,20.0,7,2,139,1.74,1,22.2,43.8
Jason Avant,3054,WR,7,PHI,100,12,12.0,72,72.0,7,9.7,3,0,28,0.39,0,0.0,42.9
Alex Smith,2288,TE,14,TB,347,49,14.1,52,15.0,7,13.5,3,0,39,0.75,0,0.0,42.9
Torry Holt,441,WR,16,STR,640,177,27.7,87,13.6,24,27.6,10,1,120,1.38,2,9.1,41.7
David Martin,916,TE,11,GB,183,32,17.5,51,27.9,10,19.6,4,1,57,1.12,0,20.0,40.0
Devale Ellis,3303,WR,8,DET,92,9,9.8,36,39.1,5,13.9,2,0,19,0.53,0,0.0,40.0
Roy Williams,1728,WR,16,DET,607,148,24.4,73,12.0,23,31.5,9,0,175,2.40,1,0.0,39.1
Chad Johnson,806,WR,16,CIN,552,143,25.9,39,7.1,8,20.5,3,0,32,0.82,0,0.0,37.5
Eric Parker,1292,WR,15,SD,298,70,23.5,37,12.4,8,21.6,3,0,41,1.11,0,0.0,37.5
Donald Lee,1465,TE,14,GB,125,21,16.8,36,28.8,8,22.2,3,2,65,1.81,0,40.0,37.5
Michael Gaines,1946,TE,16,CAR,203,26,12.8,84,41.4,11,13.1,4,2,44,0.52,0,33.3,36.4
Travis Wilson,3023,WR,4,CLV,72,6,8.3,6,8.3,3,50.0,1,0,16,2.67,0,0.0,33.3
David Givens,1210,WR,5,TEN,134,20,14.9,31,23.1,3,9.7,1,0,14,0.45,0,0.0,33.3
Ashley Lelie,1026,WR,15,ATL,374,66,17.6,52,13.9,6,11.5,2,0,22,0.42,0,0.0,33.3
Nate Burleson,1386,WR,16,SEA,297,37,12.5,28,9.4,3,10.7,1,0,12,0.43,1,0.0,33.3
Michael Clayton,1736,WR,12,TB,353,60,17.0,106,30.0,10,9.4,3,1,21,0.20,0,25.0,30.0
Greg Jennings,2997,WR,14,GB,495,103,20.8,55,11.1,14,25.5,4,2,31,0.56,0,33.3,28.6
Tony Scheffler,3006,TE,12,DEN,179,34,19.0,44,24.6,7,15.9,2,0,55,1.25,1,0.0,28.6
Cedrick Wilson,901,WR,15,PIT,415,68,16.4,49,11.8,4,8.2,1,0,9,0.18,0,0.0,25.0
Ben Hartsock,1789,TE,6,TEN,72,13,18.1,10,13.9,4,40.0,1,1,9,0.90,0,50.0,25.0
Malcom Floyd,2044,WR,12,SD,118,31,26.3,14,11.9,4,28.6,1,0,4,0.29,0,0.0,25.0
Eddie Drummond,1237,WR,6,DET,61,10,16.4,33,54.1,5,15.2,1,1,8,0.24,0,50.0,20.0
Chris Chambers,821,WR,16,MIA,627,141,22.5,44,7.0,5,11.4,1,0,5,0.11,0,0.0,20.0
Kris Wilson,1782,TE,15,KC,130,22,16.9,21,16.2,1,4.8,0,1,0,0.00,0,100.0,0.0
Nick Goings,956,HB,8,CAR,49,14,28.6,5,10.2,2,40.0,0,0,0,0.00,0,,0.0
DeShaun Foster,1041,HB,14,CAR,210,42,20.0,2,1.0,1,50.0,0,1,0,0.00,0,100.0,0.0
Jason Wright,2212,HB,7,CLV,61,10,16.4,3,4.9,1,33.3,0,1,0,0.00,0,100.0,0.0
Jeff King,3100,TE,3,CAR,19,3,15.8,6,31.6,1,16.7,0,0,0,0.00,0,,0.0
Glenn Holt,3355,WR,8,CIN,27,2,7.4,24,88.9,1,4.2,0,0,0,0.00,0,,0.0
Donte' Stallworth,1020,WR,12,PHI,376,76,20.2,15,4.0,2,13.3,0,1,0,0.00,0,100.0,0.0
Todd Yoder,772,TE,6,WAS,25,3,12.0,5,20.0,1,20.0,0,0,0,0.00,0,,0.0
