player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
Arian Foster,5398,HB,16,HST,364,53,14.6,11,3.0,1,9.1,1,0,5,0.45,0,0.0,100.0
BenJarvus Green-Ellis,4599,HB,15,CIN,236,26,11.0,3,1.3,1,33.3,1,0,10,3.33,0,0.0,100.0
Brad Smelley,7662,TE,2,CLV,10,1,10.0,6,60.0,1,16.7,1,0,3,0.50,0,0.0,100.0
Benjamin Watson,1753,TE,16,CLV,376,74,19.7,22,5.9,5,22.7,5,0,48,2.18,0,0.0,100.0
Trent Richardson,7009,HB,15,CLV,317,61,19.2,5,1.6,1,20.0,1,0,3,0.60,0,0.0,100.0
William Powell,6939,HB,11,ARZ,143,23,16.1,7,4.9,1,14.3,1,0,10,1.43,0,0.0,100.0
Jim Dray,5756,TE,2,ARZ,8,2,25.0,3,37.5,1,33.3,1,0,3,1.00,0,0.0,100.0
Michael Hoomanawanui,5655,TE,13,NE,62,5,8.1,35,56.5,2,5.7,2,0,55,1.57,0,0.0,100.0
Ted Ginn Jr.,3625,WR,7,SF,23,2,8.7,5,21.7,1,20.0,1,0,1,0.20,0,0.0,100.0
Virgil Green,6356,TE,7,DEN,16,6,37.5,4,25.0,2,50.0,2,0,40,10.00,0,0.0,100.0
Donte' Stallworth,1020,WR,1,NE,11,2,18.2,2,18.2,1,50.0,1,0,63,31.50,1,0.0,100.0
Ronnie Hillman,7069,HB,14,DEN,77,12,15.6,2,2.6,1,50.0,1,0,12,6.00,0,0.0,100.0
Montell Owens,3452,HB,10,JAX,111,10,9.0,6,5.4,1,16.7,1,0,8,1.33,0,0.0,100.0
Maurice Jones-Drew,3005,HB,5,JAX,101,18,17.8,3,3.0,1,33.3,1,0,3,1.00,0,0.0,100.0
Greg Jones II,1776,FB,12,JAX,56,13,23.2,14,25.0,2,14.3,2,0,12,0.86,0,0.0,100.0
John Phillips,5132,TE,16,DAL,99,10,10.1,26,26.3,1,3.8,1,0,8,0.31,0,0.0,100.0
Kealoha Pilares,6284,WR,6,CAR,18,3,16.7,13,72.2,1,7.7,1,0,6,0.46,0,0.0,100.0
Mike Tolbert,4740,FB,16,CAR,183,35,19.1,10,5.5,2,20.0,2,0,22,2.20,0,0.0,100.0
Joe Morgan,6696,WR,14,NO,182,19,10.4,16,8.8,1,6.3,1,0,44,2.75,0,0.0,100.0
Adrian Peterson,3623,HB,16,MIN,283,48,17.0,9,3.2,3,33.3,3,0,24,2.67,0,0.0,100.0
Jed Collins,4743,FB,14,NO,83,15,18.1,2,2.4,1,50.0,1,0,2,1.00,0,0.0,100.0
Jonathan Stewart,4327,HB,9,CAR,121,22,18.2,5,4.1,1,20.0,1,0,5,1.00,0,0.0,100.0
Dave Thomas,3031,TE,15,NO,129,16,12.4,46,35.7,3,6.5,3,0,22,0.48,0,0.0,100.0
Ben Hartsock,1789,TE,10,CAR,25,3,12.0,4,16.0,1,25.0,1,0,25,6.25,0,0.0,100.0
Greg Camarillo,2523,WR,3,NO,35,5,14.3,9,25.7,2,22.2,2,0,20,2.22,0,0.0,100.0
Deonte Thompson,7513,WR,2,BLT,42,6,14.3,30,71.4,4,13.3,4,0,26,0.87,0,0.0,100.0
Bernard Pierce,7085,HB,15,BLT,63,10,15.9,3,4.8,1,33.3,1,0,5,1.67,0,0.0,100.0
Le'Ron McClain,3753,FB,16,SD,63,8,12.7,7,11.1,1,14.3,1,0,-2,-0.29,0,0.0,100.0
Seyi Ajirotutu,6035,WR,3,SD,55,3,5.5,40,72.7,3,7.5,3,0,45,1.13,0,0.0,100.0
Matt Forte,4358,HB,15,CHI,274,59,21.5,15,5.5,2,13.3,2,0,6,0.40,0,0.0,100.0
Anthony Allen,6377,HB,6,BLT,26,4,15.4,5,19.2,1,20.0,1,0,5,1.00,0,0.0,100.0
Ladarius Green,7110,TE,4,SD,30,4,13.3,18,60.0,1,5.6,1,0,4,0.22,0,0.0,100.0
Terrance Copper,2016,WR,8,KC,70,12,17.1,7,10.0,1,14.3,1,0,11,1.57,0,0.0,100.0
Kevin Boss,3769,TE,2,KC,18,3,16.7,5,27.8,2,40.0,2,0,43,8.60,0,0.0,100.0
David Ausberry,6393,TE,15,OAK,53,11,20.8,12,22.6,1,8.3,1,0,12,1.00,0,0.0,100.0
Jonathan Baldwin,6178,WR,15,KC,297,46,15.5,29,9.8,3,10.3,3,0,117,4.03,0,0.0,100.0
Ray Rice,4369,HB,16,BLT,341,80,23.5,14,4.1,4,28.6,4,0,51,3.64,0,0.0,100.0
Mario Manningham,4409,WR,12,SF,248,55,22.2,45,18.1,13,28.9,12,0,129,2.87,0,0.0,92.3
Larry Fitzgerald,1724,WR,16,ARZ,674,148,22.0,126,18.7,25,19.8,23,0,201,1.60,0,0.0,92.0
Eric Decker,5611,WR,16,DEN,590,120,20.3,119,20.2,25,21.0,23,1,242,2.03,4,4.2,92.0
Dwayne Allen,7066,TE,16,IND,368,64,17.4,81,22.0,9,11.1,8,0,104,1.28,1,0.0,88.9
Darren Sproles,2347,HB,13,NO,335,92,27.5,103,30.7,17,16.5,15,1,83,0.81,1,6.3,88.2
Jeff King,3100,TE,16,ARZ,159,26,16.4,45,28.3,8,17.8,7,0,31,0.69,0,0.0,87.5
James Jones,3694,WR,16,GB,610,93,15.2,41,6.7,7,17.1,6,0,29,0.71,2,0.0,85.7
Mohamed Sanu,7084,WR,8,CIN,111,24,21.6,71,64.0,14,19.7,12,0,124,1.75,3,0.0,85.7
Josh Morgan,4488,WR,16,WAS,382,69,18.1,53,13.9,13,24.5,11,0,94,1.77,1,0.0,84.6
Zach Miller,3654,TE,16,SEA,331,46,13.9,79,23.9,13,16.5,11,0,125,1.58,1,0.0,84.6
Brandon Gibson,5118,WR,16,STR,474,75,15.8,39,8.2,6,15.4,5,0,53,1.36,2,0.0,83.3
Micheal Spurlock,3517,WR,7,SD,74,10,13.5,46,62.2,6,13.0,5,1,51,1.11,0,16.7,83.3
Jason Snelling,3860,HB,16,ATL,115,35,30.4,31,27.0,6,19.4,5,1,33,1.06,0,16.7,83.3
Tony Gonzalez,237,TE,16,ATL,566,120,21.2,340,60.1,68,20.0,55,2,544,1.60,6,3.5,80.9
Andre Johnson,1319,WR,16,HST,530,159,30.0,111,20.9,26,23.4,21,1,298,2.68,0,4.5,80.8
Brandon Stokley,498,WR,15,DEN,378,57,15.1,355,93.9,56,15.8,45,2,544,1.53,5,4.3,80.4
James Hanna,7175,TE,14,DAL,63,11,17.5,34,54.0,5,14.7,4,0,47,1.38,0,0.0,80.0
C.J. Spiller,5534,HB,16,BUF,241,55,22.8,48,19.9,10,20.8,8,0,131,2.73,1,0.0,80.0
Antonio Brown,5718,WR,13,PIT,437,98,22.4,37,8.5,5,13.5,4,1,17,0.46,0,20.0,80.0
Brandon Myers,5126,TE,16,OAK,478,101,21.1,133,27.8,39,29.3,31,1,345,2.59,1,3.1,79.5
Sidney Rice,3660,WR,16,SEA,422,75,17.8,157,37.2,32,20.4,25,1,369,2.35,4,3.8,78.1
Randall Cobb,6216,WR,15,GB,421,102,24.2,355,84.3,81,22.8,63,9,835,2.35,6,12.5,77.8
Todd Heap,801,TE,2,ARZ,43,12,27.9,32,74.4,9,28.1,7,0,83,2.59,0,0.0,77.8
Michael Crabtree,4933,WR,16,SF,433,118,27.3,146,33.7,49,33.6,38,4,542,3.71,5,9.5,77.6
Jason Avant,3054,WR,14,PHI,440,71,16.1,390,88.6,67,17.2,52,0,612,1.57,0,0.0,77.6
Ryan Broyles,7057,WR,10,DET,190,30,15.8,122,64.2,22,18.0,17,2,242,1.98,0,10.5,77.3
Juron Criner,7160,WR,12,OAK,121,29,24.0,28,23.1,8,28.6,6,0,50,1.79,1,0.0,75.0
Josh Gordon,7618,WR,16,CLV,505,89,17.6,60,11.9,16,26.7,12,0,271,4.52,2,0.0,75.0
Ruvell Martin,2111,WR,9,BUF,67,6,9.0,45,67.2,4,8.9,3,1,33,0.73,0,25.0,75.0
Ryan Whalen,6319,WR,7,CIN,54,12,22.2,30,55.6,4,13.3,3,0,21,0.70,0,0.0,75.0
Rod Streater,7416,WR,16,OAK,377,71,18.8,114,30.2,12,10.5,9,1,157,1.38,1,10.0,75.0
Travaris Cadet,7457,HB,6,NO,21,8,38.1,7,33.3,4,57.1,3,0,17,2.43,0,0.0,75.0
Konrad Reuland,6469,TE,15,NYJ,103,16,15.5,16,15.5,4,25.0,3,0,25,1.56,0,0.0,75.0
Vernon Davis,2951,TE,16,SF,423,56,13.2,129,30.5,12,9.3,9,0,152,1.18,0,0.0,75.0
Dexter McCluster,5561,WR,16,KC,369,70,19.0,318,86.2,56,17.6,42,6,377,1.19,0,12.5,75.0
Anthony McCoy,5708,TE,16,SEA,169,23,13.6,34,20.1,4,11.8,3,0,40,1.18,0,0.0,75.0
DeSean Jackson,4363,WR,11,PHI,446,75,16.8,77,17.3,12,15.6,9,0,179,2.32,2,0.0,75.0
Percy Harvin,4945,WR,9,MIN,261,81,31.0,156,59.8,35,22.4,26,0,246,1.58,3,0.0,74.3
Micheal Spurlock,3517,WR,5,JAX,78,19,24.4,68,87.2,19,27.9,14,2,121,1.78,1,12.5,73.7
Austin Pettis,6230,WR,14,STR,270,46,17.0,161,59.6,34,21.1,25,1,228,1.42,2,3.8,73.5
Lance Moore,2718,WR,15,NO,482,100,20.7,168,34.9,34,20.2,25,2,414,2.46,1,7.4,73.5
Jordan Shipley,5608,WR,6,JAX,185,33,17.8,168,90.8,30,17.9,22,1,233,1.39,1,4.3,73.3
Rob Gronkowski,5567,TE,11,NE,324,77,23.8,201,62.0,37,18.4,27,3,383,1.91,3,10.0,73.0
Logan Paulsen,5795,TE,16,WAS,250,34,13.6,78,31.2,11,14.1,8,2,122,1.56,0,20.0,72.7
Brad Smith,3048,WR,14,BUF,181,20,11.0,123,68.0,11,8.9,8,0,112,0.91,1,0.0,72.7
Torrey Smith,6210,WR,16,BLT,529,104,19.7,41,7.8,11,26.8,8,1,131,3.20,2,11.1,72.7
Jason Witten,1384,TE,16,DAL,628,146,23.2,277,44.1,66,23.8,48,4,474,1.71,1,7.7,72.7
Jared Cook,5012,TE,13,TEN,359,68,18.9,277,77.2,51,18.4,37,4,417,1.51,4,9.8,72.5
Dallas Clark,1340,TE,16,TB,381,69,18.1,216,56.7,36,16.7,26,2,216,1.00,0,7.1,72.2
Jeremy Maclin,4942,WR,15,PHI,627,118,18.8,199,31.7,39,19.6,28,3,390,1.96,2,9.7,71.8
Jordan Cameron,6254,TE,14,CLV,176,31,17.6,40,22.7,7,17.5,5,1,66,1.65,1,16.7,71.4
Pierre Garcon,4519,WR,10,WAS,215,63,29.3,31,14.4,14,45.2,10,2,84,2.71,0,16.7,71.4
Chaz Schilens,4540,WR,14,NYJ,239,41,17.2,33,13.8,7,21.2,5,0,53,1.61,1,0.0,71.4
Fred Davis,4362,TE,7,WAS,165,32,19.4,51,30.9,7,13.7,5,1,80,1.57,0,16.7,71.4
Wes Welker,2204,WR,16,NE,617,166,26.9,507,82.2,125,24.7,88,13,1040,2.05,3,12.9,70.4
Malcom Floyd,2044,WR,14,SD,523,82,15.7,112,21.4,10,8.9,7,0,79,0.71,0,0.0,70.0
Ed Dickson,5595,TE,13,BLT,200,31,15.5,65,32.5,10,15.4,7,0,111,1.71,0,0.0,70.0
Kendall Wright,7026,WR,15,TEN,398,95,23.9,52,13.1,13,25.0,9,0,66,1.27,0,0.0,69.2
Steve Smith,3667,WR,9,STR,135,23,17.0,72,53.3,13,18.1,9,1,76,1.06,0,10.0,69.2
Craig Stevens,4399,TE,15,TEN,212,31,14.6,82,38.7,13,15.9,9,2,136,1.66,0,18.2,69.2
Steve Johnson,4538,WR,16,BUF,550,144,26.2,136,24.7,39,28.7,27,0,359,2.64,4,0.0,69.2
Roddy White,2244,WR,16,ATL,646,138,21.4,128,19.8,26,20.3,18,1,188,1.47,1,5.3,69.2
Tony Moeaki,5617,TE,15,KC,401,49,12.2,217,54.1,29,13.4,20,1,261,1.20,0,4.8,69.0
Heath Miller,2247,TE,15,PIT,456,93,20.4,65,14.3,16,24.6,11,0,141,2.17,1,0.0,68.8
Marcedes Lewis,2973,TE,16,JAX,389,75,19.3,180,46.3,22,12.2,15,1,220,1.22,1,6.3,68.2
Dustin Keller,4344,TE,8,NYJ,213,36,16.9,127,59.6,22,17.3,15,1,153,1.20,0,6.3,68.2
Santana Moss,786,WR,16,WAS,324,60,18.5,266,82.1,47,17.7,32,5,487,1.83,7,13.5,68.1
Danny Amendola,4717,WR,11,STR,324,94,29.0,261,80.6,75,28.7,51,1,498,1.91,2,1.9,68.0
Brandon Marshall,3064,WR,16,CHI,543,181,33.3,119,21.9,33,27.7,22,2,318,2.67,2,8.3,66.7
Armon Binns,6590,WR,8,CIN,190,29,15.3,23,12.1,3,13.0,2,0,23,1.00,0,0.0,66.7
Isaac Redman,5233,HB,14,PIT,112,21,18.8,11,9.8,3,27.3,2,1,57,5.18,0,33.3,66.7
Rishard Matthews,7211,WR,7,MIA,148,18,12.2,21,14.2,3,14.3,2,0,37,1.76,0,0.0,66.7
Brian Hartline,5031,WR,16,MIA,519,118,22.7,28,5.4,6,21.4,4,1,75,2.68,0,20.0,66.7
Drew Davis,6525,WR,11,ATL,61,6,9.8,34,55.7,3,8.8,2,0,30,0.88,1,0.0,66.7
Steven Jackson,1745,HB,16,STR,323,49,15.2,9,2.8,3,33.3,2,1,13,1.44,0,33.3,66.7
Coby Fleener,7038,TE,12,IND,252,45,17.9,23,9.1,3,13.0,2,1,9,0.39,0,33.3,66.7
Charly Martin,5366,WR,4,SEA,43,6,14.0,31,72.1,6,19.4,4,0,42,1.35,0,0.0,66.7
Kenny Britt,4953,WR,14,TEN,395,85,21.5,61,15.4,12,19.7,8,1,83,1.36,2,11.1,66.7
Niles Paul,6307,TE,16,WAS,82,15,18.3,20,24.4,3,15.0,2,0,67,3.35,0,0.0,66.7
Denarius Moore,6300,WR,15,OAK,495,110,22.2,241,48.7,36,14.9,24,3,308,1.28,4,11.1,66.7
Jordan Norwood,5358,WR,2,CLV,59,18,30.5,47,79.7,12,25.5,8,1,92,1.96,0,11.1,66.7
Alshon Jeffery,7048,WR,10,CHI,261,48,18.4,30,11.5,3,10.0,2,0,21,0.70,0,0.0,66.7
Randy McMichael,1114,TE,15,SD,84,11,13.1,19,22.6,3,15.8,2,0,15,0.79,0,0.0,66.7
Dez Bryant,5549,WR,16,DAL,650,137,21.1,13,2.0,3,23.1,2,0,11,0.85,0,0.0,66.7
Armanti Edwards,5613,WR,15,CAR,78,9,11.5,40,51.3,3,7.5,2,0,89,2.23,0,0.0,66.7
Tiquan Underwood,5177,WR,14,TB,328,53,16.2,159,48.5,24,15.1,16,3,231,1.45,0,15.8,66.7
Clay Harbor,5648,TE,14,PHI,159,38,23.9,61,38.4,9,14.8,6,1,52,0.85,0,14.3,66.7
Danny Woodhead,4914,HB,16,NE,275,50,18.2,9,3.3,3,33.3,2,0,11,1.22,0,0.0,66.7
Dennis Pitta,5638,TE,16,BLT,396,90,22.7,256,64.6,59,23.0,39,2,451,1.76,6,4.9,66.1
Harry Douglas,4398,WR,15,ATL,419,56,13.4,320,76.4,44,13.8,29,2,313,0.98,1,6.5,65.9
Andrew Hawkins,6125,WR,14,CIN,382,74,19.4,329,86.1,64,19.5,42,3,449,1.36,4,6.7,65.6
Nate Burleson,1386,WR,6,DET,240,41,17.1,111,46.3,26,23.4,17,2,138,1.24,2,10.5,65.4
Greg Olsen,3647,TE,16,CAR,463,96,20.7,285,61.6,52,18.2,34,4,368,1.29,2,10.5,65.4
Kevin Walter,1549,WR,16,HST,458,64,14.0,210,45.9,23,11.0,15,1,151,0.72,1,6.3,65.2
A.J. Green,6156,WR,16,CIN,581,158,27.2,80,13.8,20,25.0,13,1,236,2.95,1,7.1,65.0
Rob Housler,6221,TE,15,ARZ,389,65,16.7,268,68.9,37,13.8,24,3,190,0.71,0,11.1,64.9
Andre Roberts,5612,WR,15,ARZ,599,107,17.9,292,48.7,54,18.5,35,8,330,1.13,1,18.6,64.8
Miles Austin,3211,WR,16,DAL,569,115,20.2,394,69.2,54,13.7,35,4,465,1.18,2,10.3,64.8
Jeremy Kerley,6305,WR,16,NYJ,436,88,20.2,310,71.1,67,21.6,43,2,612,1.97,2,4.4,64.2
T.Y. Hilton,7092,WR,15,IND,478,88,18.4,204,42.7,25,12.3,16,2,341,1.67,4,11.1,64.0
Jacob Tamme,4441,TE,16,DEN,294,80,27.2,164,55.8,47,28.7,30,0,270,1.65,2,0.0,63.8
Golden Tate,5585,WR,15,SEA,378,65,17.2,52,13.8,11,21.2,7,1,62,1.19,1,12.5,63.6
Damian Williams,5601,WR,13,TEN,248,45,18.1,54,21.8,11,20.4,7,2,77,1.43,0,22.2,63.6
Delanie Walker,3120,TE,16,SF,243,37,15.2,79,32.5,11,13.9,7,3,118,1.49,0,30.0,63.6
Jerricho Cotchery,1829,WR,14,PIT,150,26,17.3,69,46.0,11,15.9,7,1,87,1.26,0,12.5,63.6
Greg Jennings,2997,WR,8,GB,285,58,20.4,145,50.9,33,22.8,21,2,202,1.39,3,8.7,63.6
Kyle Williams,5729,WR,11,SF,148,21,14.2,80,54.1,11,13.8,7,1,112,1.40,0,12.5,63.6
Steve Smith,837,WR,16,CAR,526,127,24.1,50,9.5,11,22.0,7,1,181,3.62,1,12.5,63.6
Brandon LaFell,5602,WR,14,CAR,442,69,15.6,290,65.6,41,14.1,26,3,442,1.52,3,10.3,63.4
Marques Colston,3197,WR,16,NO,624,126,20.2,347,55.6,65,18.7,41,4,563,1.62,5,8.9,63.1
Owen Daniels,3043,TE,15,HST,437,98,22.4,121,27.7,27,22.3,17,1,218,1.80,2,5.6,63.0
Emmanuel Sanders,5606,WR,16,PIT,420,69,16.4,282,67.1,48,17.0,30,2,361,1.28,0,6.3,62.5
Garrett Graham,5642,TE,15,HST,226,35,15.5,39,17.3,8,20.5,5,0,42,1.08,1,0.0,62.5
Cole Beasley,7330,WR,9,DAL,113,24,21.2,109,96.5,24,22.0,15,2,128,1.17,0,11.8,62.5
Michael Jenkins,1750,WR,16,MIN,435,66,15.2,84,19.3,8,9.5,5,1,39,0.46,1,16.7,62.5
Lance Kendricks,6199,TE,16,STR,383,57,14.9,169,44.1,24,14.2,15,2,156,0.92,1,11.8,62.5
Victor Cruz,5827,WR,16,NYG,536,137,25.6,373,69.6,93,24.9,58,8,867,2.32,8,12.1,62.4
Early Doucet,4395,WR,12,ARZ,306,51,16.7,247,80.7,42,17.0,26,7,183,0.74,0,21.2,61.9
Donald Jones,6000,WR,12,BUF,401,62,15.5,285,71.1,34,11.9,21,4,245,0.86,1,16.0,61.8
Devin Hester,3002,WR,15,CHI,247,40,16.2,59,23.9,13,22.0,8,1,67,1.14,0,11.1,61.5
Davone Bess,4694,WR,13,MIA,433,96,22.2,303,70.0,70,23.1,43,6,527,1.74,1,12.2,61.4
Calvin Johnson,3618,WR,16,DET,769,199,25.9,222,28.9,67,30.2,41,7,702,3.16,1,14.6,61.2
Antonio Gates,1609,TE,15,SD,523,76,14.5,332,63.5,51,15.4,31,4,320,0.96,3,11.4,60.8
Vincent Jackson,2278,WR,16,TB,587,137,23.3,214,36.5,38,17.8,23,1,445,2.08,4,4.2,60.5
Jimmy Graham,5619,TE,15,NO,518,131,25.3,337,65.1,91,27.0,55,11,718,2.13,5,16.7,60.4
Titus Young,6196,WR,10,DET,408,53,13.0,28,6.9,10,35.7,6,0,30,1.07,0,0.0,60.0
Armon Binns,6590,WR,3,MIA,60,11,18.3,56,93.3,10,17.9,6,2,67,1.20,0,25.0,60.0
Damaris Johnson,7530,WR,13,PHI,160,28,17.5,31,19.4,5,16.1,3,0,54,1.74,0,0.0,60.0
Jarius Wright,7118,WR,7,MIN,133,36,27.1,94,70.7,20,21.3,12,2,169,1.80,1,14.3,60.0
Tandon Doss,6275,WR,14,BLT,130,14,10.8,30,23.1,5,16.7,3,1,78,2.60,0,25.0,60.0
John Carlson,4352,TE,14,MIN,109,14,12.8,33,30.3,5,15.2,3,1,20,0.61,0,25.0,60.0
Donald Driver,533,WR,13,GB,108,13,12.0,85,78.7,10,11.8,6,2,61,0.72,2,25.0,60.0
Chris Givens,7096,WR,15,STR,367,77,21.0,56,15.3,10,17.9,6,0,36,0.64,0,0.0,60.0
Scott Chandler,3745,TE,15,BUF,428,70,16.4,312,72.9,45,14.4,27,3,304,0.97,2,10.0,60.0
Greg Little,6211,WR,16,CLV,554,87,15.7,218,39.4,40,18.3,24,5,266,1.22,2,17.2,60.0
Reggie Bush,2947,HB,16,MIA,231,48,20.8,37,16.0,5,13.5,3,1,11,0.30,0,25.0,60.0
Robert Meachem,3643,WR,12,SD,246,32,13.0,45,18.3,5,11.1,3,1,69,1.53,2,25.0,60.0
Aaron Hernandez,5637,TE,10,NE,316,80,25.3,170,53.8,40,23.5,24,5,174,1.02,1,17.2,60.0
Matt Willis,4283,WR,15,DEN,97,19,19.6,47,48.5,10,21.3,6,0,42,0.89,0,0.0,60.0
D.J. Williams Jr.,6293,TE,12,GB,78,14,17.9,30,38.5,5,16.7,3,1,26,0.87,0,25.0,60.0
Jeff Cumberland,5861,TE,15,NYJ,275,52,18.9,125,45.5,20,16.0,12,1,124,0.99,1,7.7,60.0
Eddie Royal,4356,WR,10,SD,189,42,22.2,118,62.4,22,18.6,13,1,154,1.31,1,7.1,59.1
Jermaine Gresham,5546,TE,16,CIN,485,92,19.0,142,29.3,24,16.9,14,2,217,1.53,1,12.5,58.3
Dorin Dickerson,5750,FB,7,BUF,61,15,24.6,51,83.6,12,23.5,7,1,89,1.75,0,12.5,58.3
Santonio Holmes,2970,WR,4,NYJ,121,39,32.2,27,22.3,12,44.4,7,0,79,2.93,0,0.0,58.3
Doug Baldwin,6615,WR,14,SEA,233,46,19.7,170,73.0,36,21.2,21,4,241,1.42,3,16.0,58.3
Joel Dreessen,2415,TE,16,DEN,288,57,19.8,103,35.8,12,11.7,7,1,60,0.58,1,12.5,58.3
Martellus Bennett,4375,TE,16,NYG,421,88,20.9,228,54.2,45,19.7,26,2,287,1.26,4,7.1,57.8
Kellen Davis,4472,TE,16,CHI,361,43,11.9,142,39.3,14,9.9,8,2,104,0.73,2,20.0,57.1
Brandon Pettigrew,4943,TE,14,DET,479,95,19.8,44,9.2,7,15.9,4,0,46,1.05,1,0.0,57.1
Ben Obomanu,3194,WR,8,SEA,63,8,12.7,32,50.8,7,21.9,4,0,58,1.81,0,0.0,57.1
Anthony Fasano,2998,TE,16,MIA,387,61,15.8,145,37.5,28,19.3,16,0,121,0.83,2,0.0,57.1
Julio Jones,6158,WR,16,ATL,579,127,21.9,53,9.2,14,26.4,8,1,66,1.25,0,11.1,57.1
Dante Rosario,3771,TE,12,SD,90,17,18.9,49,54.4,7,14.3,4,0,33,0.67,1,0.0,57.1
Kyle Rudolph,6195,TE,16,MIN,430,86,20.0,160,37.2,30,18.8,17,4,195,1.22,1,19.0,56.7
Earl Bennett,4384,WR,12,CHI,273,47,17.2,183,67.0,30,16.4,17,1,254,1.39,1,5.6,56.7
Anquan Boldin,1369,WR,15,BLT,526,108,20.5,327,62.2,52,15.9,29,1,429,1.31,2,3.3,55.8
Nate Washington,2832,WR,16,TEN,540,86,15.9,332,61.5,45,13.6,25,4,378,1.14,2,13.8,55.6
Danario Alexander,6106,WR,10,SD,313,54,17.3,56,17.9,9,16.1,5,0,125,2.23,2,0.0,55.6
Mohamed Massaquoi,4973,WR,9,CLV,165,32,19.4,91,55.2,18,19.8,10,1,97,1.07,0,9.1,55.6
Deion Branch,1072,WR,10,NE,292,28,9.6,90,30.8,9,10.0,5,0,36,0.40,0,0.0,55.6
Louis Murphy,5048,WR,16,CAR,390,55,14.1,81,20.8,9,11.1,5,0,25,0.31,0,0.0,55.6
Marcel Reece,4702,FB,16,OAK,375,71,18.9,100,26.7,20,20.0,11,1,174,1.74,0,8.3,55.0
Justin Blackmon,7011,WR,16,JAX,637,129,20.3,292,45.8,57,19.5,31,4,503,1.72,2,11.4,54.4
Leonard Hankerson,6231,WR,16,WAS,292,55,18.8,46,15.8,13,28.3,7,1,42,0.91,1,12.5,53.8
Reggie Wayne,800,WR,16,IND,685,179,26.1,419,61.2,90,21.5,48,6,679,1.62,2,11.1,53.3
Mike Thomas,5030,WR,7,JAX,171,24,14.0,144,84.2,19,13.2,10,2,66,0.46,0,16.7,52.6
Jermichael Finley,4405,TE,16,GB,440,85,19.3,130,29.5,23,17.7,12,5,179,1.38,0,29.4,52.2
Tony Scheffler,3006,TE,15,DET,422,83,19.7,279,66.1,64,22.9,33,5,345,1.24,0,13.2,51.6
Chris Rainey,7152,HB,15,PIT,96,21,21.9,10,10.4,2,20.0,1,1,14,1.40,0,50.0,50.0
Joique Bell,5797,HB,15,DET,245,65,26.5,23,9.4,4,17.4,2,0,8,0.35,0,0.0,50.0
Mike Thomas,5030,WR,9,DET,124,13,10.5,30,24.2,2,6.7,1,0,5,0.17,0,0.0,50.0
Demaryius Thomas,5547,WR,16,DEN,570,138,24.2,44,7.7,12,27.3,6,0,65,1.48,1,0.0,50.0
