player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
Mickey Shuler,5737,TE,6,MIA,59,5,8.5,15,25.4,2,13.3,2,0,44,2.93,0,0.0,100.0
Roy Williams,1728,WR,15,DAL,454,59,13.0,62,13.7,2,3.2,2,0,3,0.05,0,0.0,100.0
Kassim Osgood,1676,WR,15,JAX,124,13,10.5,13,10.5,1,7.7,1,0,24,1.85,1,0.0,100.0
Justin Forsett,4547,HB,16,SEA,227,46,20.3,3,1.3,1,33.3,1,0,5,1.67,0,0.0,100.0
Sam Hurd,3362,WR,15,DAL,152,21,13.8,44,28.9,5,11.4,5,0,55,1.25,0,0.0,100.0
Ovie Mughelli,1445,FB,16,ATL,120,17,14.2,7,5.8,1,14.3,1,0,2,0.29,0,0.0,100.0
Patrick Turner,5010,WR,3,NYJ,14,2,14.3,8,57.1,1,12.5,1,0,5,0.63,0,0.0,100.0
Ruvell Martin,2111,WR,5,SEA,53,8,15.1,33,62.3,4,12.1,4,0,121,3.67,0,0.0,100.0
Jermaine Gresham,5546,TE,15,CIN,378,75,19.8,57,15.1,11,19.3,10,1,96,1.68,2,9.1,90.9
Kelley Washington,1380,WR,6,SD,84,14,16.7,53,63.1,11,20.8,10,0,118,2.23,0,0.0,90.9
Deion Branch,1072,WR,4,SEA,121,18,14.9,61,50.4,10,16.4,9,0,87,1.43,0,0.0,90.0
David Gettis,5721,WR,15,CAR,427,66,15.5,60,14.1,10,16.7,9,0,104,1.73,0,0.0,90.0
Jordy Nelson,4350,WR,16,GB,316,61,19.3,129,40.8,27,20.9,24,1,328,2.54,2,4.0,88.9
Arrelious Benn,5564,WR,14,TB,169,37,21.9,25,14.8,8,32.0,7,0,49,1.96,0,0.0,87.5
Austin Collie,5051,WR,9,IND,285,69,24.2,242,84.9,58,24.0,50,3,509,2.10,7,5.7,86.2
Kevin Walter,1549,WR,16,HST,495,71,14.3,97,19.6,13,13.4,11,0,122,1.26,2,0.0,84.6
Greg Olsen,3647,TE,16,CHI,383,61,15.9,157,41.0,19,12.1,16,0,150,0.96,2,0.0,84.2
Robert Meachem,3643,WR,16,NO,302,62,20.5,47,15.6,6,12.8,5,0,106,2.26,1,0.0,83.3
Delanie Walker,3120,TE,14,SF,193,41,21.2,93,48.2,18,19.4,15,0,140,1.51,0,0.0,83.3
Anthony Armstrong,4855,WR,15,WAS,523,78,14.9,43,8.2,6,14.0,5,0,91,2.12,1,0.0,83.3
Cameron Morrah,5172,TE,12,SEA,90,18,20.0,23,25.6,6,26.1,5,1,65,2.83,0,16.7,83.3
Vincent Jackson,2278,WR,5,SD,115,20,17.4,36,31.3,6,16.7,5,0,63,1.75,0,0.0,83.3
Jacoby Jones,3689,WR,15,HST,372,76,20.4,150,40.3,30,20.0,24,2,223,1.49,2,7.7,80.0
Danny Woodhead,4914,HB,14,NE,242,43,17.8,24,9.9,5,20.8,4,0,37,1.54,0,0.0,80.0
Jimmy Graham,5619,TE,14,NO,160,42,26.3,57,35.6,15,26.3,12,1,182,3.19,1,7.7,80.0
Lance Moore,2718,WR,16,NO,453,92,20.3,119,26.3,25,21.0,20,1,234,1.97,3,4.8,80.0
Antwaan Randle El,1069,WR,15,PIT,227,37,16.3,89,39.2,10,11.2,8,1,88,0.99,0,11.1,80.0
Emmanuel Sanders,5606,WR,13,PIT,279,48,17.2,92,33.0,10,10.9,8,1,141,1.53,1,11.1,80.0
Jabar Gaffney,1040,WR,16,DEN,536,106,19.8,128,23.9,23,18.0,18,0,255,1.99,1,0.0,78.3
Derrick Mason,271,WR,16,BLT,472,94,19.9,37,7.8,9,24.3,7,0,88,2.38,2,0.0,77.8
Randy McMichael,1114,TE,16,SD,223,26,11.7,80,35.9,9,11.3,7,1,96,1.20,1,12.5,77.8
Adrian Arrington,4551,TE,1,NO,30,9,30.0,29,96.7,9,31.0,7,0,79,2.72,0,0.0,77.8
Rashied Davis,2554,WR,12,CHI,67,11,16.4,52,77.6,9,17.3,7,0,70,1.35,1,0.0,77.8
Todd Heap,801,TE,13,BLT,302,56,18.5,142,47.0,22,15.5,17,0,233,1.64,2,0.0,77.3
Zach Miller,5104,TE,15,JAX,157,24,15.3,55,35.0,13,23.6,10,0,81,1.47,0,0.0,76.9
Kellen Winslow,1727,TE,16,TB,464,87,18.8,226,48.7,43,19.0,33,1,362,1.60,2,2.9,76.7
Ben Obomanu,3194,WR,14,SEA,275,47,17.1,97,35.3,17,17.5,13,0,115,1.19,2,0.0,76.5
Wes Welker,2204,WR,15,NE,431,118,27.4,298,69.1,74,24.8,56,6,521,1.75,5,9.7,75.7
Danny Amendola,4717,WR,16,STR,436,114,26.1,371,85.1,102,27.5,77,5,648,1.75,3,6.1,75.5
Reggie Wayne,800,WR,16,IND,685,172,25.1,107,15.6,28,26.2,21,1,199,1.86,1,4.5,75.0
Leonard Pope,3017,TE,16,KC,105,17,16.2,24,22.9,4,16.7,3,1,27,1.13,0,25.0,75.0
Brandon Gibson,5118,WR,14,STR,419,86,20.5,45,10.7,8,17.8,6,0,78,1.73,1,0.0,75.0
LaRod Stephens-Howling,5164,HB,13,ARZ,72,22,30.6,19,26.4,8,42.1,6,0,30,1.58,0,0.0,75.0
Terrence Austin,5742,WR,5,WAS,37,5,13.5,14,37.8,4,28.6,3,0,47,3.36,0,0.0,75.0
Jermichael Finley,4405,TE,5,GB,114,25,21.9,45,39.5,12,26.7,9,0,127,2.82,0,0.0,75.0
Jeff King,3100,TE,16,CAR,177,26,14.7,43,24.3,8,18.6,6,1,37,0.86,0,14.3,75.0
Riley Cooper,5682,WR,13,PHI,151,14,9.3,17,11.3,4,23.5,3,0,62,3.65,1,0.0,75.0
Brandon Myers,5126,TE,15,OAK,95,16,16.8,19,20.0,4,21.1,3,0,25,1.32,0,0.0,75.0
Marques Colston,3197,WR,15,NO,561,126,22.5,359,64.0,70,19.5,52,4,685,1.91,4,7.1,74.3
Jordan Shipley,5608,WR,15,CIN,428,72,16.8,390,91.1,65,16.7,48,0,576,1.48,3,0.0,73.8
Max Komar,5883,WR,8,ARZ,141,22,15.6,99,70.2,15,15.2,11,0,111,1.12,0,0.0,73.3
Andre Caldwell,4411,WR,15,CIN,176,36,20.5,72,40.9,15,20.8,11,2,96,1.33,0,15.4,73.3
Anthony Fasano,2998,TE,15,MIA,345,55,15.9,89,25.8,15,16.9,11,1,134,1.51,1,8.3,73.3
Terrance Copper,2016,WR,15,KC,161,25,15.5,102,63.4,15,14.7,11,1,96,0.94,0,8.3,73.3
Percy Harvin,4945,WR,14,MIN,364,104,28.6,255,70.1,63,24.7,46,2,446,1.75,2,4.2,73.0
Mike Williams,2227,WR,13,SEA,363,106,29.2,41,11.3,11,26.8,8,0,134,3.27,0,0.0,72.7
Antonio Gates,1609,TE,10,SD,336,63,18.8,189,56.3,29,15.3,21,2,291,1.54,3,8.7,72.4
Brandon Stokley,498,WR,11,SEA,163,42,25.8,146,89.6,36,24.7,26,0,315,2.16,0,0.0,72.2
Dallas Clark,1340,TE,6,IND,222,51,23.0,53,23.9,14,26.4,10,2,101,1.91,1,16.7,71.4
Heath Miller,2247,TE,14,PIT,332,63,19.0,90,27.1,14,15.6,10,1,104,1.16,1,9.1,71.4
Stephen Williams,5880,WR,10,ARZ,144,23,16.0,38,26.4,7,18.4,5,0,64,1.68,0,0.0,71.4
Brent Celek,3778,TE,15,PHI,403,71,17.6,71,17.6,14,19.7,10,0,56,0.79,0,0.0,71.4
Mike Thomas,5030,WR,16,JAX,465,99,21.3,303,65.2,49,16.2,35,3,475,1.57,2,7.9,71.4
Patrick Crayton,1932,WR,9,SD,196,42,21.4,61,31.1,21,34.4,15,1,282,4.62,0,6.3,71.4
Jason Avant,3054,WR,16,PHI,474,70,14.8,378,79.7,59,15.6,42,3,468,1.24,1,6.7,71.2
Brandon Marshall,3064,WR,14,MIA,494,132,26.7,104,21.1,24,23.1,17,3,160,1.54,1,15.0,70.8
Jacob Tamme,4441,TE,12,IND,351,90,25.6,86,24.5,17,19.8,12,1,90,1.05,1,7.7,70.6
Bo Scaife,2396,TE,13,TEN,266,49,18.4,92,34.6,17,18.5,12,2,91,0.99,3,14.3,70.6
Pierre Garcon,4519,WR,14,IND,591,119,20.1,41,6.9,10,24.4,7,0,63,1.54,0,0.0,70.0
Mario Manningham,4409,WR,16,NYG,417,86,20.6,60,14.4,20,33.3,14,0,134,2.23,0,0.0,70.0
Santana Moss,786,WR,16,WAS,627,142,22.6,294,46.9,60,20.4,42,4,464,1.58,2,8.7,70.0
Andre Johnson,1319,WR,13,HST,496,131,26.4,123,24.8,30,24.4,21,1,160,1.30,1,4.5,70.0
Sammie Stroughter,5157,WR,12,TB,296,40,13.5,229,77.4,32,14.0,22,0,208,0.91,0,0.0,68.8
Michael Crabtree,4933,WR,16,SF,541,92,17.0,237,43.8,35,14.8,24,2,277,1.17,2,7.7,68.6
Rob Gronkowski,5567,TE,16,NE,273,57,20.9,100,36.6,19,19.0,13,1,185,1.85,4,7.1,68.4
Steve Breaston,3758,WR,13,ARZ,471,82,17.4,113,24.0,22,19.5,15,3,220,1.95,0,16.7,68.2
Jared Cook,5012,TE,13,TEN,152,44,28.9,89,58.6,28,31.5,19,3,189,2.12,0,13.6,67.9
Roscoe Parrish,2272,WR,8,BUF,289,50,17.3,244,84.4,40,16.4,27,3,318,1.30,2,10.0,67.5
Blair White,5970,WR,12,IND,332,56,16.9,244,73.5,43,17.6,29,1,283,1.16,4,3.3,67.4
Cadillac Williams,2222,HB,16,TB,276,57,20.7,7,2.5,3,42.9,2,0,29,4.14,0,0.0,66.7
Tony Moeaki,5617,TE,15,KC,342,64,18.7,130,38.0,24,18.5,16,1,212,1.63,1,5.9,66.7
Devery Henderson,1771,WR,16,NO,416,60,14.4,117,28.1,6,5.1,4,1,52,0.44,0,20.0,66.7
C.J. Spiller,5534,HB,13,BUF,114,27,23.7,28,24.6,3,10.7,2,0,2,0.07,0,0.0,66.7
Shawn Nelson,5045,TE,4,BUF,19,4,21.1,7,36.8,3,42.9,2,0,13,1.86,0,0.0,66.7
Chansi Stuckey,3851,WR,16,CLV,282,57,20.2,238,84.4,48,20.2,32,3,265,1.11,0,8.6,66.7
Damian Williams,5601,WR,13,TEN,133,26,19.5,77,57.9,15,19.5,10,0,163,2.12,0,0.0,66.7
Ramses Barden,5008,WR,4,NYG,27,7,25.9,22,81.5,6,27.3,4,1,38,1.73,0,20.0,66.7
Jeremy Shockey,1021,TE,13,NO,272,56,20.6,109,40.1,21,19.3,14,2,125,1.15,1,12.5,66.7
Hakeem Nicks,4952,WR,13,NYG,453,126,27.8,27,6.0,9,33.3,6,1,100,3.70,0,14.3,66.7
Devin Hester,3002,WR,16,CHI,434,71,16.4,94,21.7,15,16.0,10,1,156,1.66,2,9.1,66.7
Mike Goodson,5034,HB,16,CAR,199,50,25.1,10,5.0,6,60.0,4,1,43,4.30,0,20.0,66.7
Chad Hall,5523,WR,7,PHI,84,17,20.2,31,36.9,9,29.0,6,0,49,1.58,1,0.0,66.7
Jason Witten,1384,TE,16,DAL,526,121,23.0,78,14.8,21,26.9,14,1,138,1.77,1,6.7,66.7
Anthony Gonzalez,3648,WR,2,IND,43,8,18.6,35,81.4,6,17.1,4,0,55,1.57,0,0.0,66.7
Legedu Naanee,3788,WR,10,SD,305,42,13.8,72,23.6,12,16.7,8,1,128,1.78,0,11.1,66.7
Calvin Johnson,3618,WR,15,DET,623,131,21.0,132,21.2,27,20.5,18,2,271,2.05,3,10.0,66.7
Braylon Edwards,2220,WR,16,NYJ,495,93,18.8,68,13.7,9,13.2,6,1,69,1.01,0,14.3,66.7
Brian Robiskie,4959,WR,14,CLV,339,49,14.5,28,8.3,3,10.7,2,0,11,0.39,0,0.0,66.7
Earl Bennett,4384,WR,14,CHI,301,66,21.9,231,76.7,50,21.6,33,0,447,1.94,1,0.0,66.0
David Nelson,5862,WR,15,BUF,278,47,16.9,264,95.0,44,16.7,29,2,327,1.24,3,6.5,65.9
Steve Smith,3667,WR,9,NYG,304,72,23.7,187,61.5,38,20.3,25,5,256,1.37,3,16.7,65.8
Chris Cooley,1802,TE,16,WAS,562,114,20.3,148,26.3,32,21.6,21,1,251,1.70,0,4.5,65.6
Andrew Quarless,5677,TE,13,GB,204,31,15.2,93,45.6,17,18.3,11,2,116,1.25,1,15.4,64.7
Evan Moore,4771,TE,12,CLV,151,26,17.2,77,51.0,11,14.3,7,2,89,1.16,0,22.2,63.6
Travis Beckum,5023,TE,15,NYG,126,18,14.3,65,51.6,11,16.9,7,1,83,1.28,0,12.5,63.6
Benjamin Watson,1753,TE,16,CLV,446,96,21.5,131,29.4,30,22.9,19,5,192,1.47,1,20.8,63.3
Nate Burleson,1386,WR,14,DET,524,85,16.2,309,59.0,57,18.4,36,2,412,1.33,2,5.3,63.2
Josh Morgan,4488,WR,16,SF,504,74,14.7,113,22.4,27,23.9,17,4,231,2.04,0,19.0,63.0
Greg Jennings,2997,WR,16,GB,585,120,20.5,200,34.2,35,17.5,22,3,276,1.38,3,12.0,62.9
Marcedes Lewis,2973,TE,16,JAX,326,86,26.4,121,37.1,35,28.9,22,2,244,2.02,3,8.3,62.9
Tony Gonzalez,237,TE,16,ATL,533,105,19.7,310,58.2,51,16.5,32,3,286,0.92,4,8.6,62.7
Chad Johnson,806,WR,14,CIN,539,118,21.9,25,4.6,8,32.0,5,0,32,1.28,1,0.0,62.5
Daniel Fells,3309,TE,16,STR,319,56,17.6,119,37.3,16,13.4,10,1,140,1.18,1,9.1,62.5
Brian Finneran,423,WR,16,ATL,165,31,18.8,55,33.3,8,14.5,5,1,57,1.04,1,16.7,62.5
James Jones,3694,WR,16,GB,413,85,20.6,32,7.7,8,25.0,5,1,30,0.94,0,16.7,62.5
Deon Butler,5014,WR,13,SEA,341,69,20.2,82,24.0,16,19.5,10,1,127,1.55,1,9.1,62.5
David Anderson,3196,WR,9,HST,148,18,12.2,117,79.1,16,13.7,10,1,82,0.70,0,9.1,62.5
Mike Wallace,5007,WR,16,PIT,526,93,17.7,92,17.5,8,8.7,5,0,154,1.67,4,0.0,62.5
Dwayne Bowe,3639,WR,16,KC,498,125,25.1,68,13.7,21,30.9,13,0,203,2.99,5,0.0,61.9
Roddy White,2244,WR,16,ATL,578,167,28.9,67,11.6,18,26.9,11,3,112,1.67,2,21.4,61.1
Dante Rosario,3771,TE,16,CAR,371,54,14.6,166,44.7,23,13.9,14,2,126,0.76,0,12.5,60.9
Patrick Cobbs,3272,HB,13,MIA,65,18,27.7,15,23.1,5,33.3,3,0,35,2.33,1,0.0,60.0
Mike Sims-Walker,3695,WR,14,JAX,385,73,19.0,40,10.4,5,12.5,3,0,58,1.45,2,0.0,60.0
Brandon Pettigrew,4943,TE,16,DET,488,103,21.1,54,11.1,10,18.5,6,2,46,0.85,0,25.0,60.0
Donald Driver,533,WR,15,GB,483,82,17.0,346,71.6,60,17.3,36,6,430,1.24,3,14.3,60.0
Michael Jenkins,1750,WR,11,ATL,363,69,19.0,31,8.5,5,16.1,3,0,30,0.97,0,0.0,60.0
Jeremy Maclin,4942,WR,16,PHI,622,106,17.0,97,15.6,20,20.6,12,1,148,1.53,0,7.7,60.0
Eric Decker,5611,WR,10,DEN,71,7,9.9,51,71.8,5,9.8,3,1,72,1.41,1,25.0,60.0
Laurent Robinson,3691,WR,14,STR,440,69,15.7,83,18.9,15,18.1,9,0,63,0.76,1,0.0,60.0
Anquan Boldin,1369,WR,16,BLT,519,103,19.8,301,58.0,55,18.3,33,3,483,1.60,2,8.3,60.0
Hines Ward,380,WR,16,PIT,468,90,19.2,314,67.1,47,15.0,28,4,410,1.31,4,12.5,59.6
Vernon Davis,2951,TE,16,SF,468,86,18.4,273,58.3,37,13.6,22,2,361,1.32,2,8.3,59.5
Louis Murphy,5048,WR,14,OAK,424,74,17.5,147,34.7,27,18.4,16,0,267,1.82,1,0.0,59.3
DeSean Jackson,4363,WR,14,PHI,531,92,17.3,87,16.4,22,25.3,13,2,357,4.10,1,13.3,59.1
Greg Camarillo,2523,WR,16,MIN,208,33,15.9,94,45.2,17,18.1,10,0,128,1.36,1,0.0,58.8
Tony Scheffler,3006,TE,15,DET,286,66,23.1,130,45.5,24,18.5,14,2,132,1.02,0,12.5,58.3
Eddie Royal,4356,WR,16,DEN,424,93,21.9,354,83.5,74,20.9,43,2,463,1.31,2,4.4,58.1
Miles Austin,3211,WR,16,DAL,596,115,19.3,331,55.5,50,15.1,29,6,413,1.25,2,17.1,58.0
Aaron Hernandez,5637,TE,14,NE,294,64,21.8,154,52.4,33,21.4,19,6,219,1.42,1,24.0,57.6
Visanthe Shiancoe,1406,TE,16,MIN,369,74,20.1,60,16.3,14,23.3,8,2,91,1.52,0,20.0,57.1
Santonio Holmes,2970,WR,12,NYJ,358,91,25.4,29,8.1,7,24.1,4,0,22,0.76,1,0.0,57.1
Martellus Bennett,4375,TE,16,DAL,170,44,25.9,43,25.3,7,16.3,4,2,31,0.72,0,33.3,57.1
Steve Johnson,4538,WR,16,BUF,560,139,24.8,113,20.2,28,24.8,16,1,219,1.94,0,5.9,57.1
Davone Bess,4694,WR,16,MIA,445,118,26.5,182,40.9,48,26.4,27,3,248,1.36,2,10.0,56.3
Andre Roberts,5612,WR,13,ARZ,299,48,16.1,212,70.9,36,17.0,20,3,205,0.97,1,13.0,55.6
John Carlson,4352,TE,15,SEA,377,52,13.8,89,23.6,9,10.1,5,1,63,0.71,1,16.7,55.6
Fred Jackson,3368,HB,16,BUF,291,48,16.5,77,26.5,18,23.4,10,4,115,1.49,1,28.6,55.6
Steve Smith,837,WR,14,CAR,447,87,19.5,200,44.7,29,14.5,16,2,206,1.03,2,11.1,55.2
Zach Miller,3654,TE,15,OAK,389,89,22.9,76,19.5,22,28.9,12,2,163,2.14,1,14.3,54.5
Jacoby Ford,5632,WR,16,OAK,300,50,16.7,157,52.3,26,16.6,14,1,200,1.27,2,6.7,53.8
Greg Lewis,1650,WR,13,MIN,212,34,16.0,76,35.8,15,19.7,8,0,63,0.83,0,0.0,53.3
Dave Thomas,3031,TE,13,NO,226,42,18.6,78,34.5,17,21.8,9,1,91,1.17,1,10.0,52.9
Jerricho Cotchery,1829,WR,14,NYJ,393,80,20.4,257,65.4,44,17.1,23,6,275,1.07,2,20.7,52.3
Harry Douglas,4398,WR,16,ATL,400,49,12.3,265,66.3,32,12.1,16,3,182,0.69,1,15.8,50.0
Clay Harbor,5648,TE,9,PHI,78,14,17.9,15,19.2,2,13.3,1,0,9,0.60,0,0.0,50.0
Golden Tate,5585,WR,11,SEA,139,38,27.3,18,12.9,4,22.2,2,0,6,0.33,0,0.0,50.0
Antonio Brown,5718,WR,9,PIT,57,19,33.3,9,15.8,2,22.2,1,0,16,1.78,0,0.0,50.0
Ray Rice,4369,HB,16,BLT,318,75,23.6,4,1.3,2,50.0,1,0,18,4.50,0,0.0,50.0
Chase Coffman,5021,TE,6,CIN,28,4,14.3,8,28.6,2,25.0,1,0,14,1.75,0,0.0,50.0
Jerome Simpson,4360,WR,5,CIN,70,25,35.7,4,5.7,2,50.0,1,0,10,2.50,1,0.0,50.0
Terrell Owens,188,WR,14,CIN,521,132,25.3,89,17.1,28,31.5,14,1,206,2.31,3,6.7,50.0
Fred Davis,4362,TE,16,WAS,170,28,16.5,15,8.8,2,13.3,1,0,-5,-0.33,0,0.0,50.0
Adrian Peterson,3623,HB,15,MIN,264,47,17.8,4,1.5,2,50.0,1,1,25,6.25,0,50.0,50.0
Nate Washington,2832,WR,16,TEN,486,88,18.1,40,8.2,6,15.0,3,0,71,1.78,1,0.0,50.0
Brian Westbrook,1094,HB,13,SF,145,21,14.5,10,6.9,2,20.0,1,0,14,1.40,0,0.0,50.0
Craig Stevens,4399,TE,15,TEN,141,19,13.5,8,5.7,2,25.0,1,0,9,1.13,0,0.0,50.0
Randy Moss,342,WR,4,NE,113,22,19.5,10,8.8,2,20.0,1,0,35,3.50,1,0.0,50.0
Preston Parker,5950,WR,6,TB,69,8,11.6,48,69.6,4,8.3,2,0,9,0.19,0,0.0,50.0
