player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Donald Jones,6000,WR,8,BUF,36,18,213,178,1.20
Roy Williams,1728,WR,15,DAL,59,37,538,454,1.19
Nate Burleson,1386,WR,14,DET,85,55,625,524,1.19
David Gettis,5721,WR,15,CAR,66,37,508,427,1.19
Devin Aromashodu,3178,WR,13,CHI,21,10,149,125,1.19
Kellen Davis,4472,TE,12,CHI,1,1,19,16,1.19
James Casey,5076,TE,11,HST,12,7,95,80,1.19
Julian Edelman,5156,WR,14,NE,14,7,86,73,1.18
T.J. Houshmandzadeh,921,WR,16,BLT,52,30,399,339,1.18
Chester Taylor,1182,HB,16,CHI,24,20,139,119,1.17
Donald Driver,533,WR,15,GB,82,51,565,483,1.17
Keiland Williams,5794,HB,15,WAS,53,39,309,264,1.17
Kevin Ogletree,5387,WR,4,DAL,6,3,34,29,1.17
Andrew Quarless,5677,TE,13,GB,31,21,238,204,1.17
Jerramy Stevens,1035,TE,5,TB,4,3,43,37,1.16
Greg Camarillo,2523,WR,16,MIN,33,20,240,208,1.15
Kyle Williams,5729,WR,2,SF,1,1,8,7,1.14
Le'Ron McClain,3753,FB,15,BLT,22,20,130,114,1.14
LaDainian Tomlinson,777,HB,15,NYJ,75,52,368,322,1.14
Brandon James,5965,WR,2,IND,11,6,40,35,1.14
Deon Butler,5014,WR,13,SEA,69,36,385,341,1.13
Early Doucet,4395,WR,10,ARZ,56,26,291,257,1.13
Jerious Norwood,3024,HB,1,ATL,3,1,9,8,1.13
Devery Henderson,1771,WR,16,NO,60,34,464,416,1.12
Justin Gage,1452,WR,11,TEN,40,20,266,237,1.12
Mohamed Massaquoi,4973,WR,15,CLV,68,36,483,430,1.12
Antwaan Randle El,1069,WR,15,PIT,37,22,253,227,1.11
DeAngelo Williams,2972,HB,6,CAR,13,12,63,57,1.11
Devin Hester,3002,WR,16,CHI,71,40,482,434,1.11
Justin Forsett,4547,HB,16,SEA,46,33,249,227,1.10
Jerricho Cotchery,1829,WR,14,NYJ,80,41,433,393,1.10
David Johnson,5165,FB,12,PIT,6,4,46,42,1.10
Shonn Greene,4988,HB,15,NYJ,24,16,120,110,1.09
Ronnie Brown,2219,HB,16,MIA,38,33,242,225,1.08
Chase Coffman,5021,TE,6,CIN,4,3,30,28,1.07
Blair White,5970,WR,12,IND,56,36,355,332,1.07
Earnest Graham,1613,FB,12,TB,16,15,84,79,1.06
Verran Tucker,5935,WR,9,KC,17,6,114,108,1.06
Ovie Mughelli,1445,FB,16,ATL,17,13,126,120,1.05
Clinton Portis,1058,HB,5,WAS,8,5,55,53,1.04
Andre Roberts,5612,WR,13,ARZ,48,24,307,299,1.03
Greg Olsen,3647,TE,16,CHI,61,40,395,383,1.03
Beanie Wells,4954,HB,13,ARZ,8,5,74,72,1.03
Brian Westbrook,1094,HB,13,SF,21,16,150,145,1.03
Steven Jackson,1745,HB,16,STR,58,45,377,369,1.02
Brian Finneran,423,WR,16,ATL,31,19,166,165,1.01
Robert Royal,1151,TE,12,CLV,11,5,56,56,1.00
Quan Cosby,5342,WR,7,CIN,2,2,16,16,1.00
Jake O'Connell,5161,TE,9,KC,4,3,31,31,1.00
Brock Bolen,5264,FB,4,JAX,1,1,15,15,1.00
Richard Goodman,6039,WR,2,SD,1,1,25,25,1.00
Chaz Schilens,4540,WR,5,OAK,9,5,40,40,1.00
Randy McMichael,1114,TE,16,SD,26,20,221,223,0.99
Micheal Spurlock,3517,WR,16,TB,31,17,250,254,0.98
Terrance Copper,2016,WR,15,KC,25,18,157,161,0.98
Donald Brown,4950,HB,13,IND,28,20,205,211,0.97
Dave Thomas,3031,TE,13,NO,42,30,219,226,0.97
Brian Leonard,3668,HB,11,CIN,24,20,137,141,0.97
Ryan Torain,4453,HB,10,WAS,23,18,125,130,0.96
Donald Lee,1465,TE,15,GB,11,11,73,76,0.96
Jonathan Stewart,4327,HB,13,CAR,13,8,103,108,0.95
Lorenzo Booker,3687,HB,4,MIN,6,5,32,34,0.94
Darrius Heyward-Bey,4930,WR,15,OAK,60,26,366,390,0.94
Marlon Moore,5887,WR,9,MIA,18,6,128,137,0.93
Deion Branch,1072,WR,4,SEA,18,13,112,121,0.93
Greg Lewis,1650,WR,13,MIN,34,17,197,212,0.93
Dexter McCluster,5561,WR,11,KC,36,21,209,225,0.93
Mike Cox,4716,FB,7,KC,4,4,27,29,0.93
Jerome Felton,4460,FB,15,DET,14,8,54,58,0.93
Travis Beckum,5023,TE,15,NYG,18,13,116,126,0.92
Ricky Williams,440,HB,16,MIA,25,19,141,154,0.92
John Kuhn,2686,HB,16,GB,18,15,97,105,0.92
Dominique Zeigler,4111,WR,10,SF,16,9,98,106,0.92
Clay Harbor,5648,TE,9,PHI,14,9,72,78,0.92
Dwayne Jarrett,3661,WR,3,CAR,4,2,40,44,0.91
Brian Robiskie,4959,WR,14,CLV,49,29,310,339,0.91
Rashard Mendenhall,4337,HB,16,PIT,30,23,167,184,0.91
Brandon Banks,6053,WR,8,WAS,5,2,10,11,0.91
Marshawn Lynch,3628,HB,12,SEA,24,21,138,154,0.90
Kris Wilson,1782,TE,13,SD,7,6,73,81,0.90
Quinton Ganther,3191,HB,4,BUF,2,2,9,10,0.90
Owen Schmitt,4477,FB,15,PHI,21,19,136,153,0.89
Thomas Jones,585,HB,16,KC,17,14,122,137,0.89
Ted Ginn Jr.,3625,WR,13,SF,32,12,163,186,0.88
Justin Peelle,1104,TE,12,ATL,15,10,96,110,0.87
Craig Stevens,4399,TE,15,TEN,19,11,122,141,0.87
Javarris James,5962,HB,8,IND,11,9,63,74,0.85
Chris Baker,1091,TE,16,SEA,18,9,116,138,0.84
Brandon Myers,5126,TE,15,OAK,16,12,80,95,0.84
Max Komar,5883,WR,8,ARZ,22,12,118,141,0.84
Ladell Betts,1063,HB,8,NO,32,23,141,168,0.84
John Carlson,4352,TE,15,SEA,52,31,318,377,0.84
Sammie Stroughter,5157,WR,12,TB,40,25,248,296,0.84
Michael Palmer,5784,TE,9,ATL,8,5,29,35,0.83
Jerome Harrison,3090,HB,8,PHI,7,7,45,54,0.83
Aaron Brown,5116,HB,5,DET,12,8,45,55,0.82
Vonta Leach,2100,FB,16,HST,10,7,86,106,0.81
David Clowney,3773,WR,3,NYJ,4,1,22,27,0.81
Will Heller,1623,TE,13,DET,5,4,37,46,0.80
Laurent Robinson,3691,WR,14,STR,69,34,353,440,0.80
Sam Hurd,3362,WR,15,DAL,21,14,120,152,0.79
David Anderson,3196,WR,9,HST,18,11,117,148,0.79
Chris Chambers,821,WR,13,KC,41,22,213,274,0.78
Riley Cooper,5682,WR,13,PHI,14,7,116,151,0.77
Tom Crabtree,5458,TE,14,GB,6,4,61,79,0.77
Logan Paulsen,5795,TE,5,WAS,2,2,10,13,0.77
Mickey Shuler,5737,TE,6,MIA,5,2,44,59,0.75
Cedric Benson,2221,HB,16,CIN,35,28,178,238,0.75
Harry Douglas,4398,WR,16,ATL,49,22,294,400,0.74
Fred Jackson,3368,HB,16,BUF,48,30,215,291,0.74
Zach Potter,5302,TE,11,JAX,5,3,24,33,0.73
Joseph Addai,2975,HB,8,IND,25,19,124,171,0.73
Leonard Pope,3017,TE,16,KC,17,10,76,105,0.72
Bernard Berrian,1799,WR,14,MIN,53,28,252,348,0.72
Willis McGahee,1339,HB,13,BLT,16,14,55,78,0.71
Eldra Buckley,3900,HB,5,PHI,2,1,10,14,0.71
Bernard Scott,5133,HB,12,CIN,13,11,60,85,0.71
Dante Rosario,3771,TE,16,CAR,54,32,264,371,0.71
Chris Johnson,4338,HB,16,TEN,55,44,245,347,0.71
Stephen Williams,5880,WR,10,ARZ,23,9,101,144,0.70
Joey Galloway,117,WR,10,WAS,35,12,173,252,0.69
Javon Ringer,5097,HB,14,TEN,8,7,44,65,0.68
Jeff King,3100,TE,16,CAR,26,18,118,177,0.67
Dan Gronkowski,5179,TE,11,DEN,12,8,65,97,0.67
Alex Smith,2288,TE,2,CLV,1,1,6,9,0.67
BenJarvus Green-Ellis,4599,HB,16,NE,15,12,85,128,0.66
Matt Spaeth,3693,TE,14,PIT,18,9,80,124,0.65
Tim Castille,3906,FB,9,KC,11,10,43,67,0.64
Nate Byham,5705,TE,11,SF,6,5,27,42,0.64
Jim Dray,5756,TE,14,ARZ,9,3,47,74,0.64
Preston Parker,5950,WR,6,TB,8,4,42,69,0.61
Mardy Gilyard,5623,WR,9,STR,15,6,63,104,0.61
Brandon Jacobs,2327,HB,16,NYG,13,7,59,97,0.61
Bear Pascoe,5108,FB,14,NYG,13,9,72,118,0.61
Brody Eldridge,5685,TE,13,IND,9,5,39,64,0.61
Cedric Peerman,5109,HB,3,CIN,3,1,11,18,0.61
Naufahu Tahi,3526,FB,15,MIN,6,6,39,67,0.58
Reagan Mauia,3797,FB,14,ARZ,3,2,20,35,0.57
Kenneth Darby,3862,HB,13,STR,12,10,61,107,0.57
Tiquan Underwood,5177,WR,10,JAX,21,8,111,199,0.56
Lance Ball,4808,HB,5,DEN,6,3,16,29,0.55
Brandon Manumaleuna,876,TE,16,CHI,5,5,43,78,0.55
Chris Pressley,5347,FB,4,CIN,1,1,6,11,0.55
Julius Jones,1764,HB,9,NO,20,16,47,87,0.54
Lousaka Polite,2152,FB,16,MIA,17,12,61,116,0.53
Jackie Battle,3885,HB,4,KC,3,1,9,17,0.53
Corey McIntyre,1278,FB,15,BUF,6,4,32,60,0.53
Jason Wright,2212,HB,14,ARZ,12,8,42,81,0.52
Randy Moss,342,WR,8,TEN,16,6,80,154,0.52
Marion Barber III,2326,HB,13,DAL,13,11,49,95,0.52
Roydell Williams,2353,WR,15,WAS,17,8,109,212,0.51
Hank Baskett,3220,WR,5,MIN,4,1,18,35,0.51
Heath Evans,843,FB,16,NO,8,7,41,82,0.50
Madison Hedgecock,2468,FB,4,NYG,2,2,8,16,0.50
Greg Jones II,1776,FB,16,JAX,11,11,47,94,0.50
Fred Taylor,333,HB,5,NE,3,2,6,12,0.50
Chris Gronkowski,5926,FB,14,DAL,13,7,35,71,0.49
Tim Hightower,4463,HB,16,ARZ,40,21,136,279,0.49
Chris Ivory,6007,HB,11,NO,1,1,17,35,0.49
Kassim Osgood,1676,WR,15,JAX,13,6,60,124,0.48
Marshawn Lynch,3628,HB,4,BUF,1,1,7,15,0.47
David Martin,916,TE,14,BUF,7,7,43,94,0.46
Gijon Robinson,4056,TE,8,IND,6,3,12,26,0.46
Daniel Graham,1028,TE,16,DEN,34,18,153,332,0.46
Tony Fiammetta,5052,FB,14,CAR,7,5,34,76,0.45
Garrett Mills,3051,TE,7,PHI,3,2,19,42,0.45
Johnnie Lee Higgins,3715,WR,11,OAK,25,10,103,231,0.45
Bryant Johnson,1333,WR,14,DET,48,18,210,475,0.44
Alge Crumpler,805,TE,16,NE,10,6,52,119,0.44
Michael Clayton,1736,WR,6,NYG,4,2,19,44,0.43
Deji Karim,5703,HB,5,JAX,7,3,10,23,0.43
Erik Lorig,5775,FB,6,TB,2,1,10,24,0.42
Jeff Dugan,1936,TE,16,MIN,5,4,30,71,0.42
John Conner,5662,FB,8,NYJ,4,2,9,22,0.41
Michael Turner,1873,HB,16,ATL,15,11,72,178,0.40
Mike Vrabel,268,ED,5,KC,2,1,2,5,0.40
Brad Smith,3048,WR,16,NYJ,6,4,44,110,0.40
Steve Slaton,4403,HB,5,HST,4,3,11,28,0.39
Paul Hubbard,4505,WR,1,BUF,3,1,8,21,0.38
Michael Robinson,3045,FB,11,SEA,12,7,24,66,0.36
Anthony Dixon,5696,HB,8,SF,5,5,11,31,0.35
Tony Richardson,110,FB,14,NYJ,5,5,31,94,0.33
Korey Hall,3807,FB,10,GB,1,1,9,27,0.33
Mike Hart,4516,HB,5,IND,6,6,25,77,0.32
Stephen Spach,2789,TE,15,ARZ,16,6,36,111,0.32
Moran Norris,865,FB,16,SF,7,4,20,65,0.31
Tory Humphrey,2644,TE,5,NO,2,1,12,40,0.30
Lex Hilliard,4518,FB,7,MIA,2,1,3,10,0.30
Scott Chandler,3745,TE,4,BUF,3,1,8,27,0.30
Richard Quinn,4987,TE,9,DEN,2,1,9,31,0.29
Reggie Kelly,468,TE,16,CIN,11,10,42,151,0.28
Mike Bell,3225,HB,5,PHI,2,1,5,19,0.26
Mike Karney,1875,FB,12,STR,5,5,14,55,0.25
Derrick Williams,5005,WR,6,DET,5,3,30,120,0.25
Khalif Barnes,2269,TE,12,OAK,2,2,8,34,0.24
Jeff Cumberland,5861,TE,1,NYJ,2,1,3,14,0.21
Duke Calhoun,5824,WR,2,NYG,2,1,4,22,0.18
Gartrell Johnson,5058,HB,4,ATL,5,3,6,33,0.18
Manuel Johnson,5153,WR,2,DAL,5,1,6,35,0.17
Lawrence Vickers,3125,FB,16,CLV,10,4,15,92,0.16
LeGarrette Blount,5863,HB,13,TB,6,5,14,89,0.16
Ernest Wilford,1841,TE,2,JAX,2,1,3,20,0.15
Kevin Curtis,1389,WR,2,MIA,2,1,6,45,0.13
