player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Antonio Brown,5718,WR,16,PIT,159,111,1499,605,2.48
DeSean Jackson,4363,WR,16,PHI,119,82,1332,545,2.44
Andrew Hawkins,6125,WR,8,CIN,16,12,197,82,2.40
Alshon Jeffery,7048,WR,16,CHI,140,89,1421,600,2.37
Phillip Tanner,6420,HB,3,DAL,4,3,33,14,2.36
Derrick Coleman,7377,FB,9,SEA,8,8,62,27,2.30
A.J. Green,6156,WR,16,CIN,172,98,1426,620,2.30
Andre Johnson,1319,WR,16,HST,176,109,1407,612,2.30
Ricardo Lockette,6622,WR,8,SEA,7,5,82,36,2.28
Darren Sproles,2347,HB,15,NO,84,71,604,265,2.28
Jimmy Graham,5619,TE,16,NO,134,86,1215,537,2.26
Jerrel Jernigan,6235,WR,15,NYG,42,29,329,147,2.24
Vincent Jackson,2278,WR,16,TB,156,78,1224,551,2.22
Pierre Garcon,4519,WR,16,WAS,174,113,1346,613,2.20
Demaryius Thomas,5547,WR,16,DEN,138,92,1430,657,2.18
Jordan Reed,7866,TE,9,WAS,59,44,491,226,2.17
Shane Vereen,6208,HB,8,NE,66,47,427,199,2.15
Brandon Marshall,3064,WR,16,CHI,158,100,1295,606,2.14
Vernon Davis,2951,TE,15,SF,82,52,850,400,2.13
Randall Cobb,6216,WR,6,GB,40,31,433,209,2.07
Keenan Allen,7857,WR,15,SD,101,72,1046,510,2.05
T.Y. Hilton,7092,WR,16,IND,134,82,1083,532,2.04
DeAngelo Williams,2972,HB,15,CAR,31,25,324,159,2.04
Jordy Nelson,4350,WR,16,GB,120,85,1314,644,2.04
Dez Bryant,5549,WR,16,DAL,156,93,1249,611,2.04
Eric Decker,5611,WR,16,DEN,135,87,1288,636,2.03
Golden Tate,5585,WR,16,SEA,93,64,898,446,2.01
Kendall Wright,7026,WR,16,TEN,134,94,1079,536,2.01
Victor Cruz,5827,WR,14,NYG,118,73,998,500,2.00
Robert Hughes,6564,FB,1,IND,2,1,6,3,2.00
Michael Crabtree,4933,WR,5,SF,30,19,284,142,2.00
Dwayne Allen,7066,TE,1,IND,2,1,20,10,2.00
Billy Bajema,2466,TE,3,BLT,2,2,18,9,2.00
Danny Woodhead,4914,HB,16,SD,83,76,605,302,2.00
Reggie Wayne,800,WR,7,IND,57,38,503,254,1.98
Frank Summers,5093,FB,12,BUF,8,7,79,40,1.98
Jermichael Finley,4405,TE,6,GB,34,25,300,152,1.97
Stepfan Taylor,7922,HB,11,ARZ,9,8,71,36,1.97
Chase Ford,7528,TE,8,MIN,15,11,133,69,1.93
Stedman Bailey,7873,WR,10,STR,23,17,226,117,1.93
Zach Ertz,7816,TE,16,PHI,54,36,469,244,1.92
Jason Snelling,3860,HB,14,ATL,33,28,224,117,1.91
Marvin Jones Jr.,7158,WR,16,CIN,77,51,712,377,1.89
Denarius Moore,6300,WR,13,OAK,81,46,695,371,1.87
Cole Beasley,7330,WR,14,DAL,52,39,368,198,1.86
Kellen Winslow,1727,TE,12,NYJ,43,31,388,209,1.86
Kevin Ogletree,5387,WR,10,DET,25,13,199,107,1.86
Michael Floyd,7019,WR,16,ARZ,107,65,1041,567,1.84
Joique Bell,5797,HB,16,DET,62,51,531,288,1.84
Doug Baldwin,6615,WR,16,SEA,73,50,778,424,1.83
LaRod Stephens-Howling,5164,HB,1,PIT,3,2,11,6,1.83
Jake Ballard,5822,TE,7,ARZ,9,7,75,41,1.83
Rod Streater,7416,WR,16,OAK,94,61,888,489,1.82
Julius Thomas,6281,TE,14,DEN,87,65,788,436,1.81
Kevin Brock,5328,TE,4,KC,6,3,36,20,1.80
Julian Edelman,5156,WR,16,NE,146,105,1056,594,1.78
Robert Meachem,3643,WR,15,NO,29,16,324,182,1.78
Kory Sperry,5369,TE,2,ARZ,1,1,16,9,1.78
Marques Colston,3197,WR,15,NO,107,75,943,533,1.77
Benjamin Watson,1753,TE,15,NO,28,19,226,130,1.74
Andre Holmes,6489,WR,10,OAK,52,25,431,249,1.73
Jamaal Charles,4387,HB,15,KC,94,69,682,394,1.73
Greg Salas,6264,WR,8,NYJ,12,8,143,83,1.72
Giovani Bernard,7818,HB,16,CIN,69,56,514,301,1.71
Hakeem Nicks,4952,WR,15,NYG,98,56,896,526,1.70
Danny Amendola,4717,WR,12,NE,82,54,633,372,1.70
Kassim Osgood,1676,WR,8,SF,1,1,17,10,1.70
Eric Page,8539,WR,8,TB,9,4,68,40,1.70
Andre Ellington,7968,HB,15,ARZ,57,39,371,220,1.69
Pierre Thomas,4080,HB,16,NO,81,76,510,301,1.69
Torrey Smith,6210,WR,16,BLT,127,65,1128,668,1.69
Jared Cook,5012,TE,16,STR,79,51,671,400,1.68
Reggie Bush,2947,HB,14,DET,76,54,506,302,1.68
Brandon Gibson,5118,WR,7,MIA,43,30,326,195,1.67
Justin Hunter,7815,WR,14,TEN,41,18,354,212,1.67
Mike McNeill,6787,TE,3,STR,1,1,5,3,1.67
Jarrett Boykin,7363,WR,14,GB,75,49,681,408,1.67
Harry Douglas,4398,WR,16,ATL,125,84,1063,640,1.66
Wes Welker,2204,WR,13,DEN,109,73,778,472,1.65
Aaron Dobson,7840,WR,12,NE,71,37,519,315,1.65
Cecil Shorts,6266,WR,13,JAX,117,66,777,471,1.65
Nate Washington,2832,WR,16,TEN,101,58,919,556,1.65
Cory Harkey,7306,FB,15,STR,16,13,113,69,1.64
Brian Hartline,5031,WR,16,MIA,127,76,1016,620,1.64
Greg Jennings,2997,WR,15,MIN,101,68,804,494,1.63
Steve Smith,837,WR,15,CAR,103,64,745,456,1.63
Charles Clay,6326,TE,16,MIA,98,69,759,467,1.63
Jerome Simpson,4360,WR,16,MIN,96,48,726,447,1.62
Jeff Cumberland,5861,TE,15,NYJ,37,26,398,246,1.62
Cordarrelle Patterson,7810,WR,16,MIN,72,45,469,290,1.62
Jeremy Kerley,6305,WR,12,NYJ,63,43,523,325,1.61
Jeremy Ross,6476,WR,2,GB,2,1,8,5,1.60
Larry Fitzgerald,1724,WR,16,ARZ,129,82,954,596,1.60
Riley Cooper,5682,WR,16,PHI,81,48,835,526,1.59
Ted Ginn Jr.,3625,WR,16,CAR,62,36,556,349,1.59
John Carlson,4352,TE,13,MIN,44,32,344,217,1.59
Knowshon Moreno,4935,HB,16,DEN,70,58,543,342,1.59
Santonio Holmes,2970,WR,11,NYJ,55,23,456,288,1.58
Clay Harbor,5648,TE,16,JAX,32,24,292,185,1.58
Antonio Gates,1609,TE,16,SD,108,76,861,549,1.57
Steve Johnson,4538,WR,12,BUF,95,52,597,380,1.57
Jason Witten,1384,TE,16,DAL,108,72,847,540,1.57
Ronnie Hillman,7069,HB,8,DEN,12,12,119,76,1.57
Nate Burleson,1386,WR,9,DET,51,39,461,293,1.57
Rob Housler,6221,TE,13,ARZ,56,39,455,291,1.56
James Jones,3694,WR,14,GB,88,59,817,526,1.55
Percy Harvin,4945,WR,1,SEA,1,1,17,11,1.55
Brandon Bostick,7605,TE,8,GB,14,7,120,78,1.54
Luke Willson,7940,TE,16,SEA,26,20,272,178,1.53
Greg Olsen,3647,TE,16,CAR,97,68,738,482,1.53
Seyi Ajirotutu,6035,WR,7,SD,4,3,64,42,1.52
Terrance Williams,7855,WR,16,DAL,72,44,736,490,1.50
Evan Royster,6329,HB,2,WAS,1,1,3,2,1.50
Brent Celek,3778,TE,16,PHI,45,31,477,318,1.50
Tandon Doss,6275,WR,14,BLT,35,19,305,205,1.49
Tim Wright,8392,TE,16,TB,72,54,571,386,1.48
Darrel Young,5438,FB,13,WAS,9,4,71,48,1.48
Tyler Eifert,7802,TE,15,CIN,56,39,445,301,1.48
Trent Richardson,7009,HB,2,CLV,9,6,47,32,1.47
Marquise Goodwin,7859,WR,12,BUF,32,17,283,192,1.47
Jordan Cameron,6254,TE,15,CLV,109,80,917,622,1.47
Da'Rick Rogers,8444,WR,5,IND,22,14,192,131,1.47
Justin Forsett,4547,HB,9,JAX,16,15,82,56,1.46
Jermaine Kearse,7428,WR,15,SEA,38,22,346,237,1.46
Rueben Randle,7065,WR,16,NYG,76,41,611,419,1.46
Mike Goodson,5034,HB,2,NYJ,3,2,19,13,1.46
Martellus Bennett,4375,TE,16,CHI,88,64,752,520,1.45
Eddie Royal,4356,WR,15,SD,66,48,631,435,1.45
Collin Mooney,7256,FB,8,TEN,6,6,32,22,1.45
Ryan Mathews,5537,HB,15,SD,29,26,189,130,1.45
Mike Wallace,5007,WR,16,MIA,137,73,930,642,1.45
Donald Brown,4950,HB,16,IND,30,27,214,149,1.44
Tony Scheffler,3006,TE,5,DET,12,7,82,57,1.44
Bernard Scott,5133,HB,2,BLT,2,2,10,7,1.43
Jacquizz Rodgers,6297,HB,15,ATL,58,52,340,237,1.43
Fred Jackson,3368,HB,16,BUF,61,47,387,271,1.43
Lance Kendricks,6199,TE,15,STR,41,32,258,182,1.42
David Nelson,5862,WR,12,NYJ,56,36,423,298,1.42
Jarius Wright,7118,WR,16,MIN,41,26,434,309,1.40
Andre Caldwell,4411,WR,14,DEN,29,16,200,143,1.40
Bruce Miller,6363,FB,14,SF,31,25,243,175,1.39
Cyrus Gray,7655,HB,11,KC,10,7,46,33,1.39
Joseph Randle,7933,HB,6,DAL,10,8,61,44,1.39
Leonard Hankerson,6231,WR,10,WAS,46,30,375,269,1.39
Damian Williams,5601,WR,9,TEN,23,15,178,128,1.39
Griff Whalen,7351,WR,8,IND,39,24,259,187,1.39
Fozzy Whittaker,8547,HB,9,CLV,33,21,155,112,1.38
Brian Quick,7037,WR,16,STR,34,18,304,220,1.38
Aldrick Robinson,6330,WR,15,WAS,46,18,365,265,1.38
Emmanuel Sanders,5606,WR,16,PIT,108,68,743,537,1.38
Rashad Jennings,5174,HB,15,OAK,38,35,293,212,1.38
Tavon Austin,7789,WR,13,STR,65,40,418,303,1.38
Tony Gonzalez,237,TE,16,ATL,112,80,843,609,1.38
Lance Moore,2718,WR,13,NO,52,37,457,334,1.37
Clyde Gates,6263,WR,6,NYJ,23,12,122,89,1.37
Jerricho Cotchery,1829,WR,16,PIT,74,47,602,438,1.37
Marcedes Lewis,2973,TE,10,JAX,45,25,359,263,1.37
Roddy White,2244,WR,13,ATL,94,63,711,524,1.36
Edwin Baker,7231,HB,3,CLV,9,8,57,42,1.36
Dominique Jones,6988,TE,4,IND,3,2,34,25,1.36
LeSean McCoy,4976,HB,16,PHI,59,52,539,399,1.35
Kyle Rudolph,6195,TE,8,MIN,43,29,313,231,1.35
Scott Chandler,3745,TE,16,BUF,79,53,655,490,1.34
Daryl Richardson,7233,HB,8,STR,18,14,121,90,1.34
Da'Rel Scott,6373,HB,5,NYG,14,9,75,56,1.34
Matt Forte,4358,HB,16,CHI,85,73,581,433,1.34
Michael Palmer,5784,TE,5,PIT,1,1,8,6,1.33
Justice Cunningham,8037,TE,1,IND,1,1,4,3,1.33
Dennis Pitta,5638,TE,4,BLT,31,20,169,127,1.33
Darius Reynaud,4661,HB,1,TEN,2,1,4,3,1.33
Peyton Hillis,4541,HB,7,NYG,20,13,96,73,1.32
Anthony Sherman,6288,FB,16,KC,21,18,155,117,1.32
Zach Miller,3654,TE,14,SEA,49,32,386,293,1.32
Kenbrell Thompkins,8126,WR,12,NE,69,32,466,355,1.31
Chris Givens,7096,WR,16,STR,77,34,569,438,1.30
Kenny Stills,7926,WR,16,NO,46,32,641,495,1.29
DeAndre Hopkins,7808,WR,16,HST,91,52,802,629,1.28
C.J. Spiller,5534,HB,15,BUF,40,33,185,145,1.28
Coby Fleener,7038,TE,16,IND,84,52,608,480,1.27
Dallas Clark,1340,TE,12,BLT,51,31,343,271,1.27
Nate Byham,5705,TE,4,TB,3,3,38,30,1.27
Trent Richardson,7009,HB,14,IND,37,28,265,209,1.27
Jacoby Jones,3689,WR,12,BLT,63,38,455,361,1.26
Tashard Choice,4436,HB,1,IND,1,1,5,4,1.25
Ryan Griffin,7982,TE,11,HST,25,19,244,195,1.25
Marcel Reece,4702,FB,16,OAK,52,32,331,267,1.24
Donnie Avery,4347,WR,16,KC,70,40,596,479,1.24
Ahmad Bradshaw,3866,HB,3,IND,7,7,42,34,1.24
Tiquan Underwood,5177,WR,12,TB,44,24,440,354,1.24
Jaron Brown,8128,WR,16,ARZ,17,11,140,113,1.24
Mike Brown,7698,WR,11,JAX,50,32,446,361,1.24
Chris Ogbonnaya,5135,HB,16,CLV,68,47,329,267,1.23
Rishard Matthews,7211,WR,16,MIA,62,41,448,363,1.23
Gary Barnidge,4455,TE,16,CLV,16,12,125,102,1.23
Jacob Tamme,4441,TE,12,DEN,24,20,184,150,1.23
Heath Miller,2247,TE,14,PIT,73,57,583,474,1.23
Dwayne Bowe,3639,WR,15,KC,101,57,673,546,1.23
LaMichael James,7063,HB,6,SF,3,2,16,13,1.23
Owen Daniels,3043,TE,5,HST,39,24,252,206,1.22
Dane Sanzenbacher,6570,WR,9,CIN,8,6,61,50,1.22
Le'Veon Bell,7829,HB,13,PIT,61,45,399,328,1.22
Robert Woods,7822,WR,14,BUF,81,40,587,483,1.22
Isaiah Pead,7053,HB,7,STR,14,11,78,64,1.22
Jermaine Gresham,5546,TE,14,CIN,62,45,462,380,1.22
Garrett Graham,5642,TE,13,HST,78,46,509,421,1.21
Mark Ingram II,6180,HB,11,NO,9,7,68,56,1.21
Marshawn Lynch,3628,HB,16,SEA,43,36,316,261,1.21
Joseph Fauria,8478,TE,15,DET,30,18,207,172,1.20
Montee Ball,7839,HB,15,DEN,27,20,145,122,1.19
Marlon Moore,5887,WR,8,MIA,10,6,56,47,1.19
Delanie Walker,3120,TE,15,TEN,79,60,571,481,1.19
Dexter McCluster,5561,WR,15,KC,78,53,511,428,1.19
Jonathan Stewart,4327,HB,6,CAR,7,7,44,37,1.19
Ed Dickson,5595,TE,15,BLT,43,25,273,232,1.18
Brandon Myers,5126,TE,16,NYG,71,47,522,442,1.18
Brandon LaFell,5602,WR,16,CAR,83,49,627,531,1.18
Sidney Rice,3660,WR,8,SEA,32,15,231,196,1.18
Andre Roberts,5612,WR,16,ARZ,73,43,471,401,1.17
Maurice Jones-Drew,3005,HB,15,JAX,53,43,314,268,1.17
Michael Bush,3716,HB,12,CHI,7,4,48,41,1.17
Tony Fiammetta,5052,FB,15,CHI,5,4,57,49,1.16
Arian Foster,5398,HB,8,HST,31,22,183,158,1.16
Mychal Rivera,7965,TE,16,OAK,53,35,392,338,1.16
Brian Leonard,3668,HB,16,TB,31,27,173,149,1.16
A.J. Jenkins,7034,WR,15,KC,15,8,130,112,1.16
Tori Gurley,6750,WR,2,CLV,1,1,15,13,1.15
Eric Weems,4097,WR,3,CHI,2,1,8,7,1.14
Ronnie Brown,2219,HB,13,SD,8,8,60,53,1.13
Josh Morgan,4488,WR,14,WAS,31,20,214,190,1.13
Brandon Stokley,498,WR,6,BLT,19,13,115,102,1.13
Garrett Celek,7274,TE,8,SF,4,2,38,34,1.12
Ace Sanders,7883,WR,15,JAX,79,51,484,434,1.12
Steven Jackson,1745,HB,12,ATL,43,32,192,172,1.12
Gavin Escobar,7828,TE,16,DAL,14,9,134,121,1.11
Sean McGrath,7515,TE,16,KC,38,26,302,272,1.11
Alfonso Smith,5877,HB,10,ARZ,10,10,68,62,1.10
Michael Cox,8036,HB,3,NYG,3,3,12,11,1.09
DeMarco Murray,6223,HB,14,DAL,59,51,330,304,1.09
Jonathan Dwyer,5711,HB,14,PIT,10,8,64,59,1.08
Zach Sudfeld,8313,TE,10,NYJ,7,5,63,59,1.07
Eddie Lacy,7842,HB,15,GB,40,35,257,242,1.06
Knile Davis,7878,HB,15,KC,14,11,75,71,1.06
Bryce Brown,7213,HB,16,PHI,12,8,84,79,1.06
Austin Pettis,6230,WR,16,STR,58,37,399,376,1.06
Stanley Havili,6392,FB,13,IND,19,17,116,110,1.05
Niles Paul,6307,TE,10,WAS,6,3,47,45,1.04
Kerry Taylor,6760,WR,7,JAX,29,19,189,186,1.02
Travis Benjamin,7100,WR,8,CLV,12,5,105,103,1.02
Jeff Maehl,6706,WR,14,PHI,8,4,67,66,1.02
Marlon Brown,8179,WR,14,BLT,83,49,524,516,1.02
Andrew Quarless,5677,TE,16,GB,46,32,312,306,1.02
Stephen Hill,7047,WR,12,NYJ,51,24,342,336,1.02
James Starks,5716,HB,13,GB,11,10,89,88,1.01
Donald Penn,3459,T,1,TB,1,1,1,1,1.00
Michael Robinson,3045,FB,8,SEA,3,2,27,27,1.00
Ronnie Wingo,8067,HB,1,BUF,1,1,2,2,1.00
Santana Moss,786,WR,16,WAS,77,42,452,454,1.00
Johnathan Franklin,7907,HB,5,GB,5,4,30,30,1.00
Joshua Cribbs,2544,WR,5,NYJ,2,2,6,6,1.00
Felix Jones,4336,HB,15,PIT,11,9,63,63,1.00
Brandon Pettigrew,4943,TE,14,DET,60,41,416,422,0.99
Josh Boyce,7884,WR,9,NE,19,9,121,122,0.99
Jamize Olawale,7572,FB,13,OAK,8,6,52,53,0.98
Mohamed Sanu,7084,WR,16,CIN,73,47,455,462,0.98
Jim Dray,5756,TE,16,ARZ,30,25,207,211,0.98
Ray Rice,4369,HB,15,BLT,70,58,321,331,0.97
Bilal Powell,6278,HB,16,NYJ,49,36,262,270,0.97
Deonte Thompson,7513,WR,6,BLT,18,10,96,99,0.97
Jason Avant,3054,WR,16,PHI,71,38,447,463,0.97
Mike Williams,5625,WR,6,TB,39,22,216,226,0.96
DeVier Posey,7070,WR,12,HST,21,15,155,165,0.94
Dennis Johnson,8070,HB,8,HST,10,8,46,49,0.94
Lee Smith,6311,TE,15,BUF,9,5,78,84,0.93
Dwayne Harris,6328,WR,9,DAL,14,9,80,86,0.93
Brandon Bolden,7469,HB,10,NE,26,20,141,152,0.93
Myles White,8243,WR,7,GB,11,9,66,71,0.93
Drew Davis,6525,WR,16,ATL,17,12,216,233,0.93
Jackie Battle,3885,HB,10,TEN,4,4,36,39,0.92
Kevin Cone,6889,WR,6,ATL,1,1,12,13,0.92
Chris Johnson,4338,HB,16,TEN,51,42,348,379,0.92
Benny Cunningham,8283,HB,11,STR,7,5,53,58,0.91
Vincent Brown,6234,WR,16,SD,65,41,472,518,0.91
Mike Preston,6413,WR,7,TEN,7,5,37,41,0.90
Junior Hemingway,7222,WR,16,KC,19,13,125,141,0.89
James Casey,5076,TE,11,PHI,6,3,31,35,0.89
Stephen Burton,6388,WR,4,JAX,12,8,76,85,0.89
Keshawn Martin,7121,WR,14,HST,35,22,253,285,0.89
LaVon Brazill,7191,WR,10,IND,25,12,161,181,0.89
Darren McFadden,4318,HB,9,OAK,23,16,110,126,0.87
Kris Durham,6259,WR,16,DET,82,38,490,567,0.86
Anthony Fasano,2998,TE,9,KC,32,23,200,236,0.85
Jordan Todman,6335,HB,14,JAX,20,14,116,136,0.85
Joel Dreessen,2415,TE,9,DEN,9,7,47,55,0.85
Davone Bess,4694,WR,14,CLV,83,42,362,430,0.84
Michael Egnew,7080,TE,16,MIA,10,7,69,82,0.84
Henry Hynoski,6666,FB,3,NYG,2,1,5,6,0.83
Vonta Leach,2100,FB,13,BLT,16,10,35,42,0.83
Quinton Patton,7910,WR,6,SF,6,3,34,41,0.83
Mario Manningham,4409,WR,6,SF,20,9,85,102,0.83
John Phillips,5132,TE,13,SD,5,4,30,36,0.83
Will Johnson,7639,FB,14,PIT,9,8,41,50,0.82
Mike Tolbert,4740,FB,16,CAR,26,25,176,215,0.82
Rashard Mendenhall,4337,HB,15,ARZ,18,17,130,158,0.82
Toby Gerhart,5576,HB,14,MIN,18,13,88,107,0.82
Theo Riddick,7980,HB,11,DET,7,4,26,32,0.81
Darrius Heyward-Bey,4930,WR,16,IND,58,29,309,381,0.81
Kellen Davis,4472,TE,12,SEA,3,3,32,40,0.80
Austin Collie,5051,WR,7,NE,10,6,63,79,0.80
Bear Pascoe,5108,TE,16,NYG,18,12,81,102,0.79
Weslye Saunders,6496,TE,6,IND,8,4,46,59,0.78
Kenjon Barner,7963,HB,4,CAR,3,2,7,9,0.78
T.J. Graham,7071,WR,16,BUF,55,23,361,465,0.78
Mike James,7970,HB,6,TB,11,10,43,55,0.78
Konrad Reuland,6469,TE,4,NYJ,3,1,7,9,0.78
Roy Helu,6257,HB,16,WAS,39,30,236,301,0.78
Ryan Broyles,7057,WR,6,DET,14,8,85,111,0.77
Logan Paulsen,5795,TE,16,WAS,45,28,267,345,0.77
Josh Cooper,7672,WR,4,CLV,11,9,60,78,0.77
David Paulson,7660,TE,7,PIT,9,5,72,95,0.76
John Kuhn,2686,FB,13,GB,17,13,81,107,0.76
Richard Gordon,6333,TE,1,KC,1,1,3,4,0.75
Stevan Ridley,6225,HB,14,NE,12,10,62,83,0.75
Patrick DiMarco,6997,FB,13,ATL,9,8,49,65,0.75
Miles Austin,3211,WR,11,DAL,46,24,244,324,0.75
Andre Brown,5053,HB,8,NYG,27,20,103,137,0.75
Brice Butler,7991,WR,9,OAK,17,9,103,140,0.74
Shonn Greene,4988,HB,10,TEN,7,6,39,53,0.74
Chad Hall,5523,WR,6,KC,7,2,20,27,0.74
Orson Charles,7116,FB,2,CIN,1,1,8,11,0.73
Domenik Hixon,3075,WR,13,CAR,9,7,55,76,0.72
Darius Johnson,8418,WR,10,ATL,40,22,210,292,0.72
James Hanna,7175,TE,16,DAL,12,11,69,97,0.71
Antone Smith,5440,HB,6,ATL,3,2,10,14,0.71
Greg Little,6211,WR,16,CLV,88,41,465,666,0.70
Juron Criner,7160,WR,1,OAK,8,3,32,46,0.70
Bernard Pierce,7085,HB,16,BLT,25,20,104,150,0.69
James Develin,6142,FB,15,NE,4,4,62,90,0.69
Chris Hogan,6468,WR,11,BUF,16,10,83,121,0.69
Virgil Green,6356,TE,15,DEN,11,9,45,65,0.69
Bobby Rainey Jr.,7511,HB,4,CLV,4,4,19,28,0.68
Earl Bennett,4384,WR,15,CHI,42,32,243,363,0.67
Fred Davis,4362,TE,10,WAS,16,7,70,104,0.67
Larry Donnell,7638,TE,13,NYG,6,3,31,47,0.66
Ben Tate,5583,HB,14,HST,42,34,140,212,0.66
Adrian Peterson,3623,HB,14,MIN,37,29,171,260,0.66
Zac Stacy,7942,HB,14,STR,33,26,141,215,0.66
Jacoby Ford,5632,WR,14,OAK,24,13,99,153,0.65
Vance McDonald,7836,TE,15,SF,18,8,119,189,0.63
Robert Turbin,7106,HB,16,SEA,10,8,60,96,0.63
Erik Lorig,5775,FB,14,TB,12,10,45,72,0.63
Doug Martin,7035,HB,6,TB,24,12,66,106,0.62
Tommy Bohanon,7997,FB,16,NYJ,16,11,69,112,0.62
Jeremy Ross,6476,WR,7,DET,10,5,59,96,0.61
Lamar Miller,7097,HB,16,MIA,30,26,170,279,0.61
John Conner,5662,FB,11,NYG,8,6,31,51,0.61
Kevin Ogletree,5387,WR,4,TB,20,8,70,114,0.61
Markus Wheaton,7860,WR,12,PIT,12,6,64,106,0.60
Le'Ron McClain,3753,FB,8,SD,2,2,6,10,0.60
Kyle Williams,5729,WR,9,SF,27,12,113,189,0.60
Michael Hoomanawanui,5655,TE,13,NE,16,11,117,200,0.59
Chris Owusu,7276,WR,9,TB,18,13,114,192,0.59
Josh Hill,8200,TE,10,NO,9,5,36,62,0.58
Frank Gore,2282,HB,16,SF,24,16,141,242,0.58
LeGarrette Blount,5863,HB,14,NE,3,2,38,68,0.56
Travaris Cadet,7457,HB,3,NO,2,2,5,9,0.56
Jerome Felton,4460,FB,13,MIN,7,6,37,67,0.55
Lestar Jean,6705,WR,8,HST,7,4,35,65,0.54
Louis Murphy,5048,WR,14,NYG,13,6,37,69,0.54
Levine Toilolo,7915,TE,16,ATL,13,10,43,81,0.53
Nick Toon,7122,WR,8,NO,10,4,68,128,0.53
Rhett Ellison,7128,FB,10,MIN,7,4,47,90,0.52
Patrick Edwards,7463,WR,4,DET,11,5,46,89,0.52
Will Ta'ufo'ou,5226,FB,16,JAX,14,10,40,79,0.51
Isaac Redman,5233,HB,3,PIT,5,4,14,28,0.50
Zach Line,8420,FB,3,MIN,2,1,8,16,0.50
Joe Banyard,7361,HB,3,MIN,1,1,11,22,0.50
Derek Moye,7397,WR,6,PIT,6,2,20,41,0.49
Daniel Thomas,6214,HB,15,MIA,16,15,63,128,0.49
Jeron Mastrud,5948,TE,16,OAK,11,5,75,152,0.49
Jed Collins,4743,FB,16,NO,18,14,54,112,0.48
Kenny Britt,4953,WR,12,TEN,33,11,96,201,0.48
Tom Crabtree,5458,TE,7,TB,6,4,21,44,0.48
Damaris Johnson,7530,WR,9,PHI,3,2,14,29,0.48
Alfred Morris,7165,HB,16,WAS,10,8,82,173,0.47
Ryan Taylor,6370,TE,11,GB,9,6,28,59,0.47
Alex Green,6248,HB,6,NYJ,2,2,8,17,0.47
Tyler Clutts,6124,FB,4,DAL,1,1,4,9,0.44
Richard Brockel,6037,FB,10,CAR,1,1,12,28,0.43
Jonathan Baldwin,6178,WR,6,SF,8,3,28,67,0.42
Jeremy Ebert,7219,WR,5,JAX,7,3,18,45,0.40
Dion Sims,7888,TE,15,MIA,9,6,32,80,0.40
Matthew Mulligan,4701,TE,13,NE,3,2,16,40,0.40
Nick Williams,8005,WR,5,WAS,9,3,15,38,0.39
Allen Reisner,6493,TE,5,JAX,9,5,40,109,0.37
Jack Doyle,8520,TE,12,IND,6,5,19,53,0.36
Greg Jones II,1776,FB,16,HST,10,5,34,94,0.36
Marcus Easley,5631,WR,7,BUF,5,2,13,36,0.36
Marquess Wilson,8019,WR,8,CHI,2,2,13,37,0.35
