player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Marques Hagans,3089,QB,2,KC,1,1,7,3,2.33
Darren McFadden,4318,HB,13,OAK,37,29,269,117,2.30
Greg Jennings,2997,WR,16,GB,132,80,1292,563,2.29
Correll Buckhalter,869,HB,14,PHI,32,26,324,142,2.28
Antonio Bryant,1070,WR,16,TB,135,83,1248,550,2.27
Quinton Ganther,3191,HB,3,TEN,6,6,43,19,2.26
Muhsin Muhammad,173,WR,16,CAR,104,65,923,408,2.26
Chester Taylor,1182,HB,16,MIN,50,44,400,182,2.20
Larry Fitzgerald,1724,WR,16,ARZ,146,96,1437,655,2.19
P.J. Pope,3467,HB,2,DEN,4,3,24,11,2.18
Vincent Jackson,2278,WR,16,SD,96,59,1098,503,2.18
Kenneth Darby,3862,HB,9,STR,21,19,183,84,2.18
Marques Colston,3197,WR,11,NO,88,47,760,355,2.14
Rashard Mendenhall,4337,HB,2,PIT,3,2,17,8,2.13
Anquan Boldin,1369,WR,12,ARZ,122,89,1038,490,2.12
Brandon Marshall,3064,WR,15,DEN,177,104,1265,598,2.12
Wes Welker,2204,WR,16,NE,140,111,1165,550,2.12
Jerome Harrison,3090,HB,14,CLV,18,12,116,55,2.11
Domenik Hixon,3075,WR,16,NYG,70,43,596,282,2.11
Zach Miller,3654,TE,16,OAK,82,55,773,374,2.07
Delanie Walker,3120,TE,15,SF,16,10,155,75,2.07
James Johnson,4634,HB,4,CIN,7,6,47,23,2.04
Jason Witten,1384,TE,16,DAL,119,81,952,469,2.03
Michael Jenkins,1750,WR,16,ATL,76,50,777,382,2.03
Billy Miller,534,TE,15,NO,59,44,573,283,2.02
Miles Austin,3211,WR,11,DAL,22,13,278,138,2.01
Tom Santi,4510,TE,4,IND,13,10,64,32,2.00
Michael Bennett,797,HB,1,TB,1,1,2,1,2.00
Nate Burleson,1386,WR,1,SEA,7,5,60,30,2.00
James Jones,3694,WR,10,GB,29,20,274,137,2.00
Bernard Berrian,1799,WR,16,MIN,92,48,964,484,1.99
Fred Jackson,3368,HB,16,BUF,43,37,317,159,1.99
Reggie Wayne,800,WR,16,IND,127,82,1128,571,1.98
Santana Moss,786,WR,16,WAS,131,79,1044,527,1.98
Davone Bess,4694,WR,16,MIA,75,54,554,281,1.97
David Martin,916,TE,16,MIA,42,31,440,226,1.95
Jacob Hester,4383,FB,9,SD,13,12,91,47,1.94
Ted Ginn Jr.,3625,WR,16,MIA,91,56,789,406,1.94
Lance Moore,2718,WR,16,NO,113,79,930,485,1.92
Justin Gage,1452,WR,12,TEN,70,34,651,339,1.92
Lee Evans,1734,WR,16,BUF,99,63,1020,531,1.92
Dennis Northcutt,605,WR,14,JAX,66,44,549,288,1.91
Hines Ward,380,WR,16,PIT,119,81,1043,549,1.90
Dallas Clark,1340,TE,15,IND,103,77,848,452,1.88
Daniel Fells,3309,TE,10,STR,11,7,81,43,1.88
Ray Rice,4369,HB,11,BLT,41,33,273,145,1.88
Greg Camarillo,2523,WR,11,MIA,77,55,613,329,1.86
Chris Cooley,1802,TE,16,WAS,106,83,849,460,1.85
George Wrighster,1417,TE,5,JAX,3,2,35,19,1.84
Tony Gonzalez,237,TE,16,KC,150,96,1066,580,1.84
Donald Driver,533,WR,16,GB,110,74,1012,553,1.83
DeSean Jackson,4363,WR,16,PHI,115,62,915,504,1.82
Terrell Owens,188,WR,16,DAL,139,69,1052,581,1.81
Matt Jones,2238,WR,12,JAX,103,65,761,421,1.81
Chauncey Washington,4527,HB,2,JAX,1,1,9,5,1.80
Robert Ferguson,811,WR,4,MIN,4,3,25,14,1.79
Johnnie Lee Higgins,3715,WR,16,OAK,41,22,366,205,1.79
Martellus Bennett,4375,TE,16,DAL,25,19,283,158,1.79
John Carlson,4352,TE,16,SEA,77,55,627,353,1.78
Arnaz Battle,1499,WR,8,SF,39,24,318,179,1.78
Mark Jones,1922,WR,4,CAR,3,2,32,18,1.78
David Patten,221,WR,5,NO,20,11,162,91,1.78
Steve Breaston,3758,WR,16,ARZ,106,77,1022,576,1.77
Kevin Walter,1549,WR,16,HST,84,60,899,512,1.76
Eddie Royal,4356,WR,15,DEN,127,91,980,561,1.75
Reggie Bush,2947,HB,10,NO,69,51,438,251,1.75
Greg Lewis,1650,WR,13,PHI,33,19,247,142,1.74
Robert Meachem,3643,WR,14,NO,20,12,289,166,1.74
Visanthe Shiancoe,1406,TE,16,MIN,57,41,599,347,1.73
Randy Moss,342,WR,16,NE,117,69,1010,585,1.73
Tashard Choice,4436,HB,11,DAL,28,20,186,108,1.72
Steve Smith,3667,WR,16,NYG,80,57,574,333,1.72
Derek Hagan,3027,WR,2,MIA,6,3,51,30,1.70
Braylon Edwards,2220,WR,16,CLV,128,55,877,518,1.69
Jeremy Shockey,1021,TE,12,NO,70,50,483,286,1.69
Dwayne Bowe,3639,WR,16,KC,155,86,1022,605,1.69
Jesse Chatman,2861,HB,2,NYJ,2,2,5,3,1.67
Donnie Avery,4347,WR,15,STR,99,53,674,403,1.67
Devin Hester,3002,WR,15,CHI,86,51,665,398,1.67
Deion Branch,1072,WR,8,SEA,56,30,412,246,1.67
Maurice Jones-Drew,3005,HB,16,JAX,72,61,552,331,1.67
Plaxico Burress,586,WR,10,NYG,65,35,454,274,1.66
Pierre Thomas,4080,HB,13,NO,37,31,284,171,1.66
Derrick Ward,1949,HB,16,NYG,51,41,384,233,1.65
Torry Holt,441,WR,16,STR,115,64,796,489,1.63
T.J. Houshmandzadeh,921,WR,15,CIN,129,92,904,555,1.63
J.J. Arrington,2261,HB,11,ARZ,36,29,255,157,1.62
D.J. Hackett,1876,WR,8,CAR,26,13,181,112,1.62
Jermichael Finley,4405,TE,13,GB,12,6,74,46,1.61
Bo Scaife,2396,TE,16,TEN,76,58,562,350,1.61
Brandon Stokley,498,WR,15,DEN,80,49,525,326,1.61
Isaiah Stanback,3719,WR,3,DAL,2,2,24,15,1.60
Brandon Lloyd,1436,WR,11,CHI,46,26,364,228,1.60
Santonio Holmes,2970,WR,15,PIT,109,55,821,512,1.60
Mark Clayton,2239,WR,16,BLT,75,41,695,437,1.59
Dustin Keller,4344,TE,16,NYJ,74,48,535,337,1.59
Anthony Gonzalez,3648,WR,16,IND,78,57,681,427,1.59
Craig Davis,3646,WR,3,SD,7,4,59,37,1.59
Travis Minor,846,HB,5,STR,6,5,35,22,1.59
Laveranues Coles,638,WR,16,NYJ,112,70,839,530,1.58
Demetrius Williams,3056,WR,7,BLT,23,13,180,114,1.58
Owen Daniels,3043,TE,16,HST,87,67,818,517,1.58
Jerricho Cotchery,1829,WR,16,NYJ,109,71,858,543,1.58
Brent Celek,3778,TE,16,PHI,35,27,318,204,1.56
Ahmard Hall,3336,FB,16,TEN,18,13,138,89,1.55
Bobby Engram,177,WR,13,SEA,77,47,489,316,1.55
Kevin Faulk,470,HB,15,NE,71,58,486,313,1.55
Josh Reed,1043,WR,13,BUF,72,56,597,386,1.55
Leon Washington,3062,HB,16,NYJ,59,47,371,241,1.54
Kellen Winslow,1727,TE,10,CLV,75,43,428,280,1.53
Early Doucet,4395,WR,6,ARZ,17,14,90,59,1.53
Antonio Gates,1609,TE,16,SD,84,60,704,466,1.51
Bobby Wade,1448,WR,16,MIN,86,53,646,429,1.51
Devery Henderson,1771,WR,16,NO,56,32,793,534,1.49
Cadillac Williams,2222,HB,5,TB,7,7,43,29,1.48
Matt Forte,4358,HB,16,CHI,73,62,482,329,1.47
Mike Sims-Walker,3695,WR,9,JAX,29,16,217,148,1.47
Hank Baskett,3220,WR,14,PHI,51,33,437,299,1.46
Jerious Norwood,3024,HB,16,ATL,49,36,338,233,1.45
Ladell Betts,1063,HB,13,WAS,29,22,200,138,1.45
Glenn Martinez,2112,WR,2,DEN,4,3,32,22,1.45
Billy McMullen,1409,WR,4,SEA,17,7,124,87,1.43
Isaac Bruce,80,WR,16,SF,101,61,835,583,1.43
Deshawn Wynn,3844,HB,3,GB,3,3,37,26,1.42
Andre' Davis,1054,WR,12,HST,28,13,213,150,1.42
DeShaun Foster,1041,HB,14,SF,19,16,133,94,1.41
Jerame Tuman,513,TE,3,ARZ,2,2,31,22,1.41
Michael Bumpus,4618,WR,3,SEA,8,5,48,34,1.41
Jason Snelling,3860,FB,15,ATL,9,8,89,63,1.41
Marion Barber III,2326,HB,15,DAL,60,52,434,308,1.41
Mike Bell,3225,HB,2,NO,1,1,14,10,1.40
Kevin Curtis,1389,WR,9,PHI,61,33,390,279,1.40
Randy McMichael,1114,TE,4,STR,19,11,139,99,1.40
Darrell Jackson,639,WR,11,DEN,20,12,190,136,1.40
Heath Miller,2247,TE,14,PIT,64,48,514,367,1.40
Reggie Brown,2252,WR,10,PHI,34,18,252,180,1.40
Nate Washington,2832,WR,16,PIT,75,40,631,453,1.39
Maurice Stovall,3035,WR,4,TB,7,3,25,18,1.39
Garrett Mills,3051,TE,8,MIN,11,5,65,47,1.38
Greg Olsen,3647,TE,16,CHI,76,54,574,417,1.38
Jason Hill,3692,WR,12,SF,42,30,317,231,1.37
Chad Simpson,4692,HB,3,IND,3,3,30,22,1.36
Willis McGahee,1339,HB,13,BLT,31,24,173,127,1.36
Adrian Peterson,1177,HB,8,CHI,9,6,45,33,1.36
Brandon Jones,2313,WR,16,TEN,60,41,449,333,1.35
Sammy Morris,678,HB,12,NE,23,17,161,119,1.35
Mark Campbell,545,TE,8,NO,16,12,121,90,1.34
Michael Gaines,1946,TE,16,DET,30,23,267,199,1.34
Dominic Rhodes,979,HB,15,IND,51,44,306,228,1.34
Drew Bennett,941,WR,1,STR,1,1,4,3,1.33
Deuce McAllister,793,HB,12,NO,20,18,128,96,1.33
Josh Morgan,4488,WR,12,SF,39,20,319,241,1.32
Steven Jackson,1745,HB,12,STR,55,39,326,249,1.31
Mario Manningham,4409,WR,5,NYG,5,4,26,20,1.30
Roy Williams,1728,WR,5,DET,39,17,232,179,1.30
Chris Davis,3744,WR,4,TEN,3,2,31,24,1.29
Ike Hilliard,233,WR,16,TB,55,47,424,329,1.29
Ricky Williams,440,HB,16,MIA,37,29,216,167,1.29
Tory Humphrey,2644,TE,15,GB,14,11,162,128,1.27
Justin McCareins,872,WR,14,TEN,63,30,412,324,1.27
Michael Bush,3716,HB,13,OAK,27,19,162,128,1.27
John Standeford,2183,WR,9,DET,30,15,244,194,1.26
David Anderson,3196,WR,16,HST,27,19,241,191,1.26
Jamaal Charles,4387,HB,16,KC,38,27,272,218,1.25
Vernon Davis,2951,TE,16,SF,47,31,358,289,1.24
Amani Toomer,169,WR,16,NYG,87,48,580,466,1.24
Patrick Crayton,1932,WR,16,DAL,68,39,550,445,1.24
Darcy Johnson,3377,TE,8,NYG,6,4,46,37,1.24
LaDainian Tomlinson,777,HB,16,SD,69,52,415,335,1.24
Jerheme Urban,1709,WR,16,ARZ,48,34,448,364,1.23
Logan Payne,4037,WR,2,SEA,4,3,39,32,1.22
Ben Patrick,3831,TE,10,ARZ,13,11,104,86,1.21
Peyton Hillis,4541,FB,10,DEN,18,14,179,148,1.21
Greg Jones II,1776,FB,12,JAX,14,13,116,96,1.21
Jerramy Stevens,1035,TE,14,TB,56,35,385,319,1.21
Kevin Boss,3769,TE,15,NYG,54,33,384,321,1.20
Sam Aiken,1439,WR,12,NE,11,8,101,85,1.19
Rashied Davis,2554,WR,15,CHI,62,35,445,375,1.19
Steve Slaton,4403,HB,16,HST,56,50,418,355,1.18
Jason Rader,2154,TE,6,ATL,1,1,26,22,1.18
Anthony Fasano,2998,TE,16,MIA,49,32,415,356,1.17
Robert Royal,1151,TE,15,BUF,51,33,351,301,1.17
Chansi Stuckey,3851,WR,15,NYJ,43,32,359,307,1.17
Mewelde Moore,1840,HB,16,PIT,47,40,320,274,1.17
Brian Finneran,423,WR,16,ATL,35,21,169,145,1.17
Mark Bradley,2256,WR,10,KC,59,30,380,327,1.16
Derek Fine,4446,TE,9,BUF,11,10,94,81,1.16
Marvin Harrison,162,WR,15,IND,100,60,636,555,1.15
Justin Griffith,1433,FB,7,OAK,10,9,85,74,1.15
Antonio Pittman,3723,HB,9,STR,26,18,129,113,1.14
Jason McKie,1279,FB,10,CHI,11,11,64,56,1.14
Todd Yoder,772,TE,11,WAS,9,8,50,44,1.14
Chris Chambers,821,WR,14,SD,57,33,462,404,1.14
Cedric Benson,2221,HB,11,CIN,23,20,185,164,1.13
Jason Avant,3054,WR,15,PHI,54,32,377,333,1.13
Gijon Robinson,4056,TE,15,IND,23,19,166,147,1.13
Billy Bajema,2466,TE,11,SF,4,2,34,30,1.13
Antonio Chatman,946,WR,10,CIN,30,21,194,171,1.13
Antwaan Randle El,1069,WR,16,WAS,79,53,593,525,1.13
Aaron Stecker,572,HB,6,NO,10,9,52,46,1.13
Greg Estandia,3597,TE,16,JAX,13,10,113,101,1.12
Steve Johnson,4538,WR,10,BUF,13,10,102,91,1.12
Bryant Johnson,1333,WR,16,SF,68,45,546,493,1.11
Heath Evans,843,FB,12,NE,3,3,59,53,1.11
Laurent Robinson,3691,WR,6,ATL,6,5,52,47,1.11
Ahmad Bradshaw,3866,HB,8,NYG,5,5,42,38,1.11
Javon Walker,1027,WR,8,OAK,29,15,196,176,1.11
Koren Robinson,2864,WR,12,SEA,56,31,400,359,1.11
Warrick Dunn,236,HB,15,TB,61,47,330,300,1.10
Jordy Nelson,4350,WR,16,GB,53,33,366,333,1.10
Harry Douglas,4398,WR,16,ATL,39,23,320,294,1.09
Todd Heap,801,TE,16,BLT,58,34,388,356,1.09
Ronnie Brown,2219,HB,16,MIA,39,33,254,232,1.09
Thomas Jones,585,HB,16,NYJ,41,35,198,183,1.08
Dante' Hall,677,WR,8,STR,18,12,105,97,1.08
Joseph Addai,2975,HB,12,IND,35,25,206,191,1.08
John Gilmore,1176,TE,16,TB,20,15,147,137,1.07
Steve Heiden,481,TE,14,CLV,39,23,249,232,1.07
Jamal Lewis,583,HB,16,CLV,31,23,178,167,1.07
Chad Jackson,2981,WR,4,DEN,1,1,19,18,1.06
Michael Clayton,1736,WR,15,TB,59,38,484,455,1.06
Chad Johnson,806,WR,13,CIN,87,53,540,511,1.06
Frank Gore,2282,HB,14,SF,56,41,347,326,1.06
Alge Crumpler,805,TE,15,TEN,41,24,257,242,1.06
Shaun McDonald,1418,WR,12,DET,60,35,339,323,1.05
Jameel Cook,904,FB,4,TB,5,3,24,23,1.04
Jerome Felton,4460,FB,10,DET,9,9,53,51,1.04
Chaz Schilens,4540,WR,16,OAK,30,15,226,217,1.04
Brian Westbrook,1094,HB,14,PHI,65,52,395,379,1.04
Nate Jackson,1259,TE,9,DEN,17,11,83,80,1.04
Ruvell Martin,2111,WR,13,GB,25,15,149,145,1.03
Leonard Weaver,2835,FB,14,SEA,29,19,215,209,1.03
Legedu Naanee,3788,WR,11,SD,10,8,64,63,1.02
Alex Smith,2288,TE,14,TB,36,20,242,238,1.02
Marcedes Lewis,2973,TE,16,JAX,64,41,489,481,1.02
Eric Weems,4097,WR,3,ATL,1,1,4,4,1.00
Brandon Jackson,3679,HB,13,GB,35,30,185,185,1.00
Sean McHugh,1955,FB,12,PIT,4,3,24,24,1.00
Olaniyi Sobomehin,4782,FB,1,NO,3,2,8,8,1.00
Reggie Williams,1730,WR,15,JAX,58,37,364,366,0.99
Marshawn Lynch,3628,HB,15,BUF,63,47,300,303,0.99
Joey Galloway,117,WR,9,TB,25,13,138,140,0.99
Sidney Rice,3660,WR,13,MIN,29,15,141,143,0.99
Ronald Curry,1199,WR,12,OAK,47,19,197,202,0.98
Limas Sweed,4367,WR,10,PIT,10,6,64,66,0.97
Joey Haynos,4711,TE,5,MIA,4,2,22,23,0.96
Clifton Smith,4854,HB,7,TB,5,4,24,25,0.96
Derek Schouman,3838,TE,16,BUF,18,14,150,157,0.96
Tim Hightower,4463,HB,16,ARZ,43,33,230,239,0.96
Jabar Gaffney,1040,WR,16,NE,59,38,468,488,0.96
Chris Johnson,4338,HB,15,TEN,58,43,260,275,0.95
Chris Baker,1091,TE,15,NYJ,29,21,194,207,0.94
Desmond Clark,529,TE,16,CHI,66,39,368,390,0.94
Bubba Franks,592,TE,8,NYJ,9,6,47,51,0.92
Dane Looker,755,WR,13,STR,45,23,271,296,0.92
Andre Caldwell,4411,WR,6,CIN,15,11,78,86,0.91
Keenan Burton,4442,WR,13,STR,28,13,172,190,0.91
Tony Hunt,3706,FB,6,PHI,5,5,40,44,0.91
L.J. Smith,1376,TE,13,PHI,61,35,282,310,0.91
Daniel Graham,1028,TE,16,DEN,47,31,393,437,0.90
BenJarvus Green-Ellis,4599,HB,7,NE,6,3,37,41,0.90
Tony Stewart,887,TE,16,OAK,14,11,81,90,0.90
Mike Furrey,726,WR,9,DET,32,18,183,203,0.90
Kolby Smith,3764,HB,6,KC,10,9,47,53,0.89
Marty Booker,487,WR,13,CHI,43,14,211,236,0.89
Maurice Morris,1061,HB,13,SEA,25,19,136,152,0.89
Earnest Graham,1613,HB,10,TB,32,23,174,196,0.89
Dante Rosario,3771,TE,16,CAR,31,18,209,234,0.89
Roscoe Parrish,2272,WR,13,BUF,42,24,232,264,0.88
Michael Sellers,432,FB,16,WAS,14,12,98,112,0.88
Thomas Tapeh,1880,FB,1,MIN,2,1,7,8,0.88
Dwayne Jarrett,3661,WR,9,CAR,16,10,119,136,0.88
Michael Pittman,382,HB,8,DEN,12,10,112,129,0.87
Jason Wright,2212,HB,15,CLV,35,22,156,180,0.87
Clinton Portis,1058,HB,16,WAS,35,28,218,250,0.87
Zak Keasey,2674,FB,6,SF,4,3,25,29,0.86
Brian Clark,3271,WR,3,TB,2,1,12,14,0.86
Jerry Porter,617,WR,10,JAX,27,11,181,215,0.84
Fred Taylor,333,HB,13,JAX,20,16,98,118,0.83
Ashley Lelie,1026,WR,13,OAK,41,11,197,236,0.83
Brandon London,3997,WR,10,MIA,6,3,30,36,0.83
Matt Spaeth,3693,TE,16,PIT,26,17,136,163,0.83
Donald Lee,1465,TE,16,GB,49,39,303,370,0.82
Kevin Smith,4378,HB,16,DET,51,38,283,347,0.82
Lavelle Hawkins,4440,WR,7,TEN,9,7,68,84,0.81
Jeff King,3100,TE,16,CAR,29,20,189,233,0.81
Justin Peelle,1104,TE,16,ATL,21,15,159,199,0.80
Le'Ron McClain,3753,HB,16,BLT,27,19,123,153,0.80
Chris Henry,2300,WR,12,CIN,43,19,220,282,0.78
Ryan Moats,2294,HB,4,HST,4,3,14,18,0.78
Lawrence Vickers,3125,FB,12,CLV,13,10,78,101,0.77
Carey Davis,2029,FB,12,PIT,6,5,27,35,0.77
Keary Colbert,1783,WR,4,DET,9,5,64,85,0.75
Ovie Mughelli,1445,FB,16,ATL,8,8,57,76,0.75
Brandon Middleton,2123,WR,7,DET,3,1,23,31,0.74
Brandon Manumaleuna,876,TE,16,SD,18,15,127,174,0.73
Devard Darling,1803,WR,15,KC,33,17,247,340,0.73
Edgerrin James,439,HB,13,ARZ,15,12,85,118,0.72
Leonard Pope,3017,TE,12,ARZ,11,8,76,106,0.72
Rudi Johnson,857,HB,13,DET,13,12,88,123,0.72
Jason Davis,3285,FB,5,CHI,3,1,12,17,0.71
Owen Schmitt,4477,FB,8,SEA,8,6,29,41,0.71
Sean Ryan,1865,FB,1,NO,2,2,7,10,0.70
Jim Kleinsasser,469,TE,16,MIN,11,6,92,134,0.69
Courtney Taylor,3813,WR,10,SEA,24,9,98,144,0.68
Sean Ryan,1865,FB,4,SF,2,1,8,12,0.67
Terrelle Smith,651,FB,13,ARZ,4,2,24,36,0.67
B.J. Askew,1400,FB,10,TB,17,13,66,98,0.67
Lorenzo Neal,47,FB,12,BLT,10,7,35,52,0.67
Aundrae Allison,3762,WR,15,MIN,20,10,109,164,0.66
Ben Utecht,2199,TE,10,CIN,25,16,123,185,0.66
Ryan Grant,2609,HB,16,GB,22,18,116,175,0.66
Roy Williams,1728,WR,10,DAL,42,19,198,305,0.65
John Owens,1133,TE,14,DET,13,8,56,87,0.64
Pierre Garcon,4519,WR,4,IND,4,4,23,36,0.64
Devin Thomas,4348,WR,16,WAS,24,15,120,188,0.64
Korey Hall,3807,FB,10,GB,7,7,38,60,0.63
Will Heller,1623,TE,12,SEA,6,4,29,46,0.63
Casey Fitzsimmons,1607,TE,13,DET,22,12,85,135,0.63
Reggie Kelly,468,TE,16,CIN,39,31,207,326,0.63
Joe Klopfenstein,2991,TE,15,STR,18,11,123,198,0.62
Yamon Figurs,3690,WR,7,BLT,5,1,43,71,0.61
Daniel Wilcox,1002,TE,12,BLT,5,5,19,31,0.61
Fred Davis,4362,TE,10,WAS,8,3,27,45,0.60
Vonta Leach,2100,FB,16,HST,17,12,103,172,0.60
Joel Dreessen,2415,TE,16,HST,12,11,77,131,0.59
DeAngelo Williams,2972,HB,16,CAR,28,22,121,213,0.57
Martin Rucker,4425,TE,4,CLV,5,2,17,30,0.57
Ernest Wilford,1841,WR,6,MIA,6,3,25,44,0.57
Darnell Dinkins,1236,TE,10,CLV,9,4,36,64,0.56
Benjamin Watson,1753,TE,14,NE,41,22,209,370,0.56
Richard Angulo,1548,TE,15,JAX,10,8,63,112,0.56
Roy Hall,3785,WR,1,IND,4,1,9,16,0.56
Brad Smith,3048,WR,15,NYJ,19,12,71,127,0.56
Syndric Steptoe,3850,WR,16,CLV,36,19,182,325,0.56
Donte' Stallworth,1020,WR,11,CLV,39,17,170,312,0.54
Adrian Peterson,3623,HB,16,MIN,33,21,125,230,0.54
Brad Cottam,4390,TE,15,KC,9,7,63,116,0.54
Jeff Webb,3135,WR,5,KC,13,5,46,88,0.52
Dave Thomas,3031,TE,14,NE,17,9,93,183,0.51
Paul Williams,3696,WR,3,TEN,3,1,7,14,0.50
Tatum Bell,1762,HB,7,DEN,13,10,57,114,0.50
Todd Herremans,2343,G,2,PHI,1,1,1,2,0.50
Dan Klecko,1429,FB,11,PHI,7,6,36,73,0.49
Madison Hedgecock,2468,FB,16,NYG,14,8,52,107,0.49
Larry Johnson,1343,HB,12,KC,14,12,66,140,0.47
James Hardy,4355,WR,13,BUF,23,9,87,186,0.47
Jonathan Stewart,4327,HB,16,CAR,13,8,47,99,0.47
Steve Sanders,4189,WR,5,CLV,4,1,18,40,0.45
Matt Schobel,1074,TE,4,PHI,3,2,10,22,0.45
Andre Hall,3333,HB,8,DEN,3,3,25,56,0.45
Lance Ball,4808,HB,1,IND,1,1,5,11,0.45
Nate Lawrie,1899,TE,6,CIN,4,2,11,25,0.44
Justin Fargas,1410,HB,14,OAK,14,10,52,123,0.42
Felix Jones,4336,HB,6,DAL,2,2,10,24,0.42
John Kuhn,2686,FB,13,GB,6,4,21,51,0.41
Julius Jones,1764,HB,15,SEA,22,14,66,166,0.40
Troy Williamson,2224,WR,8,JAX,13,5,30,77,0.39
Will Franklin,4419,WR,13,KC,17,7,83,214,0.39
Glenn Holt,3355,WR,8,CIN,11,3,26,66,0.39
Chris Perry,1747,HB,13,CIN,31,20,71,183,0.39
Lousaka Polite,2152,FB,11,MIA,8,6,24,61,0.39
Brad Hoover,740,FB,16,CAR,11,6,39,101,0.39
Jacob Tamme,4441,TE,2,IND,4,3,12,31,0.39
Keary Colbert,1783,WR,7,SEA,16,7,52,137,0.38
Kelley Washington,1380,WR,1,NE,2,1,3,8,0.38
Tony Curtis,2552,TE,14,DAL,10,8,32,87,0.37
Naufahu Tahi,3526,FB,16,MIN,20,16,37,100,0.37
Ahman Green,374,HB,8,HST,14,11,32,90,0.36
Craig Stevens,4399,TE,5,TEN,2,1,9,25,0.36
James Thrash,323,WR,16,WAS,20,9,81,224,0.36
Dallas Baker,3843,WR,5,PIT,2,1,6,17,0.35
Charles Ali,4187,FB,9,CLV,6,4,13,37,0.35
Brandon Jacobs,2327,HB,13,NYG,11,6,36,104,0.35
Michael Matthews,4218,TE,16,NYG,3,2,26,80,0.33
Aveion Cason,945,HB,6,DET,3,3,12,38,0.32
Anthony Becht,602,TE,15,STR,10,6,39,125,0.31
Luke Lawton,2099,FB,12,OAK,9,5,18,59,0.31
Malcolm Kelly,4365,WR,5,WAS,9,3,18,60,0.30
Michael Turner,1873,HB,16,ATL,9,6,41,135,0.30
Joshua Cribbs,2544,WR,11,CLV,7,2,18,60,0.30
Kevin Jones,1751,HB,7,CHI,2,2,5,17,0.29
Jeff Dugan,1936,FB,9,MIN,2,2,12,45,0.27
Jerome Simpson,4360,WR,4,CIN,3,1,2,8,0.25
Ben Hartsock,1789,TE,11,ATL,5,3,26,107,0.24
Casey Cramer,1942,FB,6,MIA,2,2,3,13,0.23
Lorenzo Booker,3687,HB,9,PHI,10,6,11,47,0.23
Tim Castille,3906,FB,14,ARZ,4,4,11,48,0.23
Moran Norris,865,FB,10,DET,7,4,16,77,0.21
Selvin Young,4109,HB,8,DEN,7,3,16,75,0.21
Daniel Coats,3908,FB,15,CIN,10,2,19,89,0.21
LenDale White,2990,HB,16,TEN,10,5,16,79,0.20
Stephen Spach,2789,TE,9,ARZ,5,2,15,74,0.20
Mike Karney,1875,FB,11,NO,10,9,18,93,0.19
Deon Anderson,3811,FB,14,DAL,3,2,7,50,0.14
Mike Cox,4716,FB,16,KC,11,8,19,137,0.14
Willie Parker,2142,HB,11,PIT,8,3,13,91,0.14
Buck Ortega,3448,TE,8,NO,3,1,3,25,0.12
Nick Goings,956,HB,7,CAR,3,3,1,13,0.08
Kenny Watson,1001,HB,9,CIN,9,3,4,70,0.06
Tony Richardson,110,FB,16,NYJ,5,1,4,113,0.04
Dantrell Savage,4822,HB,2,KC,2,2,0,30,0.00
Corey McIntyre,1278,FB,9,BUF,3,2,-1,34,-0.03
Gary Russell,4059,HB,6,PIT,1,1,-2,13,-0.15
Sam Gado,2599,HB,1,STR,1,1,-1,2,-0.50
