player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
Robert Ferguson,811,WR,15,MIN,57,32,391,310,1.26
Desmond Clark,529,TE,16,CHI,60,42,510,405,1.26
Alge Crumpler,805,TE,14,ATL,67,42,444,354,1.25
Jesse Chatman,2861,HB,11,MIA,33,26,165,132,1.25
Richard Angulo,1548,TE,5,JAX,9,8,81,65,1.25
Alex Smith,2288,TE,14,TB,42,31,389,310,1.25
Jacoby Jones,3689,WR,14,HST,23,15,149,121,1.23
Mike Furrey,726,WR,16,DET,88,61,664,539,1.23
Laurent Robinson,3691,WR,15,ATL,69,37,437,358,1.22
Joel Dreessen,2415,TE,11,HST,6,4,55,45,1.22
Aundrae Allison,3762,WR,10,MIN,18,9,122,100,1.22
Nate Washington,2832,WR,16,PIT,53,29,450,371,1.21
Bo Scaife,2396,TE,16,TEN,72,45,409,337,1.21
Joseph Addai,2975,HB,15,IND,43,40,359,297,1.21
Jamal Lewis,583,HB,14,CLV,35,29,242,201,1.20
Zach Miller,3654,TE,16,OAK,63,44,444,369,1.20
Najeh Davenport,1131,HB,15,PIT,25,17,152,128,1.19
Glenn Holt,3355,WR,9,CIN,21,16,143,120,1.19
Shaun Bodiford,3235,WR,2,GB,1,1,13,11,1.18
Marcus Pollard,151,TE,14,SEA,34,27,266,226,1.18
Kenny Watson,1001,HB,16,CIN,63,50,343,290,1.18
Maurice Hicks,1253,HB,15,SF,16,14,86,73,1.18
Aaron Walker,1469,TE,5,STR,3,2,13,11,1.18
Michael Clayton,1736,WR,14,TB,35,22,301,256,1.18
Madison Hedgecock,2468,FB,1,STR,1,1,7,6,1.17
Marion Barber III,2326,HB,16,DAL,50,42,272,232,1.17
Brandon Middleton,2123,WR,4,DET,9,8,70,60,1.17
Devery Henderson,1771,WR,16,NO,45,20,409,352,1.16
Antonio Chatman,946,WR,12,CIN,28,19,149,129,1.16
Leon Washington,3062,HB,16,NYJ,49,36,213,186,1.15
Ahmard Hall,3336,FB,10,TEN,11,9,60,52,1.15
Demetrius Williams,3056,WR,9,BLT,46,20,290,253,1.15
Leonard Weaver,2835,FB,16,SEA,48,39,313,273,1.15
Earnest Graham,1613,HB,15,TB,63,48,316,278,1.14
Todd Yoder,772,TE,15,WAS,10,7,97,86,1.13
Justin Fargas,1410,HB,13,OAK,30,23,188,167,1.13
Derek Hagan,3027,WR,16,MIA,59,29,373,329,1.13
Vernon Davis,2951,TE,14,SF,77,52,509,457,1.11
Darrell Jackson,639,WR,15,SF,97,46,497,448,1.11
Reggie Bush,2947,HB,12,NO,92,73,417,376,1.11
Drew Bennett,941,WR,14,STR,69,33,375,339,1.11
Bryant Johnson,1333,WR,16,ARZ,83,46,528,478,1.10
Ted Ginn Jr.,3625,WR,16,MIA,65,34,420,383,1.10
Jason Wright,2212,HB,16,CLV,35,24,233,215,1.08
Cedric Benson,2221,HB,11,CHI,26,17,123,114,1.08
Jameel Cook,904,FB,5,HST,8,8,40,37,1.08
Chris Henry,3666,HB,6,TEN,6,6,53,49,1.08
Larry Johnson,1343,HB,8,KC,37,30,186,172,1.08
Devin Aromashodu,3178,WR,6,IND,15,7,96,90,1.07
Arnaz Battle,1499,WR,16,SF,91,49,583,544,1.07
Marty Booker,487,WR,15,MIA,99,51,556,520,1.07
Dominic Rhodes,979,HB,6,OAK,16,11,70,66,1.06
Julius Jones,1764,HB,16,DAL,25,23,203,192,1.06
Brandon Jacobs,2327,HB,11,NYG,33,22,163,154,1.06
Chris Baker,1091,TE,15,NYJ,60,41,410,388,1.06
Randy McMichael,1114,TE,16,STR,61,38,416,396,1.05
L.J. Smith,1376,TE,10,PHI,40,22,236,224,1.05
Ryan Grant,2609,HB,14,GB,34,30,145,138,1.05
DeShaun Foster,1041,HB,16,CAR,37,25,188,180,1.04
Daniel Coats,3908,TE,15,CIN,15,12,122,117,1.04
John Madsen,3408,TE,16,OAK,13,8,102,98,1.04
Patrick Cobbs,3272,HB,4,MIA,5,3,24,23,1.04
David Anderson,3196,WR,6,HST,15,12,131,126,1.04
Mewelde Moore,1840,HB,6,MIN,8,6,48,46,1.04
Steven Jackson,1745,HB,12,STR,47,37,251,241,1.04
Warrick Dunn,236,HB,16,ATL,52,37,238,229,1.04
Malcom Floyd,2044,WR,6,SD,13,7,97,94,1.03
George Wrighster,1417,TE,11,JAX,22,17,123,120,1.03
Mark Clayton,2239,WR,16,BLT,86,48,531,514,1.03
Maurice Morris,1061,HB,14,SEA,28,22,208,201,1.03
Visanthe Shiancoe,1406,TE,16,MIN,38,27,324,317,1.02
Selvin Young,4109,HB,15,DEN,41,35,234,230,1.02
Chris Brown,1407,HB,12,TEN,21,19,128,126,1.02
Terrance Copper,2016,WR,14,NO,18,15,126,123,1.02
Muhsin Muhammad,173,WR,16,CHI,74,40,570,565,1.01
Ruvell Martin,2111,WR,15,GB,28,16,242,240,1.01
Justin Peelle,1104,TE,16,MIA,41,29,228,225,1.01
Eric Johnson,929,TE,14,NO,59,47,373,370,1.01
Sam Hurd,3362,WR,16,DAL,36,19,314,315,1.00
Dante Rosario,3771,TE,13,CAR,6,5,54,54,1.00
Darius Walker,4248,HB,4,HST,14,13,81,81,1.00
Sinorice Moss,2989,WR,13,NYG,33,21,225,224,1.00
Jason Pociask,3095,TE,4,NYJ,1,1,7,7,1.00
Lance Moore,2718,WR,16,NO,47,32,302,306,0.99
Ben Obomanu,3194,WR,13,SEA,28,12,180,181,0.99
Mack Strong,66,FB,5,SEA,11,9,72,73,0.99
Bubba Franks,592,TE,8,GB,31,18,132,134,0.99
Reche Caldwell,1055,WR,8,WAS,19,15,141,142,0.99
Michael Sellers,432,FB,14,WAS,22,17,117,118,0.99
Tony Richardson,110,FB,14,MIN,13,11,89,91,0.98
Justin Griffith,1433,FB,16,OAK,33,26,165,170,0.97
Willie Parker,2142,HB,14,PIT,25,22,161,167,0.96
Brent Celek,3778,TE,16,PHI,19,15,149,156,0.96
Jerramy Stevens,1035,TE,14,TB,20,18,189,200,0.95
Tony Curtis,2552,TE,9,DAL,3,3,18,19,0.95
Derek Schouman,3838,TE,3,BUF,3,3,19,20,0.95
DeDe Dorsey,3299,HB,7,CIN,5,4,19,20,0.95
Legedu Naanee,3788,WR,11,SD,12,8,69,73,0.95
Tim Dwight,390,WR,6,OAK,14,6,98,103,0.95
Dwayne Jarrett,3661,WR,6,CAR,13,6,73,78,0.94
Jeff Webb,3135,WR,16,KC,55,28,313,332,0.94
Thomas Jones,585,HB,16,NYJ,29,27,196,208,0.94
Courtney Taylor,3813,WR,6,SEA,6,5,38,41,0.93
Brian Leonard,3668,FB,16,STR,38,30,183,196,0.93
Jeff King,3100,TE,16,CAR,74,46,406,443,0.92
Ahmad Bradshaw,3866,HB,5,NYG,4,2,12,13,0.92
Ben Hartsock,1789,TE,16,TEN,18,12,138,152,0.91
Craphonso Thorpe,2333,WR,4,IND,19,12,70,77,0.91
Edgerrin James,439,HB,16,ARZ,32,24,208,232,0.90
Bryan Gilmore,727,WR,9,SF,18,7,111,124,0.90
Quinn Sypniewski,3111,TE,14,BLT,47,34,246,272,0.90
Eric Moulds,165,WR,16,TEN,47,32,342,384,0.89
Mark Bradley,2256,WR,15,CHI,17,6,71,80,0.89
Cedrick Wilson,901,WR,16,PIT,30,18,207,233,0.89
Christian Fauria,130,TE,13,CAR,6,5,39,44,0.89
Kolby Smith,3764,HB,9,KC,28,22,153,173,0.88
Correll Buckhalter,869,HB,14,PHI,20,12,87,100,0.87
Hank Baskett,3220,WR,16,PHI,21,16,142,164,0.87
Chris Davis,3744,WR,6,TEN,9,5,38,44,0.86
Craig Davis,3646,WR,13,SD,30,20,188,219,0.86
Steve Smith,3667,WR,5,NYG,14,8,63,73,0.86
Martrez Milner,3749,TE,7,ATL,9,9,50,58,0.86
Glenn Martinez,2112,WR,12,DEN,24,15,175,205,0.85
Daniel Graham,1028,TE,15,DEN,30,24,246,291,0.85
Keary Colbert,1783,WR,12,CAR,63,32,332,389,0.85
Luke Lawton,2099,FB,7,IND,4,4,29,34,0.85
Samie Parker,1826,WR,15,KC,37,25,293,344,0.85
Mike Williams,2227,WR,6,OAK,20,7,90,107,0.84
Peerless Price,473,WR,4,BUF,11,7,68,83,0.82
Matt Schobel,1074,TE,14,PHI,17,10,98,121,0.81
Bryan Fletcher,1184,TE,12,IND,26,18,143,176,0.81
Robert Royal,1151,TE,16,BUF,34,25,248,311,0.80
Brad Smith,3048,WR,16,NYJ,63,32,325,409,0.79
Moran Norris,865,FB,15,SF,10,6,38,48,0.79
Matt Willis,4283,WR,4,BLT,1,1,11,14,0.79
T.J. Duckett,1025,HB,11,DET,6,3,44,56,0.79
Anthony Fasano,2998,TE,16,DAL,21,14,143,182,0.79
David Martin,916,TE,15,MIA,49,35,303,390,0.78
Rashied Davis,2554,WR,16,CHI,30,17,165,213,0.77
Ron Dayne,589,HB,13,HST,21,17,112,147,0.76
Delanie Walker,3120,TE,16,SF,41,21,174,228,0.76
Kyle Eckel,2574,FB,4,NE,1,1,6,8,0.75
Jeff Dugan,1936,FB,10,MIN,7,6,30,40,0.75
Adam Jennings,3129,WR,13,ATL,6,6,62,84,0.74
Ben Patrick,3831,TE,8,ARZ,9,5,56,76,0.74
Joe Horn,199,WR,12,ATL,47,27,243,331,0.73
James Thrash,323,WR,12,WAS,17,9,107,146,0.73
Rudi Johnson,857,HB,11,CIN,15,13,110,151,0.73
Michael Turner,1873,HB,13,SD,6,4,16,22,0.73
Kevin Jones,1751,HB,13,DET,40,31,192,262,0.73
Kris Wilson,1782,FB,16,KC,45,24,180,250,0.72
Darren Sproles,2347,HB,7,SD,12,10,31,43,0.72
Jeb Putzier,1174,TE,7,HST,8,6,39,55,0.71
Ryne Robinson,3734,WR,9,CAR,8,4,35,50,0.70
Justin McCareins,872,WR,16,NYJ,40,19,232,336,0.69
Deuce McAllister,793,HB,3,NO,5,4,15,22,0.68
John Gilmore,1176,TE,11,CHI,4,3,14,21,0.67
Carey Davis,2029,FB,14,PIT,13,12,49,73,0.67
Terrelle Smith,651,FB,16,ARZ,10,7,59,88,0.67
Heath Evans,843,FB,14,NE,5,4,43,66,0.65
Greg Jones II,1776,FB,16,JAX,16,11,99,152,0.65
Ryan Neufeld,565,TE,7,BUF,2,2,14,22,0.64
John Owens,1133,TE,5,DET,2,1,9,14,0.64
Tatum Bell,1762,HB,5,DET,18,14,63,100,0.63
Ben Troupe,1761,TE,14,TEN,10,5,47,75,0.63
Cadillac Williams,2222,HB,4,TB,5,3,17,27,0.63
Brandon Manumaleuna,876,TE,16,SD,12,10,86,136,0.63
Vonta Leach,2100,FB,16,HST,32,25,108,174,0.62
Eddie Kennison,161,WR,7,KC,25,13,101,164,0.62
DeAngelo Williams,2972,HB,16,CAR,34,23,159,259,0.61
Kenton Keith,4131,HB,15,IND,22,13,77,126,0.61
Korey Hall,3807,FB,13,GB,10,8,49,81,0.60
Maurice Stovall,3035,WR,13,TB,13,10,86,143,0.60
Reggie Kelly,468,TE,15,CIN,26,20,211,357,0.59
Lawrence Vickers,3125,FB,16,CLV,23,13,91,153,0.59
Dwayne Blakley,1219,TE,11,ATL,9,7,48,83,0.58
Dante' Hall,677,WR,6,STR,11,5,27,47,0.57
John Owens,1133,TE,5,NO,1,1,4,7,0.57
Le'Ron McClain,3753,FB,14,BLT,11,8,50,89,0.56
Reuben Droughns,640,HB,14,NYG,14,7,49,87,0.56
Jerame Tuman,513,TE,5,PIT,2,1,9,16,0.56
Sammy Morris,678,HB,6,NE,7,6,35,64,0.55
Johnnie Lee Higgins,3715,WR,15,OAK,7,6,47,86,0.55
Mike Karney,1875,FB,16,NO,17,13,78,143,0.55
Kyle Brady,118,TE,14,NE,15,9,70,130,0.54
Boomer Grigsby,2355,FB,9,KC,3,2,14,26,0.54
Will Heller,1623,TE,15,SEA,24,13,82,154,0.53
Ashley Lelie,1026,WR,13,SF,25,10,115,217,0.53
Madison Hedgecock,2468,FB,15,NYG,11,6,45,87,0.52
Antonio Pittman,3723,HB,10,STR,7,3,15,29,0.52
Steve Heiden,481,TE,16,CLV,20,12,104,202,0.51
Taylor Jacobs,1360,WR,4,SF,9,3,40,80,0.50
Aaron Halterman,2619,TE,3,MIA,3,1,7,14,0.50
Chris Davis,4144,WR,1,NYJ,1,1,3,6,0.50
LenDale White,2990,HB,16,TEN,29,20,114,234,0.49
Clifton Dawson,3923,HB,5,IND,5,2,15,31,0.48
Aaron Moorehead,1665,WR,6,IND,23,8,65,140,0.46
Marcel Shipp,987,HB,15,ARZ,9,4,25,54,0.46
Biren Ealy,4252,WR,3,TEN,3,1,6,13,0.46
Cecil Sapp,1695,FB,15,DEN,20,14,51,113,0.45
Marcus Maxwell,2440,WR,3,CIN,2,1,5,11,0.45
Brian Kozlowski,62,TE,3,WAS,1,1,5,11,0.45
Domenik Hixon,3075,WR,5,NYG,1,1,5,11,0.45
Joe Klopfenstein,2991,TE,16,STR,3,2,37,84,0.44
Brad Hoover,740,FB,16,CAR,13,10,58,131,0.44
Mike Bell,3225,HB,4,DEN,1,1,7,16,0.44
Matt Spaeth,3693,TE,14,PIT,6,5,34,80,0.43
Tim Carter,1053,WR,16,CLV,19,8,117,281,0.42
Adimchinobe Echemandu,1924,HB,6,HST,2,2,11,26,0.42
Dane Looker,755,WR,13,STR,13,6,38,91,0.42
Ovie Mughelli,1445,FB,15,ATL,9,6,36,86,0.42
Shaun Alexander,597,HB,13,SEA,22,14,76,182,0.42
Troy Bienemann,4195,TE,16,ARZ,10,7,46,113,0.41
Fred Taylor,333,HB,15,JAX,13,9,58,141,0.41
Travis Henry,825,HB,12,DEN,13,7,65,157,0.41
Jim Kleinsasser,469,TE,16,MIN,8,4,43,114,0.38
Mike Vrabel,268,ED,6,NE,3,2,3,8,0.38
Sam Aiken,1439,WR,6,BUF,2,1,10,26,0.38
Isaac Smolko,3515,TE,5,JAX,2,1,5,13,0.38
Ryan Krause,1887,TE,9,GB,2,2,11,30,0.37
Jason McKie,1279,FB,16,CHI,14,9,33,102,0.32
Michael Matthews,4218,TE,16,NYG,13,6,28,88,0.32
Lorenzo Neal,47,FB,13,SD,11,8,23,71,0.32
Thomas Tapeh,1880,FB,16,PHI,10,8,50,161,0.31
LaBrandon Toefield,1443,HB,1,JAX,1,1,4,13,0.31
Jeremi Johnson,1430,FB,16,CIN,7,6,32,104,0.31
Richard Owens,2141,FB,8,STR,1,1,9,32,0.28
Anthony Becht,602,TE,16,TB,7,5,20,76,0.26
Andrew Pinnock,1527,FB,4,SD,4,1,5,19,0.26
Tab Perry,2407,WR,2,CIN,5,1,7,28,0.25
Jason Hill,3692,WR,4,SF,2,1,6,24,0.25
Daniel Wilcox,1002,TE,5,BLT,10,6,18,74,0.24
John Kuhn,2686,FB,12,GB,3,2,7,31,0.23
Brandon Lloyd,1436,WR,8,WAS,9,2,14,62,0.23
Joseph Kowalewski,3386,TE,13,NYJ,8,5,18,81,0.22
Travis Taylor,588,WR,1,STR,3,1,4,20,0.20
Priest Holmes,309,HB,4,KC,8,4,9,51,0.18
Jon Bradley,1993,FB,14,DET,4,2,10,59,0.17
Jason Dunn,178,TE,15,KC,3,2,9,56,0.16
Jackie Battle,3885,HB,2,KC,5,1,4,25,0.16
Alvin Pearman,2344,HB,1,SEA,1,1,1,7,0.14
Byron Storer,4125,FB,5,TB,3,2,3,24,0.13
Lee Vickers,3542,TE,5,BLT,5,2,4,32,0.13
Reagan Mauia,3797,FB,15,MIA,3,2,5,46,0.11
Dan Campbell,488,TE,2,DET,1,1,1,18,0.06
Oliver Hoyte,3357,FB,10,DAL,3,1,2,44,0.05
Oren O'Neal,3791,FB,11,OAK,1,1,1,29,0.03
Casey Cramer,1942,FB,5,TEN,1,0,,15,
Micheal Spurlock,3517,WR,1,TB,2,0,,16,
Stacy Tutt,3538,FB,5,NYJ,1,0,,10,
Michael Gasperson,2890,WR,1,PHI,1,0,,2,
