study,result_dir,experiment,league,evidence_class,candidate_method,baseline_method,tier,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better,season_cluster_se
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_strict,development_2017_2022,ppg_crps,504,6,-0.00028630298043150865,-0.0014589550821794875,0.00066031221526893,0.69,0.000602514801825633
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_strict,development_2017_2022,contribution_crps,504,6,-0.002652704806161282,-0.03146624295217837,0.026654595332647496,0.5672,0.014939931083520082
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_strict,development_2017_2022,played_crps,504,6,0.0017262439488269809,-0.0020843067831242336,0.005073608686030988,0.165,0.0018173817352823102
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_strict,development_2017_2022,ppg_crps,504,6,0.00010179848927343697,-0.0011497369428059335,0.0012762054229535208,0.4328,0.0006100129679257665
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_strict,development_2017_2022,contribution_crps,504,6,-0.006275260461357437,-0.030357551012067597,0.019477516561729375,0.6894,0.012904712358865585
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_strict,development_2017_2022,played_crps,504,6,-0.00042408797574743497,-0.0025672280410122144,0.001401491802654732,0.6348,0.0010221282011157412
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_strict,temporal_2023_2025,ppg_crps,252,3,-0.0006272314911800139,-0.0027229434099640937,0.0011647377615202335,0.7384,0.0009139483731153407
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_strict,temporal_2023_2025,contribution_crps,252,3,0.03794908119562364,-0.0018562612212073375,0.06585583377696572,0.0364,0.016736392736472983
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_strict,temporal_2023_2025,played_crps,252,3,-0.0015007382869943022,-0.004612236400490575,0.0012132761052572945,0.8506,0.0013751925573540667
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_strict,temporal_2023_2025,ppg_crps,252,3,-0.0006918464118110076,-0.0038369729778918345,0.0025724014943618906,0.6382,0.0015148630557087746
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_strict,temporal_2023_2025,contribution_crps,252,3,-0.010410882153492158,-0.06552149285279298,0.02934508941644427,0.708,0.023029956058335504
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_strict,temporal_2023_2025,played_crps,252,3,-0.0027326512414562487,-0.006466747205054049,-0.0006938046493556218,1.0,0.0015146097614850236
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_main,development_2017_2022,ppg_crps,720,6,0.00041814212827482184,-0.0007561639966298029,0.0013755296235341188,0.2294,0.0005626122706419887
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_main,development_2017_2022,contribution_crps,720,6,0.002067588384324095,-0.018545604788648463,0.025303385593031868,0.4364,0.011102500305510092
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_main,development_2017_2022,played_crps,720,6,0.0015394248066481664,-0.0013891809294129971,0.0039458021078395055,0.13,0.0013772276204742462
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_main,development_2017_2022,ppg_crps,720,6,3.445218652542128e-07,-0.000865641821022475,0.0009645014729249505,0.4836,0.0004568498789739052
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_main,development_2017_2022,contribution_crps,720,6,-0.0017467893643754006,-0.02016308358292351,0.016264478649071747,0.5664,0.009606310339140379
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_main,development_2017_2022,played_crps,720,6,0.0007946605051031406,-0.0015131906789753863,0.0026967737837897566,0.2134,0.001047067984072382
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_main,temporal_2023_2025,ppg_crps,360,3,-0.0005797592759263883,-0.0018748586410648647,0.0009274247439497452,0.8492,0.0006632366482519661
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_main,temporal_2023_2025,contribution_crps,360,3,0.02482214169136125,-0.0018342296558863103,0.04679361663958737,0.0358,0.011609412475594322
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_main,temporal_2023_2025,played_crps,360,3,-0.0017279238726389664,-0.0034933372900634186,0.0006958250120987368,0.9656,0.001012685539221796
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_main,temporal_2023_2025,ppg_crps,360,3,-0.0007420164448979447,-0.003631868884877523,0.0024009483072739246,0.6246,0.0014184077103844008
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_main,temporal_2023_2025,contribution_crps,360,3,0.008099745853575114,-0.053125901701945595,0.060666272164505326,0.3636,0.02691920121081735
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_main,temporal_2023_2025,played_crps,360,3,-0.00042738750796308896,-0.00321062608057176,0.0016177469416419085,0.6008,0.0011875507439904236
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_broad,development_2017_2022,ppg_crps,936,6,-1.5695341115917073e-05,-0.0009545526016808722,0.0006958937355831767,0.4968,0.0004345015788687306
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_broad,development_2017_2022,contribution_crps,936,6,-0.004323747660588536,-0.019994743329757217,0.013493057597678416,0.7096,0.008625228917347776
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_broad,development_2017_2022,played_crps,936,6,0.000990155495335434,-0.0008739648889825065,0.0028443781267768384,0.1778,0.0009848876986207412
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_broad,development_2017_2022,ppg_crps,936,6,0.0004848268167016464,-0.0008642561497742672,0.0013890008810608498,0.2408,0.0006018318223216548
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_broad,development_2017_2022,contribution_crps,936,6,0.002590233916542832,-0.01361647090771443,0.0198950867246681,0.3738,0.008571920095309363
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_broad,development_2017_2022,played_crps,936,6,0.0015794296950975128,-0.0008659133804212417,0.004105000899974526,0.1106,0.0012680955566581854
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_broad,temporal_2023_2025,ppg_crps,468,3,-0.0004890811193276683,-0.0014587318347422443,0.00043930647511940436,0.847,0.00044635648282429375
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_broad,temporal_2023_2025,contribution_crps,468,3,0.020347634240886373,-0.003693341822386354,0.03257163636377829,0.0434,0.010099614641101836
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,core_broad,temporal_2023_2025,played_crps,468,3,-0.0007160024818482078,-0.0019341191267281683,0.0008624885421582598,0.8582,0.000671186758077811
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_broad,temporal_2023_2025,ppg_crps,468,3,-0.00011067733660390942,-0.0028960047567411023,0.002833821651567213,0.6304,0.0013715059751746768
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_broad,temporal_2023_2025,contribution_crps,468,3,0.006568024440965223,-0.04628582531411005,0.05028642232448507,0.3734,0.022930648068910257
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,replace_adp_rank_with_log_adp,production,core_broad,temporal_2023_2025,played_crps,468,3,0.00046413392434126774,-0.0017882369375890207,0.0023746699704307998,0.3806,0.0009981130693997797
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,depth_main,development_2017_2022,ppg_crps,1039,6,5.392509566284537e-05,-0.00044652971573267336,0.0004014298577615898,0.3694,0.0002228295688333303
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,depth_main,development_2017_2022,contribution_crps,1039,6,-0.004234420103472257,-0.006588723181755136,-0.002306858409368347,1.0,0.0011491351535105599
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,add_log_adp,production,depth_main,development_2017_2022,played_crps,1039,6,-0.0007654157186527437,-0.0016773591932484205,0.00039725797369885053,0.9208,0.0005274969312480574
