lock_version,model_run_id,forecast_origin,position,history_group,prior_rows,primary_rmse,projection_only_rmse,selected_source
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2023,WR,limited_history,314,2.7124023105775277,2.6986784064285088,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2023,TE,limited_history,137,1.9651449052252403,1.9689283495039223,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2024,QB,limited_history,49,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2024,RB,limited_history,279,3.6267844114174785,3.731429046989863,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2024,WR,limited_history,369,2.745100736859352,2.7368431931774517,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2024,TE,limited_history,164,1.9473249242433788,1.9675942763063727,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2025,QB,limited_history,59,5.100513888395399,4.988934729559687,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2025,RB,limited_history,313,3.569422340975289,3.665052560155818,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2025,WR,limited_history,421,2.741700217124436,2.7356466671461903,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2025,TE,limited_history,189,1.9993931872340314,1.9935582122543691,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2026,QB,limited_history,71,4.875463620046217,4.732108160244035,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2026,RB,limited_history,349,3.536438591167287,3.6135041429633237,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2026,WR,limited_history,473,2.708287512446474,2.6871412890871778,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,2026,TE,limited_history,206,2.010804622609209,2.0134710478349978,conditional_ppg_primary_blend
